time,facial_skin_temperature
1.0,34.1045
2.0,34.102888888888884
3.0,34.10104761904762
4.0,34.099022222222224
5.0,34.096860215053766
6.0,34.0944435483871
7.0,34.09202688172043
8.0,34.034083333333335
9.0,33.94837634408603
10.0,33.8487876344086
11.0,33.74225806451613
12.0,33.63225806451612
13.0,33.638903225806445
14.0,33.703870967741935
15.0,33.797999999999995
16.0,33.90670967741935
17.0,34.02270967741936
18.0,34.118064516129024
19.0,34.20309677419355
20.0,34.28296774193548
21.0,34.36025806451613
22.0,34.436258064516124
23.0,34.460645161290316
24.0,34.45922580645161
25.0,34.444903225806456
26.0,34.424129032258065
27.0,34.400129032258064
28.0,34.371432258064516
29.0,34.340387096774194
30.0,34.308167741935485
31.0,34.27536129032258
32.0,34.24226129032258
33.0,34.21282580645161
34.0,34.18522258064516
35.0,34.15853548387096
36.0,34.132306451612905
37.0,34.1063064516129
38.0,34.081295698924734
39.0,34.05677956989247
40.0,34.03251075268817
41.0,34.00836559139785
42.0,33.98428225806451
43.0,33.96019892473118
44.0,33.936158602150535
45.0,33.912139784946234
46.0,33.8881317204301
47.0,33.86412903225806
48.0,33.84012903225806
49.0,33.83873548387096
50.0,33.84864516129032
51.0,33.8642064516129
52.0,33.88259354838709
53.0,33.902393548387096
54.0,33.90175483870968
55.0,33.89089677419354
56.0,33.874929032258066
57.0,33.8564064516129
58.0,33.83660645161291
59.0,33.81923225806452
60.0,33.80307096774194
61.0,33.78751612903226
62.0,33.772264516129034
63.0,33.75716451612904
64.0,33.774632258064514
65.0,33.808383870967745
66.0,33.85027741935484
67.0,33.89624193548387
68.0,33.94424193548387
69.0,33.9426935483871
70.0,33.91637096774193
71.0,33.87766129032258
72.0,33.83275806451613
73.0,33.784758064516126
74.0,33.78695161290322
75.0,33.81424193548387
76.0,33.85408064516129
77.0,33.900193548387094
78.0,33.949443548387094
79.0,33.998693548387095
80.0,34.023556451612905
81.0,34.03622580645161
82.0,34.042798387096774
83.0,34.04632258064515
84.0,34.048322580645156
85.0,34.04252903225806
86.0,34.032838709677414
87.0,34.02119999999999
88.0,34.00858709677419
89.0,33.99548709677419
90.0,33.99327741935484
91.0,33.996512903225806
92.0,34.00247096774193
93.0,34.00979032258064
94.0,34.01779032258065
95.0,34.02532580645162
96.0,34.03262903225807
97.0,34.03981612903226
98.0,34.046945161290324
99.0,34.054045161290325
100.0,34.06047419354839
101.0,34.066567741935486
102.0,34.0724935483871
103.0,34.078335483870966
104.0,34.084135483870966
105.0,34.09530322580645
106.0,34.10915483870968
107.0,34.124348387096774
108.0,34.14021290322581
109.0,34.156412903225814
110.0,34.159090322580646
111.0,34.155006451612905
112.0,34.14754193548387
113.0,34.138387096774196
114.0,34.12838709677419
115.0,34.1183870967742
116.0,34.114012903225806
117.0,34.11245161290322
118.0,34.112296774193545
119.0,34.112845161290316
120.0,34.11374516129031
121.0,34.114180645161284
122.0,34.11438387096773
123.0,34.11447096774192
124.0,34.11449999999999
125.0,34.11449999999999
126.0,34.11037096774193
127.0,34.104177419354826
128.0,34.096951612903226
129.0,34.08920967741935
130.0,34.08120967741935
131.0,34.095919354838706
132.0,34.12198387096774
133.0,34.15372580645161
134.0,34.188306451612895
135.0,34.2243064516129
136.0,34.23656451612902
137.0,34.236951612903226
138.0,34.231403225806446
139.0,34.222887096774194
140.0,34.212887096774196
141.0,34.204220430107526
142.0,34.19622043010753
143.0,34.18855376344086
144.0,34.18105376344086
145.0,34.173637096774186
146.0,34.16622043010753
147.0,34.11411559139785
148.0,34.03966666666666
149.0,33.95404569892473
150.0,33.86283870967742
151.0,33.76883870967741
152.0,33.78322580645161
153.0,33.8518064516129
154.0,33.947483870967744
155.0,34.056709677419356
156.0,34.172709677419356
157.0,34.22723870967742
158.0,34.25103225806451
159.0,34.259458064516124
160.0,34.2602
161.0,34.257099999999994
162.0,34.23805161290322
163.0,34.21102903225806
164.0,34.180019354838706
