time,buttons_pressed
0.0,5.0
1.0,4.5
2.0,2.25
3.0,1.125
4.0,0.5625
5.0,0.125
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,5.0
18.0,8.5
19.0,9.25
20.0,9.625
21.0,5.8125
22.0,5.75
23.0,3.6875
24.0,2.6875
25.0,2.1875
26.0,2.0625
27.0,0.9375
28.0,0.4375
29.0,0.1875
30.0,0.0625
31.0,0.0
32.0,1.0
33.0,0.5
34.0,0.25
35.0,0.125
36.0,0.0625
37.0,1.0
38.0,1.5
39.0,3.75
40.0,4.875
41.0,4.4375
42.0,2.1875
43.0,1.0625
44.0,0.4375
45.0,0.125
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,0.0
66.0,2.0
67.0,4.0
68.0,7.0
69.0,6.5
70.0,3.25
71.0,2.5625
72.0,3.1875
73.0,1.4375
74.0,2.625
75.0,2.3125
76.0,1.125
77.0,3.5
78.0,4.75
79.0,2.3125
80.0,3.125
81.0,2.5625
82.0,1.1875
83.0,0.5
84.0,1.25
85.0,1.5625
86.0,0.75
87.0,0.375
88.0,0.1875
89.0,1.0625
90.0,0.5
91.0,1.25
92.0,0.625
93.0,0.3125
94.0,0.125
95.0,0.0625
96.0,0.0
97.0,0.0
98.0,2.0
99.0,2.0
100.0,1.0
101.0,0.5
102.0,1.25
103.0,0.5625
104.0,0.25
105.0,0.125
106.0,0.0625
107.0,0.0
108.0,0.0
109.0,0.0
110.0,1.0
111.0,1.5
112.0,0.75
113.0,0.375
114.0,0.1875
115.0,0.0625
116.0,1.0
117.0,1.5
118.0,3.75
119.0,1.875
120.0,2.9375
121.0,2.4375
122.0,2.1875
123.0,3.0
124.0,3.5
125.0,2.6875
126.0,1.3125
127.0,0.625
128.0,1.25
129.0,1.5625
130.0,1.75
131.0,1.875
132.0,0.9375
133.0,1.4375
134.0,0.6875
