time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,29.76,991.38,190.43,17.95,687
1.0,29.77,991.45,189.41,17.33,687
2.0,29.76,991.32,190.43,17.45,687
3.0,29.77,991.34,190.29,17.53,687
4.0,29.78,991.34,190.22,17.54,687
5.0,29.76,991.35,190.19,17.56,687
6.0,29.77,991.39,189.81,17.9,687
7.0,29.76,991.35,190.29,17.7,687
8.0,29.78,991.46,189.27,17.56,687
9.0,29.77,991.36,190.05,17.55,687
10.0,29.78,991.35,190.15,17.51,687
11.0,29.77,991.36,190.05,17.51,687
12.0,29.77,991.39,189.81,17.96,687
13.0,29.78,991.41,189.67,17.4,687
14.0,29.78,991.41,190.01,17.04,687
15.0,29.78,991.38,190.38,17.22,687
16.0,29.78,991.41,189.77,17.34,687
17.0,29.79,991.35,190.15,17.29,687
18.0,29.79,991.36,190.08,17.49,687
19.0,29.77,991.36,190.05,17.49,687
20.0,29.8,991.37,190.01,17.49,687
21.0,29.81,991.38,189.87,17.76,687
22.0,29.81,991.33,189.87,17.48,687
23.0,29.78,991.32,190.24,17.33,687
24.0,29.8,991.36,190.05,17.64,687
25.0,29.8,991.31,190.48,17.49,687
26.0,29.79,991.42,189.6,17.49,687
27.0,29.8,991.31,190.48,17.49,687
28.0,29.78,991.38,189.91,17.06,687
29.0,29.8,991.37,190.72,17.27,687
30.0,29.78,991.35,190.01,17.48,687
31.0,29.8,991.4,189.77,17.47,687
32.0,29.8,991.32,190.41,17.48,687
33.0,29.8,991.4,189.7,17.51,687
34.0,29.81,991.33,190.34,17.49,687
35.0,29.81,991.38,189.87,17.3,687
36.0,29.78,991.46,189.67,16.96,687
37.0,29.8,991.35,190.15,17.62,687
38.0,29.8,991.34,190.24,17.39,687
39.0,29.8,991.34,190.24,17.49,687
40.0,29.8,991.38,189.94,17.49,687
41.0,29.8,991.42,189.53,17.19,687
42.0,29.78,991.35,190.15,17.91,687
43.0,29.78,991.35,190.05,17.75,687
44.0,29.8,991.37,189.87,17.35,687
45.0,29.8,991.42,189.53,17.43,686
46.0,29.78,991.35,190.11,17.51,686
47.0,29.8,991.37,190.15,17.76,686
48.0,29.8,991.37,190.01,17.44,686
49.0,29.77,991.34,190.29,17.49,686
50.0,29.79,991.33,190.31,17.47,686
51.0,29.8,991.42,189.53,17.64,686
52.0,29.79,991.33,190.31,17.75,686
53.0,29.8,991.32,190.01,17.23,686
54.0,29.8,991.37,190.15,17.56,686
55.0,29.8,991.38,189.94,17.46,686
56.0,29.81,991.38,189.87,17.47,686
57.0,29.78,991.32,190.38,17.48,686
58.0,29.8,991.38,189.94,17.41,686
59.0,29.81,991.39,189.8,17.16,686
60.0,29.81,991.38,189.87,17.64,686
61.0,29.81,991.35,190.18,17.47,686
62.0,29.81,991.31,190.51,17.46,686
63.0,29.81,991.38,189.87,17.44,686
64.0,29.8,991.34,190.24,17.42,686
65.0,29.8,991.32,190.41,17.12,686
66.0,29.8,991.4,190.01,17.43,686
67.0,29.78,991.35,190.15,17.08,686
68.0,29.8,991.39,189.84,17.37,686
69.0,29.8,991.37,190.01,17.39,686
70.0,29.8,991.38,189.94,17.4,686
71.0,29.78,991.38,189.91,17.23,686
72.0,29.8,991.37,190.01,16.94,686
73.0,29.81,991.38,189.63,17.37,686
74.0,29.78,991.35,190.01,16.92,686
75.0,29.8,991.42,189.53,17.38,686
76.0,29.8,991.37,190.01,17.38,689
77.0,29.8,991.4,189.77,17.43,689
78.0,29.8,991.34,190.24,17.24,689
79.0,29.8,991.34,190.24,17.36,689
80.0,29.8,991.42,189.53,17.37,689
81.0,29.8,991.37,190.01,17.37,689
82.0,29.8,991.31,190.48,17.47,689
83.0,29.8,991.37,190.01,17.22,689
84.0,29.8,991.31,190.55,17.16,689
85.0,29.8,991.4,189.7,17.29,689
86.0,29.8,991.4,189.77,17.37,689
87.0,29.8,991.31,190.48,17.37,689
88.0,29.8,991.38,189.94,17.29,689
89.0,29.78,991.35,191.1,17.92,689
90.0,29.78,991.35,190.01,17.34,689
91.0,29.77,991.34,190.29,17.4,689
92.0,29.8,991.37,190.01,17.4,689
93.0,29.77,991.34,190.29,17.4,689
94.0,29.78,991.37,189.98,17.73,689
95.0,29.77,991.31,190.52,17.17,689
96.0,29.77,991.34,190.52,17.37,689
97.0,29.77,991.33,190.35,17.71,689
98.0,29.77,991.34,190.29,17.46,689
99.0,29.77,991.34,190.29,17.44,689
100.0,29.76,991.43,189.48,17.44,689
101.0,29.77,991.3,190.59,17.02,689
102.0,29.77,991.34,190.52,17.26,689
103.0,29.77,991.38,189.95,17.53,689
104.0,29.76,991.32,190.43,17.49,689
105.0,29.76,991.32,190.43,17.45,689
106.0,29.75,991.41,189.61,17.44,689
107.0,29.77,991.34,190.29,17.15,691
108.0,29.76,991.38,189.95,17.45,691
109.0,29.78,991.35,190.15,17.45,691
110.0,29.76,991.38,189.95,17.82,691
111.0,29.75,991.36,190.09,17.97,691
112.0,29.76,991.32,190.35,17.9,691
113.0,29.76,991.29,190.66,17.55,691
114.0,29.75,991.33,190.32,17.52,691
115.0,29.76,991.35,190.19,17.54,691
116.0,29.76,991.35,190.19,17.55,691
117.0,29.77,991.34,190.29,17.65,691
118.0,29.79,991.36,190.08,17.75,691
119.0,29.78,991.3,190.45,17.41,691
120.0,29.79,991.39,189.81,17.61,691
121.0,29.77,991.34,190.29,17.48,691
122.0,29.8,991.42,189.53,17.49,691
123.0,29.79,991.36,190.08,17.48,691
124.0,29.77,991.31,190.52,17.16,691
125.0,29.78,991.37,190.45,17.48,691
126.0,29.77,991.34,190.15,17.22,691
127.0,29.77,991.38,189.88,17.38,691
128.0,29.77,991.41,189.64,17.44,691
129.0,29.76,991.38,189.95,17.43,691
130.0,29.76,991.32,190.43,17.42,691
131.0,29.77,991.39,189.81,17.32,691
132.0,29.76,991.35,190.19,17.71,691
133.0,29.76,991.38,190.43,17.87,691
134.0,29.77,991.36,190.09,17.59,691
135.0,29.75,991.36,190.09,17.46,691
136.0,29.77,991.36,190.05,17.45,691
137.0,29.77,991.39,189.81,17.75,691
138.0,29.77,991.34,189.81,17.43,692
