,ibi_s,day,time
1,21.953,1,09:07:49
2,0.959,1,09:07:50
3,0.771,1,09:07:51
4,0.795,1,09:07:52
5,2.317,1,09:07:54
6,0.763,1,09:07:55
7,0.75,1,09:07:56
8,0.704,1,09:07:57
9,15.113,1,09:08:19
10,0.352,1,09:08:20
11,0.714,1,09:08:20
12,0.772,1,09:08:21
13,0.335,1,09:08:22
14,4.289,1,09:08:26
15,0.703,1,09:08:27
16,0.72,1,09:08:27
17,0.747,1,09:08:28
18,0.72,1,09:08:29
19,0.728,1,09:08:29
20,0.762,1,09:08:30
21,0.797,1,09:08:31
22,0.752,1,09:08:40
23,0.739,1,09:08:41
24,1.496,1,09:08:42
25,0.668,1,09:08:43
26,0.689,1,09:08:43
27,0.703,1,09:08:44
28,0.75,1,09:08:45
29,1.514,1,09:08:46
30,0.709,1,09:08:47
31,0.741,1,09:08:48
32,0.715,1,09:08:49
33,0.72,1,09:08:49
34,1.427,1,09:08:51
35,0.677,1,09:08:51
36,0.645,1,09:08:52
37,0.641,1,09:08:53
38,1.272,1,09:08:54
39,0.624,1,09:08:55
40,0.628,1,09:08:55
41,1.262,1,09:08:56
42,0.623,1,09:08:57
43,0.678,1,09:08:58
44,0.75,1,09:08:59
45,0.743,1,09:08:59
46,1.455,1,09:09:01
47,0.655,1,09:09:01
48,0.645,1,09:09:02
49,1.313,1,09:09:03
50,0.648,1,09:09:04
51,0.661,1,09:09:05
52,0.655,1,09:09:05
53,0.827,1,09:09:13
54,1.724,1,09:09:15
55,0.849,1,09:09:16
56,0.834,1,09:09:16
57,0.745,1,09:09:17
58,0.724,1,09:09:18
59,0.731,1,09:09:19
60,0.748,1,09:09:19
61,0.752,1,09:09:20
62,1.475,1,09:09:22
63,0.685,1,09:09:22
64,0.696,1,09:09:23
65,0.69,1,09:09:24
66,0.689,1,09:09:24
67,0.637,1,09:09:25
68,0.41,1,09:09:25
69,0.343,1,09:09:26
70,0.705,1,09:09:26
71,0.688,1,09:09:27
72,0.717,1,09:09:28
73,2.208,1,09:09:30
74,0.78,1,09:09:31
75,0.768,1,09:09:32
76,1.528,1,09:09:33
