,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
113,77,140,64,1,71.0,0,1,0,0,172.12,1,09:07:53
114,65,137,48,1,73.0,0,1,0,0,159.05,1,09:07:54
115,78,51,34,2,73.0,0,1,0,0,99.2,1,09:07:55
116,138,198,21,0,73.0,0,1,0,0,242.26,1,09:07:56
117,36,50,21,1,73.0,0,1,0,0,65.09,1,09:07:57
118,77,196,80,1,73.0,0,1,0,0,225.27,1,09:07:58
119,185,180,137,1,73.0,0,1,0,0,292.22,1,09:07:59
120,99,116,64,1,73.0,0,1,0,0,165.39,1,09:08:00
121,10,51,26,0,73.0,0,1,0,0,58.11,1,09:08:01
143,102,99,140,1,81.0,0,1,0,0,199.51,1,09:08:23
144,50,73,37,0,81.0,0,1,0,0,95.91,1,09:08:24
145,33,0,50,0,81.0,0,1,0,0,59.91,1,09:08:25
146,0,0,4,0,81.0,0,0,0,1,4.0,1,09:08:26
147,0,0,0,0,81.0,1,0,0,0,0.0,1,09:08:27
148,0,13,0,0,81.0,1,0,0,0,13.0,1,09:08:28
149,0,0,0,0,81.0,1,0,0,0,0.0,1,09:08:29
150,0,0,0,0,81.0,1,0,0,0,0.0,1,09:08:30
151,75,7,0,0,82.0,0,1,0,0,75.33,1,09:08:31
152,16,15,0,1,81.0,0,1,0,0,21.93,1,09:08:32
153,26,0,0,0,81.0,0,1,0,0,26.0,1,09:08:33
154,0,4,0,0,81.0,1,0,0,0,4.0,1,09:08:34
161,33,0,43,0,82.0,0,1,0,0,54.2,1,09:08:41
162,0,0,25,0,82.0,0,0,0,1,25.0,1,09:08:42
163,12,2,2,0,82.0,0,1,0,0,12.33,1,09:08:43
164,48,56,47,1,82.0,0,1,0,0,87.46,1,09:08:44
165,4,0,1,0,83.0,0,0,1,0,4.12,1,09:08:45
166,0,0,0,0,83.0,0,0,1,0,0.0,1,09:08:46
167,2,0,22,0,83.0,0,0,1,0,22.09,1,09:08:47
168,6,23,88,0,83.0,0,0,1,0,91.15,1,09:08:48
169,27,37,148,1,83.0,0,1,0,0,154.93,1,09:08:49
170,23,22,141,0,83.0,0,1,0,0,144.55,1,09:08:50
171,13,60,125,1,83.0,0,1,0,0,139.26,1,09:08:51
172,165,139,74,1,83.0,0,1,0,0,228.08,1,09:08:52
173,31,69,4,0,84.0,0,1,0,0,75.75,1,09:08:53
174,0,39,0,0,85.0,0,0,1,0,39.0,1,09:08:54
175,0,0,0,0,86.0,0,0,1,0,0.0,1,09:08:55
176,36,236,122,1,86.0,0,1,0,0,268.1,1,09:08:56
177,12,76,79,0,88.0,0,1,0,0,110.28,1,09:08:57
178,40,92,52,0,88.0,0,1,0,0,113.0,1,09:08:58
179,32,8,34,1,89.0,0,1,0,0,47.37,1,09:08:59
180,97,232,93,1,89.0,0,1,0,0,268.11,1,09:09:00
181,27,125,88,0,87.0,0,1,0,0,155.24,1,09:09:01
182,41,61,133,1,87.0,0,1,0,0,151.96,1,09:09:02
183,34,23,122,1,88.0,0,1,0,0,128.72,1,09:09:03
184,57,108,27,0,88.0,0,1,0,0,125.07,1,09:09:04
185,7,66,0,0,88.0,0,1,0,0,66.37,1,09:09:05
186,0,19,0,0,88.0,0,0,0,1,19.0,1,09:09:06
187,0,0,0,0,89.0,0,0,0,1,0.0,1,09:09:07
194,145,173,273,1,87.0,0,1,0,0,354.24,1,09:09:14
195,106,29,65,0,85.0,0,1,0,0,127.68,1,09:09:15
196,0,6,80,0,85.0,0,0,0,1,80.22,1,09:09:16
197,0,0,39,0,85.0,0,0,0,1,39.0,1,09:09:17
198,0,0,0,0,82.0,0,0,0,1,0.0,1,09:09:18
199,0,0,0,0,82.0,0,0,0,1,0.0,1,09:09:19
200,10,0,0,0,82.0,0,1,0,0,10.0,1,09:09:20
201,4,14,7,0,82.0,0,0,0,1,16.16,1,09:09:21
202,118,144,169,0,81.0,0,1,0,0,251.44,1,09:09:22
203,56,23,88,1,81.0,0,1,0,0,106.81,1,09:09:23
204,43,19,0,0,82.0,0,1,0,0,47.01,1,09:09:24
205,61,149,10,1,83.0,0,1,0,0,161.31,1,09:09:25
206,67,226,48,1,84.0,0,1,0,0,240.56,1,09:09:26
207,22,129,24,1,85.0,0,1,0,0,133.05,1,09:09:27
208,60,87,77,0,85.0,0,1,0,0,130.76,1,09:09:28
209,26,51,34,0,85.0,0,1,0,0,66.58,1,09:09:29
210,7,0,17,0,85.0,0,1,0,0,18.38,1,09:09:30
211,41,38,39,1,85.0,0,1,0,0,68.16,1,09:09:31
212,73,99,47,0,85.0,0,1,0,0,131.68,1,09:09:32
213,124,32,128,0,84.0,0,1,0,0,181.06,1,09:09:33
214,106,12,58,1,83.0,0,1,0,0,121.42,1,09:09:34
215,51,4,16,0,83.0,0,1,0,0,53.6,1,09:09:35
216,48,0,0,1,83.0,0,1,0,0,48.0,1,09:09:36
217,6,0,0,0,83.0,0,0,0,1,6.0,1,09:09:37
218,114,0,271,0,84.0,0,1,0,0,294.0,1,09:09:38
219,21,0,112,1,84.0,0,1,0,0,113.95,1,09:09:39
220,61,0,71,0,84.0,0,1,0,0,93.61,1,09:09:40
227,68,79,45,1,73.0,0,1,0,0,113.53,1,09:09:47
228,34,26,17,0,72.0,0,1,0,0,46.05,1,09:09:48
229,0,15,0,0,73.0,0,0,1,0,15.0,1,09:09:49
230,2,3,0,0,74.0,0,0,1,0,3.61,1,09:09:50
231,13,13,20,1,75.0,0,1,0,0,27.17,1,09:09:51
232,72,36,52,0,75.0,0,1,0,0,95.83,1,09:09:52
233,19,0,21,0,75.0,0,1,0,0,28.32,1,09:09:53
234,61,23,58,0,76.0,0,1,0,0,87.26,1,09:09:54
235,12,0,0,1,78.0,0,1,0,0,12.0,1,09:09:55
236,1,0,16,0,79.0,0,0,1,0,16.03,1,09:09:56
237,16,3,54,0,80.0,0,1,0,0,56.4,1,09:09:57
238,13,0,5,0,80.0,0,1,0,0,13.93,1,09:09:58
239,36,17,29,1,80.0,0,1,0,0,49.25,1,09:09:59
240,33,17,76,1,80.0,0,1,0,0,84.58,1,09:10:00
241,50,5,29,1,80.0,0,1,0,0,58.02,1,09:10:01
242,43,2,4,1,80.0,0,1,0,0,43.23,1,09:10:02
243,4,0,11,1,81.0,0,0,0,1,11.7,1,09:10:03
244,47,57,96,1,81.0,0,1,0,0,121.14,1,09:10:04
245,30,0,20,0,82.0,0,1,0,0,36.06,1,09:10:05
246,68,2,17,1,82.0,0,1,0,0,70.12,1,09:10:06
247,35,74,72,0,83.0,0,1,0,0,109.02,1,09:10:07
248,77,163,160,0,83.0,0,1,0,0,241.04,1,09:10:08
249,34,19,69,1,84.0,0,1,0,0,79.23,1,09:10:09
250,34,90,31,0,85.0,0,1,0,0,101.08,1,09:10:10
251,120,51,259,1,85.0,0,1,0,0,289.97,1,09:10:11
252,106,33,111,0,86.0,0,1,0,0,156.99,1,09:10:12
253,6,9,79,0,85.0,0,0,1,0,79.74,1,09:10:13
260,141,75,205,0,87.0,0,1,0,0,259.87,1,09:10:20
261,41,37,86,1,86.0,0,1,0,0,102.21,1,09:10:21
262,52,36,317,1,86.0,0,1,0,0,323.25,1,09:10:22
263,70,58,81,1,86.0,0,1,0,0,121.76,1,09:10:23
264,135,48,90,1,85.0,0,1,0,0,169.2,1,09:10:24
265,30,59,3,0,85.0,0,1,0,0,66.26,1,09:10:25
266,102,24,49,1,85.0,0,1,0,0,115.68,1,09:10:26
267,49,9,6,0,84.0,0,1,0,0,50.18,1,09:10:27
268,37,0,0,0,83.0,0,1,0,0,37.0,1,09:10:28
269,13,9,1,0,83.0,0,1,0,0,15.84,1,09:10:29
270,31,14,16,0,82.0,0,1,0,0,37.59,1,09:10:30
271,1,0,0,1,81.0,0,0,0,1,1.0,1,09:10:31
272,5,0,0,0,80.0,0,0,0,1,5.0,1,09:10:32
273,0,1,0,0,79.0,0,0,0,1,1.0,1,09:10:33
274,45,76,38,1,78.0,0,1,0,0,96.15,1,09:10:34
275,79,76,0,0,77.0,0,1,0,0,109.62,1,09:10:35
276,66,44,46,0,77.0,0,1,0,0,91.7,1,09:10:36
277,64,33,36,1,77.0,0,1,0,0,80.5,1,09:10:37
278,7,4,0,0,78.0,0,1,0,0,8.06,1,09:10:38
279,0,0,0,0,79.0,1,0,0,0,0.0,1,09:10:39
280,1,0,0,1,80.0,1,0,0,0,1.0,1,09:10:40
281,53,47,0,0,80.0,0,1,0,0,70.84,1,09:10:41
282,1,20,0,0,82.0,1,0,0,0,20.02,1,09:10:42
283,0,2,0,0,83.0,1,0,0,0,2.0,1,09:10:43
284,0,0,0,0,84.0,1,0,0,0,0.0,1,09:10:44
285,0,0,0,0,84.0,1,0,0,0,0.0,1,09:10:45
286,0,0,0,0,84.0,1,0,0,0,0.0,1,09:10:46
293,66,62,46,0,74.0,0,1,0,0,101.57,1,09:10:53
294,58,0,61,0,74.0,0,1,0,0,84.17,1,09:10:54
295,82,81,156,0,75.0,0,1,0,0,193.96,1,09:10:55
296,39,127,115,1,76.0,0,1,0,0,175.71,1,09:10:56
297,61,31,67,1,76.0,0,1,0,0,95.77,1,09:10:57
298,19,9,3,0,76.0,0,1,0,0,21.24,1,09:10:58
299,0,2,19,0,76.0,0,0,1,0,19.1,1,09:10:59
300,0,10,0,0,78.0,0,0,1,0,10.0,1,09:11:00
301,21,49,0,0,79.0,0,1,0,0,53.31,1,09:11:01
302,0,23,0,0,79.0,0,0,1,0,23.0,1,09:11:02
303,0,0,0,0,81.0,0,0,1,0,0.0,1,09:11:03
304,0,0,0,0,83.0,0,0,1,0,0.0,1,09:11:04
305,0,0,0,0,83.0,0,0,1,0,0.0,1,09:11:05
306,0,0,0,0,84.0,0,0,1,0,0.0,1,09:11:06
307,0,0,0,0,84.0,0,0,1,0,0.0,1,09:11:07
308,0,0,0,0,84.0,0,0,1,0,0.0,1,09:11:08
309,8,3,10,1,81.0,0,1,0,0,13.15,1,09:11:09
310,4,0,22,0,79.0,0,0,1,0,22.36,1,09:11:10
311,0,10,0,0,76.0,0,0,1,0,10.0,1,09:11:11
312,0,0,0,0,75.0,0,0,1,0,0.0,1,09:11:12
313,0,0,0,0,73.0,0,0,1,0,0.0,1,09:11:13
314,0,0,0,0,73.0,0,0,1,0,0.0,1,09:11:14
315,0,12,16,0,73.0,0,0,1,0,20.0,1,09:11:15
