,ibi_s,day,time
1,0.469,1,09:18:38
2,0.765,1,09:19:00
3,0.862,1,09:19:01
4,0.864,1,09:19:02
5,0.879,1,09:19:03
6,0.824,1,09:19:03
7,0.797,1,09:19:04
8,0.727,1,09:19:05
9,0.723,1,09:19:06
10,0.702,1,09:19:06
11,0.742,1,09:19:07
12,0.767,1,09:19:08
13,0.711,1,09:19:09
14,0.722,1,09:19:09
15,0.731,1,09:19:10
16,0.767,1,09:19:11
17,0.828,1,09:19:12
18,0.796,1,09:19:12
19,0.801,1,09:19:13
20,0.81,1,09:19:14
21,0.771,1,09:19:15
22,0.721,1,09:19:15
23,0.688,1,09:19:16
24,0.696,1,09:19:17
25,0.732,1,09:19:18
26,0.927,1,09:19:19
27,1.069,1,09:19:20
28,0.976,1,09:19:21
29,0.955,1,09:19:22
30,0.876,1,09:19:22
31,0.8,1,09:19:23
32,0.803,1,09:19:24
33,0.827,1,09:19:25
34,0.851,1,09:19:34
35,0.855,1,09:19:34
36,0.892,1,09:19:35
37,0.948,1,09:19:36
38,0.9,1,09:19:37
39,0.907,1,09:19:38
40,0.928,1,09:19:40
41,0.949,1,09:19:40
42,0.954,1,09:19:42
43,0.917,1,09:19:42
44,0.848,1,09:19:43
45,0.795,1,09:19:43
46,0.799,1,09:19:44
47,0.82,1,09:19:45
48,0.795,1,09:19:47
49,0.846,1,09:19:47
50,0.867,1,09:19:48
51,0.894,1,09:19:48
52,0.905,1,09:19:49
53,0.864,1,09:19:51
54,0.848,1,09:19:51
55,0.769,1,09:19:53
56,0.737,1,09:19:53
57,0.765,1,09:19:53
58,0.876,1,09:19:54
59,1.101,1,09:19:55
60,1.033,1,09:19:56
61,0.942,1,09:19:57
62,0.307,1,09:20:06
63,0.439,1,09:20:06
64,0.297,1,09:20:06
65,0.427,1,09:20:07
66,0.722,1,09:20:08
67,0.733,1,09:20:08
68,0.744,1,09:20:09
69,0.886,1,09:20:10
70,0.836,1,09:20:11
71,0.857,1,09:20:12
72,0.875,1,09:20:13
73,0.887,1,09:20:13
74,0.811,1,09:20:14
75,0.772,1,09:20:15
76,0.768,1,09:20:16
77,0.783,1,09:20:17
78,0.804,1,09:20:17
79,0.773,1,09:20:19
80,0.741,1,09:20:20
81,0.706,1,09:20:21
82,0.718,1,09:20:21
83,0.759,1,09:20:21
84,0.876,1,09:20:22
85,0.931,1,09:20:23
86,0.874,1,09:20:24
87,0.787,1,09:20:26
88,0.744,1,09:20:26
89,0.715,1,09:20:26
90,0.681,1,09:20:27
91,0.691,1,09:20:27
92,0.692,1,09:20:28
93,0.805,1,09:20:29
94,0.921,1,09:20:30
95,0.959,1,09:20:31
96,0.775,1,09:20:39
97,0.766,1,09:20:39
98,0.774,1,09:20:40
99,0.786,1,09:20:41
100,0.758,1,09:20:43
101,0.753,1,09:20:43
102,0.716,1,09:20:44
103,0.715,1,09:20:44
104,0.711,1,09:20:45
105,0.715,1,09:20:45
106,0.771,1,09:20:46
107,0.865,1,09:20:47
108,1.026,1,09:20:48
109,0.828,1,09:20:49
110,0.87,1,09:20:50
111,0.257,1,09:20:50
112,0.619,1,09:20:51
113,0.874,1,09:20:51
114,0.836,1,09:20:52
115,0.817,1,09:20:53
116,0.814,1,09:20:54
117,0.867,1,09:20:55
118,0.842,1,09:20:56
119,0.796,1,09:20:56
120,0.77,1,09:20:57
121,0.734,1,09:20:58
122,0.325,1,09:20:58
123,0.399,1,09:20:59
124,0.756,1,09:20:59
125,0.961,1,09:21:00
126,0.956,1,09:21:01
127,0.875,1,09:21:02
128,0.909,1,09:21:03
129,0.38,1,09:21:03
130,0.537,1,09:21:04
131,0.813,1,09:21:15
132,0.788,1,09:21:16
133,0.837,1,09:21:16
134,0.812,1,09:21:17
135,0.828,1,09:21:18
136,0.85,1,09:21:19
137,0.853,1,09:21:20
138,0.864,1,09:21:21
139,0.829,1,09:21:21
140,0.883,1,09:21:22
141,0.945,1,09:21:23
142,0.806,1,09:21:24
143,0.763,1,09:21:25
144,0.753,1,09:21:26
145,0.73,1,09:21:26
146,0.735,1,09:21:27
147,0.724,1,09:21:28
148,0.716,1,09:21:29
149,0.714,1,09:21:29
150,0.712,1,09:21:30
151,0.718,1,09:21:31
152,0.715,1,09:21:31
153,0.738,1,09:21:32
154,0.731,1,09:21:33
155,0.725,1,09:21:34
156,0.706,1,09:21:34
157,0.71,1,09:21:35
158,0.705,1,09:21:36
159,0.697,1,09:21:36
160,0.712,1,09:21:37
161,0.746,1,09:21:38
162,0.775,1,09:21:39
163,0.806,1,09:21:39
164,0.827,1,09:21:40
165,0.822,1,09:21:48
166,0.817,1,09:21:49
167,0.789,1,09:21:50
168,0.77,1,09:21:50
169,0.755,1,09:21:51
170,0.758,1,09:21:52
171,0.763,1,09:21:53
172,0.807,1,09:21:53
173,0.88,1,09:21:54
174,0.893,1,09:21:55
175,0.873,1,09:21:56
176,0.869,1,09:21:57
177,0.848,1,09:21:58
178,0.832,1,09:21:59
179,0.812,1,09:21:59
180,0.804,1,09:22:00
181,0.787,1,09:22:01
182,0.768,1,09:22:02
183,0.749,1,09:22:03
184,0.735,1,09:22:03
185,0.745,1,09:22:04
186,0.758,1,09:22:05
187,0.791,1,09:22:06
188,0.923,1,09:22:07
189,0.977,1,09:22:07
190,0.957,1,09:22:08
191,0.905,1,09:22:09
192,0.845,1,09:22:10
193,0.828,1,09:22:11
194,0.794,1,09:22:12
195,0.773,1,09:22:13
196,0.762,1,09:22:13
197,0.88,1,09:22:21
198,0.853,1,09:22:22
199,0.828,1,09:22:23
200,0.817,1,09:22:23
201,0.809,1,09:22:24
202,0.781,1,09:22:25
203,0.814,1,09:22:26
204,0.927,1,09:22:27
205,0.888,1,09:22:28
206,0.906,1,09:22:28
207,0.966,1,09:22:29
208,0.894,1,09:22:30
209,0.9,1,09:22:31
210,0.883,1,09:22:32
211,0.858,1,09:22:33
212,0.843,1,09:22:34
213,0.856,1,09:22:35
