time,buttons_pressed
0.0,1.0
1.0,0.5
2.0,0.25
3.0,0.125
4.0,0.0625
5.0,0.0
6.0,0.0
7.0,0.0
8.0,1.0
9.0,0.5
10.0,0.25
11.0,0.125
12.0,1.0625
13.0,0.5
14.0,1.25
15.0,1.625
16.0,0.8125
17.0,1.375
18.0,0.6875
19.0,1.3125
20.0,0.625
21.0,0.3125
22.0,0.125
23.0,0.0625
24.0,1.0
25.0,0.5
26.0,0.25
27.0,1.125
28.0,0.5625
29.0,0.25
30.0,0.125
31.0,0.0625
32.0,0.0
33.0,1.0
34.0,0.5
35.0,0.25
36.0,0.125
37.0,0.0625
38.0,1.0
39.0,0.5
40.0,0.25
41.0,0.125
42.0,0.0625
43.0,1.0
44.0,0.5
45.0,0.25
46.0,0.125
47.0,1.0625
48.0,0.5
49.0,0.25
50.0,0.125
51.0,0.0625
52.0,1.0
53.0,0.5
54.0,0.25
55.0,0.125
56.0,0.0625
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,1.0
66.0,0.5
67.0,0.25
68.0,0.125
69.0,0.0625
70.0,0.0
71.0,0.0
72.0,0.0
73.0,1.0
74.0,0.5
75.0,0.25
76.0,0.125
77.0,0.0625
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,1.0
88.0,0.5
89.0,0.25
90.0,0.125
91.0,0.0625
92.0,0.0
93.0,0.0
94.0,0.0
95.0,0.0
96.0,1.0
97.0,0.5
98.0,1.25
99.0,0.625
100.0,2.3125
101.0,1.125
102.0,0.5625
103.0,0.25
104.0,0.125
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,0.0
112.0,0.0
113.0,0.0
114.0,0.0
115.0,0.0
116.0,0.0
117.0,0.0
118.0,1.0
119.0,0.5
120.0,1.25
121.0,0.625
122.0,0.3125
123.0,0.125
124.0,0.0625
125.0,0.0
126.0,0.0
127.0,0.0
128.0,0.0
129.0,0.0
130.0,0.0
131.0,0.0
132.0,1.0
133.0,0.5
134.0,0.25
135.0,0.125
136.0,0.0625
137.0,0.0
138.0,0.0
139.0,0.0
140.0,1.0
141.0,0.5
142.0,0.25
143.0,0.125
144.0,0.0625
145.0,0.0
146.0,0.0
147.0,0.0
148.0,1.0
149.0,0.5
150.0,0.25
151.0,0.125
152.0,0.0625
153.0,0.0
154.0,1.0
155.0,0.5
156.0,0.25
157.0,0.125
158.0,0.0625
159.0,0.0
160.0,0.0
161.0,0.0
162.0,1.0
163.0,1.5
164.0,1.75
165.0,0.875
166.0,0.4375
167.0,0.1875
168.0,0.0625
169.0,0.0
170.0,1.0
171.0,0.5
172.0,0.25
173.0,0.125
174.0,0.0625
175.0,0.0
176.0,0.0
177.0,1.0
178.0,0.5
179.0,0.25
180.0,0.125
181.0,0.0625
182.0,0.0
183.0,0.0
184.0,1.0
185.0,0.5
186.0,0.25
187.0,1.125
188.0,0.5625
189.0,1.25
190.0,0.625
191.0,0.3125
192.0,0.125
193.0,0.0625
194.0,1.0
195.0,2.5
196.0,2.25
197.0,2.125
198.0,1.0625
199.0,0.5
200.0,1.1875
201.0,0.5625
202.0,2.25
203.0,1.125
204.0,0.5625
205.0,1.25
206.0,0.625
207.0,0.25
208.0,0.125
209.0,0.0625
210.0,0.0
211.0,1.0
212.0,0.5
213.0,0.25
214.0,0.125
215.0,0.0625
216.0,0.0
217.0,0.0
218.0,0.0
219.0,1.0
220.0,0.5
221.0,0.25
222.0,0.125
223.0,0.0625
224.0,0.0
225.0,0.0
226.0,0.0
227.0,1.0
228.0,0.5
229.0,0.25
230.0,0.125
231.0,2.0625
232.0,1.0
233.0,0.5
234.0,0.25
235.0,1.125
236.0,0.5
237.0,0.25
238.0,0.125
239.0,0.0625
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,1.0
247.0,0.5
248.0,0.25
249.0,0.125
250.0,0.0625
251.0,1.0
252.0,0.5
253.0,0.25
254.0,0.125
255.0,0.0625
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,2.0
263.0,1.0
264.0,0.5
265.0,0.25
266.0,0.125
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,1.0
272.0,3.5
273.0,3.75
274.0,1.875
275.0,0.9375
276.0,0.4375
277.0,0.125
278.0,0.0
279.0,0.0
280.0,0.0
281.0,1.0
282.0,0.5
283.0,0.25
284.0,0.125
285.0,0.0625
286.0,0.0
287.0,0.0
288.0,0.0
289.0,1.0
290.0,0.5
291.0,0.25
292.0,0.125
293.0,0.0625
294.0,0.0
295.0,0.0
296.0,0.0
297.0,1.0
298.0,0.5
299.0,0.25
300.0,1.125
301.0,3.5625
302.0,1.75
303.0,0.875
304.0,0.4375
305.0,1.1875
306.0,0.5
307.0,0.25
308.0,1.125
309.0,0.5625
310.0,0.25
311.0,2.125
312.0,1.0625
313.0,0.5
314.0,0.25
315.0,0.125
316.0,1.0
317.0,0.5
318.0,0.25
319.0,0.125
320.0,0.0625
321.0,0.0
322.0,1.0
323.0,1.5
324.0,0.75
325.0,0.375
326.0,0.1875
327.0,0.0625
328.0,1.0
329.0,0.5
330.0,0.25
331.0,0.125
332.0,0.0625
333.0,1.0
334.0,0.5
335.0,0.25
336.0,0.125
337.0,0.0625
338.0,3.0
339.0,1.5
340.0,0.75
341.0,0.375
342.0,1.1875
343.0,0.5
344.0,2.25
345.0,4.125
346.0,3.0625
347.0,1.5
348.0,1.75
349.0,1.8125
350.0,0.8125
351.0,0.375
352.0,0.1875
353.0,0.0625
354.0,0.0
355.0,0.0
356.0,0.0
357.0,0.0
358.0,1.0
359.0,0.5
360.0,0.25
361.0,0.125
362.0,0.0625
363.0,1.0
364.0,0.5
365.0,0.25
366.0,1.125
367.0,1.5625
368.0,0.75
369.0,1.375
370.0,0.6875
371.0,0.3125
372.0,1.125
373.0,0.5625
374.0,0.25
375.0,0.125
376.0,0.0625
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,0.0
383.0,0.0
384.0,1.0
385.0,0.5
386.0,0.25
387.0,0.125
388.0,1.0625
389.0,1.5
390.0,0.75
391.0,0.375
392.0,0.1875
393.0,0.0625
394.0,1.0
395.0,0.5
396.0,3.25
397.0,1.625
398.0,0.8125
399.0,1.375
400.0,0.6875
401.0,0.25
402.0,2.125
403.0,1.0625
404.0,0.5
405.0,0.25
406.0,0.125
407.0,0.0
408.0,1.0
409.0,0.5
410.0,0.25
411.0,0.125
412.0,0.0625
413.0,0.0
414.0,0.0
415.0,0.0
416.0,0.0
417.0,0.0
418.0,0.0
419.0,1.0
420.0,1.5
421.0,0.75
422.0,0.375
423.0,0.1875
424.0,0.0625
425.0,0.0
426.0,0.0
427.0,0.0
428.0,1.0
429.0,0.5
430.0,1.25
431.0,2.625
432.0,1.3125
433.0,0.625
434.0,3.3125
435.0,3.625
436.0,1.75
437.0,0.875
438.0,0.4375
439.0,0.125
440.0,0.0
441.0,0.0
442.0,1.0
443.0,0.5
444.0,0.25
445.0,0.125
446.0,0.0625
447.0,0.0
448.0,1.0
449.0,0.5
450.0,0.25
451.0,0.125
452.0,0.0625
453.0,0.0
454.0,1.0
455.0,0.5
456.0,0.25
457.0,2.125
458.0,3.0625
459.0,1.5
460.0,0.75
461.0,0.375
462.0,0.125
463.0,1.0
464.0,0.5
465.0,0.25
466.0,0.125
467.0,0.0625
468.0,0.0
469.0,0.0
470.0,0.0
471.0,0.0
472.0,0.0
473.0,0.0
474.0,0.0
475.0,1.0
476.0,1.5
477.0,0.75
478.0,0.375
479.0,1.1875
480.0,2.5625
481.0,1.25
482.0,0.625
483.0,0.3125
484.0,0.125
485.0,0.0
486.0,1.0
487.0,5.5
488.0,3.75
489.0,1.875
490.0,0.9375
491.0,0.4375
492.0,0.0625
493.0,0.0
494.0,2.0
495.0,1.0
496.0,0.5
497.0,0.25
498.0,0.125
499.0,0.0
500.0,0.0
501.0,0.0
502.0,0.0
503.0,1.0
504.0,0.5
505.0,1.25
506.0,0.625
507.0,0.3125
508.0,1.125
509.0,1.5625
510.0,1.75
511.0,1.875
512.0,0.9375
513.0,1.4375
514.0,0.6875
515.0,0.3125
516.0,0.125
517.0,0.0625
518.0,0.0
519.0,0.0
520.0,0.0
521.0,0.0
522.0,0.0
523.0,0.0
524.0,0.0
525.0,0.0
526.0,0.0
527.0,0.0
528.0,0.0
529.0,1.0
530.0,0.5
531.0,0.25
532.0,0.125
533.0,0.0625
534.0,0.0
535.0,1.0
536.0,1.5
537.0,1.75
538.0,0.875
539.0,1.4375
540.0,0.6875
541.0,0.3125
542.0,0.125
543.0,0.0625
544.0,0.0
545.0,0.0
546.0,0.0
547.0,1.0
548.0,0.5
549.0,0.25
550.0,0.125
551.0,1.0625
552.0,3.5
553.0,1.75
554.0,0.875
555.0,2.4375
556.0,1.1875
557.0,0.5
558.0,0.25
559.0,2.125
560.0,1.0
561.0,0.5
562.0,0.25
563.0,0.125
564.0,0.0
565.0,1.0
566.0,1.5
567.0,0.75
568.0,1.375
569.0,2.6875
570.0,3.3125
571.0,1.625
572.0,1.8125
573.0,0.875
574.0,0.375
575.0,0.125
576.0,0.0625
577.0,1.0
578.0,0.5
579.0,0.25
580.0,0.125
581.0,2.0625
582.0,1.0
583.0,0.5
584.0,0.25
585.0,0.125
586.0,0.0
587.0,0.0
588.0,0.0
589.0,0.0
590.0,0.0
591.0,0.0
592.0,0.0
593.0,0.0
594.0,1.0
595.0,3.5
596.0,1.75
597.0,0.875
598.0,1.4375
599.0,0.6875
600.0,2.25
601.0,1.125
602.0,0.5625
603.0,1.25
604.0,0.625
605.0,1.25
606.0,0.625
607.0,0.3125
608.0,0.125
609.0,0.0625
610.0,0.0
611.0,0.0
612.0,0.0
613.0,1.0
614.0,1.5
615.0,2.75
616.0,1.375
617.0,0.6875
618.0,0.3125
619.0,0.125
620.0,0.0
621.0,0.0
622.0,0.0
623.0,0.0
624.0,0.0
625.0,0.0
626.0,1.0
627.0,1.5
628.0,0.75
629.0,0.375
630.0,0.1875
631.0,0.0625
632.0,1.0
633.0,0.5
634.0,1.25
635.0,0.625
636.0,1.3125
637.0,0.625
638.0,3.3125
639.0,2.625
640.0,1.3125
641.0,0.625
642.0,0.3125
643.0,2.0625
644.0,1.0
645.0,0.5
646.0,0.25
647.0,0.125
648.0,1.0
649.0,0.5
650.0,1.25
651.0,0.625
652.0,0.3125
653.0,0.125
654.0,0.0625
655.0,0.0
656.0,0.0
657.0,0.0
658.0,0.0
659.0,0.0
660.0,0.0
661.0,0.0
662.0,0.0
663.0,0.0
664.0,1.0
665.0,1.5
666.0,0.75
667.0,0.375
668.0,0.1875
669.0,0.0625
670.0,1.0
671.0,0.5
672.0,1.25
673.0,2.625
674.0,4.3125
675.0,2.125
676.0,1.0625
677.0,0.5
678.0,0.1875
679.0,1.0
680.0,0.5
681.0,2.25
682.0,1.125
683.0,0.5625
684.0,1.25
685.0,0.625
686.0,1.25
687.0,0.625
688.0,0.3125
689.0,0.125
690.0,0.0625
691.0,0.0
692.0,0.0
693.0,0.0
694.0,0.0
695.0,0.0
696.0,1.0
697.0,0.5
698.0,0.25
699.0,0.125
700.0,0.0625
701.0,0.0
702.0,1.0
703.0,0.5
704.0,0.25
705.0,2.125
706.0,1.0625
707.0,0.5
708.0,0.25
709.0,0.125
710.0,0.0
711.0,1.0
712.0,0.5
713.0,0.25
714.0,0.125
715.0,0.0625
716.0,0.0
717.0,1.0
718.0,0.5
