time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,28.77,978.54,299.29,23.9,749
1.0,28.77,978.62,298.58,23.98,749
2.0,28.77,978.57,298.98,23.99,749
3.0,28.78,978.58,298.92,23.86,749
4.0,28.78,978.58,299.39,23.97,749
5.0,28.78,978.58,298.92,23.73,749
6.0,28.76,978.5,299.6,24.01,749
7.0,28.77,978.57,298.98,23.92,749
8.0,28.76,978.61,298.65,23.92,749
9.0,28.77,978.62,298.58,23.99,749
10.0,28.76,978.55,299.15,23.59,749
11.0,28.78,978.55,299.15,24.12,749
12.0,28.76,978.55,298.47,23.79,749
13.0,28.76,978.55,299.26,23.99,749
14.0,28.76,978.55,299.19,23.89,749
15.0,28.75,978.51,299.5,23.88,749
16.0,28.75,978.56,299.09,23.86,749
17.0,28.73,978.51,299.54,24.02,749
18.0,28.74,978.57,298.75,24.07,749
19.0,28.74,978.52,299.47,24.13,749
20.0,28.74,978.61,298.68,23.86,749
21.0,28.73,978.56,299.13,23.87,749
22.0,28.74,978.55,299.23,23.87,749
23.0,28.74,978.58,298.92,23.35,749
24.0,28.74,978.57,298.99,23.62,749
25.0,28.73,978.49,299.68,23.57,749
26.0,28.73,978.5,299.61,23.9,749
27.0,28.74,978.57,298.99,23.89,749
28.0,28.73,978.54,299.3,23.55,749
29.0,28.73,978.47,298.89,24.4,749
30.0,28.75,978.59,299.06,23.87,749
31.0,28.73,978.57,299.06,24.02,749
32.0,28.74,978.63,298.51,24.02,749
33.0,28.74,978.57,298.99,24.04,749
34.0,28.74,978.52,298.75,23.38,749
35.0,28.74,978.6,298.85,23.95,749
36.0,28.73,978.62,298.58,24.0,749
37.0,28.73,978.57,299.06,24.0,749
38.0,28.74,978.6,298.75,23.99,749
39.0,28.74,978.57,298.99,23.53,749
40.0,28.74,978.57,298.68,24.05,749
41.0,28.75,978.57,298.99,23.82,749
42.0,28.74,978.63,298.51,23.96,747
43.0,28.74,978.57,298.99,23.96,747
44.0,28.73,978.51,299.54,23.95,747
45.0,28.74,978.63,298.51,23.87,747
46.0,28.74,978.6,299.06,23.82,747
47.0,28.74,978.57,298.99,23.56,747
48.0,28.76,978.55,299.19,23.93,747
49.0,28.74,978.52,299.47,23.94,747
50.0,28.74,978.58,298.92,23.75,747
51.0,28.75,978.59,299.33,23.36,747
52.0,28.74,978.58,298.85,24.01,747
53.0,28.75,978.62,298.61,23.93,747
54.0,28.75,978.51,299.5,23.92,747
55.0,28.75,978.6,298.78,23.91,747
56.0,28.76,978.55,299.19,23.71,747
57.0,28.76,978.5,298.78,23.67,747
58.0,28.76,978.61,298.71,23.66,747
59.0,28.76,978.61,298.71,23.9,747
60.0,28.76,978.66,298.24,23.88,747
61.0,28.76,978.61,298.71,23.91,747
62.0,28.76,978.61,299.05,24.03,747
63.0,28.76,978.58,298.95,23.76,747
64.0,28.75,978.6,298.78,23.88,747
65.0,28.76,978.61,298.71,23.87,747
66.0,28.76,978.61,298.71,23.74,747
67.0,28.75,978.6,299.26,23.51,747
68.0,28.76,978.52,299.43,23.79,747
69.0,28.74,978.55,299.16,23.91,747
70.0,28.76,978.61,298.71,23.93,747
71.0,28.76,978.61,298.65,23.94,747
72.0,28.76,978.61,299.19,23.39,747
73.0,28.75,978.59,298.85,23.85,747
74.0,28.74,978.58,298.75,23.56,747
75.0,28.75,978.55,299.16,24.27,747
76.0,28.76,978.58,298.95,23.95,747
77.0,28.75,978.59,298.85,23.94,747
78.0,28.75,978.65,298.3,23.59,747
79.0,28.74,978.58,298.92,23.45,747
80.0,28.74,978.62,298.61,23.9,747
81.0,28.74,978.57,298.99,23.93,747
82.0,28.74,978.57,298.99,23.95,747
83.0,28.74,978.63,298.51,23.94,747
84.0,28.74,978.61,298.68,23.91,747
85.0,28.74,978.6,298.99,24.02,747
86.0,28.74,978.55,299.23,23.71,747
87.0,28.75,978.65,298.38,23.89,747
88.0,28.75,978.63,298.54,23.9,747
89.0,28.75,978.59,298.85,23.81,747
90.0,28.75,978.6,298.78,24.17,747
91.0,28.75,978.55,299.19,23.67,747
92.0,28.75,978.53,299.33,23.9,747
93.0,28.75,978.59,298.85,23.9,747
94.0,28.74,978.61,298.68,23.69,747
95.0,28.75,978.59,298.61,24.28,747
96.0,28.75,978.59,298.85,23.77,747
97.0,28.75,978.65,298.38,23.91,747
98.0,28.75,978.6,298.78,23.92,747
99.0,28.76,978.61,298.71,24.24,747
100.0,28.75,978.6,299.02,24.13,747
101.0,28.75,978.6,298.71,23.74,747
102.0,28.75,978.59,298.85,23.92,747
103.0,28.75,978.54,299.26,23.92,747
104.0,28.75,978.63,298.54,24.24,745
105.0,28.75,978.59,298.85,23.94,745
106.0,28.75,978.59,298.85,23.93,745
107.0,28.75,978.59,298.85,23.36,745
108.0,28.75,978.59,298.38,23.77,745
109.0,28.75,978.65,298.3,23.94,745
110.0,28.76,978.61,298.71,23.9,745
111.0,28.76,978.66,298.24,23.91,745
112.0,28.75,978.65,298.3,23.49,745
113.0,28.76,978.61,298.85,24.02,745
114.0,28.76,978.61,298.65,23.91,745
115.0,28.76,978.61,298.71,23.91,745
116.0,28.75,978.59,298.85,23.9,745
117.0,28.75,978.7,297.9,23.32,745
118.0,28.76,978.65,298.3,24.17,745
119.0,28.76,978.66,298.24,23.89,745
120.0,28.76,978.66,298.24,23.91,745
121.0,28.75,978.65,298.38,24.06,745
122.0,28.77,978.62,298.1,23.83,745
123.0,28.76,978.69,298.0,24.22,745
124.0,28.76,978.63,298.47,23.93,745
125.0,28.76,978.61,298.71,23.91,745
126.0,28.76,978.66,298.24,23.88,745
127.0,28.76,978.61,298.71,24.47,745
128.0,28.75,978.63,298.54,23.67,745
129.0,28.76,978.61,298.71,23.94,745
130.0,28.77,978.57,298.98,23.93,745
131.0,28.76,978.59,298.88,24.19,745
132.0,28.76,978.61,298.71,24.15,745
133.0,28.76,978.66,298.24,24.03,745
134.0,28.76,978.61,298.71,23.93,745
135.0,28.76,978.69,298.0,23.93,748
136.0,28.76,978.67,298.17,23.91,748
137.0,28.77,978.62,298.58,23.9,748
138.0,28.77,978.62,298.58,24.03,748
