time,facial_skin_temperature
2.0,53.67
3.0,53.67
4.0,53.67
5.0,53.67
6.0,53.67
7.0,53.67
8.0,53.67
9.0,53.67
10.0,53.67
11.0,53.67
12.0,53.67
13.0,53.67
14.0,53.67
15.0,53.67
16.0,53.67
17.0,53.67
18.0,53.67
19.0,53.67
20.0,53.67
21.0,53.67
22.0,53.67
23.0,53.67
24.0,53.67
25.0,53.67
26.0,53.67
27.0,53.67
28.0,53.67
29.0,53.67
30.0,53.67
31.0,53.67
32.0,53.67
33.0,53.67
34.0,53.67
35.0,53.67
36.0,53.67
37.0,53.67
38.0,53.67
39.0,53.67
40.0,53.67
41.0,53.67
42.0,53.67
43.0,53.67
44.0,53.67
45.0,53.67
46.0,53.67
47.0,53.67
48.0,53.67
49.0,53.67
50.0,53.67
51.0,53.67
52.0,53.67
53.0,53.67
54.0,53.67
55.0,53.67
56.0,53.67
57.0,53.67
58.0,53.67
59.0,53.67
60.0,53.67
61.0,53.67
62.0,53.67
63.0,53.67
64.0,53.67
65.0,53.67
66.0,53.67
67.0,53.67
68.0,53.67
69.0,53.67
70.0,53.67
71.0,53.67
72.0,53.67
73.0,53.67
74.0,53.67
75.0,53.67
76.0,53.67
77.0,53.67
78.0,53.67
79.0,53.67
80.0,53.67
81.0,53.67
82.0,53.67
83.0,53.67
84.0,53.67
85.0,53.67
86.0,53.67
87.0,53.67
88.0,53.67
89.0,53.67
90.0,53.67
91.0,53.67
92.0,53.67
93.0,53.67
94.0,53.67
95.0,53.67
96.0,53.67
97.0,53.67
98.0,53.67
99.0,53.67
100.0,53.67
101.0,53.67
102.0,53.67
103.0,53.67
104.0,53.67
105.0,53.67
106.0,53.67
107.0,53.67
108.0,53.67
109.0,53.67
110.0,53.67
111.0,53.67
112.0,53.67
113.0,53.67
114.0,53.67
115.0,53.67
116.0,53.67
117.0,53.67
118.0,53.67
119.0,53.67
120.0,53.67
121.0,53.67
122.0,53.67
123.0,53.67
124.0,53.67
125.0,53.67
126.0,53.67
127.0,53.67
128.0,53.67
129.0,53.67
130.0,53.67
131.0,53.67
132.0,53.67
133.0,53.67
134.0,53.67
135.0,53.67
136.0,53.67
137.0,53.67
138.0,53.67
139.0,53.67
140.0,53.67
141.0,53.67
142.0,53.67
143.0,53.67
144.0,53.67
145.0,53.67
146.0,53.67
147.0,53.67
148.0,53.67
149.0,53.67
150.0,53.67
151.0,53.67
152.0,53.67
153.0,53.67
154.0,53.67
155.0,53.67
156.0,53.67
157.0,53.67
158.0,53.67
159.0,53.67
160.0,53.67
161.0,53.67
162.0,53.67
163.0,53.67
164.0,53.67
165.0,53.67
166.0,53.67
167.0,53.67
168.0,53.67
169.0,53.67
170.0,53.67
171.0,53.67
172.0,53.67
173.0,53.67
174.0,53.67
175.0,53.67
176.0,53.67
177.0,53.67
178.0,53.67
179.0,53.67
180.0,53.67
181.0,53.67
182.0,53.67
183.0,53.67
184.0,53.67
185.0,53.67
186.0,53.67
187.0,53.67
188.0,53.67
189.0,53.67
190.0,53.67
191.0,53.67
192.0,53.67
193.0,53.67
194.0,53.67
195.0,53.67
196.0,53.67
197.0,53.67
198.0,53.67
199.0,53.67
200.0,53.67
201.0,53.67
202.0,53.67
203.0,53.67
204.0,53.67
205.0,53.67
206.0,53.67
207.0,53.67
208.0,53.67
209.0,53.67
210.0,53.67
211.0,53.67
212.0,53.67
213.0,53.67
214.0,53.67
215.0,53.67
216.0,53.67
217.0,53.67
218.0,53.67
219.0,53.67
220.0,53.67
221.0,53.67
222.0,53.67
223.0,53.67
224.0,53.67
225.0,53.67
226.0,53.67
227.0,53.67
228.0,53.67
229.0,53.67
230.0,53.67
231.0,53.67
232.0,53.67
233.0,53.67
234.0,53.67
235.0,53.67
236.0,53.67
237.0,53.67
238.0,53.67
239.0,53.67
240.0,53.67
241.0,53.67
242.0,53.67
243.0,53.67
244.0,53.67
245.0,53.67
246.0,53.67
247.0,53.67
248.0,53.67
249.0,53.67
250.0,53.67
251.0,53.67
252.0,53.67
253.0,53.67
254.0,53.67
255.0,53.67
256.0,53.67
257.0,53.67
258.0,53.67
259.0,53.67
260.0,53.67
261.0,53.67
262.0,53.67
263.0,53.67
264.0,53.67
265.0,53.67
266.0,53.67
267.0,53.67
268.0,53.67
269.0,53.67
270.0,53.67
271.0,53.67
272.0,53.67
273.0,53.67
274.0,53.67
275.0,53.67
276.0,53.67
277.0,53.67
278.0,53.67
279.0,53.67
280.0,53.67
281.0,53.67
282.0,53.67
283.0,53.67
284.0,53.67
285.0,53.67
286.0,53.67
287.0,53.67
288.0,53.67
289.0,53.67
290.0,53.67
291.0,53.67
292.0,53.67
293.0,53.67
294.0,53.67
295.0,53.67
296.0,53.67
297.0,53.67
298.0,53.67
299.0,53.67
300.0,53.67
301.0,53.67
302.0,53.67
303.0,53.67
304.0,53.67
305.0,53.67
306.0,53.67
307.0,53.67
308.0,53.67
309.0,53.67
310.0,53.67
311.0,53.67
312.0,53.67
313.0,53.67
314.0,53.67
315.0,53.67
316.0,53.67
317.0,53.67
318.0,53.67
319.0,53.67
320.0,53.67
321.0,53.67
322.0,53.67
323.0,53.67
324.0,53.67
325.0,53.67
326.0,53.67
327.0,53.67
328.0,53.67
329.0,53.67
330.0,53.67
331.0,53.67
332.0,53.67
333.0,53.67
334.0,53.67
335.0,53.67
336.0,53.67
337.0,53.67
338.0,53.67
339.0,53.67
340.0,53.67
341.0,53.67
342.0,53.67
343.0,53.67
344.0,53.67
345.0,53.67
346.0,53.67
347.0,53.67
348.0,53.67
349.0,53.67
350.0,53.67
351.0,53.67
352.0,53.67
353.0,53.67
354.0,53.67
355.0,53.67
356.0,53.67
357.0,53.67
358.0,53.67
359.0,53.67
360.0,53.67
361.0,53.67
362.0,53.67
363.0,53.67
364.0,53.67
365.0,53.67
366.0,53.67
367.0,53.67
368.0,53.67
369.0,53.67
370.0,53.67
371.0,53.67
372.0,53.67
373.0,53.67
374.0,53.67
375.0,53.67
376.0,53.67
377.0,53.67
378.0,53.67
379.0,53.67
380.0,53.67
381.0,53.67
382.0,53.67
383.0,53.67
384.0,53.67
385.0,53.67
386.0,53.67
387.0,53.67
388.0,53.67
389.0,53.67
390.0,53.67
391.0,53.67
392.0,53.67
393.0,53.67
394.0,53.67
395.0,53.67
396.0,53.67
397.0,53.67
398.0,53.67
399.0,53.67
400.0,53.67
401.0,53.67
402.0,53.67
403.0,53.67
404.0,53.67
405.0,53.67
406.0,53.67
407.0,53.67
408.0,53.67
409.0,53.67
410.0,53.67
411.0,53.67
412.0,53.67
413.0,53.67
414.0,53.67
415.0,53.67
416.0,53.67
417.0,53.67
418.0,53.67
419.0,53.67
420.0,53.67
421.0,53.67
422.0,53.67
423.0,53.67
424.0,53.67
425.0,53.67
426.0,53.67
427.0,53.67
428.0,53.67
429.0,53.67
430.0,53.67
431.0,53.67
432.0,53.67
433.0,53.67
434.0,53.67
435.0,53.67
436.0,53.67
437.0,53.67
438.0,53.67
439.0,53.67
440.0,53.67
441.0,53.67
442.0,53.67
443.0,53.67
444.0,53.67
445.0,53.67
446.0,53.67
447.0,53.67
448.0,53.67
449.0,53.67
450.0,53.67
451.0,53.67
452.0,53.67
453.0,53.67
454.0,53.67
455.0,53.67
456.0,53.67
457.0,53.67
458.0,53.67
459.0,53.67
460.0,53.67
461.0,53.67
462.0,53.67
463.0,53.67
464.0,53.67
465.0,53.67
466.0,53.67
467.0,53.67
468.0,53.67
469.0,53.67
470.0,53.67
471.0,53.67
472.0,53.67
473.0,53.67
474.0,53.67
475.0,53.67
476.0,53.67
477.0,53.67
478.0,53.67
479.0,53.67
480.0,53.67
481.0,53.67
482.0,53.67
483.0,53.67
484.0,53.67
485.0,53.67
486.0,53.67
487.0,53.67
488.0,53.67
489.0,53.67
490.0,53.67
491.0,53.67
492.0,53.67
493.0,53.67
494.0,53.67
495.0,53.67
496.0,53.67
497.0,53.67
498.0,53.67
499.0,53.67
500.0,53.67
501.0,53.67
502.0,53.67
503.0,53.67
504.0,53.67
505.0,53.67
506.0,53.67
507.0,53.67
508.0,53.67
509.0,53.67
510.0,53.67
511.0,53.67
512.0,53.67
513.0,53.67
