time,rot_x,rot_y,rot_z
0.0,0.002613969887730277,0.27108366025983527,-0.3846634613504932
1.0,4.365051436691907e-05,0.17479143471423153,-0.27603925008803853
2.0,0.0007624889511722467,0.03793855675667806,-0.2590842534245176
3.0,0.0014157915207259552,-0.12499280760412432,-0.060684381416269105
4.0,0.0012238272277534075,-0.17039582895950692,-0.008078879574985154
5.0,0.00250202300233614,-0.07877476210733,-0.038420609588782045
6.0,0.0014873798088794793,-0.16345596774541665,0.09461219980037194
7.0,0.00011845674509354889,0.014775039433990153,0.05476576116238299
8.0,0.0009032058421405459,0.17698635658946102,-0.012801552366671028
9.0,0.0001926503016553819,0.2628266168090557,-0.1255544312829473
10.0,0.0007257988548675129,0.2522953870456976,0.12208117301503157
11.0,0.0009894899064314666,0.1342119245082053,0.14516066912276526
12.0,7.96499970596331e-05,-0.08388514830096068,0.20585139318779355
13.0,0.005473249573502842,-0.05227362113905879,-0.0085866800878278
14.0,0.01083657900632546,-0.02688342442392082,0.1207828769377238
15.0,0.005266422341623057,-0.08127222465627171,-0.09937172277387553
16.0,0.004367768482601371,-0.13172356186979742,0.08559563990289754
17.0,0.003824599208357945,-0.1314567693020619,0.03210126160500459
18.0,0.003383213643010208,-0.013898780556913091,-0.09379535104744162
19.0,0.0016596735318625813,-0.03349570395812197,0.15239910695377434
20.0,0.0007691353995898324,0.09563645296448445,-0.09736492917377881
21.0,0.00023844283803153905,0.07505649027935099,0.2628696023072
22.0,0.0024531554839809233,0.09918888045504679,0.1333582617301821
23.0,-0.0008611124744396298,0.48661825132755465,-0.042938982797885994
24.0,-0.002738213885418546,0.21030014605298702,-0.14294051278052958
25.0,-0.004854986021400054,0.14242330310542023,-0.10657542100876113
26.0,-0.011470371842530745,-0.04320599842425586,-0.13134696202204113
27.0,-0.003110218907461271,-0.18216018869833128,-0.04753385974231475
28.0,0.001309389998543681,-0.2457861440359213,0.2038622970575246
29.0,0.006220277727095522,-0.06223850314625226,-0.10198223244278222
30.0,0.005312813273337744,-0.09305045679664245,-0.12563608496663295
31.0,0.016877178228856947,-0.29445039026151804,0.1222535505214582
32.0,0.01687770756475543,-0.11763995682221709,0.0813171364818287
33.0,0.016679783647330367,-0.168602732470837,0.3263039556231754
34.0,0.00915765274993215,-0.0676513123766754,0.04602265296276849
35.0,0.004208066710703735,-0.09336685470138456,-0.007908672960896139
36.0,0.0019375917160711403,-0.02181520119750835,0.06491332674471614
37.0,0.00044241497371488365,-0.07383816555573253,-0.14763589473075062
38.0,0.00058456712826004,-0.09781349098160785,-0.16763026945538706
39.0,0.0007103697526212214,-0.20259689161182348,-0.20736190997822496
40.0,0.001382851165006832,-0.036676270475231074,0.15923939040831986
41.0,-1.6562972731422668e-05,-0.11826161545341966,0.37663305493371685
42.0,0.0001186633466802075,-0.09923521818653233,0.21858375767814164
43.0,-0.001037965628583463,-0.06298105398077838,0.03987919400720849
44.0,-0.0008709255380406631,-0.10602920531255061,-0.1371856367434774
45.0,-0.0010945006828060547,-0.06674340398025322,0.2003085140619369
46.0,-0.0012980482035082307,-0.1729181902614936,0.2262448468789135
47.0,0.0003290927494166288,-0.2399341445623666,0.26002194617179386
48.0,0.0022909037476641597,-0.13896245894864231,0.23164741732009225
49.0,0.0016689826361004664,-0.2399577214742572,-0.07805077324147314
50.0,0.0006606346777407453,-0.14747539063723336,-0.1068050306709839
51.0,0.001154254555631038,-0.1448017101997549,-0.2318613919625585
52.0,0.0004644884287298795,-0.07993778912434424,-0.28674990668052897
53.0,-0.0003112101111300637,-0.1334758478881985,-0.19980232989969726
