time,buttons_pressed
0.0,0.0
1.0,1.0
2.0,0.5
3.0,1.25
4.0,0.625
5.0,0.3125
6.0,0.125
7.0,2.0625
8.0,1.0
9.0,0.5
10.0,1.25
11.0,1.625
12.0,0.75
13.0,1.375
14.0,1.6875
15.0,1.8125
16.0,1.875
17.0,1.9375
18.0,0.9375
19.0,1.4375
20.0,0.6875
21.0,1.3125
22.0,0.625
23.0,0.3125
24.0,0.125
25.0,1.0625
26.0,1.5
27.0,1.75
28.0,0.875
29.0,1.4375
30.0,1.6875
31.0,0.8125
32.0,0.375
33.0,1.1875
34.0,0.5625
35.0,0.25
36.0,0.125
37.0,1.0625
38.0,1.5
39.0,1.75
40.0,3.875
41.0,1.9375
42.0,1.9375
43.0,0.9375
44.0,1.4375
45.0,2.625
46.0,2.3125
47.0,1.125
48.0,1.5625
49.0,0.75
50.0,0.3125
51.0,0.125
52.0,0.0625
53.0,0.0
54.0,0.0
55.0,2.0
56.0,1.0
57.0,1.5
58.0,0.75
59.0,2.375
60.0,2.125
61.0,1.0625
62.0,0.5
63.0,0.25
64.0,0.0625
65.0,0.0
66.0,0.0
67.0,0.0
68.0,0.0
69.0,0.0
70.0,0.0
71.0,0.0
72.0,0.0
73.0,2.0
74.0,2.0
75.0,1.0
76.0,2.5
77.0,4.25
78.0,3.0625
79.0,2.5
80.0,1.25
81.0,1.5625
82.0,2.6875
83.0,1.3125
84.0,0.625
85.0,2.3125
86.0,3.125
87.0,1.5
88.0,1.75
89.0,1.875
90.0,0.875
91.0,1.375
92.0,1.6875
93.0,1.8125
94.0,0.875
95.0,0.4375
96.0,1.1875
97.0,1.5625
98.0,0.75
99.0,1.375
100.0,1.6875
101.0,1.8125
102.0,4.875
103.0,3.4375
104.0,1.6875
105.0,0.8125
106.0,0.375
107.0,1.0625
108.0,0.5
109.0,1.25
110.0,0.625
111.0,1.3125
112.0,1.625
113.0,0.8125
114.0,1.375
115.0,0.6875
116.0,1.3125
117.0,0.625
118.0,0.3125
119.0,0.125
120.0,1.0625
121.0,1.5
122.0,1.75
123.0,0.875
124.0,0.4375
125.0,1.1875
126.0,1.5625
127.0,1.75
128.0,2.875
129.0,3.4375
130.0,1.6875
131.0,4.8125
132.0,3.375
133.0,2.625
134.0,1.25
135.0,0.625
136.0,0.1875
137.0,0.0625
138.0,1.0
139.0,0.5
140.0,1.25
141.0,1.625
142.0,1.8125
143.0,0.875
144.0,1.4375
145.0,0.6875
146.0,1.3125
147.0,1.625
148.0,1.8125
149.0,0.875
150.0,0.4375
151.0,1.1875
152.0,1.5625
153.0,1.75
154.0,0.875
155.0,4.4375
156.0,5.1875
157.0,3.5625
158.0,2.75
159.0,2.375
160.0,3.0625
161.0,1.4375
162.0,2.6875
163.0,2.3125
164.0,1.125
165.0,1.5
166.0,0.75
167.0,0.3125
168.0,0.125
169.0,1.0625
170.0,2.5
171.0,3.25
172.0,3.625
173.0,2.8125
174.0,2.375
175.0,2.125
176.0,1.0
177.0,0.4375
178.0,0.1875
179.0,0.0625
180.0,0.0
181.0,0.0
182.0,0.0
183.0,0.0
184.0,0.0
185.0,0.0
186.0,1.0
187.0,1.5
188.0,0.75
189.0,0.375
190.0,1.1875
191.0,0.5625
192.0,1.25
193.0,0.625
194.0,0.3125
195.0,0.125
196.0,1.0625
197.0,1.5
198.0,0.75
199.0,2.375
200.0,1.1875
201.0,0.5625
202.0,0.25
203.0,0.125
204.0,0.0
205.0,0.0
206.0,0.0
207.0,2.0
208.0,3.0
209.0,1.5
210.0,0.75
211.0,0.375
212.0,0.125
213.0,0.0
214.0,2.0
215.0,1.0
216.0,2.5
217.0,2.25
218.0,2.125
219.0,1.0
220.0,0.5
221.0,1.1875
222.0,1.5625
223.0,1.75
224.0,0.875
225.0,2.4375
226.0,1.1875
227.0,1.5625
228.0,0.75
229.0,1.375
230.0,1.625
231.0,0.8125
232.0,1.375
233.0,0.6875
234.0,0.3125
235.0,1.125
236.0,0.5625
237.0,2.25
238.0,1.125
239.0,1.5625
240.0,0.75
241.0,4.375
242.0,2.125
243.0,1.0625
244.0,1.5
245.0,2.75
246.0,2.25
247.0,1.125
248.0,1.5625
249.0,4.75
250.0,2.3125
251.0,2.125
252.0,1.0625
253.0,0.5
254.0,0.125
255.0,1.0625
256.0,0.5
257.0,1.25
258.0,1.625
259.0,2.8125
260.0,1.375
261.0,1.6875
262.0,0.8125
263.0,0.375
264.0,0.125
265.0,3.0625
266.0,2.5
267.0,1.25
268.0,0.625
269.0,0.3125
270.0,0.0625
271.0,1.0
272.0,1.5
273.0,0.75
274.0,1.375
275.0,0.6875
276.0,1.3125
277.0,0.625
278.0,1.3125
279.0,0.625
280.0,4.3125
281.0,2.125
282.0,1.0625
283.0,2.5
284.0,1.25
285.0,1.5
286.0,0.75
287.0,0.375
288.0,0.125
289.0,2.0625
290.0,1.0
291.0,1.5
292.0,1.75
293.0,0.875
294.0,1.375
295.0,1.6875
296.0,0.8125
297.0,1.375
298.0,1.6875
299.0,0.8125
300.0,2.375
301.0,1.1875
302.0,0.5625
303.0,0.25
304.0,0.125
305.0,0.0
306.0,0.0
307.0,1.0
308.0,1.5
309.0,3.75
310.0,2.875
311.0,1.4375
312.0,3.6875
313.0,5.8125
314.0,3.8125
315.0,2.875
316.0,1.4375
317.0,1.625
318.0,1.6875
319.0,1.8125
320.0,0.875
321.0,3.4375
322.0,1.6875
323.0,1.8125
324.0,2.875
325.0,1.4375
326.0,0.625
327.0,0.3125
328.0,0.125
329.0,1.0
330.0,0.5
331.0,0.25
332.0,2.125
333.0,1.0625
334.0,0.5
335.0,0.25
336.0,0.125
337.0,0.0
338.0,1.0
339.0,0.5
340.0,1.25
341.0,1.625
342.0,0.8125
343.0,1.375
344.0,2.6875
345.0,1.3125
346.0,0.625
347.0,2.3125
348.0,2.125
349.0,2.0
350.0,1.0
351.0,1.5
352.0,1.6875
353.0,0.8125
354.0,1.375
355.0,0.6875
356.0,0.3125
357.0,1.125
358.0,2.5625
359.0,2.25
360.0,2.125
361.0,1.0625
362.0,1.5
363.0,1.6875
364.0,1.8125
365.0,2.875
366.0,2.4375
367.0,1.1875
368.0,1.5625
369.0,1.75
370.0,2.8125
371.0,3.375
372.0,2.6875
373.0,2.3125
374.0,1.125
375.0,0.5
376.0,0.1875
377.0,0.0625
378.0,0.0
379.0,1.0
380.0,2.5
381.0,1.25
382.0,1.625
383.0,0.8125
384.0,0.375
385.0,0.125
386.0,0.0625
387.0,1.0
388.0,0.5
389.0,1.25
390.0,0.625
391.0,2.3125
392.0,2.125
393.0,1.0625
394.0,1.5
395.0,1.75
396.0,0.8125
397.0,4.375
398.0,2.1875
399.0,1.0625
400.0,0.5
401.0,0.25
402.0,0.0
403.0,1.0
404.0,0.5
405.0,0.25
406.0,1.125
407.0,1.5625
408.0,1.75
409.0,1.875
410.0,1.9375
411.0,2.9375
412.0,1.4375
413.0,0.6875
414.0,1.3125
415.0,1.625
416.0,2.75
417.0,2.375
418.0,2.1875
419.0,1.0625
420.0,1.5
421.0,1.6875
422.0,0.8125
423.0,1.375
424.0,1.6875
425.0,0.8125
426.0,1.375
427.0,1.6875
428.0,0.8125
429.0,1.375
430.0,0.6875
431.0,0.3125
432.0,0.125
433.0,0.0625
434.0,1.0
435.0,1.5
436.0,1.75
437.0,1.875
438.0,0.9375
439.0,0.4375
440.0,1.1875
441.0,2.5625
442.0,5.25
443.0,2.625
444.0,3.3125
445.0,2.625
446.0,1.25
447.0,0.5
448.0,2.25
449.0,2.0625
450.0,1.0
451.0,1.5
452.0,1.75
453.0,1.8125
454.0,0.875
455.0,2.4375
456.0,2.1875
457.0,1.0625
458.0,0.5
459.0,0.25
460.0,0.0625
461.0,0.0
462.0,0.0
463.0,2.0
464.0,1.0
465.0,1.5
466.0,1.75
467.0,0.875
468.0,0.375
469.0,0.1875
470.0,1.0625
471.0,1.5
472.0,0.75
473.0,0.375
474.0,0.1875
475.0,0.0625
476.0,1.0
477.0,1.5
478.0,0.75
479.0,1.375
480.0,0.6875
481.0,1.3125
482.0,0.625
483.0,0.3125
484.0,0.125
485.0,0.0625
486.0,1.0
487.0,0.5
488.0,0.25
489.0,0.125
490.0,1.0625
491.0,0.5
492.0,1.25
493.0,0.625
494.0,1.3125
495.0,0.625
496.0,0.3125
497.0,0.125
498.0,0.0625
499.0,0.0
500.0,1.0
501.0,0.5
502.0,0.25
503.0,0.125
504.0,0.0625
505.0,0.0
506.0,0.0
507.0,0.0
508.0,0.0
509.0,0.0
510.0,0.0
511.0,0.0
512.0,0.0
513.0,0.0
514.0,0.0
515.0,0.0
516.0,0.0
517.0,2.0
518.0,1.0
519.0,1.5
520.0,0.75
521.0,1.375
522.0,0.625
523.0,0.3125
524.0,0.125
525.0,0.0625
526.0,0.0
527.0,0.0
528.0,0.0
529.0,0.0
530.0,0.0
531.0,0.0
532.0,0.0
533.0,0.0
534.0,0.0
535.0,0.0
536.0,0.0
537.0,0.0
538.0,0.0
539.0,0.0
540.0,0.0
541.0,0.0
542.0,0.0
543.0,2.0
544.0,1.0
545.0,2.5
546.0,1.25
547.0,1.625
548.0,2.75
549.0,2.375
550.0,1.125
551.0,2.5625
552.0,1.25
553.0,0.5625
554.0,2.25
555.0,2.125
556.0,1.0
557.0,0.5
558.0,0.25
559.0,1.0625
560.0,2.5
561.0,1.25
562.0,0.625
563.0,1.3125
564.0,2.625
565.0,2.25
566.0,1.125
567.0,0.5625
568.0,1.25
569.0,0.5625
570.0,1.25
571.0,0.625
572.0,0.3125
573.0,0.125
574.0,0.0625
575.0,0.0
576.0,1.0
577.0,1.5
578.0,1.75
579.0,2.875
580.0,1.4375
581.0,2.6875
582.0,1.3125
583.0,0.625
584.0,1.25
585.0,0.625
586.0,0.25
587.0,1.125
588.0,1.5625
589.0,1.75
590.0,0.875
591.0,2.4375
592.0,2.1875
593.0,1.0625
594.0,1.5
595.0,1.75
596.0,0.8125
597.0,0.375
598.0,0.1875
599.0,0.0625
600.0,0.0
601.0,0.0
602.0,0.0
603.0,0.0
604.0,1.0
605.0,0.5
606.0,0.25
607.0,0.125
608.0,1.0625
609.0,1.5
610.0,1.75
611.0,1.875
612.0,0.9375
613.0,0.4375
614.0,0.1875
615.0,0.0625
616.0,0.0
617.0,0.0
618.0,0.0
619.0,0.0
620.0,0.0
621.0,0.0
622.0,0.0
623.0,0.0
624.0,1.0
625.0,0.5
626.0,0.25
627.0,0.125
628.0,1.0625
629.0,1.5
630.0,1.75
631.0,0.875
632.0,1.4375
633.0,1.6875
634.0,3.8125
635.0,1.875
636.0,2.9375
637.0,2.4375
638.0,2.1875
639.0,3.0
640.0,5.5
641.0,3.6875
642.0,4.8125
643.0,3.375
644.0,2.625
645.0,1.1875
646.0,1.5625
647.0,1.6875
648.0,0.8125
649.0,1.375
650.0,0.6875
651.0,1.3125
652.0,2.625
653.0,1.3125
654.0,1.625
655.0,1.8125
656.0,1.875
657.0,1.875
658.0,1.9375
659.0,1.9375
660.0,0.9375
661.0,1.4375
662.0,0.6875
663.0,0.3125
664.0,0.125
665.0,0.0625
666.0,1.0
667.0,0.5
668.0,0.25
669.0,0.125
670.0,0.0625
671.0,0.0
672.0,0.0
673.0,0.0
674.0,0.0
675.0,0.0
676.0,0.0
677.0,1.0
678.0,1.5
679.0,1.75
680.0,1.875
681.0,2.9375
682.0,2.4375
683.0,2.1875
684.0,2.0625
685.0,1.0
686.0,0.4375
687.0,0.1875
688.0,1.0625
689.0,0.5
690.0,0.25
691.0,0.125
692.0,0.0625
693.0,2.0
694.0,2.0
695.0,1.0
696.0,1.5
697.0,0.75
698.0,1.3125
699.0,1.625
700.0,0.8125
701.0,1.375
702.0,2.6875
703.0,1.3125
704.0,1.625
705.0,1.8125
706.0,1.875
707.0,1.875
708.0,0.9375
709.0,1.4375
710.0,0.6875
711.0,1.3125
712.0,0.625
713.0,1.3125
714.0,0.625
715.0,2.3125
716.0,1.125
717.0,1.5625
718.0,0.75
719.0,1.375
720.0,0.625
721.0,1.3125
722.0,0.625
723.0,0.3125
724.0,1.125
725.0,2.5625
726.0,2.25
727.0,3.125
728.0,2.5625
729.0,2.25
730.0,2.0625
731.0,1.0
732.0,2.4375
733.0,3.1875
734.0,2.5625
735.0,2.25
736.0,2.125
737.0,1.0
738.0,0.4375
739.0,1.1875
740.0,1.5625
741.0,0.75
742.0,0.375
743.0,0.1875
744.0,0.0625
745.0,0.0
746.0,0.0
747.0,1.0
748.0,1.5
749.0,1.75
750.0,1.875
751.0,1.9375
752.0,0.9375
753.0,2.4375
754.0,2.1875
755.0,2.0625
756.0,1.0
757.0,1.5
758.0,1.6875
759.0,1.8125
760.0,1.875
761.0,0.9375
762.0,1.4375
763.0,1.6875
764.0,2.8125
765.0,1.375
766.0,0.6875
767.0,1.3125
768.0,1.625
769.0,0.75
770.0,1.375
771.0,1.6875
772.0,1.8125
773.0,0.875
774.0,0.4375
775.0,0.1875
776.0,0.0625
777.0,2.0
778.0,2.0
779.0,1.0
780.0,0.5
781.0,0.25
782.0,2.0625
783.0,1.0
784.0,0.5
785.0,1.25
786.0,0.625
787.0,1.25
788.0,0.625
789.0,0.3125
790.0,1.125
791.0,0.5625
792.0,3.25
793.0,1.625
794.0,0.8125
795.0,0.375
796.0,0.1875
797.0,0.0
798.0,0.0
799.0,0.0
800.0,0.0
801.0,2.0
802.0,1.0
803.0,0.5
804.0,0.25
805.0,2.125
806.0,2.0
807.0,1.0
808.0,2.5
809.0,2.25
810.0,2.0625
811.0,3.0
812.0,4.5
813.0,6.1875
814.0,3.0625
815.0,1.5
816.0,0.6875
817.0,0.25
818.0,0.0
819.0,0.0
820.0,0.0
821.0,1.0
822.0,1.5
823.0,5.75
824.0,2.875
825.0,1.4375
826.0,0.6875
827.0,0.3125
828.0,0.0
829.0,0.0
830.0,0.0
831.0,1.0
832.0,0.5
833.0,0.25
834.0,0.125
835.0,0.0625
836.0,1.0
837.0,0.5
838.0,0.25
