,ibi_s,day,time
1,8.496,1,09:30:25
2,0.265,1,09:30:25
3,0.371,1,09:30:26
4,0.298,1,09:30:26
5,0.282,1,09:30:26
6,0.375,1,09:30:27
7,0.327,1,09:30:27
8,3.71,1,09:30:31
9,0.6,1,09:30:31
10,1.986,1,09:30:33
11,0.545,1,09:30:34
12,7.27,1,09:30:41
13,0.267,1,09:30:41
14,0.374,1,09:30:42
15,0.289,1,09:30:42
16,0.763,1,09:30:43
17,5.383,1,09:30:55
18,1.102,1,09:30:56
19,0.543,1,09:30:57
20,0.542,1,09:30:57
21,0.543,1,09:30:58
22,0.545,1,09:30:58
23,0.539,1,09:30:59
24,0.533,1,09:30:59
25,0.528,1,09:31:00
26,0.526,1,09:31:00
27,0.522,1,09:31:01
28,0.525,1,09:31:01
29,0.534,1,09:31:02
30,0.549,1,09:31:02
31,0.584,1,09:31:03
32,0.589,1,09:31:04
33,0.596,1,09:31:04
34,0.603,1,09:31:05
35,0.589,1,09:31:05
36,0.596,1,09:31:06
37,0.585,1,09:31:07
38,0.57,1,09:31:07
39,0.567,1,09:31:08
40,0.567,1,09:31:08
41,0.57,1,09:31:09
42,0.603,1,09:31:09
43,0.569,1,09:31:10
44,0.579,1,09:31:11
45,0.591,1,09:31:11
46,0.585,1,09:31:12
47,0.575,1,09:31:12
48,0.553,1,09:31:13
49,0.547,1,09:31:13
50,0.538,1,09:31:14
51,0.547,1,09:31:15
52,0.551,1,09:31:15
53,0.559,1,09:31:16
54,0.561,1,09:31:16
55,0.794,1,09:31:24
56,0.779,1,09:31:25
57,0.699,1,09:31:26
58,0.706,1,09:31:26
59,0.688,1,09:31:27
60,0.602,1,09:31:27
61,0.581,1,09:31:28
62,0.57,1,09:31:29
63,0.562,1,09:31:29
64,0.554,1,09:31:30
65,0.557,1,09:31:30
66,0.564,1,09:31:31
67,0.559,1,09:31:31
68,0.552,1,09:31:32
69,0.561,1,09:31:33
70,0.582,1,09:31:33
71,0.563,1,09:31:34
72,0.573,1,09:31:34
73,0.573,1,09:31:35
74,0.578,1,09:31:35
75,0.59,1,09:31:36
76,0.575,1,09:31:37
77,0.572,1,09:31:37
78,0.556,1,09:31:38
79,0.551,1,09:31:38
80,0.552,1,09:31:39
81,0.56,1,09:31:39
82,0.571,1,09:31:40
