,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
28,99,32,94,0,207.0,0,1,0,0,140.22,1,09:30:28
29,2,54,131,1,207.0,0,0,1,0,141.71,1,09:30:29
30,114,95,68,0,207.0,0,1,0,0,163.23,1,09:30:30
31,57,30,88,0,207.0,0,1,0,0,109.06,1,09:30:31
32,72,105,112,1,207.0,0,1,0,0,169.57,1,09:30:32
33,27,37,189,1,207.0,0,1,0,0,194.47,1,09:30:33
34,43,38,45,1,207.0,0,1,0,0,72.92,1,09:30:34
35,0,0,48,0,207.0,0,0,1,0,48.0,1,09:30:35
36,0,0,8,0,207.0,0,0,1,0,8.0,1,09:30:36
37,0,24,25,0,207.0,0,0,1,0,34.66,1,09:30:37
38,32,75,79,1,207.0,0,1,0,0,113.53,1,09:30:38
39,206,200,124,0,207.0,0,1,0,0,312.75,1,09:30:39
40,98,93,164,1,207.0,0,1,0,0,212.48,1,09:30:40
52,41,20,53,0,72.0,0,1,0,0,69.93,1,09:30:52
53,12,10,10,0,72.0,0,1,0,0,18.55,1,09:30:53
54,0,0,0,0,72.0,1,0,0,0,0.0,1,09:30:54
55,84,45,58,0,72.0,0,1,0,0,111.56,1,09:30:55
56,88,21,45,1,72.0,0,1,0,0,101.04,1,09:30:56
59,0,34,0,0,111.0,0,0,1,0,34.0,1,09:30:59
60,0,0,0,0,111.0,0,0,1,0,0.0,1,09:31:00
61,0,0,0,0,111.0,0,0,1,0,0.0,1,09:31:01
62,0,0,0,0,112.0,0,0,1,0,0.0,1,09:31:02
63,102,117,98,1,113.0,0,1,0,0,183.57,1,09:31:03
64,9,42,34,0,112.0,0,1,0,0,54.78,1,09:31:04
65,20,23,59,1,111.0,0,1,0,0,66.41,1,09:31:05
66,31,26,10,0,109.0,0,1,0,0,41.68,1,09:31:06
67,23,34,7,0,107.0,0,1,0,0,41.64,1,09:31:07
68,0,0,0,0,106.0,1,0,0,0,0.0,1,09:31:08
69,0,0,0,0,106.0,1,0,0,0,0.0,1,09:31:09
70,0,5,0,0,106.0,1,0,0,0,5.0,1,09:31:10
71,0,0,0,0,105.0,1,0,0,0,0.0,1,09:31:11
72,0,0,0,0,105.0,1,0,0,0,0.0,1,09:31:12
73,0,0,0,0,104.0,1,0,0,0,0.0,1,09:31:13
74,0,20,0,0,104.0,0,0,0,1,20.0,1,09:31:14
75,0,0,0,0,105.0,0,0,0,1,0.0,1,09:31:15
76,0,0,0,0,106.0,0,0,0,1,0.0,1,09:31:16
77,0,2,0,0,107.0,0,0,0,1,2.0,1,09:31:17
78,0,21,0,0,107.0,1,0,0,0,21.0,1,09:31:18
85,9,16,28,0,108.0,0,1,0,0,33.48,1,09:31:25
86,5,0,0,0,108.0,0,0,1,0,5.0,1,09:31:26
87,27,11,20,1,108.0,0,1,0,0,35.36,1,09:31:27
88,2,0,34,0,102.0,0,0,1,0,34.06,1,09:31:28
89,0,0,10,0,101.0,0,0,1,0,10.0,1,09:31:29
90,4,6,33,0,101.0,0,0,0,1,33.78,1,09:31:30
91,2,6,24,0,101.0,0,0,1,0,24.82,1,09:31:31
92,74,101,110,1,103.0,0,1,0,0,166.66,1,09:31:32
93,144,169,224,1,104.0,0,1,0,0,315.39,1,09:31:33
94,30,29,81,0,104.0,0,1,0,0,91.12,1,09:31:34
95,77,58,118,0,104.0,0,1,0,0,152.37,1,09:31:35
96,29,24,42,1,105.0,0,1,0,0,56.4,1,09:31:36
97,62,51,17,1,105.0,0,1,0,0,82.06,1,09:31:37
98,2,0,56,1,104.0,0,0,1,0,56.04,1,09:31:38
99,11,17,24,0,104.0,0,1,0,0,31.4,1,09:31:39
100,43,17,33,0,105.0,0,1,0,0,56.81,1,09:31:40
101,43,173,78,1,106.0,0,1,0,0,194.58,1,09:31:41
102,44,252,107,1,106.0,0,1,0,0,277.29,1,09:31:42
103,21,36,71,0,106.0,0,1,0,0,82.33,1,09:31:43
104,31,68,107,1,106.0,0,1,0,0,130.51,1,09:31:44
105,55,53,108,0,108.0,0,1,0,0,132.28,1,09:31:45
106,36,52,82,0,109.0,0,1,0,0,103.56,1,09:31:46
107,1,8,71,1,110.0,0,0,0,1,71.46,1,09:31:47
108,58,56,38,0,110.0,0,1,0,0,89.13,1,09:31:48
109,97,169,61,1,111.0,0,1,0,0,204.18,1,09:31:49
110,50,117,71,0,111.0,0,1,0,0,145.71,1,09:31:50
111,0,43,22,0,111.0,0,0,1,0,48.3,1,09:31:51
118,6,56,18,0,106.0,0,0,1,0,59.13,1,09:31:58
119,4,0,0,0,107.0,0,0,1,0,4.0,1,09:31:59
120,0,0,0,0,108.0,0,0,1,0,0.0,1,09:32:00
121,0,9,0,0,108.0,0,0,1,0,9.0,1,09:32:01
122,9,0,31,0,107.0,0,1,0,0,32.28,1,09:32:02
123,21,0,54,1,107.0,0,1,0,0,57.94,1,09:32:03
124,14,0,23,0,107.0,0,1,0,0,26.93,1,09:32:04
125,0,0,0,0,103.0,0,0,0,1,0.0,1,09:32:05
126,0,0,0,0,103.0,0,0,0,1,0.0,1,09:32:06
127,0,0,0,0,102.0,0,0,0,1,0.0,1,09:32:07
128,0,0,0,0,103.0,0,0,0,1,0.0,1,09:32:08
