time,gsr
0.0,23040.81350448463
1.0,23052.00479568655
2.0,23041.957962161458
3.0,22840.20532807477
4.0,22703.745117442897
5.0,22657.347356498354
6.0,22726.907109564367
7.0,22817.428807063094
8.0,22905.84944185075
9.0,23066.6460527172
10.0,23156.384987817968
11.0,23318.657711894586
12.0,23392.89655856765
13.0,23488.70920827338
14.0,23555.694846322465
15.0,23629.80902814925
16.0,23741.28839450286
17.0,23880.953534039225
18.0,23893.233017406445
19.0,23840.97220325607
20.0,23743.36251175091
21.0,23681.9105558905
22.0,23621.897181920212
23.0,23719.881937510727
24.0,23862.416119585556
25.0,24026.136075093178
26.0,24039.375915676224
27.0,23904.91001049436
28.0,23926.542146903455
29.0,23873.520613589364
30.0,23607.178726096536
31.0,23412.671170429043
32.0,23435.169544248034
33.0,23568.95776364128
34.0,23655.480460405597
35.0,23691.516739128267
36.0,23763.490416605717
37.0,23874.788126639083
38.0,23773.80573295711
39.0,23618.200396142507
40.0,23503.373108496988
41.0,23522.479014816076
42.0,23370.330397339356
43.0,22918.22631119735
44.0,22326.54477975524
45.0,21961.712024003584
46.0,21873.52254664112
47.0,22012.160346440432
48.0,22156.935354273384
49.0,22301.842219284008
50.0,22516.41884465302
51.0,22662.934916334412
52.0,22772.4558210068
53.0,22849.026192734687
54.0,22937.20779341541
55.0,23047.52318406161
56.0,23075.29692469987
57.0,23045.350312813098
58.0,23095.478060166635
59.0,23129.886342208836
60.0,23165.371892872863
61.0,23240.049135338122
62.0,23300.283078491026
63.0,23339.100690092324
64.0,23363.288620085714
65.0,23366.295550158786
66.0,23374.75317373955
67.0,23213.818550721116
68.0,22950.59311788643
69.0,22419.959073831906
70.0,21984.37623023207
71.0,21973.371614878874
72.0,22090.845592097165
73.0,22207.147574332932
74.0,22396.465734956997
75.0,22651.20791028798
76.0,22808.513647536915
77.0,22840.38325948559
78.0,22910.73335304272
79.0,23016.5428365541
80.0,23133.334446114313
81.0,23209.08756862003
82.0,23332.101306889388
83.0,23371.061583307994
84.0,23498.766142640838
