time,linaccel_x,linaccel_y,linaccel_z,gravity_x,gravity_y,gravity_z,gyro_x,gyro_y,gyro_z,euler_x,euler_y,euler_z,quaternion_w,quaternion_y,quaternion_x,quaternion_z
0.0,-0.07047619047619046,-0.04071428571428574,0.03095238095238096,2.0940476190476183,3.3890476190476213,8.95071428571429,0.1636904761904762,3.7202380952380953,0.36607142857142855,74.5327380952381,12.328869047619047,-20.727678571428573,0.7781996957142857,-0.19414411333333334,0.07452828523809522,-0.5924406511904763
1.0,-0.05480989294942783,-0.02411406423034331,0.02272056109265412,2.0263879660391284,3.367977113325951,8.975664451827246,0.05553248431155408,1.0259320782576598,0.02900055370985602,74.33164913252122,11.92454549649317,-20.556513012181615,0.7797856404318935,-0.19047740770025837,0.0760621403506829,-0.5914351814045773
2.0,-0.042673627590571105,-0.014280177187153936,0.013546907134947005,2.0793363391868374,3.355799715234931,8.967529663028003,0.23553433001107418,-1.6053828508147445,-0.30899976269577595,74.53244146495807,12.244022899857617,-20.506362719506406,0.77855469596741,-0.19251370847017876,0.07351984885777565,-0.5926906716223699
3.0,-0.039263196751568835,-0.009516795865633077,-0.00012772240679217138,2.3850546327057955,3.3651096345514957,8.879420819490585,0.0641795865633075,-2.2546050203026944,0.0023117386489479586,75.18878276116648,14.08674557032115,-20.743279346622373,0.7733152287227759,-0.20628383207678108,0.06309514621114802,-0.5957583717183463
4.0,-0.03534240703032901,0.0027683706640945953,0.00104418961883328,2.366839031186368,3.3425645697138577,8.896432500982385,-0.17862278069517376,0.7247302897152859,0.06409861393919908,75.07521746508056,13.965936796699173,-20.580081404279642,0.7742731438520343,-0.20462046522916444,0.06301373839709927,-0.595277577836066
5.0,-0.03821191012038724,0.00926667381130997,0.0019583467295395274,2.325773586253707,3.321781516807774,8.917527310399025,-0.1604999464151752,0.42332904654735115,0.03179009037973779,75.11046779552031,13.71718018790412,-20.416207176794195,0.7745290471564319,-0.2021983440769478,0.06339215517858035,-0.5958524790601221
6.0,-0.045917109068207826,0.014707440797481602,0.0044556522405862775,2.2356425430399414,3.2929697842579118,8.951779500624285,-0.18570221279187393,0.7266802817864744,0.0535508005921341,75.02593598639207,13.171486343929189,-20.183198734134752,0.7756829171878072,-0.1973339771957388,0.06519824466081417,-0.5958293931150426
7.0,-0.047342335583895986,0.017410012781941132,0.005015657224410632,2.196341746586472,3.2825142653259136,8.966818715131746,-0.028803885422575157,0.04104809956844613,0.05079684010723935,75.00549180740308,12.938288856839645,-20.093480267932836,0.7760853361893478,-0.19529957123518163,0.0660017829992655,-0.5959279726469335
8.0,-0.05933794162826422,0.006333520662395566,0.0041775317522760496,2.2650958188153307,3.3040848038664707,8.941743583979619,0.02538367333558128,-0.7219673766438124,-0.14339489434640887,75.2223889841145,13.352645437600689,-20.266431217451576,0.7744285583922483,-0.19910875930815627,0.06434491263688134,-0.5969871911811099
9.0,-0.05106223071447306,0.005076392791577686,0.009733196583117906,2.3322252350979733,3.3134040968865905,8.921301524858563,-0.07674315546438874,-0.38231812689670674,0.23868690523022745,75.14553015295417,13.758163859072347,-20.360788222153538,0.7744190867961579,-0.20224276358358623,0.06277921436665918,-0.5961349358830693
10.0,-0.05285369600239781,-0.0015585777977595448,0.014741598291558956,2.3467779401296314,3.294125435540069,8.925247536622832,-0.2547778277321944,-0.4723586602225469,-0.1703490877074669,75.13685277809,13.843875276310367,-20.24463302236709,0.7745262163456597,-0.20221937425147052,0.0615441986913941,-0.5961401104737927
11.0,-0.04569435390206437,-0.0006990371286201347,0.01254310441721929,2.5120223296242177,3.2779808924356524,8.88439638829568,0.08638960698362744,-0.8190471507249635,0.3096867858079503,75.26569723876962,14.847783428871155,-20.2389864561088,0.7730289123136638,-0.20884002238852048,0.05541885423161365,-0.5963484746074708
12.0,-0.04929406916188979,0.005920347682739501,0.009664943239294144,2.4722070735453894,3.2957260874452063,8.889210782660822,0.22729688846427637,1.1047712712150164,-0.3399785976546401,75.27759684912516,14.603759928440297,-20.324036894458807,0.7730810505950694,-0.20766112254831215,0.057453434126034986,-0.5965061331188415
13.0,-0.04563397774530741,0.003405642351354389,0.00748992169645199,2.4148900191075637,3.3164728747517893,8.897957925892621,-0.08647636375557305,-0.5136185886628452,-0.19634298546326473,75.56703383162863,14.261653389719381,-20.425027279794687,0.7717479519718818,-0.2060891760667828,0.05956404997392378,-0.5985897963520473
14.0,-0.04454004158705182,-0.007931325165786225,0.012568721666479337,2.4127675901989427,3.3015763272264063,8.904875894496271,-0.2361473085496984,-0.08246330691993553,-0.09613077675995653,75.73171223446104,14.245573941122476,-20.323204041156195,0.7710030984761063,-0.205550035901212,0.05869232829538047,-0.5998465095332226
15.0,-0.0389434078903001,-0.0061672754861189175,0.008038393091304184,2.585242666067213,3.3020825184519125,8.854349237570718,0.12504630540257017,-2.4494977824922257,-0.11643736418642986,76.04685410110149,15.295947252819301,-20.438492141545836,0.7682906934598273,-0.21320587712399308,0.0525957841315612,-0.6011406845851598
16.0,-0.029036220074182308,0.0037429751601663445,0.003079680416619834,2.6836455265819943,3.311460614064666,8.820723005882133,0.04788101560451089,0.33974203617324195,-0.04478622241579558,76.38585144571204,15.881844594151588,-20.564810586901952,0.7658533569033008,-0.21780517882006106,0.04929667736416769,-0.6028543125990315
17.0,-0.03217241766887716,0.0010364167696976488,0.005836948784234386,2.573414521748905,3.315603536772695,8.85235727398749,-0.11091332284290584,0.6862563691881159,0.396674674984077,76.01807631785995,15.21841233936533,-20.519906522797946,0.7684384897120751,-0.21302995268412575,0.05367347338900752,-0.6009047615513845
18.0,-0.025846577498033048,-0.0025900865460267513,0.00954366640440598,2.556946892210858,3.285012981904012,8.869228560188828,-0.20004671518489375,-0.023596085759244656,0.1493214004720692,75.8413970298977,15.11296961054288,-20.314407946498818,0.7697216047116444,-0.21121917476986624,0.05324678947560975,-0.5999986573048781
19.0,-0.036063298490127765,-0.00910666516803417,0.009281218388220748,2.594191478400959,3.285329914577947,8.858377158967444,0.002872983870967752,-0.23233469381064778,-0.032466936420516276,76.0571970069499,15.339303686167622,-20.34091992619235,0.7683712678093458,-0.21295739421757331,0.05168348066002585,-0.6012724583315443
20.0,-0.042156747592821564,-0.01115266381926492,0.015528099359334607,2.5853116125285673,3.279041137462065,8.863807875313778,-0.1971356215578285,0.5455145226855495,-0.21916423138885768,76.26728420862838,15.28134231810348,-20.289985681034807,0.767380026587108,-0.21240996520900304,0.051344351817326064,-0.6027580899705518
21.0,-0.05701174553220187,-0.011074219774455808,0.014915739387808628,2.4651725113334084,3.282946836012139,8.895983046719866,0.14822798415196137,-0.4783444091641376,-0.38842236147015846,76.27239858472893,14.556683783859727,-20.243143522161027,0.7680003097931702,-0.20746038728384097,0.05529402782168147,-0.6033294492310515
22.0,-0.03851485015116015,-0.0033999878956605966,0.005335071170633719,2.466127985376805,3.2858650740814395,8.895067114959522,-0.09224250089341551,-0.37588315295706126,-0.06538507470106603,76.43731175680797,14.563146280761593,-20.264487444269605,0.7671065263128937,-0.20765852146838462,0.0550705763727625,-0.6044188940185802
23.0,-0.05364048959170909,-0.007151606851056105,0.018844954940155565,2.4804389926884025,3.29685189187943,8.887553718770084,0.038430160843614815,0.540712657392437,0.06322480135914439,76.5102637413072,14.646517696832408,-20.343987673747705,0.7665816744991887,-0.20864628795193424,0.054995251440413506,-0.6047655402512255
24.0,-0.04621685788640941,-0.0026929215552346955,0.01241983613030033,2.4486831170403165,3.29185856367603,8.898871085903343,-0.01764074176544672,-0.20836777306092807,0.09238370467717438,76.54990878515662,14.456824469786703,-20.288875463639428,0.7666031334471891,-0.20716221110140265,0.05572631719401816,-0.6051996767961196
25.0,-0.0472406083295147,-0.003073447402322305,0.012190248513615939,2.4513462792125265,3.2833218860866378,8.900865912739242,0.009251029589345877,-0.2595979305902595,-0.06755224679595254,76.42620340910074,14.477507435522778,-20.240430060694617,0.7672833390453884,-0.2069688880479476,0.05551879270715856,-0.604430398505849
