,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
218,2,35,39,0,30.0,0,1,0,0,52.44,1,09:20:38
219,31,119,68,1,30.0,0,1,0,0,140.52,1,09:20:39
220,27,46,73,0,30.0,0,1,0,0,90.41,1,09:20:40
221,14,48,30,0,30.0,0,1,0,0,58.31,1,09:20:41
222,19,73,10,1,30.0,0,1,0,0,76.09,1,09:20:42
223,24,1,0,0,30.0,0,1,0,0,24.02,1,09:20:43
224,36,21,6,0,30.0,0,1,0,0,42.11,1,09:20:44
225,8,47,3,0,30.0,0,1,0,0,47.77,1,09:20:45
226,19,30,54,1,30.0,0,1,0,0,64.63,1,09:20:46
227,60,90,43,2,30.0,0,1,0,0,116.4,1,09:20:47
228,51,209,74,1,30.0,0,1,0,0,227.5,1,09:20:48
229,17,65,37,0,30.0,0,1,0,0,76.7,1,09:20:49
230,83,178,36,1,30.0,0,1,0,0,199.67,1,09:20:50
231,27,46,92,0,30.0,0,1,0,0,106.34,1,09:20:51
232,15,55,58,1,30.0,0,1,0,0,81.33,1,09:20:52
233,71,67,55,1,30.0,0,1,0,0,112.05,1,09:20:53
234,32,173,31,1,30.0,0,1,0,0,178.64,1,09:20:54
235,53,63,100,1,95.0,0,1,0,0,129.53,1,09:20:55
236,74,36,40,0,95.0,0,1,0,0,91.5,1,09:20:56
237,64,0,54,0,93.0,0,1,0,0,83.74,1,09:20:57
238,47,34,49,0,92.0,0,1,0,0,75.93,1,09:20:58
239,51,137,103,1,90.0,0,1,0,0,178.83,1,09:20:59
240,24,34,81,0,90.0,0,1,0,0,91.07,1,09:21:00
241,7,41,91,0,90.0,0,1,0,0,100.05,1,09:21:01
242,2,5,30,0,90.0,0,0,1,0,30.48,1,09:21:02
243,15,35,52,0,91.0,0,1,0,0,64.45,1,09:21:03
244,0,0,53,0,93.0,0,1,0,0,53.0,1,09:21:04
251,47,27,133,1,83.0,0,1,0,0,143.62,1,09:21:11
252,100,66,82,1,81.0,0,1,0,0,145.19,1,09:21:12
253,41,43,78,0,81.0,0,1,0,0,98.05,1,09:21:13
254,42,43,53,1,81.0,0,1,0,0,80.14,1,09:21:14
255,66,10,17,0,81.0,0,1,0,0,68.88,1,09:21:15
256,82,50,31,0,81.0,0,1,0,0,100.92,1,09:21:16
257,33,16,31,0,82.0,0,1,0,0,48.02,1,09:21:17
258,9,93,8,1,83.0,0,1,0,0,93.78,1,09:21:18
259,13,8,38,0,85.0,0,1,0,0,40.95,1,09:21:19
260,13,28,26,0,86.0,0,1,0,0,40.36,1,09:21:20
261,0,37,0,0,87.0,0,1,0,0,37.0,1,09:21:21
262,2,1,0,0,88.0,0,1,0,0,2.24,1,09:21:22
263,52,101,133,0,93.0,0,1,0,0,174.91,1,09:21:23
264,27,152,95,0,93.0,0,1,0,0,181.27,1,09:21:24
265,0,9,0,0,93.0,0,0,1,0,9.0,1,09:21:25
266,3,22,15,0,93.0,0,1,0,0,26.8,1,09:21:26
267,4,0,98,1,92.0,0,0,1,0,98.08,1,09:21:27
268,4,0,101,0,92.0,0,1,0,0,101.08,1,09:21:28
269,79,109,134,1,91.0,0,1,0,0,189.94,1,09:21:29
270,175,57,75,0,90.0,0,1,0,0,198.74,1,09:21:30
271,53,26,36,0,90.0,0,1,0,0,69.14,1,09:21:31
272,73,19,33,1,104.0,0,1,0,0,82.33,1,09:21:32
273,63,0,25,1,104.0,0,1,0,0,67.78,1,09:21:33
274,85,15,7,0,104.0,0,1,0,0,86.6,1,09:21:34
275,154,135,94,1,104.0,0,1,0,0,225.34,1,09:21:35
276,16,80,47,2,104.0,0,1,0,0,94.15,1,09:21:36
277,47,9,63,0,100.0,0,1,0,0,79.11,1,09:21:37
284,0,0,0,0,86.0,0,0,1,0,0.0,1,09:21:44
285,41,12,71,0,87.0,0,1,0,0,82.86,1,09:21:45
286,12,12,73,0,88.0,0,1,0,0,74.95,1,09:21:46
287,24,39,47,1,88.0,0,1,0,0,65.62,1,09:21:47
