,ibi_s,day,time
1,3.895,1,09:26:08
2,0.256,1,09:26:08
3,0.271,1,09:26:08
4,0.292,1,09:26:09
5,0.269,1,09:26:09
6,0.284,1,09:26:09
7,0.928,1,09:26:10
8,0.385,1,09:26:11
9,2.204,1,09:26:13
10,0.296,1,09:26:13
11,0.271,1,09:26:13
12,2.979,1,09:27:07
13,0.303,1,09:27:07
14,0.763,1,09:27:08
15,0.341,1,09:27:08
16,0.331,1,09:27:09
17,0.543,1,09:27:09
18,7.663,1,09:27:17
19,0.761,1,09:27:18
20,0.757,1,09:27:18
21,0.738,1,09:27:19
22,0.6,1,09:27:20
23,0.671,1,09:27:20
24,0.571,1,09:27:21
25,0.688,1,09:27:22
26,0.762,1,09:27:22
27,0.807,1,09:27:23
28,0.791,1,09:27:24
29,0.78,1,09:27:25
30,0.729,1,09:27:26
31,0.301,1,09:27:26
32,0.517,1,09:27:26
33,0.838,1,09:27:27
34,0.754,1,09:27:28
35,0.68,1,09:27:29
36,0.654,1,09:27:29
37,0.321,1,09:27:30
38,0.307,1,09:27:30
39,0.58,1,09:27:30
40,0.575,1,09:27:31
41,0.729,1,09:27:39
42,0.503,1,09:27:39
43,0.495,1,09:27:40
44,3.399,1,09:27:43
45,0.785,1,09:27:44
46,0.801,1,09:27:45
47,0.792,1,09:27:46
48,0.803,1,09:27:46
49,0.786,1,09:27:47
50,0.729,1,09:27:48
51,0.729,1,09:27:49
52,0.747,1,09:27:49
53,1.16,1,09:27:51
54,0.873,1,09:27:51
55,0.859,1,09:27:52
56,0.873,1,09:27:53
57,0.853,1,09:27:54
58,0.894,1,09:27:55
59,0.907,1,09:27:56
60,0.844,1,09:27:57
61,0.808,1,09:27:57
62,0.78,1,09:27:58
63,0.886,1,09:27:59
64,0.862,1,09:28:00
65,0.873,1,09:28:01
66,0.914,1,09:28:02
67,0.905,1,09:28:03
68,0.835,1,09:28:03
69,0.807,1,09:28:04
70,0.79,1,09:28:15
71,0.733,1,09:28:16
72,0.678,1,09:28:16
73,0.673,1,09:28:17
74,0.613,1,09:28:18
75,0.603,1,09:28:18
76,0.629,1,09:28:19
77,0.765,1,09:28:20
78,0.531,1,09:28:20
79,1.039,1,09:28:21
80,0.914,1,09:28:22
81,0.813,1,09:28:23
82,0.708,1,09:28:24
83,0.684,1,09:28:24
84,0.727,1,09:28:25
85,0.735,1,09:28:26
86,0.726,1,09:28:27
87,0.737,1,09:28:27
88,0.696,1,09:28:28
89,0.651,1,09:28:29
90,0.65,1,09:28:29
91,0.625,1,09:28:30
92,0.614,1,09:28:30
93,0.571,1,09:28:31
94,0.563,1,09:28:32
95,0.566,1,09:28:32
96,0.6,1,09:28:33
97,0.668,1,09:28:33
98,0.644,1,09:28:34
99,0.611,1,09:28:35
100,0.592,1,09:28:35
101,0.601,1,09:28:36
102,0.638,1,09:28:37
103,0.689,1,09:28:37
104,0.691,1,09:28:38
105,0.644,1,09:28:39
106,0.616,1,09:28:39
107,0.63,1,09:28:40
108,0.657,1,09:28:40
109,0.679,1,09:28:48
