,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
10,14,0,58,1,228.0,0,1,0,0,59.67,1,09:26:10
11,0,0,19,0,215.0,0,0,1,0,19.0,1,09:26:11
12,64,116,50,0,215.0,0,1,0,0,141.61,1,09:26:12
13,10,208,133,1,215.0,0,1,0,0,247.09,1,09:26:13
14,36,56,78,0,215.0,0,1,0,0,102.55,1,09:26:14
15,42,39,81,1,209.0,0,1,0,0,99.23,1,09:26:15
16,17,14,139,0,209.0,0,1,0,0,140.73,1,09:26:16
17,0,5,78,0,209.0,0,0,1,0,78.16,1,09:26:17
18,0,0,9,0,209.0,0,0,1,0,9.0,1,09:26:18
19,0,6,14,0,209.0,0,0,1,0,15.23,1,09:26:19
67,53,6,40,1,216.0,0,1,0,0,66.67,1,09:27:07
68,31,35,52,0,216.0,0,1,0,0,69.93,1,09:27:08
69,39,10,18,1,216.0,0,1,0,0,44.1,1,09:27:09
70,12,9,2,0,216.0,0,1,0,0,15.13,1,09:27:10
71,15,1,19,0,216.0,0,1,0,0,24.23,1,09:27:11
72,88,61,24,0,216.0,0,1,0,0,109.73,1,09:27:12
73,125,22,246,1,216.0,0,1,0,0,276.81,1,09:27:13
74,79,35,98,0,216.0,0,1,0,0,130.65,1,09:27:14
75,17,0,78,0,216.0,0,1,0,0,79.83,1,09:27:15
80,71,78,70,0,79.0,0,1,0,0,126.59,1,09:27:20
81,18,73,99,1,80.0,0,1,0,0,124.31,1,09:27:21
82,8,0,32,0,90.0,0,1,0,0,32.98,1,09:27:22
83,0,0,20,0,90.0,0,0,1,0,20.0,1,09:27:23
84,184,31,128,1,86.0,0,1,0,0,226.28,1,09:27:24
85,60,0,48,0,86.0,0,1,0,0,76.84,1,09:27:25
86,173,24,132,0,83.0,0,1,0,0,218.93,1,09:27:26
87,175,43,115,1,83.0,0,1,0,0,213.77,1,09:27:27
88,74,24,36,0,83.0,0,1,0,0,85.72,1,09:27:28
89,33,12,32,0,81.0,0,1,0,0,47.51,1,09:27:29
90,4,2,17,0,81.0,0,1,0,0,17.58,1,09:27:30
91,0,20,18,0,83.0,0,1,0,0,26.91,1,09:27:31
92,7,60,5,0,86.0,0,1,0,0,60.61,1,09:27:32
93,48,64,109,1,88.0,0,1,0,0,135.21,1,09:27:33
100,76,0,74,0,95.0,0,1,0,0,106.08,1,09:27:40
101,72,0,71,0,98.0,0,1,0,0,101.12,1,09:27:41
102,15,0,10,0,101.0,0,1,0,0,18.03,1,09:27:42
103,0,0,0,0,101.0,1,0,0,0,0.0,1,09:27:43
104,0,0,0,0,101.0,1,0,0,0,0.0,1,09:27:44
105,0,0,0,0,101.0,1,0,0,0,0.0,1,09:27:45
106,0,0,0,0,101.0,1,0,0,0,0.0,1,09:27:46
107,16,0,0,1,98.0,0,1,0,0,16.0,1,09:27:47
108,215,76,103,0,93.0,0,1,0,0,250.22,1,09:27:48
109,93,0,36,1,90.0,0,1,0,0,99.72,1,09:27:49
110,223,58,167,0,89.0,0,1,0,0,284.57,1,09:27:50
111,44,0,38,0,87.0,0,1,0,0,58.14,1,09:27:51
112,24,0,12,0,87.0,0,1,0,0,26.83,1,09:27:52
113,0,0,0,0,85.0,1,0,0,0,0.0,1,09:27:53
114,0,0,0,0,83.0,1,0,0,0,0.0,1,09:27:54
115,0,0,0,0,81.0,1,0,0,0,0.0,1,09:27:55
116,0,0,0,0,80.0,1,0,0,0,0.0,1,09:27:56
117,0,0,0,0,78.0,1,0,0,0,0.0,1,09:27:57
118,0,0,0,0,77.0,1,0,0,0,0.0,1,09:27:58
119,0,0,0,0,76.0,1,0,0,0,0.0,1,09:27:59
120,0,0,0,0,76.0,1,0,0,0,0.0,1,09:28:00
121,0,0,0,0,75.0,1,0,0,0,0.0,1,09:28:01
122,0,0,0,0,74.0,1,0,0,0,0.0,1,09:28:02
123,0,0,0,0,74.0,1,0,0,0,0.0,1,09:28:03
124,0,0,0,0,73.0,1,0,0,0,0.0,1,09:28:04
125,0,0,0,0,72.0,1,0,0,0,0.0,1,09:28:05
126,0,0,0,0,72.0,1,0,0,0,0.0,1,09:28:06
136,0,0,0,0,75.0,0,0,0,1,0.0,1,09:28:16
137,0,0,0,0,75.0,0,0,0,1,0.0,1,09:28:17
138,0,0,0,0,78.0,0,0,1,0,0.0,1,09:28:18
139,0,0,0,0,79.0,0,0,1,0,0.0,1,09:28:19
140,0,0,0,0,82.0,0,0,1,0,0.0,1,09:28:20
141,0,0,0,0,83.0,0,0,1,0,0.0,1,09:28:21
142,0,0,0,0,83.0,0,0,1,0,0.0,1,09:28:22
143,0,0,0,0,83.0,0,0,1,0,0.0,1,09:28:23
144,0,0,0,0,83.0,0,0,1,0,0.0,1,09:28:24
145,37,1,0,0,81.0,0,1,0,0,37.01,1,09:28:25
146,176,49,93,1,83.0,0,1,0,0,205.0,1,09:28:26
