,ibi_s,day,time
1,14.874,1,09:25:08
2,0.268,1,09:25:08
3,0.26,1,09:25:08
4,0.911,1,09:25:09
5,0.624,1,09:25:10
6,0.659,1,09:25:11
7,0.265,1,09:25:11
8,0.405,1,09:25:11
9,0.664,1,09:25:12
10,0.653,1,09:25:13
11,0.299,1,09:25:13
12,8.23,1,09:25:21
13,0.732,1,09:28:58
14,0.761,1,09:28:59
15,0.747,1,09:29:00
16,0.743,1,09:29:00
17,0.741,1,09:29:01
18,0.737,1,09:29:02
19,0.722,1,09:29:03
20,0.69,1,09:29:03
21,0.676,1,09:29:04
22,0.682,1,09:29:05
23,0.667,1,09:29:05
24,0.67,1,09:29:06
25,0.696,1,09:29:07
26,0.723,1,09:29:07
27,0.733,1,09:29:08
28,0.713,1,09:29:09
29,0.698,1,09:29:10
30,0.693,1,09:29:10
31,0.694,1,09:29:11
32,0.685,1,09:29:12
33,0.667,1,09:29:12
34,0.662,1,09:29:13
35,0.654,1,09:29:14
36,0.657,1,09:29:14
37,0.644,1,09:29:15
38,0.646,1,09:29:16
39,0.649,1,09:29:16
40,0.653,1,09:29:17
41,0.641,1,09:29:17
42,0.638,1,09:29:18
43,0.647,1,09:29:19
44,0.665,1,09:29:19
45,0.267,1,09:29:20
46,0.384,1,09:29:20
47,0.645,1,09:29:21
48,0.635,1,09:29:21
49,0.627,1,09:29:22
50,0.62,1,09:29:23
51,0.618,1,09:29:23
52,0.664,1,09:29:31
53,0.657,1,09:29:32
54,0.648,1,09:29:32
55,0.646,1,09:29:33
56,0.645,1,09:29:34
57,0.641,1,09:29:34
58,0.629,1,09:29:35
59,0.618,1,09:29:36
60,0.604,1,09:29:36
61,0.593,1,09:29:37
62,0.585,1,09:29:37
63,0.58,1,09:29:38
64,0.58,1,09:29:39
65,0.58,1,09:29:39
66,0.601,1,09:29:40
67,0.654,1,09:29:40
68,0.461,1,09:29:41
69,0.272,1,09:29:41
70,0.544,1,09:29:42
71,0.43,1,09:29:42
72,0.462,1,09:29:43
73,0.739,1,09:29:43
74,0.695,1,09:29:44
75,0.674,1,09:29:45
76,0.666,1,09:29:45
77,0.663,1,09:29:46
78,0.662,1,09:29:47
79,0.648,1,09:29:47
80,0.618,1,09:29:48
81,0.604,1,09:29:49
82,0.627,1,09:29:49
83,0.621,1,09:29:50
84,0.62,1,09:29:50
85,0.617,1,09:29:51
86,0.618,1,09:29:52
87,0.615,1,09:29:52
88,0.613,1,09:29:53
89,0.605,1,09:29:53
90,0.6,1,09:29:54
91,0.592,1,09:29:55
92,0.585,1,09:29:55
93,0.581,1,09:29:56
94,0.582,1,09:29:56
95,0.645,1,09:30:04
96,0.644,1,09:30:04
97,0.648,1,09:30:05
98,0.636,1,09:30:06
99,0.643,1,09:30:06
100,0.639,1,09:30:07
101,0.639,1,09:30:08
102,0.637,1,09:30:08
103,0.649,1,09:30:09
104,0.668,1,09:30:10
105,0.689,1,09:30:10
106,0.739,1,09:30:11
107,0.712,1,09:30:12
108,0.672,1,09:30:12
109,0.833,1,09:30:13
110,0.736,1,09:30:14
111,0.717,1,09:30:15
112,0.703,1,09:30:15
113,0.694,1,09:30:16
114,0.688,1,09:30:17
115,0.681,1,09:30:17
116,0.668,1,09:30:18
117,0.671,1,09:30:19
118,0.682,1,09:30:20
119,0.689,1,09:30:20
120,0.684,1,09:30:21
