,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
130,15,84,66,1,228.0,0,1,0,0,107.87,1,09:25:10
131,39,101,81,0,228.0,0,1,0,0,135.21,1,09:25:11
132,55,99,28,0,81.0,0,1,0,0,116.66,1,09:25:12
133,46,103,84,0,86.0,0,1,0,0,140.64,1,09:25:13
134,36,14,24,1,104.0,0,1,0,0,45.48,1,09:25:14
135,22,58,15,1,101.0,0,1,0,0,63.82,1,09:25:15
136,30,36,50,1,101.0,0,1,0,0,68.53,1,09:25:16
137,29,27,29,1,101.0,0,1,0,0,49.1,1,09:25:17
138,34,53,8,0,101.0,0,1,0,0,63.47,1,09:25:18
139,40,40,74,1,101.0,0,1,0,0,93.15,1,09:25:19
359,0,0,0,0,88.0,1,0,0,0,0.0,1,09:28:59
360,0,0,0,0,87.0,1,0,0,0,0.0,1,09:29:00
361,0,0,0,0,86.0,1,0,0,0,0.0,1,09:29:01
362,0,0,0,0,85.0,1,0,0,0,0.0,1,09:29:02
363,0,0,0,0,84.0,1,0,0,0,0.0,1,09:29:03
364,0,0,0,0,84.0,1,0,0,0,0.0,1,09:29:04
365,0,0,0,0,84.0,1,0,0,0,0.0,1,09:29:05
366,0,0,0,0,85.0,1,0,0,0,0.0,1,09:29:06
367,0,0,0,0,86.0,1,0,0,0,0.0,1,09:29:07
368,0,0,0,0,86.0,1,0,0,0,0.0,1,09:29:08
369,0,0,0,0,86.0,1,0,0,0,0.0,1,09:29:09
370,0,0,0,0,85.0,1,0,0,0,0.0,1,09:29:10
371,0,0,0,0,85.0,1,0,0,0,0.0,1,09:29:11
372,26,24,84,1,85.0,0,1,0,0,91.15,1,09:29:12
373,93,367,461,1,86.0,0,1,0,0,596.54,1,09:29:13
374,159,124,281,0,86.0,0,1,0,0,345.86,1,09:29:14
375,61,56,57,1,87.0,0,1,0,0,100.53,1,09:29:15
376,9,14,142,0,88.0,0,1,0,0,142.97,1,09:29:16
377,32,46,154,1,89.0,0,1,0,0,163.88,1,09:29:17
378,20,17,75,0,89.0,0,1,0,0,79.46,1,09:29:18
379,50,17,61,2,90.0,0,1,0,0,80.68,1,09:29:19
380,120,10,262,0,91.0,0,1,0,0,288.35,1,09:29:20
381,65,0,114,0,91.0,0,1,0,0,131.23,1,09:29:21
382,148,23,358,0,91.0,0,1,0,0,388.07,1,09:29:22
383,52,28,152,1,92.0,0,1,0,0,163.07,1,09:29:23
384,77,47,251,1,92.0,0,1,0,0,266.72,1,09:29:24
385,52,56,209,2,93.0,0,1,0,0,222.53,1,09:29:25
