,ibi_s,day,time
1,0.601,1,09:15:11
2,0.646,1,09:15:11
3,0.769,1,09:15:11
4,0.761,1,09:15:12
5,0.78,1,09:15:13
6,0.689,1,09:15:13
7,0.692,1,09:15:14
8,0.68,1,09:15:15
9,0.666,1,09:15:15
10,0.254,1,09:15:16
11,0.4,1,09:15:16
12,0.665,1,09:15:17
13,0.682,1,09:15:17
14,0.667,1,09:15:18
15,0.646,1,09:15:19
16,0.633,1,09:15:19
17,0.636,1,09:15:20
18,0.624,1,09:15:21
19,0.616,1,09:15:21
20,0.616,1,09:15:22
21,0.617,1,09:15:22
22,0.609,1,09:15:23
23,0.61,1,09:15:24
24,0.588,1,09:15:24
25,0.646,1,09:15:25
26,0.621,1,09:15:25
27,0.632,1,09:15:26
28,0.761,1,09:15:27
29,0.813,1,09:15:28
30,0.733,1,09:15:28
31,0.761,1,09:15:29
32,0.723,1,09:15:30
33,0.683,1,09:15:31
34,0.685,1,09:15:31
35,0.657,1,09:15:32
36,0.609,1,09:15:33
37,0.63,1,09:15:33
38,0.618,1,09:15:35
39,0.628,1,09:15:35
40,0.257,1,09:15:35
41,0.364,1,09:15:35
42,0.31,1,09:15:35
43,11.099,1,09:15:51
44,6.253,1,09:15:58
45,0.763,1,09:15:58
46,2.7199999999999998,1,09:16:02
47,0.476,1,09:16:02
48,3.226,1,09:16:05
49,0.34,1,09:16:05
50,0.482,1,09:16:06
51,0.271,1,09:16:06
52,0.292,1,09:16:06
53,0.438,1,09:16:07
54,0.338,1,09:16:07
55,0.356,1,09:16:07
56,0.347,1,09:16:08
57,0.617,1,09:16:16
58,0.607,1,09:16:16
59,0.6,1,09:16:17
60,0.599,1,09:16:17
61,0.61,1,09:16:18
62,0.623,1,09:16:19
63,0.662,1,09:16:19
64,0.653,1,09:16:20
65,0.656,1,09:16:21
66,0.707,1,09:16:21
67,0.767,1,09:16:22
68,0.79,1,09:16:23
69,0.744,1,09:16:24
70,0.71,1,09:16:24
71,0.693,1,09:16:25
72,0.688,1,09:16:26
73,0.673,1,09:16:26
74,0.685,1,09:16:27
75,0.684,1,09:16:28
76,0.662,1,09:16:28
77,0.667,1,09:16:29
78,0.691,1,09:16:30
79,0.701,1,09:16:30
80,0.761,1,09:16:31
81,0.74,1,09:16:32
82,0.763,1,09:16:33
83,0.745,1,09:16:33
84,0.711,1,09:16:34
85,0.675,1,09:16:35
86,0.664,1,09:16:35
87,0.659,1,09:16:36
88,0.65,1,09:16:37
89,0.651,1,09:16:37
90,0.642,1,09:16:38
91,0.631,1,09:16:39
92,0.626,1,09:16:39
93,0.618,1,09:16:40
94,0.615,1,09:16:41
95,0.608,1,09:16:41
96,0.672,1,09:16:49
97,0.669,1,09:16:49
98,0.67,1,09:16:50
99,0.673,1,09:16:51
100,0.668,1,09:16:51
101,0.655,1,09:16:52
102,0.647,1,09:16:53
103,0.635,1,09:16:53
104,0.628,1,09:16:54
105,0.622,1,09:16:55
106,0.616,1,09:16:55
107,0.624,1,09:16:56
108,0.664,1,09:16:56
109,0.809,1,09:16:57
110,0.806,1,09:16:58
111,0.861,1,09:16:59
112,0.855,1,09:17:00
113,0.79,1,09:17:01
114,0.768,1,09:17:01
115,0.745,1,09:17:02
116,0.717,1,09:17:03
117,0.697,1,09:17:03
118,0.68,1,09:17:04
119,0.658,1,09:17:05
120,0.677,1,09:17:05
121,0.704,1,09:17:06
122,0.727,1,09:17:07
123,0.705,1,09:17:08
124,0.732,1,09:17:08
125,0.73,1,09:17:09
126,0.715,1,09:17:10
127,0.695,1,09:17:10
128,0.672,1,09:17:11
129,0.669,1,09:17:12
130,0.67,1,09:17:12
131,0.699,1,09:17:13
132,0.734,1,09:17:14
133,0.727,1,09:17:22
134,0.724,1,09:17:23
135,0.695,1,09:17:23
136,0.672,1,09:17:24
137,0.663,1,09:17:25
138,0.653,1,09:17:25
139,0.667,1,09:17:26
140,0.697,1,09:17:27
141,0.787,1,09:17:27
142,0.681,1,09:17:28
143,0.71,1,09:17:29
144,0.688,1,09:17:29
145,0.678,1,09:17:30
146,0.653,1,09:17:31
147,0.649,1,09:17:31
148,0.66,1,09:17:32
149,0.658,1,09:17:33
150,0.684,1,09:17:33
151,0.745,1,09:17:34
152,0.747,1,09:17:35
153,0.795,1,09:17:36
154,0.763,1,09:17:37
155,0.759,1,09:17:37
156,0.699,1,09:17:38
157,0.691,1,09:17:39
158,0.687,1,09:17:39
159,0.686,1,09:17:40
160,0.696,1,09:17:41
161,0.701,1,09:17:41
162,0.718,1,09:17:42
163,0.706,1,09:17:43
164,0.706,1,09:17:44
165,0.668,1,09:17:44
166,0.673,1,09:17:45
167,0.679,1,09:17:46
168,0.724,1,09:17:46
169,0.723,1,09:17:47
170,0.834,1,09:17:55
171,0.688,1,09:17:56
172,0.751,1,09:17:56
173,0.753,1,09:17:57
174,0.741,1,09:17:58
175,0.733,1,09:17:59
176,0.723,1,09:17:59
177,0.706,1,09:18:00
178,0.685,1,09:18:01
179,0.641,1,09:18:01
180,0.649,1,09:18:02
181,0.647,1,09:18:03
182,0.664,1,09:18:03
183,0.717,1,09:18:04
184,0.751,1,09:18:05
185,0.778,1,09:18:06
186,0.779,1,09:18:06
187,0.753,1,09:18:07
188,0.72,1,09:18:08
189,0.72,1,09:18:09
190,0.729,1,09:18:09
191,0.758,1,09:18:10
192,0.778,1,09:18:11
193,0.75,1,09:18:12
194,0.768,1,09:18:12
195,0.802,1,09:18:13
196,0.807,1,09:18:14
197,0.824,1,09:18:15
198,0.802,1,09:18:16
199,0.767,1,09:18:16
200,0.796,1,09:18:17
201,0.816,1,09:18:18
202,0.796,1,09:18:19
203,0.737,1,09:18:20
204,0.768,1,09:18:20
205,0.691,1,09:18:28
206,0.741,1,09:18:29
207,0.91,1,09:18:29
208,0.857,1,09:18:30
209,0.834,1,09:18:31
210,0.83,1,09:18:32
211,0.8,1,09:18:33
212,0.759,1,09:18:34
213,0.729,1,09:18:34
214,0.706,1,09:18:35
215,0.702,1,09:18:36
216,0.698,1,09:18:36
217,0.717,1,09:18:37
218,0.878,1,09:18:38
219,0.864,1,09:18:39
220,0.819,1,09:18:40
221,0.882,1,09:18:41
222,0.853,1,09:18:41
223,0.835,1,09:18:42
224,0.825,1,09:18:43
225,0.758,1,09:18:44
226,0.761,1,09:18:45
227,0.768,1,09:18:45
228,0.762,1,09:18:46
229,0.75,1,09:18:47
230,0.813,1,09:18:48
231,0.82,1,09:18:48
232,0.784,1,09:18:49
233,0.759,1,09:18:50
234,0.805,1,09:18:51
235,0.797,1,09:18:52
236,0.751,1,09:18:52
237,0.786,1,09:18:53
238,0.794,1,09:19:01
239,0.745,1,09:19:01
240,0.792,1,09:19:02
241,0.803,1,09:19:03
242,0.809,1,09:19:04
243,0.755,1,09:19:05
244,0.747,1,09:19:05
245,0.745,1,09:19:06
246,0.753,1,09:19:07
247,0.766,1,09:19:08
248,0.749,1,09:19:08
249,0.806,1,09:19:09
250,0.81,1,09:19:10
251,0.783,1,09:19:11
252,0.721,1,09:19:11
253,0.733,1,09:19:12
254,0.755,1,09:19:13
255,0.783,1,09:19:14
256,0.79,1,09:19:15
257,0.749,1,09:19:15
258,0.796,1,09:19:16
259,0.833,1,09:19:17
260,0.799,1,09:19:18
261,0.777,1,09:19:19
262,0.784,1,09:19:19
263,0.779,1,09:19:20
264,0.756,1,09:19:21
