time,gaze_movement,pupil_diameter
0.0,815.4271042804266,4.714622573611112
1.0,1084.513384310226,4.5880916600925925
2.0,2097.4458534454125,4.596546633439849
3.0,2549.1418829868817,4.7202879723933115
4.0,3221.7358889806983,4.826005864057224
5.0,1788.675889722614,4.793542696970368
6.0,2710.4757549010474,4.725705882597479
7.0,1496.7228299251224,4.7762759427843084
8.0,1943.6325318005756,4.714895672852241
9.0,1840.3226960316417,4.654416838973901
10.0,1513.4199597504007,4.313050512408098
11.0,1584.0278705278224,4.240037114986881
12.0,2625.9828760967157,4.37268307625002
13.0,2367.8077889044243,4.470361537584546
14.0,2651.5855141729926,4.482585106552454
15.0,2008.7721271976711,4.53882685629722
16.0,2547.3253937459476,4.481238772707099
17.0,2186.9569035476698,4.502967424606776
18.0,1767.4856597757612,4.567188571729911
19.0,1863.3313658000961,3.883166887744655
20.0,1337.0669069299975,4.369340545458515
21.0,1109.7078776456274,4.544930751088659
22.0,693.7075950393037,4.659717588534371
23.0,1442.871000100371,4.705476910635319
24.0,1289.57512585096,4.682351900683763
25.0,1900.832919490271,4.746121406862895
26.0,1173.077472407862,4.780720965388111
27.0,1030.3251231229417,4.651164508571307
28.0,2187.8519287004137,4.586096358646607
29.0,1372.5107151524342,4.498364587698935
30.0,1832.4992370657778,4.394408608830783
31.0,1423.4276669866942,4.37023245787025
32.0,2827.0679256652757,4.387227321210023
33.0,1717.8090140882248,4.425540112073257
34.0,961.411737178091,4.487821862172673
35.0,1949.023742136166,4.426787722549354
36.0,2087.4513550208044,4.540007908635321
37.0,3009.4762445465776,4.656934588727621
38.0,1952.906812912,4.621779099730125
39.0,1411.2982598583037,4.554526446308104
40.0,1944.9766641011086,4.565162256264603
41.0,1335.3908145920395,4.78593205334841
42.0,862.2644254153233,5.002733244143677
43.0,1065.8230438323037,5.121628173443962
44.0,796.62476540274,5.311463720234525
45.0,828.4097746297796,5.3571526194491526
46.0,1653.8374436299578,5.300824667566289
47.0,1867.041786829527,5.285041570621521
48.0,1424.77919671903,5.269431721229758
49.0,1216.7866801710989,5.184605404450838
50.0,1099.2886113012514,5.072533850741081
51.0,1073.788030471331,5.002358893175442
52.0,1315.3427158126924,4.980136965099529
53.0,1477.0383819299668,4.966001690729488
