time,gsr
0.0,18268.81408419376
1.0,18320.002228729638
2.0,18352.874649901896
3.0,18440.63989128374
4.0,18494.995504566636
5.0,18551.857649243706
6.0,18598.380711410227
7.0,18659.616840963005
8.0,18705.94724884696
9.0,18753.3207576934
10.0,18760.940977656137
11.0,18783.71958809134
12.0,18805.352794728162
13.0,18845.344263482264
14.0,18866.246696641636
15.0,18819.262265308906
16.0,18839.551937438264
17.0,18883.483952757088
18.0,18923.34273766246
19.0,18972.063452531736
20.0,19047.8736880101
21.0,19091.96150436193
22.0,19101.614793381596
23.0,19114.08500187426
24.0,19119.903548502723
25.0,19146.613031185276
26.0,19150.262977848804
27.0,19180.88089684626
28.0,19052.925533845235
29.0,18935.987844736614
30.0,18845.180580656644
31.0,18864.89317809962
32.0,18904.88162329985
33.0,18936.365003052066
34.0,19043.616033905953
35.0,19145.838200238286
36.0,19178.433354353223
37.0,19215.660577303996
38.0,19248.80481569407
39.0,19306.738835782635
40.0,19348.468563068534
41.0,19346.4145309277
42.0,19422.810118238573
43.0,19527.714450151187
44.0,19515.749570452834
45.0,19589.637479678444
46.0,19575.196346264805
47.0,19568.917567717544
48.0,19597.481104785216
49.0,19576.666166482377
50.0,19475.189948465733
51.0,19365.00877832994
52.0,19329.877417102558
53.0,19342.564899749206
54.0,19381.991414994434
55.0,19505.419732125833
56.0,19609.85918134274
57.0,19629.29826261401
58.0,19678.574474836747
59.0,19687.795178400673
60.0,19774.118603540133
61.0,19808.774675220975
62.0,19837.470485848768
63.0,19895.255367525737
64.0,19921.35528341294
65.0,19986.956562728396
66.0,20011.026556612196
67.0,20019.9597479141
68.0,20005.51786844639
69.0,20041.251235504464
70.0,20052.306909362786
71.0,20075.9073653335
72.0,20098.074339470884
73.0,20169.876223073934
74.0,20153.292077000493
75.0,20179.292328871496
76.0,20247.052483198884
77.0,20298.33963782416
78.0,20355.756631092067
79.0,20360.024680148697
80.0,20424.330965109744
81.0,20449.10808857262
82.0,20383.32204446797
83.0,20313.977693353496
84.0,20288.984310732092
85.0,20302.08614814261
86.0,20250.39532455508
87.0,20262.769350058166
88.0,20337.41979825172
89.0,20427.942891232862
90.0,20387.187358397365
91.0,20410.73880038865
92.0,20287.452016082818
93.0,20162.262026113618
94.0,20075.875780313763
95.0,20055.073135503444
96.0,20084.365926415565
97.0,20090.870105415437
98.0,20092.030204201394
99.0,20087.890212017875
100.0,20088.404623834707
101.0,20150.040302586047
102.0,20217.062948667
103.0,20293.873574651152
104.0,20302.90024575004
105.0,20258.836842251738
106.0,20192.812889749635
107.0,20143.194047645546
108.0,20027.90695957502
109.0,19908.502673119474
110.0,19849.096932061377
111.0,19719.845176977266
112.0,19546.170805085574
113.0,19439.205182889098
114.0,19292.29476556403
115.0,19277.848154170257
116.0,19354.93993977164
117.0,19465.114089760064
118.0,19555.182516270255
119.0,19414.252210460167
120.0,19243.252912298267
121.0,19193.542475732305
122.0,19286.53862164571
123.0,19430.615626966806
124.0,19570.444476447614
125.0,19715.100542294458
126.0,19778.804025177447
127.0,19847.858296449856
128.0,19927.189824198224
129.0,19935.183695370237
130.0,19870.44144276603
131.0,19795.954890705274
132.0,19748.225509061318
133.0,19815.928128019514
134.0,19930.205094487646
135.0,20031.935481252105
136.0,19725.411709637367
137.0,19176.737639967585
138.0,18817.350720362065
139.0,18765.467297761617
140.0,18895.92645756154
141.0,19041.915429265286
142.0,19215.746643505405
143.0,19310.200980273094
144.0,19411.134522684137
145.0,19508.001316007
146.0,19562.3695024189
147.0,19670.319201879087
148.0,19805.905712016956
149.0,19848.99221704287
150.0,19916.6497193749
151.0,19959.107945342465
152.0,20014.941211785233
153.0,20041.062142433206
154.0,20097.029256436097
155.0,20212.87488667026
156.0,20228.23532965714
157.0,20225.127112923685
158.0,20281.74755934696
159.0,20307.110824575695
160.0,20311.211160941948
161.0,20292.12729451406
162.0,20327.5463950478
163.0,20349.84648759357
164.0,20373.99432938907
165.0,20362.018820098085
166.0,20248.076939647675
167.0,20109.91569495867
168.0,20112.690085029
169.0,20133.383293716906
170.0,20166.04649809365
171.0,20209.035619300117
172.0,20207.93088821021
173.0,20246.76308292904
174.0,20287.824141335746
175.0,20253.234628267513
176.0,20197.711687077237
177.0,20110.080651331362
178.0,20094.66285313254
179.0,20041.56487243223
180.0,20071.476844861238
181.0,20086.71881837964
182.0,20170.871041126495
183.0,20229.56562160414
184.0,20279.603212197995
185.0,20209.673790528832
186.0,20200.544125102017
187.0,20170.59209654046
188.0,20126.822119890872
189.0,20094.606995242382
190.0,20110.525126099874
191.0,20088.212062241895
192.0,20149.549449478014
193.0,20187.47328837397
194.0,20164.009002174582
195.0,20063.21622879179
196.0,19991.48538636953
197.0,20005.981801014233
198.0,19729.73125254151
199.0,19287.62170014753
200.0,19026.21053716937
201.0,19041.547043132552
202.0,19162.80619968656
203.0,19255.307940668295
204.0,19165.004673646567
205.0,19036.072546955125
206.0,18904.724850517538
207.0,18691.401495298323
208.0,18631.809924093493
209.0,18590.88134015462
210.0,18539.863418086818
211.0,18504.293092502652
212.0,18535.505504894987
213.0,18687.92107045243
214.0,18843.760135581622
215.0,19015.434716751115
216.0,19150.230123473353
217.0,19250.70859868171
218.0,19373.525259637834
219.0,19444.68258640862
220.0,19350.811964646935
221.0,19036.498152794484
222.0,18887.256485387472
223.0,18874.451551010723
224.0,18966.93928118531
225.0,19073.932536405788
226.0,19162.415886816012
227.0,19243.096731308353
228.0,19287.212105779145
229.0,19178.618077691266
230.0,19093.87752934757
231.0,19078.93402697578
232.0,19072.65098495362
