,ibi_s,day,time
1,0.676,1,09:41:20
2,0.598,1,09:41:21
3,0.596,1,09:41:21
4,0.624,1,09:41:22
5,0.321,1,09:41:22
6,0.326,1,09:41:23
7,0.264,1,09:41:23
8,0.5,1,09:41:23
9,0.336,1,09:41:24
10,0.319,1,09:41:24
11,2.637,1,09:41:27
12,0.259,1,09:41:27
13,0.688,1,09:41:28
14,0.701,1,09:41:28
15,4.042,1,09:41:32
16,0.467,1,09:41:33
17,0.287,1,09:41:33
18,0.281,1,09:41:33
19,2.182,1,09:41:35
20,0.468,1,09:41:36
21,0.297,1,09:41:36
22,0.321,1,09:41:37
23,0.268,1,09:41:37
24,3.81,1,09:41:41
25,0.495,1,09:41:41
26,0.305,1,09:41:51
27,0.305,1,09:41:51
28,2.428,1,09:41:53
29,0.273,1,09:41:54
30,4.235,1,09:41:58
31,0.54,1,09:41:58
32,0.537,1,09:41:59
33,0.353,1,09:41:59
34,0.624,1,09:42:00
35,0.36,1,09:42:00
36,0.313,1,09:42:00
37,3.607,1,09:42:04
38,0.56,1,09:42:05
39,0.605,1,09:42:05
40,0.611,1,09:42:06
41,0.654,1,09:42:07
42,0.652,1,09:42:07
43,0.727,1,09:42:08
44,0.713,1,09:42:09
45,0.751,1,09:42:09
46,0.75,1,09:42:10
47,0.712,1,09:42:11
48,0.694,1,09:42:12
49,0.671,1,09:42:12
50,0.648,1,09:42:13
51,0.61,1,09:42:13
52,0.579,1,09:42:14
53,0.561,1,09:42:15
54,0.543,1,09:42:15
55,0.541,1,09:42:16
56,0.555,1,09:42:16
57,0.668,1,09:42:24
58,0.662,1,09:42:24
59,0.634,1,09:42:25
60,0.626,1,09:42:26
61,0.615,1,09:42:26
62,0.597,1,09:42:27
63,0.591,1,09:42:27
64,0.584,1,09:42:28
65,0.573,1,09:42:28
66,0.477,1,09:42:29
67,0.32,1,09:42:29
68,0.602,1,09:42:30
69,0.853,1,09:42:31
70,0.544,1,09:42:31
71,1.072,1,09:42:32
72,0.526,1,09:42:33
73,0.521,1,09:42:33
74,0.524,1,09:42:34
75,0.535,1,09:42:34
76,0.547,1,09:42:35
77,0.559,1,09:42:36
78,0.546,1,09:42:36
79,0.563,1,09:42:37
80,0.582,1,09:42:37
81,0.603,1,09:42:38
82,0.604,1,09:42:38
83,0.612,1,09:42:39
84,0.586,1,09:42:40
85,0.607,1,09:42:40
86,0.625,1,09:42:41
87,0.602,1,09:42:41
88,0.624,1,09:42:42
89,0.611,1,09:42:43
90,0.592,1,09:42:43
91,0.569,1,09:42:44
92,0.563,1,09:42:44
93,0.561,1,09:42:45
94,0.564,1,09:42:46
95,0.578,1,09:42:46
96,0.576,1,09:42:47
97,0.596,1,09:42:47
98,0.61,1,09:42:48
99,0.626,1,09:42:49
100,0.634,1,09:42:49
101,0.7,1,09:43:03
102,0.614,1,09:43:03
103,0.642,1,09:43:04
104,0.624,1,09:43:05
105,0.616,1,09:43:05
106,0.634,1,09:43:06
107,0.63,1,09:43:07
108,0.641,1,09:43:07
109,0.646,1,09:43:08
110,0.667,1,09:43:09
111,0.689,1,09:43:09
112,0.732,1,09:43:10
113,0.701,1,09:43:11
114,0.695,1,09:43:11
115,0.712,1,09:43:12
116,0.728,1,09:43:13
117,0.694,1,09:43:14
118,0.664,1,09:43:14
119,0.673,1,09:43:15
120,0.686,1,09:43:16
121,0.713,1,09:43:16
122,0.677,1,09:43:17
123,0.691,1,09:43:18
124,0.682,1,09:43:18
125,0.703,1,09:43:19
126,0.699,1,09:43:20
127,0.657,1,09:43:20
128,0.659,1,09:43:21
129,0.653,1,09:43:22
130,0.66,1,09:43:22
131,0.661,1,09:43:23
132,0.679,1,09:43:24
133,0.702,1,09:43:24
134,0.735,1,09:43:25
135,0.682,1,09:43:26
136,0.693,1,09:43:26
137,0.67,1,09:43:27
138,0.666,1,09:43:28
139,0.624,1,09:43:28
140,0.595,1,09:43:39
141,0.604,1,09:43:39
142,0.615,1,09:43:40
143,0.648,1,09:43:41
144,0.692,1,09:43:41
145,0.782,1,09:43:42
146,0.847,1,09:43:43
147,0.837,1,09:43:44
148,0.796,1,09:43:44
149,0.808,1,09:43:45
150,0.76,1,09:43:46
151,0.703,1,09:43:47
152,0.67,1,09:43:47
153,0.649,1,09:43:48
154,0.677,1,09:43:49
155,0.676,1,09:43:49
156,0.676,1,09:43:50
157,0.726,1,09:43:51
158,0.743,1,09:43:52
159,0.708,1,09:43:52
160,0.747,1,09:43:53
161,0.731,1,09:43:54
162,0.765,1,09:43:55
163,0.73,1,09:43:55
164,0.702,1,09:43:56
165,0.687,1,09:43:57
166,0.646,1,09:43:57
167,0.608,1,09:43:58
168,0.596,1,09:43:58
169,0.622,1,09:43:59
170,0.686,1,09:44:00
171,0.727,1,09:44:01
172,0.731,1,09:44:01
173,0.788,1,09:44:02
174,0.761,1,09:44:03
175,0.754,1,09:44:04
176,0.758,1,09:44:04
177,0.728,1,09:44:12
178,0.771,1,09:44:13
179,0.781,1,09:44:14
180,0.835,1,09:44:15
181,0.796,1,09:44:15
182,0.729,1,09:44:16
183,0.729,1,09:44:17
184,0.711,1,09:44:17
185,0.771,1,09:44:18
186,0.776,1,09:44:19
187,0.751,1,09:44:20
188,0.72,1,09:44:21
189,0.725,1,09:44:21
190,0.715,1,09:44:22
191,0.727,1,09:44:23
192,0.718,1,09:44:23
193,0.681,1,09:44:24
194,0.711,1,09:44:25
195,0.703,1,09:44:25
196,0.732,1,09:44:26
197,0.744,1,09:44:27
198,0.712,1,09:44:28
199,0.758,1,09:44:28
200,0.753,1,09:44:29
201,0.765,1,09:44:30
202,0.732,1,09:44:31
203,0.716,1,09:44:31
204,0.715,1,09:44:32
205,0.724,1,09:44:33
206,0.725,1,09:44:34
207,0.691,1,09:44:34
208,0.703,1,09:44:35
209,0.712,1,09:44:36
210,0.765,1,09:44:36
211,0.742,1,09:44:44
212,0.751,1,09:44:45
213,0.711,1,09:44:45
214,0.697,1,09:44:46
215,0.75,1,09:44:47
216,0.778,1,09:44:48
217,0.829,1,09:44:48
218,0.745,1,09:44:49
219,0.791,1,09:44:50
220,0.744,1,09:44:51
