time,AF3/theta,AF3/alpha,AF3/betaL,AF3/betaH,AF3/gamma,T7/theta,T7/alpha,T7/betaL,T7/betaH,T7/gamma,Pz/theta,Pz/alpha,Pz/betaL,Pz/betaH,Pz/gamma,T8/theta,T8/alpha,T8/betaL,T8/betaH,T8/gamma,AF4/theta,AF4/alpha,AF4/betaL,AF4/betaH,AF4/gamma
385.0,459.6511249999999,126.57955000000001,178.929375,100.58630000000002,107.7626,483.867375,228.50297500000002,163.77849999999998,142.21325000000002,111.38745,273.4834125,297.890625,291.1745,105.8368625,176.3405,246.11575,107.8788,174.825125,111.24025,224.28475000000003,206.60725,179.6745,102.13131249999998,94.86506249999998,204.491
386.0,405.44629166666664,248.1761833333333,193.23423333333335,101.82026666666667,117.56181666666664,458.02862500000003,303.8489083333333,168.2215833333333,112.60003333333333,131.97573333333332,320.8640541666666,274.717875,297.0650833333333,104.47675416666667,188.49699999999996,210.18916666666664,108.18563333333331,239.838125,108.83089166666667,224.33483333333334,221.01524999999998,182.539,188.2205208333333,94.2824208333333,213.97925
387.0,366.7214821428571,410.0226285714285,180.02776428571428,114.22632857142855,138.91677857142855,380.64276785714287,478.7986178571422,208.35860714285712,117.30944285714284,191.0483857142857,258.64645178571425,263.585875,232.67746428571428,119.12560892857141,242.15442857142853,271.6088571428571,134.48308571428572,185.39819642857142,118.73616785714286,276.88805714285695,309.4713214285714,194.94192857142855,161.50515178571425,121.33818035714285,233.51789285714284
388.0,345.87429166666664,281.91122666666666,154.14229,119.68508666666668,139.96389666666667,354.3405583333333,321.7408749999997,180.26028333333335,114.39728666666667,192.39271333333335,297.7972108333333,228.63560833333332,223.4148833333333,109.52609749999999,186.77966666666666,318.57286666666664,126.66697333333332,190.63989166666664,139.61274500000002,203.0364266666666,311.74075,147.5057,170.29653749999997,121.45141749999999,208.03375
389.0,372.90007661290326,302.56536774193546,151.38936612903228,150.6947193548387,139.12091774193547,353.24278629032256,259.425197580645,305.85605967741924,143.78036451612905,174.32434516129035,253.20136008064514,189.07826209677415,271.21262096774194,120.6581762096774,171.79732258064516,325.543,154.15427741935483,176.34051532258061,150.52836048387098,205.15330322580638,274.3845564516129,180.40327419354838,206.36342137096773,143.38487943548387,189.95258870967743
390.0,370.3874625576037,326.0215390552995,139.63472355990785,138.15582027649768,123.62494043778803,343.33660138248854,301.71480887096766,228.13853329493082,122.04928652073733,140.95611877880185,232.54939919354837,183.51715322580642,197.39268306451612,127.23903732718892,162.76159331797234,327.0258911290323,130.70046129032258,136.78471693548386,152.80388127880184,219.62923859447002,346.96029032258065,209.2662788018433,169.74648675115208,128.68942165898616,171.47115841013823
391.0,373.49134619815663,272.2168582373272,127.34449948156683,124.29034158986175,121.03412465437788,426.294474078341,292.5336967741935,168.28831301843314,127.47567834101382,130.9247323732719,281.0648548387097,179.39258467741934,141.95170322580645,129.39673317972347,135.7214410138249,293.4390443548387,145.7768524193548,119.25243870967742,138.23867914746543,217.2927503456221,492.63925403225807,180.88631278801842,128.25001877880186,129.270531797235,155.14507315668203
392.0,314.40187941628267,218.9746456733231,113.23880061443933,120.29427137736815,120.78836806195596,308.3559768689196,347.15174784946237,135.7854260880696,124.50555977982592,145.2760438300051,215.41263449820792,240.48807034050174,130.25099578853047,151.92663495903736,122.44817301587301,263.20034184587814,189.1942907706093,148.63141962365592,144.5295852278546,184.49915156169996,449.47314605734766,198.90212928827444,122.63534339477727,129.42887521761392,145.21696153353815
393.0,385.6318913210445,248.55271396569378,108.07422450076805,111.51027278545828,134.86489169226832,416.4378251280081,326.6643360215054,113.81481868919609,109.9560645673323,142.65465094726062,225.96802491039426,285.7479363799283,196.994108781362,121.90799288274451,138.926429249872,259.7356164874552,195.15824417562723,161.5198005376344,127.42839664618536,209.94228142601128,365.0877585125448,210.60520980542753,137.77604266513057,117.85466825396824,153.68159165386584
394.0,317.93057872503834,343.4866694828468,159.02129773425497,134.8609710701485,170.05208092677933,297.5126282898105,362.2525510752688,129.58663998975933,115.18968712237583,147.81201498975935,214.69819390681005,229.58459318996415,216.98281245519712,107.62491095750129,137.48774083461342,281.8683001792115,211.28235394265232,166.2528865591398,167.24275074244753,191.97859434203792,427.0538288530465,241.88975409626212,166.88918060675883,116.02611638504862,156.43890066564256
395.0,235.21982392473117,293.87578405017916,245.55859448924733,169.27966756272403,178.41279023297494,410.0713533154121,360.7203561827956,198.3825711469534,163.05169148745523,178.83673929211466,448.3777356630825,344.04507078853044,232.78420784050178,141.63404534050179,209.04121603942656,390.23115008960576,265.20623503584227,226.10641424731185,200.30477168458782,238.81416353046595,523.3865595878135,253.1389646057347,167.82160873655914,140.6812487455197,223.9819157706093
396.0,175.7422946236559,369.0364170250895,258.0045083333333,193.77429749103942,159.9557358422939,311.50167867383516,394.64813978494624,243.5569670250896,198.26557275985664,190.10228315412186,424.2130573476703,341.7767007168459,220.99148799283154,169.83503879928315,187.53574551971326,354.2158512544803,331.5273082437276,266.61926881720433,167.13825681003584,209.58614426523297,457.11981810035843,277.98410125448027,178.95652150537634,174.50109211469533,187.52986111111113
397.0,155.11580645161288,482.4055282258063,262.2405842741935,173.22004838709677,189.2985564516129,241.80780241935483,341.14772580645155,245.87598548387095,172.3483064516129,171.27143548387096,338.9156112903226,333.172943548387,161.72255564516126,159.15966814516128,184.72090322580644,325.4697177419355,440.6740161290322,243.04987096774192,171.70825725806452,197.23653629032256,369.8721975806452,263.3728588709677,134.3072370967742,165.2204887096774,167.10260080645162
398.0,257.4537177419355,480.63228225806444,228.05282661290323,158.62516129032258,240.67551209677418,188.11250806451613,332.75610887096775,208.37413951612905,144.59240483870968,216.56445564516127,315.8513419354839,320.18387499999994,174.19611854838712,152.12264032258065,209.4279516129032,356.8832137096774,345.2160766129032,239.1970201612903,224.50423790322577,219.28157258064516,329.6939314516129,304.10775806451613,161.3349693548387,197.24286290322578,205.19666532258066
399.0,264.9704406682028,385.0898052995391,319.1251417050691,172.62287384792626,253.95598963133642,168.3211831797235,246.13465495391705,224.64670334101382,137.40406797235025,219.30731624423962,368.6393743087557,265.15513248847924,264.0467847926267,145.70993951612903,211.56720449308753,328.43208467741937,290.1296180875576,330.18673905529954,230.09910368663594,222.14974942396316,219.17226970046084,277.1031301843318,272.6491638248848,203.90218317972352,215.35869815668204
400.0,259.1240449308756,388.4508522465437,358.2020482718894,175.33095506912443,251.29245449308752,243.61987384792624,245.3995714285714,318.56543433179723,131.78747753456224,221.2920270737327,254.33915610599075,213.91628398617513,310.77451134792625,191.09269758064517,197.7623099078341,274.6357459677419,280.6894320276498,323.49411347926264,253.69320506912442,211.7690460829493,254.68904412442393,259.10229896313365,372.2527609447004,270.28558755760366,235.20505875576038
401.0,267.49321923963134,409.6943662442395,369.9542172811059,195.33904205069123,228.35219297235022,212.54243087557603,320.2389066820277,280.15230184331796,194.880607718894,209.60695103686635,180.04362845622117,231.40018029953922,272.36484821428564,209.82745564516128,189.25234850230413,287.5415,344.0021514976959,344.8551273041475,200.5097275345622,208.747482718894,247.14604020737326,241.21504665898618,312.8169086981567,227.05721716589858,191.53180760368664
402.0,226.93884389400924,353.5465875576037,274.4311650921659,215.06390207373272,189.07768721198156,187.7176831797235,290.54975979262673,237.20114285714286,226.04545910138248,194.26516705069122,143.37340495391703,254.51477361751154,249.2608605990783,261.4689435483871,183.98252304147462,304.9824637096774,409.04566647465435,240.19666244239636,192.50417626728108,209.2836970046083,302.5282479262673,253.45419873271888,268.1888267281106,227.60576785714284,179.3153594470046
403.0,164.22414976958527,439.5749631336406,289.53599182027654,191.10962926267283,200.99664400921657,167.68678917050687,421.50479723502303,267.92591013824887,195.495715437788,186.92331336405528,137.5980875576037,352.4049815668203,225.89057949308756,246.88008064516129,179.7349711981567,229.52370483870965,430.87278686635943,241.31839170506913,209.55439861751148,232.26555414746545,251.0660513824884,441.7394884792624,307.8011956221198,255.23583755760365,191.79635714285712
404.0,169.98639516129032,321.00048387096774,268.27650282258065,197.52382983870967,199.55003629032257,153.76122177419353,301.0721935483871,216.80842741935487,223.9448991935484,203.52366129032256,185.27048387096772,312.66496774193547,186.28419435483872,268.9533629032258,206.74198790322578,223.1307620967742,455.88352016129033,262.5034193548387,250.39407258064514,240.52451209677417,271.3487459677419,460.8091774193546,263.01760564516127,302.55802338709674,218.71337903225805
405.0,148.7569112903226,304.37048387096775,303.35586249999994,204.51752983870966,220.47361290322578,172.63621774193547,268.96924193548386,201.19695967741936,251.57250806451611,216.08922177419356,255.93227822580644,398.4537782258064,136.0794,192.223914516129,208.11425,227.22043548387097,504.56810483870964,238.7496491935484,233.28540725806454,227.68143548387093,265.76880645161293,445.4301088709676,197.78844999999995,228.95320322580642,222.41485887096775
406.0,241.1754677419355,208.7513435483871,216.17294919354836,230.17617016129032,227.74093145161288,251.86366129032254,243.73854032258063,188.6734233870968,250.26139919354836,217.52829435483872,202.82412903225804,399.67736693548386,161.5366637096774,217.91469112903224,216.3051693548387,201.26700806451612,425.5646008064516,212.63433467741936,270.22163306451614,226.09369758064514,275.02145564516127,380.6330161290323,190.94837419354837,241.99756129032255,208.4830806451613
407.0,244.97110080645163,243.50247419354838,223.39132338709675,197.31042177419351,190.935375,280.33887903225803,371.6118588709677,208.97144758064516,201.97327822580644,207.97606451612904,204.89853629032257,424.98616129032257,218.86147903225807,218.44654112903225,265.5527919354838,201.02323588709675,376.6648870967742,271.60084677419354,263.17875000000004,219.04024596774192,258.47218548387093,325.8077862903226,221.20154596774194,244.0613572580645,193.22474999999997
408.0,232.46374999999998,303.3277653225806,236.1597403225806,203.28345241935483,189.0254193548387,252.1028387096774,354.1703427419355,257.0554919354839,244.83654032258065,198.29146370967743,178.92880241935484,430.48471774193547,345.4097338709677,249.61020000000002,255.17602903225804,187.3691193548387,501.0847145161289,301.9054637096774,266.6415806451613,252.69683870967742,207.68070564516125,241.95522177419355,293.8265572580645,267.45849717741936,199.96453629032254
409.0,266.6562862903225,383.04674758064516,324.66535080645156,241.680975,196.88591532258067,325.6149354838709,403.3121693548387,352.99602661290305,251.17988306451613,249.92107258064516,218.90226612903226,484.0749072580645,363.18755645161286,206.70449717741937,240.21021612903223,189.21623790322582,498.46812338709674,329.58933225806436,271.03200403225804,260.0210774193548,340.0842701612903,241.74698387096777,247.55116814516128,284.8893661290322,226.13915161290322
410.0,205.09121774193545,324.48118629032257,301.5461552419355,329.9140637096774,239.2368870967742,282.7783387096774,383.05709677419355,360.47270645161274,307.82123548387096,281.26217338709677,304.28804838709675,459.03754838709676,323.3114209677419,260.3482741935484,283.2716362903226,208.31991129032258,447.9976685483871,326.77310645161265,337.715564516129,301.7622362903224,371.11125806451616,237.16006854838707,207.8142096774194,344.79713225806427,248.8041629032258
411.0,181.58525403225804,242.16766129032254,288.4131080645161,323.5844459677419,213.0157943548387,295.8076370967742,342.3652258064516,368.8089983870967,328.34443629032256,262.14833467741937,337.15500403225803,367.1482258064516,314.45355322580644,334.9517838709676,279.17380604838706,222.37977016129028,285.37084838709677,327.7685088709676,345.16433467741933,274.81951532258057,340.82090322580643,220.322,190.43013306451613,367.4747790322578,215.29190403225806
412.0,175.43968548387096,286.1206290322581,232.68173951612903,238.31568064516128,207.58985080645158,232.4167258064516,295.5195483870968,244.3527459677419,272.2487443548387,244.3250564516129,263.437439516129,328.9271411290323,304.32996008064515,311.032343548387,260.1257943548387,209.03217741935484,334.78364999999997,279.74345806451606,271.9071935483871,263.0107596774193,301.7614556451613,279.31545564516125,217.17698387096772,294.2620951612902,206.68468387096775
413.0,137.66479112903224,270.0706088709677,186.04347862903222,267.3678887096774,210.34765725806452,232.116814516129,231.5752741935484,255.0917016129032,242.80262822580644,250.50011693548387,283.1562338709677,238.8013741935484,251.51483669354838,264.685204032258,240.1927016129032,228.38296370967743,320.80123387096774,219.05405161290315,289.0504758064516,217.07338790322578,284.68570161290324,344.5449556451613,245.46764919354837,265.5423721774193,194.59717862903227
414.0,125.14232177419355,247.74950403225802,160.23548387096773,322.85698064516123,227.42840322580645,216.07160483870967,179.400775,234.8060451612903,276.622679032258,238.92512499999998,220.26562096774188,201.74052096774193,206.0393092741935,245.5803903225806,248.28105645161287,206.13691532258065,235.70991129032257,223.12179516129032,322.19489314516125,196.99333064516128,259.31832258064514,318.3819758064516,199.07521370967743,279.71558064516125,193.67253669354838
415.0,178.4390620967742,279.09367338709677,189.48113709677418,265.5818806451613,238.70960483870968,302.4289838709678,175.7395870967742,273.82715887096776,210.5245141129032,211.97536693548386,276.7698991935484,169.9542443548387,210.55192338709674,249.27727177419354,226.4531814516129,245.01808467741932,192.9054153225806,254.37124999999997,274.0204879032258,197.96866532258065,292.8882338709677,265.1835604838709,238.292810483871,282.4641080645161,168.49760483870966
416.0,145.66452580645162,338.8936653225806,315.96799193548384,276.98790967741934,235.35811693548388,236.8906935483871,227.60405564516128,290.116716532258,199.36597983870965,226.32429838709675,189.48860483870968,151.91141612903226,295.0657298387097,217.92202822580646,231.51704032258067,172.25386612903225,187.02333467741937,335.74794354838707,277.1933387096774,229.7829879032258,205.85148387096774,279.188314516129,255.1019959677419,233.71454838709678,179.93542741935482
