time,facial_skin_temperature
5.0,28.4
6.0,28.399999999999995
7.0,28.4
8.0,28.4
9.0,28.4
10.0,28.4
11.0,28.4
12.0,28.4
13.0,28.4
14.0,28.4
15.0,28.4
16.0,28.4
17.0,28.4
18.0,28.4
19.0,28.4
20.0,28.4
21.0,28.4
22.0,28.4
23.0,28.4
24.0,28.4
25.0,28.4
26.0,28.4
27.0,28.4
28.0,28.4
29.0,28.4
30.0,28.4
31.0,28.4
32.0,28.4
33.0,28.4
34.0,28.4
35.0,28.4
36.0,28.4
37.0,28.4
38.0,28.4
39.0,28.4
40.0,28.4
41.0,28.4
42.0,28.4
43.0,28.4
44.0,28.4
45.0,28.4
46.0,28.4
47.0,28.4
48.0,28.4
49.0,28.4
50.0,28.4
51.0,28.4
52.0,28.4
53.0,28.4
54.0,28.4
55.0,28.4
56.0,28.4
57.0,28.4
58.0,28.4
59.0,28.4
60.0,28.4
61.0,28.4
62.0,28.4
63.0,28.4
64.0,28.4
65.0,28.4
66.0,28.4
67.0,28.4
68.0,28.4
69.0,28.4
70.0,28.4
71.0,28.4
72.0,28.4
73.0,28.4
74.0,28.4
75.0,28.4
76.0,28.4
77.0,28.4
78.0,28.4
79.0,28.4
80.0,28.4
81.0,28.4
82.0,28.4
83.0,28.4
84.0,28.4
85.0,28.4
86.0,28.4
87.0,28.4
88.0,28.4
89.0,28.4
90.0,28.4
91.0,28.4
92.0,28.4
93.0,28.4
94.0,28.4
95.0,28.4
96.0,28.4
97.0,28.4
98.0,28.4
99.0,28.4
100.0,28.4
101.0,28.4
102.0,28.4
103.0,28.4
104.0,28.4
105.0,28.4
106.0,28.4
107.0,28.4
108.0,28.4
109.0,28.4
110.0,28.4
111.0,28.4
112.0,28.4
113.0,28.4
114.0,28.4
115.0,28.4
116.0,28.4
117.0,28.4
118.0,28.4
119.0,28.4
120.0,28.4
121.0,28.4
122.0,28.4
123.0,28.4
124.0,28.4
125.0,28.4
126.0,28.4
127.0,28.4
128.0,28.4
129.0,28.4
130.0,28.4
131.0,28.4
132.0,28.4
133.0,28.4
134.0,28.4
135.0,28.4
136.0,28.4
137.0,28.4
138.0,28.4
139.0,28.4
140.0,28.4
141.0,28.4
142.0,28.4
143.0,28.4
144.0,28.4
145.0,28.4
146.0,28.4
147.0,28.4
148.0,28.4
149.0,28.4
150.0,28.4
151.0,28.4
152.0,28.4
153.0,28.4
154.0,28.4
155.0,28.4
156.0,28.4
157.0,28.4
158.0,28.4
159.0,28.4
160.0,28.4
161.0,28.4
162.0,28.4
163.0,28.4
164.0,28.4
165.0,28.4
166.0,28.4
167.0,28.4
168.0,28.4
169.0,28.4
170.0,28.4
171.0,28.4
172.0,28.4
173.0,28.4
174.0,28.4
175.0,28.4
176.0,28.4
177.0,28.4
178.0,28.4
179.0,28.4
180.0,28.4
181.0,28.4
182.0,28.4
183.0,28.4
184.0,28.4
185.0,28.4
186.0,28.4
187.0,28.4
188.0,28.4
189.0,28.4
190.0,28.4
191.0,28.4
192.0,28.4
193.0,28.4
194.0,28.4
195.0,28.4
196.0,28.4
197.0,28.4
198.0,28.4
199.0,28.4
200.0,28.4
201.0,28.4
202.0,28.4
203.0,28.4
204.0,28.4
205.0,28.4
206.0,28.4
207.0,28.4
208.0,28.4
209.0,28.4
210.0,28.4
211.0,28.4
212.0,28.4
213.0,28.4
214.0,28.4
215.0,28.4
216.0,28.4
217.0,28.4
218.0,28.4
219.0,28.4
220.0,28.4
221.0,28.4
222.0,28.4
223.0,28.4
224.0,28.4
225.0,28.4
226.0,28.4
227.0,28.4
228.0,28.4
229.0,28.4
230.0,28.4
231.0,28.4
232.0,28.4
233.0,28.4
234.0,28.4
235.0,28.4
236.0,28.4
237.0,28.4
238.0,28.4
239.0,28.4
240.0,28.4
241.0,28.4
242.0,28.4
243.0,28.4
244.0,28.4
245.0,28.4
246.0,28.4
247.0,28.4
248.0,28.4
249.0,28.4
250.0,28.4
251.0,28.4
252.0,28.4
253.0,28.4
254.0,28.4
255.0,28.4
256.0,28.4
257.0,28.4
258.0,28.4
259.0,28.4
260.0,28.4
261.0,28.4
262.0,28.4
263.0,28.4
264.0,28.4
265.0,28.4
266.0,28.4
267.0,28.4
268.0,28.4
269.0,28.4
270.0,28.4
271.0,28.4
272.0,28.4
273.0,28.4
274.0,28.4
275.0,28.4
276.0,28.4
277.0,28.4
278.0,28.4
279.0,28.4
280.0,28.4
281.0,28.4
282.0,28.4
283.0,28.4
284.0,28.4
285.0,28.4
286.0,28.4
287.0,28.4
288.0,28.4
289.0,28.4
290.0,28.4
291.0,28.4
292.0,28.4
293.0,28.4
294.0,28.4
295.0,28.4
296.0,28.4
297.0,28.4
298.0,28.4
299.0,28.4
300.0,28.4
301.0,28.4
302.0,28.4
303.0,28.4
304.0,28.4
305.0,28.4
306.0,28.4
307.0,28.4
308.0,28.4
309.0,28.4
310.0,28.4
311.0,28.4
312.0,28.4
313.0,28.4
314.0,28.4
315.0,28.4
316.0,28.4
317.0,28.4
318.0,28.4
319.0,28.4
320.0,28.4
321.0,28.4
