,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
90,83,0,26,0,227.0,0,1,0,0,86.98,1,09:20:30
91,83,64,26,0,227.0,0,1,0,0,107.99,1,09:20:31
92,45,12,22,1,227.0,0,1,0,0,51.51,1,09:20:32
93,8,0,4,0,227.0,0,1,0,0,8.94,1,09:20:33
94,0,0,0,0,180.0,0,0,1,0,0.0,1,09:20:34
95,0,0,0,0,180.0,0,0,1,0,0.0,1,09:20:35
96,0,0,1,0,180.0,0,0,1,0,1.0,1,09:20:36
97,0,0,4,0,180.0,0,0,1,0,4.0,1,09:20:37
98,0,0,0,0,180.0,0,0,1,0,0.0,1,09:20:38
99,22,8,43,0,180.0,0,1,0,0,48.96,1,09:20:39
100,35,22,56,0,180.0,0,1,0,0,69.61,1,09:20:40
102,75,73,67,1,228.0,0,1,0,0,124.27,1,09:20:42
103,26,35,81,1,228.0,0,1,0,0,91.99,1,09:20:43
104,24,33,8,0,228.0,0,1,0,0,41.58,1,09:20:44
105,0,7,16,0,228.0,0,0,1,0,17.46,1,09:20:45
106,15,4,36,1,228.0,0,1,0,0,39.2,1,09:20:46
107,7,9,23,1,228.0,0,1,0,0,25.67,1,09:20:47
108,49,24,118,0,228.0,0,1,0,0,130.0,1,09:20:48
109,11,41,32,1,228.0,0,1,0,0,53.16,1,09:20:49
119,44,42,146,0,228.0,0,1,0,0,158.16,1,09:20:59
120,17,17,99,0,228.0,0,1,0,0,101.88,1,09:21:00
121,0,1,28,0,228.0,1,0,0,0,28.02,1,09:21:01
122,7,0,0,1,228.0,0,1,0,0,7.0,1,09:21:02
123,0,0,0,0,51.0,1,0,0,0,0.0,1,09:21:03
124,0,0,0,0,59.0,1,0,0,0,0.0,1,09:21:04
125,0,0,0,0,65.0,1,0,0,0,0.0,1,09:21:05
126,0,0,0,0,68.0,1,0,0,0,0.0,1,09:21:06
127,4,0,0,0,69.0,1,0,0,0,4.0,1,09:21:07
128,144,12,157,1,70.0,0,1,0,0,213.38,1,09:21:08
129,76,62,94,0,70.0,0,1,0,0,135.85,1,09:21:09
130,98,132,114,2,71.0,0,1,0,0,200.06,1,09:21:10
131,123,80,143,1,72.0,0,1,0,0,204.89,1,09:21:11
132,102,195,143,1,73.0,0,1,0,0,262.45,1,09:21:12
133,36,51,71,0,75.0,0,1,0,0,94.54,1,09:21:13
134,121,90,88,0,77.0,0,1,0,0,174.6,1,09:21:14
135,58,161,109,1,80.0,0,1,0,0,202.89,1,09:21:15
136,159,62,144,0,82.0,0,1,0,0,223.3,1,09:21:16
137,13,8,0,0,84.0,0,1,0,0,15.26,1,09:21:17
138,16,0,0,0,83.0,0,1,0,0,16.0,1,09:21:18
139,0,2,0,0,83.0,1,0,0,0,2.0,1,09:21:19
