time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,28.73,977.94,304.39,23.34,758
1.0,28.73,978.01,303.77,23.99,758
2.0,28.73,977.98,304.08,23.95,758
3.0,28.74,978.02,303.77,23.94,758
4.0,28.74,978.02,303.77,23.69,758
5.0,28.73,978.0,303.67,23.33,758
6.0,28.73,978.0,303.91,23.76,758
7.0,28.74,978.04,303.53,23.94,758
8.0,28.73,978.05,303.43,23.97,758
9.0,28.73,978.0,303.91,24.08,758
10.0,28.73,978.05,303.91,23.68,758
11.0,28.73,978.05,303.43,24.5,758
12.0,28.72,978.09,303.09,24.04,758
13.0,28.7,978.01,303.85,24.04,757
14.0,28.73,978.11,302.95,24.07,757
15.0,28.71,978.09,303.16,24.07,757
16.0,28.72,978.12,303.09,24.14,757
17.0,28.72,978.09,303.09,24.19,757
18.0,28.74,978.13,302.81,24.06,757
19.0,28.74,978.13,302.81,24.05,757
20.0,28.73,978.08,303.19,23.56,757
21.0,28.73,978.11,302.48,23.81,757
22.0,28.73,978.05,303.43,24.31,757
23.0,28.73,978.11,302.95,24.09,757
24.0,28.73,978.14,302.71,24.09,757
25.0,28.74,978.13,302.81,24.34,757
26.0,28.74,978.13,302.81,24.34,757
27.0,28.74,978.07,303.29,24.41,757
28.0,28.74,978.1,303.05,24.09,757
29.0,28.74,978.13,302.81,24.09,757
30.0,28.73,978.17,302.48,24.83,757
31.0,28.74,978.15,302.58,24.15,757
32.0,28.73,978.08,303.19,24.09,757
33.0,28.74,978.1,303.05,24.09,757
34.0,28.71,978.14,302.68,23.59,757
35.0,28.73,978.14,302.48,23.72,757
36.0,28.73,978.22,302.14,24.35,757
37.0,28.73,978.2,302.17,24.14,757
38.0,28.74,978.13,302.81,24.14,757
39.0,28.74,978.18,302.34,24.29,757
40.0,28.73,978.11,302.78,23.97,757
41.0,28.71,978.19,302.28,24.24,757
42.0,28.72,978.21,302.14,24.14,757
43.0,28.73,978.12,302.88,24.13,757
44.0,28.72,978.16,302.54,23.92,758
45.0,28.72,978.16,302.54,23.56,758
46.0,28.72,978.16,302.54,24.47,758
47.0,28.73,978.17,302.48,24.03,758
48.0,28.72,978.16,302.54,24.01,758
49.0,28.73,978.11,302.95,24.09,758
50.0,28.74,978.18,302.34,24.09,758
51.0,28.73,978.17,302.24,23.43,758
52.0,28.73,978.17,302.54,23.58,758
53.0,28.72,978.21,302.14,24.05,758
54.0,28.73,978.17,302.48,24.07,758
55.0,28.73,978.06,303.36,23.56,758
56.0,28.73,978.22,302.24,24.61,758
57.0,28.72,978.22,302.0,23.84,758
58.0,28.72,978.18,302.37,24.11,758
59.0,28.73,978.22,302.0,24.12,758
60.0,28.73,978.11,302.95,23.93,758
61.0,28.74,978.14,302.95,24.64,758
62.0,28.74,978.18,302.34,24.13,758
63.0,28.72,978.16,302.54,24.12,758
64.0,28.73,978.19,302.24,24.13,758
65.0,28.74,978.24,301.86,24.05,758
66.0,28.74,978.15,302.58,24.14,758
67.0,28.74,978.13,302.81,24.14,758
68.0,28.75,978.14,302.68,24.12,758
69.0,28.75,978.14,302.68,24.12,758
70.0,28.74,978.08,302.75,23.96,758
71.0,28.74,978.19,302.2,23.88,758
72.0,28.75,978.2,302.2,24.09,758
73.0,28.74,978.14,302.75,24.09,758
74.0,28.75,978.11,302.92,23.82,758
75.0,28.75,978.11,302.68,24.61,760
76.0,28.74,978.13,302.81,23.53,760
77.0,28.74,978.18,303.05,23.7,760
78.0,28.73,978.15,302.58,24.37,760
79.0,28.74,978.18,302.34,24.13,760
80.0,28.74,978.04,303.53,24.13,760
81.0,28.73,978.14,302.71,23.99,760
82.0,28.74,978.14,302.75,23.53,760
83.0,28.74,978.07,303.29,24.09,760
84.0,28.74,978.14,302.75,24.09,760
85.0,28.76,978.19,302.3,23.96,760
86.0,28.75,978.17,302.68,24.39,760
87.0,28.74,978.14,302.68,24.0,760
88.0,28.74,978.15,302.58,24.13,760
89.0,28.75,978.14,302.68,24.13,760
90.0,28.73,978.11,302.95,23.88,760
91.0,28.74,978.15,302.51,24.19,760
92.0,28.74,978.11,302.99,24.08,760
93.0,28.73,978.15,302.64,24.14,760
94.0,28.75,978.15,302.61,24.11,760
95.0,28.74,978.16,302.51,23.69,760
96.0,28.73,978.11,302.81,23.97,760
97.0,28.75,978.14,302.68,24.14,760
98.0,28.75,978.17,302.44,24.14,760
99.0,28.76,978.1,303.02,24.34,760
100.0,28.75,978.09,302.68,23.38,760
101.0,28.74,978.14,302.68,24.3,760
102.0,28.75,978.15,302.61,24.13,760
103.0,28.75,978.14,302.68,24.14,760
104.0,28.74,978.16,302.51,23.99,760
105.0,28.74,978.15,302.81,24.3,760
106.0,28.74,978.08,303.19,23.84,765
107.0,28.74,978.04,302.81,24.56,765
108.0,28.74,978.13,302.81,24.29,765
109.0,28.74,978.13,302.81,24.09,765
110.0,28.73,978.11,302.95,24.09,765
111.0,28.73,978.12,302.88,23.53,765
112.0,28.74,978.08,303.29,24.44,765
113.0,28.75,978.09,303.16,24.07,765
114.0,28.75,978.11,302.92,24.07,765
115.0,28.74,978.08,303.22,23.58,765
116.0,28.74,978.19,303.22,23.63,765
117.0,28.74,978.07,303.22,23.73,765
118.0,28.74,978.13,302.81,24.07,765
119.0,28.74,978.13,302.81,24.08,765
120.0,28.74,978.13,302.81,23.53,765
121.0,28.74,978.14,302.2,24.32,765
122.0,28.74,978.14,302.68,24.11,765
123.0,28.74,978.14,302.75,24.07,765
124.0,28.74,978.19,302.27,24.08,765
125.0,28.74,978.13,302.81,23.93,765
126.0,28.73,978.14,302.95,24.49,765
127.0,28.73,978.13,302.81,23.88,765
128.0,28.73,978.14,302.71,24.1,765
129.0,28.74,978.14,302.75,24.09,765
130.0,28.74,978.07,303.29,23.81,765
131.0,28.74,978.11,302.68,24.05,765
132.0,28.74,978.1,303.05,24.18,765
133.0,28.74,978.08,303.22,24.08,765
134.0,28.75,978.11,302.92,24.08,765
135.0,28.75,978.09,303.16,24.39,765
136.0,28.76,978.16,302.68,24.24,765
137.0,28.76,978.1,303.02,24.07,765
138.0,28.77,978.1,303.08,23.93,765
139.0,28.76,978.1,303.02,24.05,765
140.0,28.77,978.15,302.64,24.08,765
141.0,28.76,978.17,302.47,23.86,765
142.0,28.76,978.1,302.61,24.06,765
143.0,28.75,978.1,303.08,24.09,765
144.0,28.75,978.09,303.16,24.12,765
145.0,28.75,978.1,303.08,24.12,765
146.0,28.74,978.08,303.22,24.42,765
147.0,28.75,978.11,303.4,24.05,765
148.0,28.75,978.09,303.16,24.11,765
149.0,28.75,978.06,303.4,24.11,765
150.0,28.75,978.14,302.68,23.52,765
151.0,28.73,978.11,302.95,24.04,765
152.0,28.75,978.14,302.81,24.26,765
153.0,28.73,978.11,302.95,24.15,765
154.0,28.74,978.1,303.05,24.16,765
155.0,28.74,978.13,302.81,24.07,765
156.0,28.75,978.09,303.16,24.38,765
157.0,28.75,978.2,302.2,24.02,765
158.0,28.76,978.1,303.02,24.13,765
159.0,28.75,978.09,303.16,24.11,765
160.0,28.75,978.09,303.16,23.91,765
161.0,28.77,978.06,303.02,24.12,765
162.0,28.76,978.13,302.78,23.98,765
163.0,28.75,978.09,303.16,24.12,765
164.0,28.75,978.09,303.16,24.13,765
165.0,28.76,978.08,303.26,24.18,765
166.0,28.76,978.1,302.47,23.97,765
167.0,28.75,978.14,302.75,24.25,765
168.0,28.76,978.1,303.02,24.13,765
169.0,28.77,978.15,302.64,24.11,765
170.0,28.76,978.1,303.02,24.12,765
171.0,28.75,978.09,303.16,24.5,765
172.0,28.76,978.05,303.02,23.69,765
173.0,28.75,978.13,302.78,23.74,765
174.0,28.76,978.1,303.02,24.08,765
175.0,28.75,978.14,302.68,24.08,765
176.0,28.76,978.11,302.95,24.27,765
177.0,28.75,978.09,303.16,24.98,765
178.0,28.75,978.12,302.85,24.43,765
179.0,28.74,978.14,302.75,24.14,765
