time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,30.05,979.11,294.39,19.43,630
1.0,30.04,979.14,294.15,19.25,630
2.0,30.04,979.15,294.09,19.29,630
3.0,30.05,979.13,294.26,19.28,630
4.0,30.04,979.11,294.39,19.29,630
5.0,30.03,979.09,294.53,19.29,630
6.0,30.04,979.12,294.32,19.29,630
7.0,30.03,979.16,293.99,19.29,630
8.0,30.04,979.17,293.85,19.37,630
9.0,30.04,979.09,294.56,19.14,630
10.0,30.05,979.1,294.5,19.39,630
11.0,30.05,979.11,294.43,19.15,630
12.0,30.05,979.15,294.02,19.52,630
13.0,30.05,979.19,294.19,19.56,630
14.0,30.04,979.11,294.39,19.33,630
15.0,30.04,979.12,294.67,19.54,630
16.0,30.04,979.12,293.85,18.87,630
17.0,30.04,979.11,293.44,19.05,630
18.0,30.03,979.16,293.85,19.0,630
19.0,30.03,979.15,294.09,19.16,630
20.0,30.04,979.1,294.46,19.05,630
21.0,30.04,979.11,294.39,19.31,630
22.0,30.04,979.09,294.56,19.3,630
23.0,30.05,979.15,294.02,19.3,630
24.0,30.05,979.13,294.26,19.28,630
25.0,30.04,979.17,293.85,19.31,630
26.0,30.05,979.16,293.95,19.31,630
27.0,30.04,979.12,294.32,19.3,630
28.0,30.04,979.17,293.85,19.12,630
29.0,30.05,979.13,294.19,18.53,630
30.0,30.04,979.17,293.85,19.11,632
31.0,30.04,979.12,294.32,19.31,632
32.0,30.04,979.22,293.44,19.32,632
33.0,30.04,979.12,294.32,19.27,632
34.0,30.04,979.2,293.61,19.31,632
35.0,30.05,979.16,293.95,19.32,632
36.0,30.04,979.12,293.37,19.53,632
37.0,30.04,979.17,294.39,19.24,632
38.0,30.05,979.19,293.71,19.56,632
39.0,30.04,979.15,294.19,19.34,632
40.0,30.04,979.09,293.81,19.52,632
41.0,30.05,979.15,294.09,19.19,632
42.0,30.05,979.13,294.19,19.33,632
43.0,30.05,979.15,294.02,19.3,632
44.0,30.06,979.14,294.12,19.3,632
45.0,30.06,979.15,294.05,19.3,632
46.0,30.06,979.09,294.53,19.29,632
47.0,30.06,979.09,294.53,19.28,632
48.0,30.07,979.14,294.15,19.28,632
49.0,30.07,979.11,294.39,19.29,632
50.0,30.07,979.11,294.39,19.54,632
51.0,30.07,979.22,293.43,19.4,632
52.0,30.07,979.08,294.39,19.16,632
53.0,30.06,979.15,294.05,19.54,632
54.0,30.06,979.16,293.98,19.24,632
55.0,30.07,979.16,293.98,19.37,632
56.0,30.06,979.17,293.88,19.3,632
57.0,30.06,979.09,294.53,19.31,632
58.0,30.06,979.12,294.29,19.32,632
59.0,30.06,979.12,294.29,19.3,632
60.0,30.06,979.09,294.53,19.32,632
61.0,30.07,979.16,293.98,19.3,631
62.0,30.06,979.21,293.57,19.43,631
63.0,30.06,979.09,294.53,19.42,631
64.0,30.06,979.15,294.05,19.28,631
65.0,30.06,979.12,293.81,19.17,631
66.0,30.06,979.09,294.6,19.05,631
67.0,30.07,979.19,293.67,19.27,631
68.0,30.06,979.09,294.53,19.18,631
69.0,30.07,979.11,294.39,19.3,631
70.0,30.06,979.15,294.05,19.31,631
71.0,30.06,979.07,294.77,19.31,631
72.0,30.07,979.16,293.98,19.31,631
73.0,30.06,979.12,294.29,19.3,631
74.0,30.06,979.09,294.6,19.3,631
75.0,30.07,979.05,294.87,19.08,631
76.0,30.07,979.13,294.22,18.66,631
77.0,30.07,979.05,294.94,19.11,631
78.0,30.08,979.08,294.63,19.37,631
79.0,30.06,979.12,294.29,19.3,631
80.0,30.06,979.12,294.29,19.28,631
81.0,30.07,979.17,293.91,19.29,631
82.0,30.06,979.09,294.53,19.29,631
83.0,30.07,979.17,293.91,19.3,631
84.0,30.06,979.18,293.81,19.3,631
85.0,30.06,979.09,294.53,19.3,631
86.0,30.06,979.14,294.12,19.3,631
87.0,30.06,979.09,294.6,19.44,631
88.0,30.05,979.13,294.19,19.82,631
89.0,30.06,979.09,294.6,18.78,631
90.0,30.05,979.08,294.67,18.8,631
91.0,30.05,979.01,295.15,19.22,631
92.0,30.04,979.06,294.67,19.19,630
93.0,30.05,979.11,294.43,19.64,630
94.0,30.07,979.11,294.05,19.15,630
95.0,30.06,979.09,294.53,18.83,630
96.0,30.07,979.1,294.46,19.16,630
97.0,30.06,979.12,294.29,19.31,630
98.0,30.06,979.11,294.36,19.31,630
99.0,30.05,979.05,294.91,19.31,630
100.0,30.05,979.13,294.19,19.32,630
101.0,30.06,979.09,294.6,19.31,630
102.0,30.05,979.05,294.91,19.32,630
103.0,30.05,979.13,294.19,19.62,630
104.0,30.06,979.11,294.6,19.11,630
105.0,30.05,979.05,294.43,19.34,630
106.0,30.05,979.08,294.19,19.08,630
107.0,30.05,979.13,294.26,19.76,630
108.0,30.05,979.07,294.73,19.49,630
109.0,30.05,979.08,294.67,19.13,630
110.0,30.05,979.08,294.67,19.22,630
111.0,30.05,979.13,294.26,19.28,630
112.0,30.05,979.13,294.19,19.29,630
113.0,30.05,979.05,294.91,19.31,630
114.0,30.05,979.13,294.19,19.3,630
115.0,30.05,979.11,294.43,19.3,630
116.0,30.06,979.09,294.53,19.29,630
117.0,30.05,979.13,294.19,19.26,630
118.0,30.06,979.09,294.6,19.25,630
119.0,30.04,979.06,294.8,19.26,630
120.0,30.05,979.1,294.5,19.25,630
121.0,30.04,979.12,294.32,19.25,630
122.0,30.06,979.06,294.84,19.25,630
123.0,30.06,979.07,294.77,19.34,630
124.0,30.06,979.11,294.36,19.25,630
125.0,30.06,979.09,294.53,19.26,630
126.0,30.06,979.09,294.53,19.25,630
127.0,30.06,979.04,295.01,19.26,630
128.0,30.07,979.1,294.46,19.28,630
129.0,30.08,979.1,294.49,19.44,630
130.0,30.07,979.03,295.11,19.0,630
131.0,30.07,979.11,295.11,19.65,630
132.0,30.08,979.01,294.73,19.25,630
133.0,30.08,979.1,294.63,18.91,630
134.0,30.08,979.13,294.25,19.39,630
135.0,30.09,979.12,294.32,19.35,630
136.0,30.07,979.05,294.87,19.37,630
137.0,30.08,979.13,294.25,19.17,630
138.0,30.08,979.07,294.73,19.25,630
139.0,30.09,979.14,294.11,19.24,630
140.0,30.09,979.09,294.59,19.23,630
141.0,30.08,979.02,295.21,19.24,630
142.0,30.08,979.02,295.21,19.24,630
143.0,30.09,979.12,294.35,19.26,630
144.0,30.08,979.1,294.49,19.26,630
145.0,30.1,979.12,294.28,19.28,630
146.0,30.1,979.1,294.52,19.29,630
147.0,30.09,979.12,294.35,19.28,630
148.0,30.09,979.14,294.11,19.1,630
149.0,30.09,979.03,295.07,19.38,630
150.0,30.09,979.03,294.35,19.58,630
151.0,30.08,979.07,295.21,19.53,630
152.0,30.09,979.11,294.35,19.06,630
153.0,30.08,979.02,295.28,19.31,630
154.0,30.09,979.07,294.76,19.15,628
155.0,30.09,979.09,294.59,19.44,628
156.0,30.09,978.98,294.11,19.57,628
157.0,30.09,979.09,294.59,19.16,628
158.0,30.09,979.11,294.38,19.37,628
159.0,30.1,979.06,294.83,19.19,628
160.0,30.09,979.05,294.93,19.35,628
161.0,30.09,979.03,295.07,19.19,628
162.0,30.09,979.12,294.35,19.3,628
163.0,30.1,979.07,294.76,19.3,628
164.0,30.1,979.1,294.45,19.3,628
165.0,30.1,979.16,293.97,19.28,628
166.0,30.11,979.06,294.86,19.29,628
167.0,30.11,979.06,294.79,19.27,628
168.0,30.11,979.06,294.79,19.04,628
169.0,30.12,979.04,294.96,19.55,628
170.0,30.11,979.01,295.27,18.77,628
171.0,30.1,979.05,294.93,19.04,628
172.0,30.09,979.0,294.21,19.06,628
173.0,30.1,979.04,295.0,19.11,628
174.0,30.1,979.05,294.93,19.12,628
175.0,30.11,979.04,295.03,19.36,628
176.0,30.11,979.06,294.79,19.26,628
177.0,30.11,979.0,295.34,19.27,628
178.0,30.11,979.04,295.03,19.26,628
179.0,30.11,979.06,294.79,19.26,628
180.0,30.11,979.06,294.79,19.27,628
181.0,30.1,978.99,295.41,19.28,628
182.0,30.11,978.94,295.82,19.27,628
183.0,30.12,979.07,294.72,19.61,628
184.0,30.11,979.01,295.27,19.21,628
185.0,30.11,979.06,295.03,19.41,627
186.0,30.11,979.06,294.86,19.26,627
187.0,30.11,979.06,294.79,19.21,627
188.0,30.11,979.06,295.27,19.11,627
189.0,30.11,979.06,294.79,19.22,627
190.0,30.11,979.06,294.79,19.04,627
191.0,30.11,979.09,294.62,19.63,627
192.0,30.11,979.06,294.79,19.41,627
