time,emg_right_hand,emg_left_hand
0.0,6.048780487804878,4.390243902439025
1.0,7.593495934959348,3.5609756097560976
2.0,6.574083291853326,3.4853160776505723
3.0,7.881238869531552,4.799814169570267
4.0,8.755438162676558,8.09023266269529
5.0,10.775830804390994,8.619467236147015
6.0,10.438850174216027,7.122273425499231
7.0,9.806893382753355,6.026467331118494
8.0,6.650355293527214,5.100888752407882
9.0,8.4610647435378,4.099234698784587
10.0,9.717550467756311,4.799814044907635
11.0,11.070310260491953,5.08312246917264
12.0,8.158341414621948,7.007244728630562
13.0,7.242690245732165,6.645454961301301
14.0,16.4753773809306,5.759017803231295
15.0,24.969246144288682,5.185342328613512
16.0,36.50664643512795,4.582829418155933
17.0,34.965548312165154,4.926666292008543
18.0,36.68774961597542,4.808486943164363
19.0,28.70199692780338,5.9884792626728105
20.0,20.02813203300825,4.503750937734433
21.0,16.13887400421534,4.435823241524666
22.0,13.59398778265995,4.207641196013289
23.0,15.459436287643339,3.846140106455185
24.0,14.391062051227092,4.509305897903047
25.0,14.13138999035473,4.425695709641696
26.0,20.25709284463973,4.478055228092737
27.0,20.09003679491301,11.67336834208552
28.0,16.489147286821705,10.893126853141856
29.0,18.459073696995677,9.638665023398707
30.0,16.81160919585297,8.539082571165439
31.0,12.44318658061728,7.167446478344324
32.0,11.65554106296609,6.862909107067708
33.0,12.110966330432781,5.8163007650867415
34.0,13.546912860619337,4.952322575417373
35.0,15.001623228106677,5.429347755057231
36.0,13.378860394541142,4.938119982957412
37.0,12.375953744533692,6.385632993614257
38.0,11.490427484920009,5.583342699786445
39.0,11.927953242666067,5.119928065640104
40.0,10.270653029110935,4.8602899853883335
41.0,8.75223683969773,4.338256166829164
42.0,8.897974493623405,3.8436930661236737
43.0,8.565730718393883,3.35617833029686
44.0,8.391697924481122,3.0354624370378307
45.0,7.12576001143143,4.035494587932697
46.0,10.424006001500373,3.872907512592434
47.0,12.605485517720894,4.762959163135731
48.0,12.282862101883016,4.094376899303893
49.0,9.54223750255441,4.621785223845494
50.0,10.41395803252609,4.024035183279873
51.0,11.547468319773591,3.9788603476251
52.0,10.686480029280974,3.409021047140638
53.0,8.958624630025103,3.288216065340377
54.0,9.240582968041661,3.1861713686261286
55.0,9.803658536585367,3.4127065302911097
56.0,9.027321007081039,4.362136113296617
57.0,8.649547600314712,3.991955153422502
58.0,7.765789102059754,5.372394036595453
59.0,8.362910286671104,4.983836672113619
60.0,7.211352861667574,4.120163812059957
61.0,7.0445434646654155,5.136399765982771
62.0,8.794449151687546,4.419812786217192
63.0,8.855605822187254,3.789653815892997
64.0,9.57336742722266,3.924665617623918
65.0,8.979445318646734,3.936369000786782
66.0,8.016738788355624,3.3403619197482297
67.0,7.723288749016522,3.352439024390244
68.0,9.628520849724627,3.688021243115657
69.0,7.970691359519053,3.5516512336339243
