time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,27.83,977.13,310.85,25.96,583
1.0,27.81,977.17,311.05,26.12,583
2.0,27.81,977.07,311.84,26.09,583
3.0,27.81,977.16,310.99,26.2,583
4.0,27.82,977.12,311.46,26.09,583
5.0,27.82,977.09,311.7,26.72,583
6.0,27.82,977.15,311.22,26.18,583
7.0,27.82,977.15,311.22,26.09,583
8.0,27.82,977.17,310.99,26.03,583
9.0,27.83,977.13,311.32,25.89,583
10.0,27.83,977.13,311.32,26.07,583
11.0,27.83,977.05,312.04,26.21,583
12.0,27.83,977.19,311.08,26.24,583
13.0,27.84,977.12,311.43,26.08,583
14.0,27.84,977.21,310.71,26.08,583
15.0,27.75,977.04,311.89,25.94,583
16.0,27.84,977.21,310.71,25.9,590
17.0,27.84,977.14,311.25,26.17,590
18.0,27.84,977.16,311.12,26.08,590
19.0,27.84,977.15,311.19,26.11,590
20.0,27.84,977.12,311.43,25.96,590
21.0,27.84,977.15,311.19,26.08,590
22.0,27.84,977.09,311.66,26.5,590
23.0,27.85,977.05,312.07,25.96,590
24.0,27.84,977.1,311.6,26.08,590
25.0,27.85,977.08,311.52,26.14,590
26.0,27.85,977.07,311.86,26.28,590
27.0,27.86,977.18,310.91,26.08,590
28.0,27.85,977.12,311.46,26.44,590
29.0,27.85,977.09,311.69,25.97,590
30.0,27.86,977.14,311.32,26.11,590
31.0,27.86,977.16,311.08,26.49,590
32.0,27.85,977.14,311.15,26.19,590
33.0,27.87,977.09,311.72,26.11,590
34.0,27.86,977.13,311.39,26.13,590
35.0,27.87,977.17,311.08,26.11,590
36.0,27.87,977.2,310.77,26.09,590
37.0,27.86,977.13,311.39,26.11,590
38.0,27.87,977.14,310.77,26.51,590
39.0,27.87,977.09,311.72,26.11,590
40.0,27.86,977.14,311.32,26.11,590
41.0,27.87,977.14,311.24,25.2,590
42.0,27.86,977.07,311.86,25.99,590
43.0,27.87,977.09,311.72,26.11,590
44.0,27.86,977.07,311.86,26.78,590
45.0,27.86,977.13,311.39,26.27,590
46.0,27.86,977.1,311.63,26.12,590
47.0,27.85,977.08,311.29,26.53,588
48.0,27.85,977.08,311.76,26.1,588
49.0,27.85,977.14,311.29,26.12,588
50.0,27.84,977.15,311.19,26.13,588
51.0,27.84,977.13,311.6,26.31,588
52.0,27.84,977.12,311.43,26.21,588
53.0,27.85,977.11,311.52,26.14,588
54.0,27.84,977.1,310.95,25.93,588
55.0,27.85,977.05,312.0,26.1,588
56.0,27.84,977.09,311.66,26.18,588
57.0,27.84,977.16,311.36,26.45,588
58.0,27.84,977.15,311.19,26.1,588
59.0,27.84,977.21,310.71,26.09,588
60.0,27.85,977.17,312.04,26.23,588
61.0,27.83,977.08,311.8,26.11,588
62.0,27.83,977.13,311.32,26.11,588
63.0,27.82,977.13,311.16,26.33,588
64.0,27.83,977.13,311.32,26.13,588
65.0,27.84,977.15,311.19,26.14,588
66.0,27.83,977.17,310.78,25.67,588
67.0,27.83,977.13,311.32,26.14,588
68.0,27.83,977.13,311.32,26.15,588
69.0,27.83,977.22,311.39,26.13,588
70.0,27.82,977.12,311.46,26.15,588
71.0,27.82,977.09,311.7,26.17,588
72.0,27.83,977.09,311.73,26.11,588
73.0,27.83,977.11,311.56,26.16,588
74.0,27.83,977.13,311.32,26.18,588
75.0,27.82,977.1,311.63,25.94,588
76.0,27.83,977.13,311.32,26.01,588
77.0,27.83,977.13,311.32,26.24,588
78.0,27.82,977.07,311.39,25.78,586
79.0,27.83,977.11,311.32,26.62,586
80.0,27.83,977.19,310.85,26.21,586
81.0,27.83,977.19,310.85,26.21,586
82.0,27.83,977.13,311.8,27.04,586
83.0,27.82,977.13,311.39,26.26,586
84.0,27.83,977.17,311.02,26.23,586
85.0,27.83,977.11,311.56,25.66,586
86.0,27.84,977.13,311.32,26.25,586
87.0,27.83,977.19,310.85,26.17,586
88.0,27.83,977.13,311.32,26.46,586
89.0,27.83,977.13,311.32,26.21,586
90.0,27.83,977.11,311.56,26.2,586
91.0,27.82,977.17,311.32,25.82,586
92.0,27.83,977.22,310.61,26.14,586
93.0,27.82,977.15,311.22,26.34,586
94.0,27.81,977.11,311.46,26.41,586
95.0,27.83,977.16,311.08,26.11,586
96.0,27.83,977.13,311.32,26.06,586
97.0,27.82,977.15,311.16,26.52,586
98.0,27.83,977.14,311.25,26.01,586
99.0,27.83,977.19,310.85,26.0,586
100.0,27.83,977.13,311.46,25.8,586
101.0,27.82,977.18,310.92,26.02,586
102.0,27.82,977.15,311.16,25.66,586
103.0,27.82,977.12,310.99,26.11,586
104.0,27.82,977.12,311.46,26.02,586
105.0,27.83,977.13,311.32,26.4,586
106.0,27.82,977.13,311.32,26.26,586
107.0,27.82,977.12,311.46,26.02,586
108.0,27.82,977.09,311.7,26.08,586
109.0,27.83,977.08,311.66,25.46,588
110.0,27.84,977.09,311.66,26.23,588
111.0,27.85,977.11,311.52,26.03,588
112.0,27.83,977.14,311.25,26.02,588
113.0,27.83,977.11,311.08,26.2,588
114.0,27.83,977.08,311.8,25.89,588
115.0,27.84,977.09,311.66,25.91,588
116.0,27.84,977.21,311.12,25.47,588
117.0,27.85,977.11,311.52,25.87,588
118.0,27.86,977.18,310.91,25.87,588
119.0,27.85,977.11,312.0,25.91,588
120.0,27.84,977.1,311.6,25.82,588
121.0,27.85,977.14,311.29,25.86,588
122.0,27.85,977.11,311.52,26.42,588
123.0,27.86,977.14,311.32,26.03,588
124.0,27.87,977.2,310.77,25.93,588
125.0,27.86,977.11,311.55,26.04,588
126.0,27.87,977.2,310.63,26.09,588
127.0,27.87,977.06,311.96,25.96,588
128.0,27.86,977.14,311.32,25.63,588
129.0,27.87,977.12,311.63,26.01,588
130.0,27.86,977.14,311.32,26.01,588
131.0,27.87,977.14,311.24,26.82,588
132.0,27.88,977.19,310.87,25.99,588
133.0,27.87,977.15,311.18,26.01,588
134.0,27.87,977.14,311.24,25.89,588
135.0,27.87,977.12,311.48,25.97,588
136.0,27.87,977.21,310.7,26.05,588
137.0,27.88,977.17,311.04,25.73,588
138.0,27.87,977.2,310.77,26.03,588
139.0,27.87,977.09,311.72,26.04,588
140.0,27.87,977.14,311.24,25.81,590
141.0,27.87,977.12,311.01,25.83,590
142.0,27.87,977.12,311.48,25.88,590
143.0,27.88,977.16,311.11,26.03,590
144.0,27.87,977.15,311.65,26.15,590
145.0,27.87,977.17,311.01,26.04,590
146.0,27.86,977.14,311.32,26.07,590
147.0,27.87,977.14,311.72,26.24,590
148.0,27.88,977.1,311.58,26.09,590
149.0,27.88,977.19,310.87,26.09,590
150.0,27.88,977.13,311.35,25.91,590
151.0,27.88,977.1,311.58,26.24,590
152.0,27.87,977.15,311.18,26.1,590
153.0,27.87,977.14,311.24,26.71,590
154.0,27.87,977.12,311.48,25.77,590
155.0,27.87,977.1,311.65,26.09,590
156.0,27.87,977.15,311.18,26.11,590
157.0,27.88,977.16,311.52,26.37,590
158.0,27.89,977.07,311.85,26.06,590
159.0,27.89,977.18,310.97,26.02,590
160.0,27.9,977.08,311.31,26.19,590
161.0,27.9,977.14,311.31,26.12,590
162.0,27.9,977.14,311.31,26.08,590
163.0,27.89,977.07,311.62,26.58,590
164.0,26.98,977.17,311.01,26.11,590
165.0,27.91,977.22,310.62,26.09,590
166.0,27.91,977.1,311.58,26.8,590
167.0,27.9,977.14,311.31,25.99,590
168.0,27.9,977.08,311.79,26.1,590
169.0,27.9,977.08,311.79,26.0,590
170.0,27.89,977.12,311.44,26.25,590
171.0,27.9,977.14,311.31,26.1,583
172.0,27.91,977.1,311.65,26.01,583
173.0,27.9,977.16,311.07,26.1,583
174.0,27.91,977.21,311.17,26.3,583
175.0,27.9,977.07,311.85,26.22,583
176.0,27.9,977.14,311.31,26.08,583
177.0,27.89,977.13,311.38,26.46,583
178.0,27.89,977.16,311.31,26.4,583
179.0,27.9,977.14,311.31,26.08,583
180.0,27.88,977.19,310.87,26.08,583
181.0,27.88,977.11,311.11,26.08,583
182.0,27.89,977.12,311.44,26.09,583
183.0,27.89,977.09,311.68,26.06,583
184.0,27.88,977.16,311.58,26.27,583
185.0,27.89,977.12,311.44,26.07,583
186.0,27.89,977.15,311.21,26.07,583
187.0,27.88,977.17,311.04,26.24,583
188.0,27.88,977.08,311.82,26.03,583
189.0,27.87,977.04,312.13,26.13,583
190.0,27.88,977.16,311.58,26.61,583
191.0,27.87,977.09,311.72,26.36,583
192.0,27.88,977.1,311.58,26.1,583
193.0,27.88,977.16,311.11,26.1,583
194.0,27.88,977.16,311.11,26.28,583
195.0,27.87,977.09,311.72,26.1,583
196.0,27.88,977.16,311.11,25.66,583
197.0,27.88,977.22,311.01,26.16,583
198.0,27.88,977.13,311.35,26.11,583
199.0,27.87,977.09,311.72,26.11,583
200.0,27.88,977.16,311.11,26.68,583
201.0,27.87,977.1,311.65,26.2,583
202.0,27.87,977.09,311.72,26.13,594
203.0,27.87,977.14,311.24,26.15,594
204.0,27.87,977.12,311.48,26.17,594
205.0,27.87,977.14,311.32,26.65,594
206.0,27.86,977.16,311.08,26.16,594
207.0,27.87,977.14,311.24,26.18,594
208.0,27.86,977.19,310.84,25.58,594
209.0,27.87,977.14,311.24,26.28,594
210.0,27.86,977.13,311.39,26.18,594
211.0,27.87,977.14,311.24,26.5,594
212.0,27.86,977.14,311.24,26.35,594
213.0,27.87,977.09,311.72,26.15,594
214.0,27.86,977.15,311.15,26.38,594
215.0,27.86,977.08,311.24,26.18,594
216.0,27.86,977.07,311.86,26.17,594
217.0,27.86,977.13,311.39,26.17,594
218.0,27.86,977.1,311.39,26.39,594
219.0,27.86,977.18,310.91,26.32,594
220.0,27.87,977.17,311.01,26.27,594
221.0,27.87,977.09,311.63,25.83,594
222.0,27.86,977.11,311.55,26.16,594
223.0,27.86,977.13,311.39,26.08,594
224.0,27.85,977.17,310.91,26.24,594
225.0,27.85,977.12,311.46,26.19,594
226.0,27.86,977.1,311.63,26.21,594
227.0,27.85,977.06,311.76,26.34,594
228.0,27.85,977.14,311.29,26.22,594
229.0,27.86,977.07,311.86,26.23,594
230.0,27.85,977.11,311.52,26.02,594
231.0,27.85,977.12,311.46,26.18,594
232.0,27.86,977.15,311.15,26.18,594
233.0,27.85,977.14,312.0,26.05,600
234.0,27.85,977.14,311.29,25.69,600
235.0,27.85,977.15,311.22,25.91,600
236.0,27.86,977.13,311.39,26.15,600
237.0,27.85,977.14,311.29,26.65,600
238.0,27.86,977.15,311.29,25.86,600
239.0,27.85,977.05,312.0,26.14,600
240.0,27.84,977.07,311.83,26.49,600
241.0,27.85,977.12,311.52,26.32,600
242.0,27.85,977.12,311.46,26.15,600
243.0,27.86,977.07,311.86,26.41,600
244.0,27.85,977.11,311.46,25.87,600
245.0,27.85,977.11,311.52,26.15,600
246.0,27.85,977.17,310.98,26.59,600
247.0,27.85,977.03,312.31,26.11,600
248.0,27.84,977.15,311.19,26.13,600
249.0,27.86,977.13,311.39,26.02,600
250.0,27.86,977.1,311.39,25.63,600
251.0,27.85,977.12,311.46,26.14,600
252.0,27.86,977.13,311.39,26.13,600
253.0,27.85,977.06,311.86,26.16,600
254.0,27.86,977.13,311.39,26.12,600
255.0,27.85,977.17,311.05,26.13,600
256.0,27.84,977.07,311.66,26.81,600
257.0,27.84,977.08,311.76,26.32,600
258.0,27.85,977.14,311.29,26.16,600
259.0,27.84,977.15,311.19,26.6,600
260.0,27.83,977.2,310.71,26.02,600
261.0,27.84,977.18,310.95,26.17,600
262.0,27.84,977.15,311.19,26.0,600
263.0,27.83,977.14,311.25,26.52,600
264.0,27.82,977.15,311.16,26.17,597
265.0,27.83,977.14,311.25,26.21,597
266.0,27.83,977.13,311.32,25.88,597
267.0,27.83,977.13,311.32,26.34,597
268.0,27.83,977.2,310.78,26.24,597
269.0,27.84,977.21,310.71,26.2,597
270.0,27.84,977.19,311.9,26.0,597
271.0,27.86,977.1,311.63,26.16,597
272.0,27.85,977.11,311.52,26.15,597
273.0,27.85,977.08,311.52,26.24,597
274.0,27.85,977.12,311.43,25.97,597
275.0,27.85,977.11,311.52,26.16,597
276.0,27.84,977.1,311.6,26.36,597
277.0,27.85,977.11,311.6,26.4,597
278.0,27.84,977.12,311.43,26.2,597
279.0,27.84,977.09,311.66,25.9,597
280.0,27.85,977.11,311.52,26.12,597
281.0,27.85,977.14,311.29,26.21,597
282.0,27.85,977.2,310.74,25.92,597
283.0,27.86,977.18,311.05,25.9,597
284.0,27.85,977.17,310.98,26.26,597
285.0,27.86,977.21,310.67,26.36,597
286.0,27.84,977.19,310.81,26.18,597
287.0,27.85,977.19,310.81,26.29,597
288.0,27.85,977.17,311.05,26.28,597
289.0,27.85,977.17,311.29,26.43,597
290.0,27.86,977.07,311.86,26.42,597
291.0,27.85,977.17,310.98,26.25,597
292.0,27.86,977.21,310.67,25.96,597
293.0,27.86,977.1,311.55,26.23,597
294.0,27.85,977.14,311.29,26.23,597
295.0,27.85,977.14,311.29,26.74,598
296.0,27.86,977.13,311.39,26.24,598
297.0,27.85,977.08,312.0,25.97,598
298.0,27.84,977.13,311.39,26.09,598
299.0,27.84,977.15,311.19,26.19,598
300.0,27.83,977.11,311.56,26.34,598
301.0,27.83,977.11,311.43,26.25,598
302.0,27.83,977.11,311.49,26.17,598
303.0,27.83,977.13,311.32,26.35,598
304.0,27.83,977.13,311.32,26.11,598
305.0,27.83,977.06,311.97,26.16,598
306.0,27.83,977.09,311.73,26.62,598
307.0,27.84,977.06,311.97,26.51,598
308.0,27.83,977.11,311.56,26.19,598
309.0,27.83,977.11,311.32,26.64,598
310.0,27.83,977.16,311.08,26.27,598
311.0,27.83,977.16,311.08,26.23,598
312.0,27.83,977.14,311.25,26.24,598
313.0,27.83,977.11,311.63,26.1,598
314.0,27.84,977.15,311.19,26.26,598
315.0,27.84,977.15,311.19,25.77,598
316.0,27.83,977.13,311.08,25.99,598
317.0,27.83,977.13,311.32,26.25,598
318.0,27.84,977.15,311.19,26.23,598
319.0,27.83,977.13,311.08,26.39,598
320.0,27.84,977.12,311.43,26.2,598
321.0,27.84,977.15,311.19,26.23,598
322.0,27.83,977.2,310.78,25.85,598
323.0,27.83,977.13,311.32,26.15,598
324.0,27.82,977.15,311.22,26.25,598
325.0,27.82,977.15,311.16,26.2,598
326.0,27.82,977.13,311.32,26.46,601
327.0,27.83,977.16,311.08,26.2,601
328.0,27.82,977.13,311.39,26.24,601
329.0,27.82,977.12,311.22,26.16,601
330.0,27.84,977.18,310.95,26.3,601
331.0,27.82,977.13,311.39,26.21,601
332.0,27.84,977.16,311.12,25.96,601
333.0,27.84,977.18,310.95,26.43,601
334.0,27.84,977.09,311.66,26.24,601
335.0,27.84,977.04,312.14,26.64,601
336.0,27.84,977.07,311.9,26.1,601
337.0,27.85,977.11,311.52,26.18,601
338.0,27.84,977.13,311.36,26.21,601
339.0,27.85,977.11,311.66,25.98,601
340.0,27.85,977.08,311.76,26.15,601
341.0,27.85,977.14,311.29,25.59,601
342.0,27.84,977.09,311.19,26.43,601
343.0,27.86,977.18,310.91,26.17,601
344.0,27.79,977.08,311.81,26.16,601
345.0,27.67,976.84,311.19,26.52,601
346.0,27.85,977.14,311.29,26.17,601
347.0,27.85,977.14,311.29,26.15,601
348.0,27.86,977.13,311.86,26.08,601
349.0,27.85,977.05,312.0,26.16,601
350.0,27.85,977.17,310.98,26.49,601
351.0,27.85,977.11,311.52,26.14,601
352.0,27.86,977.07,311.86,26.18,601
353.0,27.86,977.14,311.32,26.4,601
354.0,27.86,977.07,311.86,25.9,601
355.0,27.87,977.2,311.01,26.53,601
356.0,27.86,977.14,311.32,26.89,597
357.0,27.69,976.8,311.11,26.03,597
358.0,27.87,977.12,311.48,26.22,597
359.0,27.86,977.18,310.91,26.18,597
360.0,27.86,977.08,311.55,25.9,597
361.0,27.88,977.1,311.58,26.21,597
362.0,27.87,977.09,311.72,26.12,597
363.0,27.87,977.1,311.48,26.66,597
364.0,27.87,977.12,311.48,26.23,597
365.0,27.87,977.09,311.72,25.57,597
366.0,27.86,977.08,311.72,26.28,597
367.0,27.88,977.13,311.35,26.23,597
368.0,27.87,977.15,311.18,26.37,597
369.0,27.89,977.12,311.99,26.12,597
370.0,27.88,977.16,311.11,26.22,597
371.0,27.87,977.07,311.89,26.21,597
372.0,27.87,977.12,311.72,26.21,597
373.0,27.88,977.05,312.06,26.18,597
374.0,27.89,977.09,311.68,26.2,597
375.0,27.88,977.13,311.11,25.82,597
376.0,27.88,977.12,311.44,26.08,597
377.0,27.88,977.1,311.58,26.13,597
378.0,27.87,977.09,311.72,26.82,597
379.0,27.87,977.15,311.24,26.13,597
380.0,27.86,977.11,311.55,26.15,597
381.0,27.86,977.14,311.32,26.48,597
382.0,27.87,977.15,311.24,26.17,597
383.0,27.87,977.1,311.65,26.14,597
384.0,27.87,977.07,311.65,26.46,597
385.0,27.87,977.1,311.65,26.27,597
386.0,27.88,977.06,311.99,26.11,597
387.0,27.88,977.13,311.35,26.42,592
388.0,27.89,977.09,311.68,25.58,592
389.0,27.89,977.13,311.38,26.2,592
390.0,27.88,977.16,311.11,26.11,592
391.0,27.88,977.1,311.58,26.31,592
392.0,27.88,977.1,311.52,26.5,592
393.0,27.89,977.18,310.97,26.1,592
394.0,27.89,977.06,311.92,26.09,592
395.0,27.89,977.12,310.97,25.75,592
396.0,27.9,977.14,311.31,26.07,592
397.0,27.9,977.14,311.31,26.08,592
398.0,27.89,977.13,311.38,25.77,592
399.0,27.89,977.12,311.44,26.04,592
400.0,27.9,977.11,311.55,26.05,592
401.0,27.89,977.06,311.92,26.77,592
402.0,27.9,977.14,311.31,25.93,592
403.0,27.9,977.09,311.72,26.07,592
404.0,27.91,977.05,312.05,26.64,592
405.0,27.9,977.09,311.65,25.66,592
406.0,27.9,977.14,311.31,26.06,592
407.0,27.91,977.12,311.41,26.0,592
408.0,27.91,977.1,311.51,26.12,592
409.0,27.92,977.06,311.99,26.04,592
410.0,27.91,977.13,311.34,25.71,592
411.0,27.91,977.13,311.44,25.66,592
412.0,27.92,977.11,311.51,26.03,592
413.0,27.92,977.12,311.44,26.03,592
414.0,27.91,977.15,311.41,26.11,592
415.0,27.92,977.11,311.51,26.09,592
416.0,27.91,977.15,311.17,25.54,592
417.0,27.92,977.14,310.89,26.37,592
418.0,27.92,977.17,311.03,26.08,593
419.0,27.92,977.18,310.96,26.08,593
420.0,27.92,977.11,311.51,26.08,593
421.0,27.92,977.06,311.1,25.87,593
422.0,27.93,977.13,311.37,26.05,593
423.0,27.91,977.1,311.58,26.06,593
424.0,27.91,977.15,311.65,26.73,593
425.0,27.91,977.13,311.34,26.09,593
426.0,27.91,977.15,311.17,26.1,593
427.0,27.91,977.15,311.17,26.49,593
428.0,27.91,977.1,311.65,26.1,593
429.0,27.91,977.1,311.58,26.08,593
430.0,27.92,977.11,311.65,26.23,593
431.0,27.91,977.15,311.17,26.09,593
432.0,27.9,977.11,311.55,26.09,593
433.0,27.91,977.15,311.17,26.43,593
434.0,27.91,977.1,311.62,26.23,593
435.0,27.91,977.07,311.88,26.1,593
436.0,27.9,977.14,311.31,25.56,593
437.0,27.9,977.11,311.55,26.27,593
