time,facial_skin_temperature
4.0,51.9
5.0,51.89444444444444
6.0,51.88809523809523
7.0,51.88111111111111
8.0,51.873655913978496
9.0,51.86532258064516
10.0,51.85698924731183
11.0,51.858118279569894
12.0,51.86397849462365
13.0,51.87220430107527
14.0,51.88161290322581
15.0,51.891612903225806
16.0,51.90058064516129
17.0,51.909032258064514
18.0,51.91722580645161
19.0,51.92529032258064
20.0,51.93329032258064
21.0,51.98963440860214
22.0,52.070150537634404
23.0,52.162752688172034
24.0,52.26139784946236
25.0,52.36306451612903
26.0,52.46473118279569
27.0,52.495344086021504
28.0,52.490430107526876
29.0,52.46775268817204
30.0,52.436193548387095
31.0,52.400193548387094
32.0,52.36316129032258
33.0,52.3256129032258
34.0,52.2878064516129
35.0,52.249870967741934
36.0,52.21187096774193
37.0,52.213268817204295
38.0,52.23436559139785
39.0,52.26531182795699
40.0,52.30118279569892
41.0,52.339516129032255
42.0,52.37784946236559
43.0,52.3922688172043
44.0,52.394731182795695
45.0,52.39121505376343
46.0,52.38470967741935
47.0,52.376709677419356
48.0,52.37283870967741
49.0,52.37103225806452
50.0,52.37025806451612
51.0,52.36999999999999
52.0,52.36999999999999
53.0,52.35554838709677
54.0,52.33387096774193
55.0,52.308580645161285
56.0,52.28148387096773
57.0,52.253483870967735
58.0,52.21929032258064
59.0,52.181999999999995
60.0,52.14316129032258
61.0,52.10354838709677
62.0,52.06354838709677
63.0,52.02354838709677
64.0,52.0238064516129
65.0,52.0441935483871
66.0,52.07464516129032
67.0,52.110129032258065
68.0,52.14812903225806
69.0,52.171677419354836
70.0,52.187999999999995
71.0,52.200709677419354
72.0,52.2116129032258
73.0,52.221612903225804
74.0,52.20150537634408
75.0,52.1663440860215
76.0,52.12365591397849
77.0,52.07720430107527
78.0,52.02887096774193
79.0,51.98053763440859
80.0,51.95302150537634
81.0,51.935913978494625
82.0,51.92401075268816
83.0,51.91470967741935
84.0,51.90670967741936
85.0,51.883225806451605
86.0,51.852000000000004
87.0,51.816903225806456
88.0,51.779870967741935
89.0,51.74187096774193
90.0,51.72348387096774
91.0,51.71490322580645
92.0,51.71122580645161
93.0,51.709999999999994
94.0,51.709999999999994
95.0,51.709999999999994
96.0,51.71929032258065
97.0,51.733225806451614
98.0,51.74948387096774
99.0,51.766903225806445
100.0,51.784903225806445
101.0,51.789483870967736
102.0,51.787354838709675
103.0,51.78187096774194
104.0,51.77470967741935
105.0,51.76670967741936
106.0,51.77058064516129
107.0,51.78038709677419
108.0,51.79316129032259
109.0,51.807419354838714
110.0,51.822419354838715
111.0,51.837419354838715
112.0,51.830225806451615
113.0,51.81193548387097
114.0,51.78809677419355
115.0,51.76148387096774
116.0,51.73348387096774
117.0,51.72922580645161
118.0,51.73683870967742
119.0,51.75038709677419
120.0,51.766903225806445
121.0,51.784903225806445
122.0,51.79877419354838
123.0,51.810580645161295
124.0,51.821354838709674
125.0,51.8316129032258
126.0,51.84161290322581
127.0,51.83870967741936
128.0,51.829354838709676
129.0,51.81677419354838
130.0,51.802580645161285
131.0,51.787580645161285
132.0,51.772580645161284
133.0,51.832419354838706
134.0,51.92967741935483
135.0,52.045645161290324
136.0,52.170967741935485
137.0,52.30096774193548
138.0,52.36903225806451
139.0,52.406129032258065
140.0,52.427741935483866
141.0,52.4416129032258
142.0,52.45161290322581
143.0,52.45645161290322
144.0,52.45870967741935
145.0,52.45967741935483
146.0,52.459999999999994
147.0,52.459999999999994
148.0,52.459999999999994
149.0,52.450709677419354
150.0,52.43677419354839
151.0,52.42051612903225
152.0,52.40309677419354
153.0,52.38509677419354
154.0,52.38051612903226
155.0,52.38264516129031
156.0,52.388129032258064
157.0,52.39529032258064
158.0,52.40329032258064
159.0,52.399419354838706
160.0,52.389612903225796
161.0,52.376838709677415
162.0,52.36258064516129
163.0,52.34758064516129
164.0,52.332580645161286
165.0,52.325322580645164
166.0,52.32193548387097
167.0,52.32048387096774
168.0,52.32
169.0,52.32
170.0,52.32
171.0,52.32
172.0,52.32
173.0,52.32
174.0,52.32
175.0,52.310709677419354
176.0,52.29677419354839
177.0,52.28051612903226
178.0,52.26309677419354
179.0,52.24509677419354
180.0,52.2243440860215
181.0,52.20221505376343
182.0,52.17939784946236
183.0,52.156236559139785
184.0,52.13290322580645
185.0,52.10956989247312
186.0,52.09827956989247
187.0,52.09301075268817
188.0,52.090752688172046
189.0,52.09
190.0,52.09
191.0,52.09929032258064
192.0,52.11322580645162
193.0,52.129483870967746
194.0,52.146903225806454
195.0,52.16490322580645
196.0,52.14883870967741
197.0,52.11574193548387
198.0,52.074129032258064
199.0,52.02825806451612
200.0,51.98025806451612
201.0,51.97767741935483
202.0,51.9978064516129
203.0,52.02929032258065
