time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,30.14,980.18,285.29,19.71,678
1.0,30.16,980.26,284.67,19.59,678
2.0,30.15,980.19,285.15,19.61,678
3.0,30.15,980.28,284.43,19.83,678
4.0,30.16,980.2,285.08,19.85,678
5.0,30.16,980.26,284.53,19.84,680
6.0,30.16,980.32,284.05,19.86,680
7.0,30.16,980.26,284.53,19.78,680
8.0,30.16,980.21,285.01,19.77,680
9.0,30.16,980.26,284.53,19.78,680
10.0,30.16,980.26,284.53,20.07,680
11.0,30.16,980.26,284.84,19.65,680
12.0,30.15,980.25,284.6,19.85,680
13.0,30.17,980.25,284.63,19.84,680
14.0,30.16,980.29,284.29,19.84,680
15.0,30.16,980.32,284.05,19.79,680
16.0,30.15,980.25,284.67,19.45,680
17.0,30.15,980.25,284.67,19.83,680
18.0,30.15,980.25,284.19,19.69,680
19.0,30.15,980.25,284.67,19.7,680
20.0,30.16,980.28,284.36,19.73,680
21.0,30.15,980.28,284.43,19.65,680
22.0,30.15,980.28,284.43,19.62,680
23.0,30.16,980.26,284.53,19.29,680
24.0,30.16,980.24,284.77,19.54,680
25.0,30.16,980.28,285.08,19.73,680
26.0,30.16,980.21,284.53,19.66,680
27.0,30.16,980.25,284.67,19.52,680
28.0,30.17,980.22,284.94,19.59,680
29.0,30.15,980.25,284.67,19.6,680
30.0,30.15,980.22,284.91,19.58,680
31.0,30.17,980.19,285.18,19.78,680
32.0,30.17,980.33,283.98,19.52,680
33.0,30.16,980.21,284.77,19.46,680
34.0,30.15,980.28,284.36,19.49,680
35.0,30.16,980.26,284.6,19.6,680
36.0,30.15,980.25,284.67,19.58,681
37.0,30.16,980.26,284.39,19.48,681
38.0,30.16,980.26,284.53,19.69,681
39.0,30.16,980.26,284.53,19.6,681
40.0,30.16,980.26,284.6,19.59,681
41.0,30.16,980.26,284.6,19.62,681
42.0,30.16,980.26,284.6,19.16,681
43.0,30.16,980.32,284.05,19.96,681
44.0,30.14,980.23,284.19,20.0,681
45.0,30.15,980.3,284.19,19.89,681
46.0,30.15,980.28,284.43,19.64,681
47.0,30.15,980.28,284.43,19.63,681
48.0,30.15,980.28,284.43,19.65,681
49.0,30.15,980.28,284.43,19.79,681
50.0,30.15,980.3,284.67,19.38,681
51.0,30.15,980.22,284.6,19.33,681
52.0,30.15,980.26,284.6,19.67,681
53.0,30.16,980.26,284.6,19.72,681
54.0,30.16,980.21,285.01,19.69,681
55.0,30.15,980.25,284.67,19.66,681
56.0,30.15,980.25,284.67,19.76,681
57.0,30.15,980.3,285.15,19.26,681
58.0,30.17,980.24,284.53,19.42,681
59.0,30.16,980.21,285.01,19.9,681
60.0,30.17,980.25,284.63,19.58,681
61.0,30.17,980.22,284.94,19.56,681
62.0,30.17,980.25,284.63,19.57,681
63.0,30.17,980.24,284.7,19.48,681
64.0,30.16,980.21,285.25,19.19,681
65.0,30.16,980.26,284.84,19.48,681
66.0,30.16,980.24,284.7,19.74,681
67.0,30.16,980.21,285.01,19.56,678
68.0,30.16,980.2,285.01,19.77,678
69.0,30.16,980.21,284.94,19.29,678
70.0,30.16,980.21,285.01,19.56,678
71.0,30.17,980.17,285.35,19.55,678
72.0,30.16,980.18,285.25,19.58,678
73.0,30.16,980.18,285.25,19.6,678
74.0,30.17,980.2,285.11,19.49,678
75.0,30.16,980.14,285.08,19.93,678
76.0,30.16,980.21,285.08,19.6,678
77.0,30.17,980.22,284.94,19.5,678
78.0,30.17,980.17,285.35,19.63,678
79.0,30.16,980.21,285.01,19.64,678
80.0,30.17,980.22,284.87,19.64,678
81.0,30.17,980.19,285.18,19.82,678
82.0,30.17,980.16,285.18,19.64,678
83.0,30.17,980.22,286.81,19.66,678
84.0,30.16,980.15,285.49,19.66,678
85.0,30.17,980.22,284.87,19.69,678
86.0,30.16,980.18,285.25,19.69,678
87.0,30.16,980.15,285.49,19.7,678
88.0,30.17,980.22,284.87,19.75,678
89.0,30.17,980.19,285.42,19.99,678
