time,AF3/theta,AF3/alpha,AF3/betaL,AF3/betaH,AF3/gamma,T7/theta,T7/alpha,T7/betaL,T7/betaH,T7/gamma,Pz/theta,Pz/alpha,Pz/betaL,Pz/betaH,Pz/gamma,T8/theta,T8/alpha,T8/betaL,T8/betaH,T8/gamma,AF4/theta,AF4/alpha,AF4/betaL,AF4/betaH,AF4/gamma
0.0,56.04474999999999,27.5475,26.016875000000002,22.656375,91.52074999999999,49.595125,11.8855625,27.16025,23.323,80.789625,37.740624999999994,22.3895,26.886625,28.219749999999994,86.661625,18.1751125,22.277625,23.470750000000002,20.396124999999998,73.529,50.607124999999996,18.674625000000002,24.074875,40.483999999999995,93.4915
1.0,44.49466666666666,18.586425,28.076041666666665,32.34695833333333,75.29833333333333,33.47229166666666,12.771020833333333,23.464750000000002,22.82825,65.76545833333333,24.409791666666663,16.403141666666667,20.35245833333333,28.84258333333333,83.40420833333332,22.377270833333334,15.051708333333334,27.30041666666667,32.564791666666665,67.89816666666667,36.35195833333333,16.907962500000004,26.739874999999998,38.80308333333333,84.13475
2.0,40.58492857142857,29.95475357142857,32.38630357142857,28.069339285714285,80.50649999999999,24.08330714285714,15.041794642857143,39.72132142857143,28.487535714285713,65.801625,22.465696428571423,24.855775,26.672767857142855,27.41560714285714,74.72458928571427,17.841223214285712,22.867160714285713,28.621392857142858,29.345124999999996,60.56335714285714,31.407114285714286,37.19426964285714,37.73080357142857,34.764964285714285,76.83582142857142
3.0,42.98063333333333,30.078018333333333,28.129875,43.147825,88.05703333333334,21.205416666666665,21.699104166666665,33.497283333333336,38.127183333333335,66.732025,20.636525,18.703255000000002,25.549758333333333,30.69655,68.03580833333334,22.546504166666665,21.114541666666668,40.70005,35.696925,58.362700000000004,50.96131999999999,30.816659166666668,23.662535000000002,45.079116666666664,74.50211666666667
4.0,41.410306451612904,30.636137903225805,34.65110080645161,50.17533467741936,89.42120967741936,20.34642741935484,20.38492137096774,29.25978225806452,46.89134677419355,64.27517338709677,25.263544354838707,24.684952419354836,28.1040120967742,31.973298387096776,60.96732661290322,32.71617943548387,23.808907258064515,46.34144354838709,36.02896370967741,59.00324193548387,44.73947741935483,30.806641532258062,19.38895564516129,43.130475806451614,82.86373387096774
5.0,48.833205645161286,52.891689919354846,49.507213709677416,60.7743064516129,73.66446370967742,18.384389112903225,30.00746774193548,28.318383870967743,56.07297983870968,56.3650443548387,19.20242016129032,28.25071008064516,42.19964112903226,46.61284677419354,63.428604838709674,30.947200806451615,31.082879032258063,58.075580645161295,48.67422177419355,60.014701612903224,37.58787217741935,62.06650423387096,52.816366935483856,57.390270161290324,82.33561693548387
6.0,56.37725403225806,64.12510483870967,73.78745161290323,65.00011693548387,100.86434919354838,25.169632056451615,41.68725403225806,51.01304677419354,76.62034677419355,101.64568709677417,25.490300806451614,31.1155814516129,57.10979838709677,62.963487903225804,99.753975,35.62388508064517,39.97339516129032,57.84928629032258,53.58999596774193,83.44514516129031,64.95031713709677,57.1971129032258,59.064629032258054,56.419544354838706,111.2213379032258
7.0,57.59371370967742,52.04982661290323,68.0927741935484,56.93713709677418,132.32497741935484,37.943822983870966,52.99025806451613,60.23901129032258,69.40075403225806,149.56023790322575,26.377285483870963,40.715673790322576,89.47681854838709,68.93985080645162,140.34149596774193,52.096149193548385,49.79249193548387,62.621092741935485,53.3860564516129,128.68453629032257,66.29989274193548,50.04576612903226,72.11260483870967,76.10699193548388,155.1388491935484
8.0,60.894907258064514,46.205141129032256,59.31404032258064,116.13949596774191,147.88995080645162,40.099020161290326,43.30396370967742,58.420679032258064,112.91762096774194,173.48981370967738,22.873352419354838,34.39635625,65.53513306451612,104.51767741935483,160.73254274193548,40.278261290322575,42.263133064516126,52.213241935483865,98.62417096774193,151.01944354838707,48.7062810483871,40.557653225806455,65.36196693548386,134.68709596774193,172.11888064516128
9.0,90.86632258064515,38.22251612903226,61.39210483870967,141.34310887096774,155.7363669354839,53.81620161290323,53.70280645161291,97.38951491935484,143.98979838709678,185.5445088709677,57.075686290322565,61.91913306451613,82.14623387096773,132.94895725806452,171.05455806451613,57.12741693548387,33.99164919354838,53.05639112903226,117.64893306451613,162.39843548387094,67.48548729838708,76.33809677419356,86.46326612903226,163.3051959677419,185.2756669354839
