time,gaze_movement,pupil_diameter
0.0,305.28236858055413,3.678710565476191
1.0,474.22915970904955,3.613312586797148
2.0,602.3027124291674,3.5317971284293286
3.0,281.07459913361146,3.4896629695867967
4.0,2231.1992340580023,3.461414018339779
5.0,1746.3873001756347,3.434896880115476
6.0,1301.6645830429081,3.463746565777621
7.0,1995.9341588378745,3.5132789455403293
8.0,2140.48690657107,3.5755103505183907
9.0,2581.6632857080654,3.6622223979726938
10.0,2319.1041429048096,3.7100467713498704
11.0,1798.3309006420295,3.7391723382580917
12.0,1571.8980504490705,3.7525170634763203
13.0,1970.8925940711608,3.7970792708028362
14.0,1433.7389919070392,3.7677083025395715
15.0,1238.135270308374,3.764407019061273
16.0,1475.5410514781854,3.804993090213161
17.0,2325.5685167708098,3.9295337568193576
18.0,1658.0569472129496,3.9742538880822886
19.0,2184.4803021919806,3.8891251255009873
20.0,1507.1260716559555,4.021747498165611
21.0,1770.0061630420767,4.227250910510593
22.0,1276.5759456531455,4.25348337340202
23.0,914.4681826698113,4.313665218399039
24.0,846.7139999820644,4.27020692519147
25.0,1044.8049024627885,4.091081516631181
26.0,1861.7327088169843,3.9519963752872007
27.0,1904.212439614182,3.9850055969002627
28.0,2194.6729515108254,4.020241524626694
29.0,1519.5984477672523,3.9681922361880417
30.0,1724.7526712260455,4.002500661557103
31.0,1461.8229433845445,4.082670149768403
32.0,1019.6575537232636,4.139906091402116
33.0,817.8298097612834,4.118384187475732
34.0,563.3102311456321,4.2176571734848025
35.0,389.9153813961999,4.261024828381518
36.0,420.9697328751698,4.373850406814144
37.0,521.3205791791531,4.4305866441133865
38.0,462.85835892194183,4.303476879979839
39.0,271.4146587644954,4.256391285838554
40.0,977.29109107672,4.25673979591795
41.0,1321.9376550526158,4.209356238704629
42.0,835.7352961170186,4.151568872473488
43.0,754.3430074880916,4.18205777976789
44.0,597.9947471940372,4.193258505805973
45.0,457.2821969155069,4.148220889244954
46.0,386.37285292684714,4.211929133465684
47.0,1576.1042663779592,4.230659901687595
48.0,2158.6570128816556,4.076356327231977
49.0,1899.0422327202477,3.965967978744893
50.0,1338.4677466624776,3.894779062415936
51.0,1842.1826154669416,3.7964921766299295
52.0,2613.559164556744,3.729263675695143
53.0,2174.0052815043514,3.742039623917953
54.0,2340.5540900702426,3.755774487026284
55.0,2471.6726609333277,3.71620578583717
56.0,2286.498002711921,3.7913342195275925
57.0,1462.9818689995918,3.811487499369531
58.0,1835.4364467294783,3.81024074798633
59.0,1555.1169904019207,3.819544176614486
60.0,888.4404961837305,3.8160696723606318
61.0,759.7818166710335,3.796096489484585
62.0,628.7142950854904,3.8187603381766353
63.0,676.1945814595033,3.770181002835216
64.0,796.2868879308094,3.722440568014518
65.0,907.1625668087078,3.7107131902151407
66.0,1409.2384213773034,3.820203940268861
67.0,1508.8425849090966,3.8767132290705657
68.0,1823.6701935401184,3.8328040816255937
69.0,1792.3061483372544,3.7850575327767917
70.0,1388.2072587960806,3.8722297205826233
71.0,2355.5728137673204,4.058631460657851
72.0,2033.94225599802,4.132090787503152
73.0,1873.6778764907315,4.136734675376505
74.0,1518.7193404777358,4.057677267891637
75.0,1920.3659311249412,4.001504497630711
76.0,1433.5192709289895,4.041009763988415
77.0,1366.1030454337615,4.068944792190626
78.0,1295.6776812289222,4.051394927033487
79.0,1008.5863609983442,3.995056622323112
80.0,943.8378625754831,3.9299957021929615
81.0,1683.615599301324,3.8545774637850023
82.0,2215.208691472908,3.8186382171094615
83.0,1524.1617857862266,3.8896165377913907
84.0,1122.432478768583,3.9262208084416934
85.0,663.2094377190606,4.068215134377817
86.0,423.05606272396005,4.221250786895769
87.0,326.2042718959938,4.341931594130413
88.0,560.5954951582546,4.327030542768503
89.0,423.20427962727354,4.246160306005212
90.0,352.1252224154334,4.228771914939323
91.0,591.8981047342193,4.146871124050619
92.0,764.917750578292,4.013220928789727
93.0,916.1506985254368,3.9195359915326007
94.0,718.8836211102057,3.8659264051732
95.0,847.407136751102,3.8834519824858367
96.0,559.6184687481262,3.9907182672519577
97.0,614.7066756237509,4.097068387833574
98.0,1272.1171903694183,4.179732537773331
99.0,2144.4375894374793,4.130866878001604
100.0,2544.4938405021176,4.092105736792641
101.0,1689.4946419209514,4.100375207694279
102.0,1611.573296802751,4.072007949441433
103.0,1767.276466842145,3.954377151156348
104.0,2045.9667089320012,3.9300056323456003
105.0,1253.399556816681,4.100784661291689
106.0,1690.513330880151,4.256666046509956
107.0,1995.325561748325,4.14965747832464
108.0,1263.0219737402592,4.083612687910272
109.0,1518.3991679103501,4.06876812929238
110.0,1806.600476469529,4.075123770148653
111.0,1094.0685423392524,4.065101003868156
112.0,810.860194094851,4.056217967799877
113.0,1299.2804878141828,4.034557118322915
114.0,1380.9442611958873,3.9856801673622626
115.0,1145.0275117586173,4.011993697553492
116.0,1270.6303386470822,4.167545382802134
117.0,871.8359209336406,4.286197460021249
118.0,857.9296972312666,4.318901692103326
119.0,1413.788786199404,4.277623637006405
120.0,1278.3315649906162,4.265438880851002
121.0,1373.5779667683364,4.237813261738562
122.0,835.9850252926462,4.149640442874679
123.0,734.5234844428666,4.130548269982633
124.0,545.7699369300135,4.139439574429179
125.0,537.5213043508274,4.0860153112416295
126.0,790.809516154924,3.9492826472714224
127.0,626.5020585787802,3.91314778599489
128.0,725.6074976449082,3.933097468713483
129.0,702.2579164374251,3.9653446545806696
130.0,1058.1915956299022,3.951593983666888
131.0,1219.4252656166527,4.001818127898538
132.0,1404.4263080925514,3.961817415958726
133.0,1028.6235498727838,4.157778473417894
134.0,1323.9810221882556,4.334492972569633
135.0,1272.3938873659479,4.245752335587311
136.0,1055.56960454348,4.071485492163024
137.0,878.7967206892525,3.983533399055659
138.0,1125.8386359698995,3.9597661172160925
139.0,1232.5296522179003,3.9859611491510085
140.0,1291.0967636001583,3.9897977607801165
141.0,896.9862065613418,3.8838114111343867
142.0,770.0183328873158,3.8497684152892786
143.0,614.4732630055278,4.094752428506005
144.0,788.5577987516657,4.269386240047228
145.0,925.9392675455842,4.192332674145478
146.0,978.8173550378201,4.054791825188941
147.0,817.8971505965835,3.9102724678671716
148.0,1245.1005965966438,3.865877000376762
149.0,774.2834000134364,3.8277347145434257
150.0,1046.1236430150022,3.788112189440172
151.0,735.7933190950557,3.8265483025731095
152.0,1404.9516890240316,3.8643771535392712
153.0,1195.5380816844158,3.878865961313697
154.0,837.4973384931507,3.8993848881862094
155.0,547.2891384682523,4.052207980990113
156.0,576.6944825361704,4.262172997233862
157.0,863.5094128370373,4.2002144011180995
158.0,909.3473013551804,4.043164009510905
159.0,1215.2379439915348,3.909267062176614
160.0,1324.45536362764,3.8754018017740517
161.0,1000.9151021367227,3.844724810346806
162.0,1108.714706573471,3.855063185342106
163.0,857.9740494776695,3.9255215072694134
164.0,913.1919461921639,3.9705115825119304
165.0,792.516598131866,4.037125523015355
166.0,1098.1468608081038,4.039508111724448
167.0,1125.6350118671467,3.9707349054111356
168.0,1531.7490715205631,3.917964016797816
169.0,1158.7674363546398,3.9592101327578018
170.0,957.1640145373474,3.9371670301548085
171.0,1113.027054576996,3.9728981457566315
172.0,1054.5632008574992,3.9615982084512726
173.0,1002.8952993178182,3.998242601032414
174.0,692.0676149183835,4.052325925766166
175.0,611.7562406910174,4.23075917361159
176.0,1678.3130618440293,4.280589540509241
177.0,2201.051532658501,4.272617362931815
178.0,1711.3727019373132,4.216167180539011
179.0,1742.5551603167883,4.1154690303281996
180.0,1361.1952456610336,4.053090372212054
181.0,1429.2833407764629,4.071263975368758
182.0,1809.8236348236428,4.018360129617431
183.0,1799.246825749905,3.953102184895326
184.0,1073.7435218630878,3.956749627901713
185.0,635.4934705410552,3.9114645773061847
186.0,627.9866505475134,3.8811482012645784
187.0,597.5316560288281,3.936790111190182
188.0,533.661227364546,4.04086966244819
189.0,872.3581957503152,3.995191148909619
190.0,684.7263572259235,3.917799631722791
191.0,1750.2659637145703,3.8297239404650463
192.0,1411.400199086257,3.893619922622835
193.0,1104.5739672498776,4.099202569943899
194.0,1313.3643777293732,4.246049188476464
195.0,1282.9961040180679,4.1772203703875235
196.0,1230.9468590841866,4.097866493973768
197.0,1132.5714840929616,4.272803223559057
198.0,1107.3792492870325,4.598187800909608
199.0,2223.4043308467717,4.708897054802712
200.0,3117.3219405527434,4.630360957681992
201.0,2892.506845293414,4.468600214480851
202.0,2373.2033417424236,4.312835459770327
203.0,1851.9755508714638,4.322042472675117
204.0,1427.9734437578522,4.32451646878541
205.0,1087.2817264580578,4.186997931419105
206.0,718.7165730865335,4.057528090789875
207.0,1094.0407635581153,3.9770301633455816
208.0,1248.7350782810784,3.9762468988436566
209.0,1028.2198513661267,4.056579817630729
210.0,905.7955450054736,4.203808684980238
211.0,977.1358859283275,4.302693201079469
212.0,1779.2680049819087,4.380623565900716
213.0,1453.1608773087364,4.261614014642549
214.0,1084.4749391046164,4.12238123672253
215.0,999.6114910236774,4.105011023020763
216.0,1640.4342030464804,4.044214743393731
217.0,1542.445539849758,4.014854917929257
218.0,1414.2685071931323,3.964025057232251
219.0,838.078598766115,3.941891565637411
220.0,936.2936721254168,3.9602226492749932
221.0,1318.351478159017,4.022043892035975
222.0,1139.084176641022,4.048983407766939
223.0,1209.198070687251,4.008697757378094
224.0,1431.8121499243161,4.079955126942688
225.0,1342.8429276043353,4.0802473091176745
226.0,1314.750029834643,4.048080350024371
227.0,2296.1475352189045,3.953876810696417
228.0,1595.4671772949323,3.9970853882811754
229.0,1390.528624734645,4.029649049894179
230.0,1222.0858430411163,4.1465661370376115
231.0,1230.8953656067292,4.205820294387592
232.0,2436.1663789143777,4.212342305306315
233.0,3713.7171673178655,4.205901885327988
234.0,3306.089458465516,4.141633309974566
235.0,3897.999385386436,4.050199030893397
236.0,2850.960319537468,4.027478709749422
237.0,2360.377145045415,4.047849172270356
238.0,1641.4411392294883,3.9802637844846798
239.0,1094.8866433525445,3.948834412313133
240.0,722.2193773917943,3.996589922506187
241.0,1348.3715070496737,4.015463583512687
242.0,1166.4266501312522,4.018728085301449
243.0,1830.6471337607393,4.044401259563287
244.0,1255.0768836718396,4.085589351581055
245.0,1245.3855091247176,4.067629173630683
246.0,1192.4173281310464,3.990865055598158
247.0,1612.0106906810877,4.022279576381766
248.0,1767.687611593787,4.061379165164293
249.0,1942.8804093243468,3.9911359418942425
250.0,2425.5578428945714,3.953146669549272
251.0,1800.8663563883356,3.890947871191303
252.0,1494.0076546647638,3.9102452993253647
253.0,1496.5218386546317,3.904694812407535
254.0,1887.9131403357246,3.852822181731599
255.0,1424.5667836211346,3.8217897169094286
256.0,905.3637492230979,3.8717667178170365
257.0,658.1707062454765,3.903744533381266
258.0,835.449031965737,3.948654257814395
259.0,2013.641224324696,3.9027346810467183
260.0,1792.8811766728618,3.887840294200406
261.0,1814.632803989474,3.816528852892877
262.0,2738.757285128906,3.7913726691038425
263.0,2528.747174620734,3.8915715981007435
264.0,3220.293611741583,3.8992515505076804
265.0,2049.3023261416524,3.9380735046648008
266.0,1837.1362604242431,3.938380859717082
267.0,1865.027545445012,3.9370087011852615
268.0,2040.7310950029541,3.992589648556137
269.0,1834.593224516049,4.052554936859438
270.0,1470.6904602024033,4.077536300766103
271.0,1372.3506754921693,4.068541342925836
272.0,1361.8755622876015,4.031187771111528
273.0,1606.9601533298746,3.94553810333334
274.0,901.2209621638852,3.8350004081650964
275.0,987.2368064586615,3.8537363685755133
276.0,579.8971485936185,3.924398250928278
277.0,439.81374326621767,3.998706595723181
278.0,458.248938183787,4.068967752503605
279.0,648.6086450142664,4.039504541532871
280.0,969.1048467113174,4.1177649333691395
281.0,1017.4504157529741,4.2283738835856655
282.0,890.4258286936091,4.259373262900827
283.0,1077.877683017916,4.380529621923031
284.0,1213.9980173558629,4.528934416461169
285.0,1253.782569210986,4.566298700892686
286.0,1179.5743733910854,4.402752631432496
287.0,1300.292147082719,4.170273839769093
288.0,1218.6314927946455,4.123015790018747
289.0,764.7304351407194,4.098300160589083
290.0,885.7573423452001,4.103129733044396
291.0,1300.997756918851,4.065195441754348
292.0,1723.5914792881454,4.062500482009815
293.0,2634.543641211091,4.105239674169379
294.0,2042.185815724728,4.201388998071449
295.0,1534.4192541238722,4.210270774595584
296.0,1926.3961363178767,4.2638408317767755
297.0,2417.2927029988205,4.2761009423777026
298.0,1369.2834548490716,4.347746308623796
299.0,1857.9395776670287,4.400399202512468
300.0,1796.0855046137249,4.372821533631314
301.0,1889.2007174603589,4.306093190011299
302.0,1278.9359752096789,4.233943227758082
303.0,776.4541836624551,4.230716647920445
304.0,488.41069802939865,4.294830468942302
305.0,346.40473373348067,4.368296176455511
306.0,769.5147004847253,4.330797842330696
307.0,1131.06445765614,4.26047714688763
308.0,1692.995452367571,4.1229050875604365
309.0,2130.6306179344892,4.136596740188947
310.0,1859.8297050005494,4.117584599444003
311.0,2109.916382825154,4.067359311429742
312.0,2751.4751192855865,4.107467255356449
313.0,1958.5444682543684,4.114184855000003
314.0,2005.7564558934691,4.144733363910188
315.0,2034.244485160585,4.233735678347496
316.0,3319.2955987590162,4.260854139986085
317.0,2797.4724956469854,4.171663972759619
318.0,3212.523810022738,4.11593049697861
319.0,3003.2779160258438,4.123812841420302
320.0,2745.9601118425153,4.1645422942899
321.0,2894.352580896604,4.2420435581118685
322.0,1854.2300958806914,4.250863727622242
323.0,1982.5703703192394,4.272428803798859
324.0,2235.5481878390965,4.245238842290297
325.0,1987.8950789727967,4.230383782618494
326.0,1977.5304846877202,4.185446706542223
327.0,2955.6083566461625,4.114331628973369
328.0,1746.0753221090663,4.166597401139796
329.0,2094.2887983333185,4.109574069261109
330.0,1649.7020792987257,4.055503339469264
331.0,1675.501582700228,4.03866289951632
332.0,2066.5955907328507,4.046953356955793
333.0,2094.2701392223853,4.124473436440699
334.0,2107.8415084939847,4.013364854306477
335.0,1695.9422231413942,3.950565242386214
336.0,1521.4778549285788,4.127766959774347
337.0,1624.7761933009253,4.190856032326791
338.0,2352.6221302067156,4.133936791010216
339.0,1761.9965258260095,4.079637731718653
340.0,1569.5948416896708,4.200331255142969
341.0,1156.3769175854334,4.29688998592872
342.0,1536.3094545631093,4.306632510654439
343.0,1631.8355028166043,4.169846965269086
344.0,1420.372195105246,4.10332615313761
345.0,1740.5245279005585,4.071043055251609
346.0,1237.0979573882955,4.143390070091131
347.0,753.0945096917869,4.263203460764678
348.0,922.3331594559509,4.386461000237345
349.0,1064.6135152837674,4.38896286987042
350.0,819.3795095905346,4.335553155883472
351.0,624.3669802410573,4.4128336632425
352.0,1851.055901181261,4.479393277983187
353.0,1157.7892524335239,4.352823313069934
354.0,1618.2712082395933,4.14302713422939
355.0,3498.04682496201,4.016209538318671
356.0,2593.0657561579847,3.9735129432551317
357.0,2396.5461169559,3.9718236370397526
358.0,2703.866662508318,3.9623190539072484
359.0,3259.667796229138,3.8455781278877117
360.0,3057.5081152221073,3.884989628158584
361.0,1908.268246608735,3.881611227512006
362.0,1069.6504564085985,3.916808536695071
363.0,1538.844248046891,3.9218001045753867
364.0,897.720411955373,3.9666236366610597
365.0,1138.8917408379557,4.002888745141554
366.0,1421.3369369492657,4.091098534427031
367.0,1663.3905345729725,4.169299311328339
368.0,1496.5684211158264,4.165753973232569
369.0,1318.672001611034,4.17051175133682
370.0,1301.8568141271558,4.134561906057767
371.0,1215.7882836938816,4.204912227546465
372.0,1552.128072870551,4.231846814754241
373.0,1783.443200820604,4.178873306593634
374.0,1406.7345639520572,4.174720868109233
375.0,1287.2909380358797,4.217815808361508
376.0,928.2387192641736,4.269216736467181
377.0,1362.9034028280505,4.2935881320674945
378.0,1906.8240625535404,4.16550899472386
379.0,2233.675417285483,4.018506670341727
380.0,1909.3473639782449,4.035865604455033
381.0,1469.332843101838,4.1397832053668635
382.0,1340.7324072676006,4.10875502352491
383.0,2902.992855469677,4.180898126041768
384.0,2734.040972290374,4.331997633374739
385.0,1652.3926947789228,4.370922326970428
386.0,1430.200980458615,4.404965612635907
387.0,2234.971346686987,4.367199251728643
388.0,2473.3028647327537,4.2796996938199525
389.0,2403.4579720118572,4.2015360279937655
390.0,1858.1067266701114,4.226388926508049
391.0,1056.4763251283364,4.3812106828008766
392.0,1184.966089901079,4.481035388869271
393.0,757.1181780444572,4.460499021809801
394.0,1690.2415839276175,4.3613370710533825
395.0,1735.6689912111854,4.22061382035702
396.0,2302.2319938183023,4.153329377302667
397.0,2320.565604589573,4.120911675427445
398.0,1701.6949966082375,4.073464286939855
399.0,1352.6919125577797,4.142005443564325
400.0,835.4036874660404,4.250160733372066
401.0,482.5520636063532,4.43070301328992
402.0,2008.9894500801,4.486138188151686
403.0,1538.600546409134,4.30542057746297
404.0,827.1845718505112,4.159456672203019
405.0,2097.9331430168577,4.04973870502126
406.0,1419.986477297588,3.992269242618435
407.0,2416.7409519797725,4.017972724942858
408.0,2205.259769475761,4.087904568680686
409.0,1894.8516120314184,4.2626294958872855
410.0,2006.7022841365422,4.386044752245841
411.0,1137.622670476958,4.460165052510783
412.0,1393.3735516258844,4.437505474081606
413.0,1379.9449559724044,4.476194779921366
414.0,2742.996740117498,4.373826760828074
415.0,1336.7453927985669,4.3165860562837235
416.0,3344.2992386974843,4.282612740213559
417.0,2649.804019996414,4.308818813565937
418.0,3002.704872105582,4.2895604622169
419.0,2625.982932756498,4.151399171931715
420.0,3077.495807853598,4.093232533327039
421.0,2437.747107524389,4.161702844931957
422.0,2768.4828694183625,4.253755455165179
423.0,1854.0705669111912,4.3542964742459205
424.0,1827.2490089731168,4.272937625047998
425.0,1637.1800114864818,4.19441005378626
426.0,804.6306833055628,4.068324454094315
427.0,1837.5426608543394,4.094332451603579
428.0,1465.723362705915,4.27560694266396
429.0,1401.7958360814462,4.461791980461415
430.0,1042.4093430943,4.584642843744575
431.0,1358.442223855997,4.634844428721602
432.0,888.3264810545991,4.499905927390651
433.0,1799.1709184071933,4.433050473162652
434.0,1229.860269306739,4.34310536820613
