time,mouse_movement,mouse_clicks
0.0,1512.2030460247925,1.0
1.0,2625.344248767559,1.5
2.0,2505.449370707833,3.75
3.0,1986.7946070691537,1.875
4.0,4464.766116307181,0.9375
5.0,4144.371223726319,0.4375
6.0,3462.31038802682,2.1875
7.0,1924.3359004223262,2.0
8.0,1747.4556374170074,1.0
9.0,1413.1165187717606,2.5
10.0,1444.7282261043183,2.25
11.0,729.872690917912,1.0625
12.0,506.0334280908743,0.5
13.0,309.13123955394076,0.25
14.0,573.321194063652,1.0625
15.0,1714.2060865267447,1.5
16.0,3842.425242109303,2.75
17.0,2102.9060249657455,2.375
18.0,1156.4154277517096,3.1875
19.0,2415.5669194719894,2.5625
20.0,1354.85284399321,3.25
21.0,1554.3072444769523,1.5625
22.0,1143.5357302652133,3.75
23.0,779.4045517431597,1.8125
24.0,366.92058341635885,3.875
25.0,1141.470282078361,1.875
26.0,2230.936824419517,0.9375
27.0,1106.2512242112866,0.375
28.0,1209.325492802826,0.1875
29.0,3658.604789269083,2.0
30.0,2568.1189384429344,3.0
31.0,2719.1568472985637,1.5
32.0,2063.0870329630743,2.75
33.0,1411.4191966111637,5.375
34.0,1231.0805818426766,3.625
35.0,3478.3489454967257,2.75
36.0,3878.9918396241374,1.375
37.0,3591.6301329906355,0.625
38.0,2858.8222177698663,3.1875
39.0,3684.5022008978813,2.5625
40.0,3086.19618984277,1.25
41.0,2008.6140088046186,0.625
42.0,1667.2468433696026,1.3125
43.0,1458.9849165454289,2.5625
44.0,1771.1845837826331,1.25
45.0,1413.5251034488804,2.625
46.0,783.0452234779779,2.3125
47.0,1342.6244507783852,1.125
48.0,3942.0794141237393,0.5
49.0,3673.6937152740293,1.25
50.0,3965.0690527643674,0.5625
51.0,3889.53439305312,1.25
52.0,5517.225402413133,0.625
53.0,3508.2771979774056,0.3125
54.0,2812.2734610477273,0.125
55.0,1393.8659761176275,1.0625
56.0,645.2484559779225,0.5
57.0,218.86269790533208,2.25
58.0,85.7901146264826,3.125
59.0,8.13163577322295,3.5625
60.0,2.353553390593274,1.75
61.0,4.9267766952966365,0.875
62.0,3.1875,0.375
63.0,48.92298057461824,2.125
64.0,75.35135951921359,3.0
65.0,248.72531542923076,1.5
66.0,523.6786807265461,0.75
67.0,436.4067811659595,0.375
68.0,216.72142244002293,0.125
69.0,106.77040280651445,0.0
70.0,46.78990028858148,0.0
71.0,10.912418175167904,0.0
72.0,0.0,0.0
73.0,0.0,0.0
74.0,0.0,0.0
75.0,0.0,0.0
76.0,247.1838434395806,1.0
77.0,146.2422032596632,1.5
78.0,83.53531519220469,2.75
79.0,53.767657596102346,1.375
80.0,26.883828798051173,0.6875
81.0,5.717419291538692,0.3125
82.0,36.37666071178563,0.125
83.0,372.83442074707136,1.0
84.0,551.7094241407974,1.5
85.0,365.5912305822848,0.75
86.0,219.93117820525387,1.375
87.0,555.5494446755945,0.6875
88.0,308.0285273476803,0.3125
89.0,395.3979386318334,0.125
90.0,265.0804448103393,1.0625
91.0,669.0540033194715,1.5
92.0,369.2412765386132,2.75
93.0,289.4389669812082,1.375
94.0,668.7262225858375,0.6875
95.0,399.60127394287065,0.3125
96.0,542.5560221955612,0.125
97.0,1287.22315375851,1.0
98.0,3328.6428498034174,1.5
99.0,2363.4726875392535,2.75
100.0,1663.5800033368432,1.375
101.0,1346.3607596468498,1.6875
102.0,2730.163736575011,1.8125
103.0,1907.653436788792,3.875
104.0,3106.332878558359,3.875
105.0,1791.424483690815,4.9375
106.0,1882.4805646120385,4.4375
107.0,1410.3089863036068,4.1875
108.0,1497.3922127266665,5.0
109.0,1777.5407033386675,4.4375
110.0,2066.4824535624566,4.125
111.0,2144.7838655606356,3.0
112.0,1555.683243962044,2.4375
113.0,1492.0627424377335,3.125
114.0,1168.7410825625052,3.5
115.0,937.8408935000651,3.6875
116.0,923.9593166142639,1.8125
117.0,1141.3201866289091,3.875
118.0,1293.1653427427086,3.875
119.0,2503.5913492023906,3.875
120.0,2170.6924828696706,3.875
121.0,1569.0318294676931,2.9375
122.0,1760.7105834891836,2.375
123.0,1535.8503752268336,2.125
124.0,2130.3857609535294,2.0
125.0,1776.9729734391226,2.9375
126.0,1531.311306296111,2.4375
127.0,1746.8980410914642,4.1875
128.0,1886.3104934291275,3.0625
129.0,1939.133506043768,4.5
130.0,1747.7193266436523,3.1875
131.0,2427.6435195780195,1.5625
132.0,2678.2187065741396,1.6875
133.0,2133.5200521904567,0.8125
134.0,1681.4192128963532,3.3125
135.0,986.6488485147223,2.625
136.0,1180.810830536257,3.3125
137.0,1420.0257665929007,2.625
138.0,1437.002220344693,3.3125
139.0,2604.8375452830433,3.5625
140.0,2265.4524717384866,3.75
141.0,1996.5625776206716,3.8125
142.0,1809.5993231535117,2.875
143.0,1770.6787412267488,3.375
144.0,1219.6316467890056,2.625
145.0,1139.7481619729265,3.25
146.0,933.0595934378505,4.5625
147.0,1507.3094403109835,3.25
148.0,1693.8319252486256,2.5625
149.0,1935.2463054009695,4.25
150.0,2227.2079012205368,4.0625
151.0,1963.9311892816404,2.9375
