time,AF3/theta,AF3/alpha,AF3/betaL,AF3/betaH,AF3/gamma,T7/theta,T7/alpha,T7/betaL,T7/betaH,T7/gamma,Pz/theta,Pz/alpha,Pz/betaL,Pz/betaH,Pz/gamma,T8/theta,T8/alpha,T8/betaL,T8/betaH,T8/gamma,AF4/theta,AF4/alpha,AF4/betaL,AF4/betaH,AF4/gamma
134.0,99.34375,13.57825,5.61525,6.17575,6.15475,7.12075,3.7254500000000004,8.692,8.247250000000001,5.40175,9.402000000000001,8.5325,10.32625,20.61375,17.6265,7.936750000000001,16.81475,11.683250000000001,7.556749999999999,7.987,44.79,19.82275,12.766,9.47925,5.2445
135.0,51.84374999999999,10.948916666666666,4.5489999999999995,4.653725,4.71275,7.683249999999999,3.858808333333333,6.391583333333333,4.995866666666666,4.3358333333333325,7.078916666666666,6.486,4.951583333333334,20.314666666666668,15.442666666666664,6.124583333333334,14.209416666666666,8.216416666666667,7.5426666666666655,7.872499999999999,30.007749999999998,14.020999999999997,10.0255,8.085666666666667,4.5633
136.0,32.03353571428571,12.19775,6.441642857142856,6.038167857142856,5.133964285714285,8.653749999999999,7.657560714285714,7.150678571428572,4.959371428571429,4.3609285714285715,4.576778571428571,5.807214285714286,4.094892857142857,20.845142857142854,16.939571428571426,5.529135714285713,14.825392857142855,10.133821428571428,7.869071428571428,7.150071428571428,21.74517857142857,10.822357142857141,7.810714285714286,7.942642857142857,4.452457142857142
137.0,24.72638333333333,10.867683333333332,7.000366666666666,5.429411666666667,4.61865,10.597283333333333,10.725061666666667,5.210583333333334,5.542506666666666,5.322633333333332,5.04823,5.346566666666668,3.966683333333333,24.648400000000002,14.571713333333333,7.577529999999999,18.95965,9.878183333333334,8.732233333333333,6.453766666666667,18.839216666666665,12.122033333333334,7.102333333333334,7.026366666666667,5.292613333333334
138.0,24.088108064516128,12.749782258064515,8.192564516129032,5.142876612903225,4.2577854838709674,6.89475,8.553545967741934,6.895959677419355,5.010116129032258,6.1963709677419345,6.300814516129032,5.8040806451612905,5.256266129032258,25.628903225806454,13.52093870967742,8.351966129032258,16.84557258064516,7.548088709677419,9.011016129032257,6.922790322580646,21.580504838709675,12.666338709677419,7.332225806451612,5.927209677419355,6.260167741935484
139.0,13.74743870967742,12.720790322580644,6.9141008064516125,5.671893951612904,4.222203225806451,5.209272580645162,7.5266205645161275,5.158173387096774,4.675650806451613,6.188350806451613,4.696542741935484,6.657645161290322,8.373322580645162,25.000875,14.405461290322581,6.363712903225807,12.536677419354838,6.62566935483871,7.996657258064516,6.833153225806451,13.936033064516128,15.40970564516129,6.047951612903225,5.949616935483871,6.355946774193548
140.0,9.822478225806453,11.52145564516129,5.711762096774192,5.027935483870968,5.230847580645161,4.599725,9.311028225806451,4.318225806451613,5.170629032258065,6.603612903225807,5.126571774193549,9.893745967741935,7.056979838709678,23.588354838709677,14.033370161290325,5.585583870967742,12.222681451612901,7.794528225806452,6.791366935483871,7.659491935483871,11.312870967741935,11.568076612903226,7.849729838709678,4.738149193548386,6.565542741935484
141.0,11.373434677419354,13.344560483870968,4.797346774193548,5.604411290322581,5.4246838709677405,8.898094354838708,9.14811693548387,3.4882096774193543,4.972927419354839,6.055358870967742,5.646508870967742,8.146193548387096,4.645903225806451,25.349096774193548,14.53374556451613,7.483550806451612,12.198963709677418,6.090104838709678,5.328801612903225,7.165806451612903,12.240134677419356,13.174629032258064,6.9712258064516135,4.970568548387096,5.630685483870968
142.0,33.35857822580645,12.026346774193549,6.164330645161289,6.3423870967741935,5.434474999999999,7.141145967741934,6.540040322580644,4.385701612903226,4.287677419354839,5.00683870967742,6.090210080645161,5.827233870967742,4.286008064516129,27.019318548387098,16.465197983870965,7.1011,12.522237903225806,6.581721774193548,6.366021774193548,7.395153225806451,26.019865725806454,11.334294354838708,7.619056451612902,5.283467741935484,6.39599193548387
143.0,35.09826774193549,11.024362903225807,7.765419354838709,5.235408870967742,4.941633064516129,5.642088709677419,6.298120967741935,5.146979838709677,3.982022580645162,4.8233629032258065,7.368603225806451,4.390310483870968,4.801887096774193,24.36268951612903,14.523111290322579,7.95787258064516,9.873834677419353,6.345447580645161,6.919262903225805,6.880568548387096,27.663054435483872,11.202040322580645,6.758693548387097,5.219915322580645,6.4040725806451615
