time,buttons_pressed
0.0,1.0
1.0,2.5
2.0,3.25
3.0,1.625
4.0,3.8125
5.0,1.875
6.0,0.875
7.0,0.375
8.0,0.1875
9.0,1.0
10.0,0.5
11.0,0.25
12.0,0.125
13.0,0.0625
14.0,0.0
15.0,1.0
16.0,0.5
17.0,0.25
18.0,0.125
19.0,1.0625
20.0,0.5
21.0,0.25
22.0,0.125
23.0,0.0625
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,1.0
33.0,0.5
34.0,0.25
35.0,1.125
36.0,1.5625
37.0,1.75
38.0,0.875
39.0,0.4375
40.0,4.1875
41.0,4.0625
42.0,4.0
43.0,6.0
44.0,4.0
45.0,2.875
46.0,1.375
47.0,1.625
48.0,0.6875
49.0,0.3125
50.0,0.125
51.0,0.0625
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,2.0
63.0,4.0
64.0,2.0
65.0,1.0
66.0,0.5
67.0,0.1875
68.0,0.0
69.0,0.0
70.0,1.0
71.0,1.5
72.0,1.75
73.0,0.875
74.0,1.4375
75.0,1.6875
76.0,1.8125
77.0,1.875
78.0,1.9375
79.0,0.9375
80.0,0.4375
81.0,0.1875
82.0,0.0625
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,0.0
89.0,0.0
90.0,0.0
91.0,0.0
92.0,0.0
93.0,1.0
94.0,2.5
95.0,3.25
96.0,3.625
97.0,2.8125
98.0,2.375
99.0,4.125
100.0,2.0
101.0,0.9375
102.0,0.4375
103.0,0.1875
104.0,0.0
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,1.0
112.0,0.5
113.0,0.25
114.0,0.125
115.0,0.0625
116.0,0.0
117.0,0.0
118.0,0.0
119.0,0.0
120.0,0.0
121.0,0.0
122.0,0.0
123.0,0.0
124.0,0.0
125.0,0.0
126.0,0.0
127.0,0.0
128.0,0.0
129.0,0.0
130.0,0.0
131.0,0.0
132.0,0.0
133.0,0.0
134.0,0.0
135.0,0.0
136.0,0.0
137.0,0.0
138.0,1.0
139.0,0.5
140.0,0.25
141.0,0.125
142.0,0.0625
143.0,0.0
144.0,0.0
145.0,1.0
146.0,1.5
147.0,0.75
148.0,1.375
149.0,1.6875
150.0,0.8125
151.0,1.375
152.0,1.6875
153.0,1.8125
154.0,0.875
155.0,2.4375
156.0,2.1875
157.0,2.0625
158.0,3.0
159.0,1.5
160.0,2.6875
161.0,3.3125
162.0,2.625
163.0,2.25
164.0,2.125
165.0,2.0
166.0,0.9375
167.0,1.4375
