time,buttons_pressed
0.0,1.0
1.0,2.5
2.0,1.25
3.0,0.625
4.0,1.3125
5.0,0.625
6.0,0.25
7.0,0.125
8.0,1.0625
9.0,0.5
10.0,1.25
11.0,1.625
12.0,0.8125
13.0,1.375
14.0,0.6875
15.0,1.3125
16.0,0.625
17.0,0.3125
18.0,1.125
19.0,0.5625
20.0,0.25
21.0,0.125
22.0,1.0625
23.0,0.5
24.0,0.25
25.0,0.125
26.0,0.0625
27.0,0.0
28.0,1.0
29.0,1.5
30.0,1.75
31.0,0.875
32.0,0.4375
33.0,1.1875
34.0,1.5625
35.0,0.75
36.0,0.375
37.0,0.1875
38.0,1.0625
39.0,0.5
40.0,0.25
41.0,0.125
42.0,0.0625
43.0,0.0
44.0,0.0
45.0,0.0
46.0,1.0
47.0,0.5
48.0,0.25
49.0,2.125
50.0,2.0625
51.0,1.0
52.0,0.5
53.0,2.25
54.0,1.0625
55.0,1.5
56.0,1.75
57.0,0.875
58.0,1.375
59.0,1.6875
60.0,0.8125
61.0,2.375
62.0,2.1875
63.0,1.0625
64.0,0.5
65.0,1.25
66.0,0.5625
67.0,1.25
68.0,0.625
69.0,1.3125
70.0,0.625
71.0,2.3125
72.0,7.125
73.0,4.5625
74.0,3.25
75.0,4.625
76.0,3.25
77.0,2.4375
78.0,2.1875
79.0,2.0625
80.0,0.9375
81.0,0.4375
82.0,1.1875
83.0,1.5625
84.0,1.75
85.0,0.875
86.0,1.4375
87.0,1.6875
88.0,1.8125
89.0,0.875
90.0,1.4375
91.0,0.6875
92.0,2.3125
93.0,1.125
94.0,3.5625
95.0,2.75
96.0,2.375
97.0,2.125
98.0,1.0625
99.0,2.4375
100.0,2.1875
101.0,1.0625
102.0,1.5
103.0,0.75
104.0,1.3125
105.0,1.625
106.0,1.8125
107.0,1.875
108.0,3.9375
109.0,3.9375
110.0,3.9375
111.0,3.9375
112.0,2.9375
113.0,1.375
114.0,2.625
115.0,1.25
116.0,1.5625
117.0,1.75
118.0,1.875
119.0,2.875
120.0,3.4375
121.0,1.6875
122.0,1.8125
123.0,0.875
124.0,3.375
125.0,1.625
126.0,2.8125
127.0,3.375
128.0,1.6875
129.0,2.75
130.0,1.375
131.0,1.625
132.0,1.75
133.0,3.875
134.0,1.875
135.0,3.9375
136.0,4.9375
137.0,2.4375
138.0,5.125
139.0,3.5625
140.0,4.6875
141.0,4.25
142.0,3.125
143.0,1.4375
144.0,1.6875
145.0,2.75
146.0,2.3125
147.0,2.125
148.0,3.0625
149.0,1.5
150.0,0.6875
151.0,1.3125
152.0,0.625
153.0,1.25
154.0,1.625
155.0,2.8125
156.0,1.375
157.0,1.6875
158.0,1.8125
159.0,2.875
160.0,4.375
161.0,2.1875
162.0,3.0625
