time,facial_skin_temperature
5.0,36.4
6.0,36.410666666666664
7.0,36.42285714285714
8.0,36.43626666666667
9.0,36.45058064516128
10.0,36.46658064516129
11.0,36.46606451612902
12.0,36.45729032258065
13.0,36.44438709677419
14.0,36.4294193548387
15.0,36.41341935483871
16.0,36.40567741935483
17.0,36.40206451612903
18.0,36.400516129032255
19.0,36.39999999999999
20.0,36.39999999999999
21.0,36.39999999999999
22.0,36.39999999999999
23.0,36.39999999999999
24.0,36.39999999999999
25.0,36.39999999999999
26.0,36.39999999999999
27.0,36.305032258064514
28.0,36.162580645161285
29.0,35.996387096774185
30.0,35.81832258064516
31.0,35.63432258064516
32.0,35.575225806451606
33.0,35.57858064516128
34.0,35.61316129032258
35.0,35.66335483870968
36.0,35.721354838709686
37.0,35.79277419354839
38.0,35.87090322580645
39.0,35.952387096774196
40.0,36.035548387096775
41.0,36.11954838709677
42.0,36.156064516129035
43.0,36.168838709677416
44.0,36.16974193548387
45.0,36.16470967741935
46.0,36.15670967741935
47.0,36.1416559139785
48.0,36.1230752688172
49.0,36.1027311827957
50.0,36.08150537634408
51.0,36.05983870967742
52.0,36.03817204301076
53.0,36.02355913978495
54.0,36.012473118279566
55.0,36.00315053763441
56.0,35.99470967741935
57.0,35.986709677419356
58.0,35.97458064516128
59.0,35.9603870967742
60.0,35.94516129032258
61.0,35.9294193548387
62.0,35.91341935483871
63.0,35.888129032258064
64.0,35.85819354838709
65.0,35.825935483870964
66.0,35.79251612903225
67.0,35.75851612903225
68.0,35.74206451612903
69.0,35.734387096774185
70.0,35.731096774193546
71.0,35.72999999999999
72.0,35.72999999999999
73.0,35.72999999999999
74.0,35.73412903225806
75.0,35.74032258064516
76.0,35.74754838709677
77.0,35.75529032258064
78.0,35.763290322580644
79.0,35.77232258064517
80.0,35.78187096774194
81.0,35.79167741935484
82.0,35.80161290322581
83.0,35.81161290322581
84.0,35.82883870967742
85.0,35.84967741935485
86.0,35.87232258064516
87.0,35.89587096774193
88.0,35.91987096774193
89.0,35.927354838709675
90.0,35.92658064516129
91.0,35.921677419354836
92.0,35.91470967741935
93.0,35.90670967741936
94.0,35.90972043010753
95.0,35.91823655913978
96.0,35.92950537634408
97.0,35.942150537634404
98.0,35.95548387096774
99.0,35.96881720430107
100.0,35.97113978494623
101.0,35.96795698924731
102.0,35.96202150537634
103.0,35.95470967741936
104.0,35.94670967741935
105.0,35.94696774193548
106.0,35.951354838709676
107.0,35.957806451612896
108.0,35.96529032258064
109.0,35.97329032258064
110.0,35.97716129032257
111.0,35.97896774193548
112.0,35.97974193548386
113.0,35.97999999999999
114.0,35.97999999999999
115.0,35.97999999999999
116.0,35.97999999999999
117.0,35.97999999999999
118.0,35.97999999999999
119.0,35.97999999999999
120.0,35.98344086021505
121.0,35.98860215053763
122.0,35.994623655913976
123.0,36.0010752688172
124.0,36.00774193548388
125.0,36.01440860215054
126.0,36.017634408602156
127.0,36.01913978494624
128.0,36.01978494623656
129.0,36.02
130.0,36.02
131.0,36.01587096774193
132.0,36.00967741935484
133.0,36.00245161290323
134.0,35.99470967741935
135.0,35.986709677419356
136.0,35.99212903225806
137.0,36.00425806451612
138.0,36.019741935483864
139.0,36.03690322580645
140.0,36.05490322580645
141.0,36.05931182795699
142.0,36.0569247311828
143.0,36.051139784946244
144.0,36.0436559139785
145.0,36.035322580645165
146.0,36.02698924731183
147.0,36.02295698924732
148.0,36.021075268817214
149.0,36.020268817204304
150.0,36.02
151.0,36.02
152.0,36.02
153.0,36.02
154.0,36.02
155.0,36.02
156.0,36.02
157.0,36.02
158.0,36.02
159.0,36.02
160.0,36.02
161.0,36.02
162.0,36.013118279569895
163.0,36.00279569892473
164.0,35.990752688172044
165.0,35.97784946236559
166.0,35.964516129032255
167.0,35.95118279569892
168.0,35.88898924731183
169.0,35.802365591397844
170.0,35.70352688172043
171.0,35.598580645161285
172.0,35.49058064516129
173.0,35.49406451612903
174.0,35.553290322580644
175.0,35.64038709677419
176.0,35.74141935483871
177.0,35.8494193548387
178.0,35.90353548387096
179.0,35.93070967741935
180.0,35.944412903225796
181.0,35.95138064516128
182.0,35.954980645161285
183.0,35.937316129032254
184.0,35.909019354838705
185.0,35.8754064516129
186.0,35.83913548387096
187.0,35.801535483870964
188.0,35.76957849462366
189.0,35.740443010752685
190.0,35.712718279569884
191.0,35.685698924731184
192.0,35.659032258064514
193.0,35.63236559139784
194.0,35.6194623655914
195.0,35.61344086021505
196.0,35.61086021505376
197.0,35.61
198.0,35.61
199.0,35.61
200.0,35.61
201.0,35.61
202.0,35.61
203.0,35.61
204.0,35.61
205.0,35.61
206.0,35.61
207.0,35.61
208.0,35.61
209.0,35.60483870967742
210.0,35.597096774193545
211.0,35.58806451612904
212.0,35.57838709677419
213.0,35.568387096774195
214.0,35.57129032258065
215.0,35.58064516129032
216.0,35.59322580645161
217.0,35.60741935483871
218.0,35.62241935483871
219.0,35.637419354838705
220.0,35.65293548387096
221.0,35.66870967741935
222.0,35.684612903225805
223.0,35.70058064516129
224.0,35.71658064516129
225.0,35.720193548387094
226.0,35.7176129032258
227.0,35.71193548387096
228.0,35.70470967741935
229.0,35.69670967741935
230.0,35.69882580645161
231.0,35.705999999999996
232.0,35.71570322580645
233.0,35.726670967741924
234.0,35.738270967741926
235.0,35.750077419354824
236.0,35.761987096774185
237.0,35.773948387096766
238.0,35.78593548387096
239.0,35.797935483870965
240.0,35.809935483870966
241.0,35.819870967741934
242.0,35.828774193548384
243.0,35.837161290322584
244.0,35.84529032258064
245.0,35.85329032258064
246.0,35.85716129032258
247.0,35.85896774193549
248.0,35.85974193548387
249.0,35.86
250.0,35.86
251.0,35.86
252.0,35.86
253.0,35.86
254.0,35.86
255.0,35.86
256.0,35.86412903225806
257.0,35.87032258064516
258.0,35.87754838709677
259.0,35.885290322580644
260.0,35.89329032258064
261.0,35.89716129032257
262.0,35.89896774193548
263.0,35.899741935483874
264.0,35.89999999999999
265.0,35.89999999999999
266.0,35.89999999999999
267.0,35.89999999999999
268.0,35.89999999999999
269.0,35.89999999999999
270.0,35.89999999999999
271.0,35.89999999999999
272.0,35.90412903225806
273.0,35.91032258064516
274.0,35.91754838709677
275.0,35.92529032258064
276.0,35.93329032258064
277.0,35.94404301075269
278.0,35.95617204301075
279.0,35.968989247311825
280.0,35.98215053763441
281.0,35.995483870967746
282.0,36.00881720430108
283.0,36.02455913978495
284.0,36.04150537634409
285.0,36.05905376344086
286.0,36.07690322580645
287.0,36.09490322580645
288.0,36.10361290322581
289.0,36.10767741935484
290.0,36.10941935483871
291.0,36.11
292.0,36.11
293.0,36.12238709677419
294.0,36.140967741935484
295.0,36.16264516129032
296.0,36.185870967741934
297.0,36.209870967741935
298.0,36.22148387096774
299.0,36.226903225806446
300.0,36.22922580645161
301.0,36.22999999999999
302.0,36.22999999999999
303.0,36.22999999999999
304.0,36.15670967741935
305.0,36.04677419354839
306.0,35.918516129032255
307.0,35.78109677419354
308.0,35.639096774193554
309.0,35.617870967741936
310.0,35.65703225806452
311.0,35.72638709677419
312.0,35.81083870967742
313.0,35.90283870967741
314.0,35.95148387096774
315.0,35.97845161290323
316.0,35.994580645161285
317.0,36.00529032258065
318.0,36.013290322580644
319.0,36.004774193548386
320.0,35.988
321.0,35.96709677419355
322.0,35.94412903225806
323.0,35.92012903225806
324.0,35.89733333333333
325.0,35.875139784946235
326.0,35.85324731182796
327.0,35.83150537634408
328.0,35.80983870967742
329.0,35.78817204301076
330.0,35.76943010752689
331.0,35.75215053763441
332.0,35.73560215053763
333.0,35.719419354838706
334.0,35.7034193548387
335.0,35.697535483870965
336.0,35.69670967741935
337.0,35.6984129032258
338.0,35.70138064516128
339.0,35.704980645161285
340.0,35.70861505376343
341.0,35.712266666666665
342.0,35.71592688172042
343.0,35.719591397849456
344.0,35.72325806451612
345.0,35.72692473118279
346.0,35.72456989247311
347.0,35.719204301075266
348.0,35.712333333333326
349.0,35.70470967741935
350.0,35.69670967741935
351.0,35.69696774193548
352.0,35.701354838709676
353.0,35.707806451612896
354.0,35.71529032258064
355.0,35.72329032258064
356.0,35.73490322580645
357.0,35.74832258064516
358.0,35.76264516129032
359.0,35.77741935483871
360.0,35.792419354838714
361.0,35.807419354838714
362.0,35.8188064516129
363.0,35.82838709677419
364.0,35.83706451612903
365.0,35.84529032258064
366.0,35.85329032258064
367.0,35.853032258064516
368.0,35.84864516129032
369.0,35.842193548387094
370.0,35.834709677419355
371.0,35.82670967741936
372.0,35.82283870967742
373.0,35.82103225806452
374.0,35.820258064516125
375.0,35.82000000000001
376.0,35.82000000000001
377.0,35.82000000000001
378.0,35.82000000000001
379.0,35.82000000000001
380.0,35.82000000000001
381.0,35.82000000000001
382.0,35.81569892473119
383.0,35.80924731182796
384.0,35.80172043010753
385.0,35.7936559139785
386.0,35.785322580645165
387.0,35.77698924731183
388.0,35.76882795698925
389.0,35.76075268817204
390.0,35.75272043010753
391.0,35.74470967741935
392.0,35.73670967741935
393.0,35.73283870967741
394.0,35.73103225806451
