,ibi_s,day,time
1,18.514,1,09:05:24
2,0.268,1,09:05:25
3,0.645,1,09:05:42
4,0.681,1,09:05:43
5,0.771,1,09:05:43
6,0.776,1,09:05:44
7,0.749,1,09:05:45
8,0.799,1,09:05:46
9,0.869,1,09:05:47
10,0.91,1,09:05:47
11,0.86,1,09:05:48
12,0.795,1,09:05:49
13,0.741,1,09:05:50
14,0.712,1,09:05:51
15,0.683,1,09:05:51
16,0.655,1,09:05:52
17,0.708,1,09:05:53
18,0.744,1,09:05:53
19,0.758,1,09:05:54
20,0.77,1,09:05:55
21,0.755,1,09:05:56
22,0.753,1,09:05:56
23,0.731,1,09:05:57
24,0.75,1,09:05:58
25,0.732,1,09:05:59
26,0.722,1,09:05:59
27,0.707,1,09:06:00
28,0.703,1,09:06:01
29,0.729,1,09:06:01
30,0.551,1,09:06:02
31,0.296,1,09:06:02
32,0.912,1,09:06:03
33,0.271,1,09:06:03
34,0.251,1,09:06:04
35,1.9889999999999999,1,09:06:06
36,0.391,1,09:06:06
37,0.783,1,09:06:15
38,0.771,1,09:06:15
39,0.539,1,09:06:16
40,0.251,1,09:06:16
41,0.256,1,09:06:16
42,0.357,1,09:06:17
43,9.245,1,09:06:26
44,0.533,1,09:06:26
45,0.372,1,09:06:27
46,12.458,1,09:06:39
47,0.712,1,09:06:48
48,0.744,1,09:06:49
49,0.761,1,09:06:50
50,0.525,1,09:06:50
51,0.915,1,09:06:51
52,0.725,1,09:06:52
53,0.739,1,09:06:52
54,0.764,1,09:06:53
55,0.754,1,09:06:54
56,0.718,1,09:06:55
57,0.707,1,09:06:55
58,0.697,1,09:06:56
59,0.699,1,09:06:57
60,0.718,1,09:06:58
61,0.671,1,09:06:58
62,0.696,1,09:06:59
63,0.679,1,09:07:00
64,0.672,1,09:07:00
65,0.673,1,09:07:01
66,0.685,1,09:07:02
67,0.679,1,09:07:02
68,0.676,1,09:07:03
69,0.65,1,09:07:04
70,0.66,1,09:07:04
71,0.688,1,09:07:05
72,0.732,1,09:07:06
73,0.754,1,09:07:06
74,0.699,1,09:07:07
75,0.69,1,09:07:08
76,0.703,1,09:07:09
77,0.744,1,09:07:09
78,0.82,1,09:07:10
79,0.914,1,09:07:11
80,0.813,1,09:07:12
81,0.782,1,09:07:13
82,0.75,1,09:07:13
83,0.613,1,09:07:21
84,0.921,1,09:07:22
85,0.771,1,09:07:23
86,0.766,1,09:07:24
87,0.82,1,09:07:24
88,0.607,1,09:07:25
89,0.701,1,09:07:26
90,0.303,1,09:07:26
91,0.386,1,09:07:26
92,0.593,1,09:07:27
93,0.843,1,09:07:28
94,0.823,1,09:07:29
95,0.39,1,09:07:29
96,0.533,1,09:07:30
97,0.94,1,09:07:30
98,0.864,1,09:07:31
99,0.813,1,09:07:32
100,0.763,1,09:07:33
101,0.744,1,09:07:34
102,0.742,1,09:07:34
103,0.752,1,09:07:35
104,0.732,1,09:07:36
105,0.758,1,09:07:37
106,0.768,1,09:07:37
107,0.786,1,09:07:38
108,0.784,1,09:07:39
109,0.749,1,09:07:40
110,0.688,1,09:07:40
111,0.658,1,09:07:41
112,0.623,1,09:07:42
113,0.635,1,09:07:42
114,0.629,1,09:07:43
115,0.642,1,09:07:44
116,0.667,1,09:07:44
117,0.714,1,09:07:45
118,0.699,1,09:07:46
119,0.68,1,09:07:46
120,0.312,1,09:07:54
121,0.279,1,09:07:54
122,0.291,1,09:07:54
123,0.903,1,09:07:55
124,0.756,1,09:07:56
125,0.683,1,09:07:57
126,1.327,1,09:07:58
127,2.617,1,09:08:00
128,0.644,1,09:08:01
129,0.651,1,09:08:02
130,0.635,1,09:08:02
131,0.638,1,09:08:03
132,0.648,1,09:08:04
133,0.688,1,09:08:04
134,0.479,1,09:08:05
135,0.92,1,09:08:06
136,0.715,1,09:08:07
137,1.392,1,09:08:08
138,0.563,1,09:08:08
139,0.786,1,09:08:09
140,0.648,1,09:08:10
141,0.653,1,09:08:11
142,0.672,1,09:08:11
143,0.728,1,09:08:12
144,0.73,1,09:08:13
145,0.773,1,09:08:13
146,0.788,1,09:08:14
147,0.786,1,09:08:15
148,0.759,1,09:08:16
149,0.71,1,09:08:17
150,0.68,1,09:08:17
151,0.688,1,09:08:18
152,0.389,1,09:08:18
153,0.303,1,09:08:19
154,0.699,1,09:08:19
155,0.796,1,09:08:27
156,0.728,1,09:08:27
157,0.607,1,09:08:28
158,0.612,1,09:08:28
159,0.771,1,09:08:29
160,0.623,1,09:08:30
161,0.609,1,09:08:30
162,0.595,1,09:08:31
163,0.617,1,09:08:32
164,0.69,1,09:08:32
165,0.805,1,09:08:33
166,0.962,1,09:08:34
167,1.126,1,09:08:35
168,1.062,1,09:08:36
169,1.012,1,09:08:37
170,0.922,1,09:08:38
171,0.772,1,09:08:39
172,0.737,1,09:08:40
173,0.702,1,09:08:40
174,0.573,1,09:08:41
175,0.303,1,09:08:41
176,0.525,1,09:08:42
177,0.707,1,09:08:43
178,0.714,1,09:08:43
179,0.739,1,09:08:44
180,0.737,1,09:08:45
181,0.726,1,09:08:46
182,0.695,1,09:08:46
183,0.705,1,09:08:47
184,0.723,1,09:08:48
185,0.751,1,09:08:48
186,0.726,1,09:08:49
187,0.727,1,09:08:50
188,0.712,1,09:08:51
189,0.698,1,09:08:51
190,0.613,1,09:08:52
191,0.684,1,09:09:00
192,0.687,1,09:09:01
193,0.71,1,09:09:01
194,0.72,1,09:09:02
195,0.707,1,09:09:03
196,0.725,1,09:09:04
197,0.753,1,09:09:04
198,0.79,1,09:09:05
199,0.793,1,09:09:06
200,0.769,1,09:09:07
201,0.77,1,09:09:07
202,0.756,1,09:09:08
203,0.763,1,09:09:09
204,0.746,1,09:09:10
205,0.717,1,09:09:10
