,ibi_s,day,time
1,6.5120000000000005,1,10:03:18
2,0.453,1,10:03:19
3,0.374,1,10:03:19
4,0.478,1,10:03:19
5,0.706,1,10:03:20
6,0.582,1,10:03:21
7,0.894,1,10:03:22
8,1.563,1,10:03:23
9,0.836,1,10:03:24
10,0.719,1,10:03:25
11,0.806,1,10:03:25
12,0.468,1,10:03:26
13,0.858,1,10:03:27
14,14.055,1,10:03:41
15,0.287,1,10:03:49
16,0.564,1,10:03:49
17,0.493,1,10:03:50
18,1.742,1,10:03:51
19,1.219,1,10:03:53
20,0.261,1,10:03:53
21,0.364,1,10:03:53
22,7.777,1,10:04:01
23,0.27,1,10:04:01
24,0.374,1,10:04:02
25,0.626,1,10:04:02
26,2.5540000000000003,1,10:04:05
27,1.979,1,10:04:07
28,5.809,1,10:04:23
29,1.317,1,10:04:24
30,3.674,1,10:04:28
31,0.665,1,10:04:29
32,0.71,1,10:04:29
33,0.738,1,10:04:30
34,0.762,1,10:04:31
35,0.76,1,10:04:32
36,0.725,1,10:04:32
37,0.684,1,10:04:33
38,0.665,1,10:04:35
39,0.64,1,10:04:35
40,0.632,1,10:04:35
41,0.623,1,10:04:35
42,0.62,1,10:04:36
43,0.611,1,10:04:37
44,0.607,1,10:04:37
45,0.618,1,10:04:38
46,0.636,1,10:04:39
47,0.656,1,10:04:39
48,0.671,1,10:04:40
49,0.664,1,10:04:41
50,0.647,1,10:04:41
51,0.63,1,10:04:42
52,0.617,1,10:04:42
53,0.607,1,10:04:43
54,0.593,1,10:04:44
55,0.592,1,10:04:44
56,0.592,1,10:04:45
57,0.577,1,10:04:45
58,0.588,1,10:04:46
59,0.606,1,10:04:47
60,0.631,1,10:04:47
61,0.674,1,10:04:55
62,0.699,1,10:04:56
63,0.694,1,10:04:56
64,0.701,1,10:04:57
65,0.492,1,10:04:58
66,0.918,1,10:04:59
67,0.72,1,10:04:59
68,0.745,1,10:05:00
69,0.723,1,10:05:01
70,0.739,1,10:05:01
71,0.727,1,10:05:02
72,0.729,1,10:05:03
73,0.741,1,10:05:04
74,0.776,1,10:05:04
75,0.813,1,10:05:05
76,0.772,1,10:05:06
77,0.769,1,10:05:07
78,0.74,1,10:05:08
79,0.711,1,10:05:08
80,0.705,1,10:05:09
81,0.716,1,10:05:10
82,0.728,1,10:05:10
83,0.741,1,10:05:11
84,0.736,1,10:05:12
85,0.741,1,10:05:13
86,0.716,1,10:05:13
87,0.726,1,10:05:14
88,0.738,1,10:05:15
89,0.767,1,10:05:16
90,0.794,1,10:05:16
91,0.784,1,10:05:17
92,0.814,1,10:05:18
93,0.827,1,10:05:19
94,0.867,1,10:05:20
95,0.849,1,10:05:20
96,0.891,1,10:05:28
97,0.886,1,10:05:29
98,0.892,1,10:05:30
99,0.885,1,10:05:31
100,0.863,1,10:05:32
101,0.873,1,10:05:33
102,0.865,1,10:05:34
103,0.847,1,10:05:34
104,0.817,1,10:05:35
105,0.848,1,10:05:36
106,0.837,1,10:05:37
107,0.824,1,10:05:38
108,0.79,1,10:05:38
109,0.796,1,10:05:39
110,0.826,1,10:05:40
111,0.781,1,10:05:41
112,0.813,1,10:05:42
113,0.844,1,10:05:43
114,0.876,1,10:05:43
115,0.89,1,10:05:44
116,0.902,1,10:05:45
117,0.897,1,10:05:46
118,0.86,1,10:05:47
119,0.845,1,10:05:48
120,0.854,1,10:05:49
121,0.867,1,10:05:50
122,0.875,1,10:05:50
123,0.884,1,10:05:51
124,0.873,1,10:05:52
125,0.856,1,10:05:53
126,0.83,1,10:06:01
127,0.772,1,10:06:02
128,0.809,1,10:06:03
129,0.85,1,10:06:03
130,0.877,1,10:06:04
131,0.915,1,10:06:05
132,0.912,1,10:06:06
133,0.898,1,10:06:07
134,0.877,1,10:06:08
135,0.915,1,10:06:09
136,0.922,1,10:06:10
137,0.931,1,10:06:11
138,0.907,1,10:06:12
139,0.891,1,10:06:12
140,0.813,1,10:06:13
141,0.812,1,10:06:14
142,0.796,1,10:06:15
143,0.804,1,10:06:16
144,0.86,1,10:06:17
145,0.847,1,10:06:17
146,0.856,1,10:06:18
147,0.892,1,10:06:19
148,0.873,1,10:06:20
149,0.854,1,10:06:21
150,0.886,1,10:06:22
151,0.887,1,10:06:23
152,0.305,1,10:06:23
153,0.571,1,10:06:24
154,0.968,1,10:06:25
155,0.92,1,10:06:25
156,0.821,1,10:06:26
157,0.743,1,10:06:34
158,0.739,1,10:06:34
159,0.787,1,10:06:35
160,0.896,1,10:06:36
161,0.95,1,10:06:37
162,0.899,1,10:06:38
163,0.901,1,10:06:39
164,0.889,1,10:06:40
165,0.827,1,10:06:41
166,0.804,1,10:06:41
167,0.802,1,10:06:42
168,0.801,1,10:06:43
169,0.883,1,10:06:44
170,0.915,1,10:06:45
171,0.913,1,10:06:46
172,0.898,1,10:06:47
173,0.896,1,10:06:48
174,0.849,1,10:06:48
175,0.857,1,10:06:49
176,0.857,1,10:06:50
177,0.874,1,10:06:51
178,0.872,1,10:06:52
179,0.886,1,10:06:53
180,0.873,1,10:06:54
181,0.9,1,10:06:54
182,0.814,1,10:06:55
183,0.804,1,10:06:56
184,0.771,1,10:06:57
185,0.78,1,10:06:58
186,0.827,1,10:06:58
187,0.935,1,10:06:59
188,0.911,1,10:07:07
189,0.929,1,10:07:08
190,0.907,1,10:07:09
191,0.953,1,10:07:10
192,0.979,1,10:07:11
193,0.957,1,10:07:12
194,0.835,1,10:07:12
195,0.788,1,10:07:13
196,0.795,1,10:07:14
197,0.845,1,10:07:15
198,1.001,1,10:07:16
199,0.999,1,10:07:17
200,0.975,1,10:07:18
201,0.961,1,10:07:19
202,0.948,1,10:07:20
203,0.946,1,10:07:21
204,0.935,1,10:07:22
205,0.912,1,10:07:23
206,0.882,1,10:07:23
207,0.871,1,10:07:24
208,0.818,1,10:07:25
209,0.843,1,10:07:26
210,0.851,1,10:07:27
211,0.854,1,10:07:28
212,0.833,1,10:07:29
213,0.602,1,10:07:29
214,1.099,1,10:07:30
215,0.835,1,10:07:31
216,0.806,1,10:07:32
217,0.847,1,10:07:40
218,0.854,1,10:07:41
219,0.853,1,10:07:42
220,0.866,1,10:07:43
221,0.871,1,10:07:43
222,0.867,1,10:07:44
223,0.875,1,10:07:45
224,0.881,1,10:07:46
225,0.913,1,10:07:47
226,0.918,1,10:07:48
227,0.904,1,10:07:49
228,0.783,1,10:07:50
229,0.735,1,10:07:50
230,0.712,1,10:07:51
231,0.712,1,10:07:52
232,0.773,1,10:07:52
233,0.879,1,10:07:53
234,0.91,1,10:07:54
235,0.942,1,10:07:55
236,0.96,1,10:07:56
237,0.955,1,10:07:57
238,0.942,1,10:07:58
239,0.916,1,10:07:59
240,0.877,1,10:08:00
241,0.865,1,10:08:01
242,0.845,1,10:08:02
243,0.824,1,10:08:02
244,0.782,1,10:08:03
245,0.419,1,10:08:04
246,0.338,1,10:08:04
247,0.767,1,10:08:05
248,0.796,1,10:08:05
249,0.736,1,10:08:13
250,0.721,1,10:08:14
251,0.685,1,10:08:14
252,0.692,1,10:08:15
253,0.69,1,10:08:16
254,0.74,1,10:08:16
255,0.801,1,10:08:17
256,0.827,1,10:08:18
257,0.818,1,10:08:19
258,0.794,1,10:08:20
259,0.776,1,10:08:20
260,0.749,1,10:08:21
261,0.718,1,10:08:22
262,0.69,1,10:08:23
263,0.571,1,10:08:23
264,0.787,1,10:08:24
265,0.744,1,10:08:25
266,0.847,1,10:08:25
267,0.908,1,10:08:26
268,0.943,1,10:08:27
269,0.949,1,10:08:28
270,0.933,1,10:08:29
271,0.903,1,10:08:30
272,0.865,1,10:08:31
273,0.841,1,10:08:32
274,0.828,1,10:08:33
275,0.813,1,10:08:33
276,0.81,1,10:08:34
277,0.841,1,10:08:35
278,0.899,1,10:08:36
279,0.904,1,10:08:37
280,0.894,1,10:08:38
281,1.013,1,10:08:46
282,1.017,1,10:08:47
283,0.979,1,10:08:48
284,0.96,1,10:08:49
285,0.913,1,10:08:50
286,0.817,1,10:08:50
287,0.793,1,10:08:51
288,0.807,1,10:08:52
289,0.88,1,10:08:53
290,0.796,1,10:08:54
291,1.104,1,10:08:55
292,0.871,1,10:08:56
293,0.884,1,10:08:57
294,0.893,1,10:08:57
295,0.892,1,10:08:58
296,0.896,1,10:08:59
297,0.901,1,10:09:00
298,0.903,1,10:09:01
299,0.9,1,10:09:02
300,0.9,1,10:09:03
301,0.908,1,10:09:04
302,0.906,1,10:09:05
303,0.895,1,10:09:06
304,0.886,1,10:09:06
305,0.86,1,10:09:07
306,0.863,1,10:09:08
307,0.88,1,10:09:09
308,0.905,1,10:09:10
309,0.938,1,10:09:11
310,0.888,1,10:09:19
311,0.895,1,10:09:20
312,0.853,1,10:09:21
313,0.831,1,10:09:22
314,0.853,1,10:09:23
315,0.866,1,10:09:23
316,0.875,1,10:09:24
317,0.874,1,10:09:25
318,0.881,1,10:09:26
319,0.858,1,10:09:27
320,0.843,1,10:09:28
321,0.863,1,10:09:29
322,0.906,1,10:09:29
323,0.898,1,10:09:30
324,0.816,1,10:09:31
325,0.763,1,10:09:32
326,0.754,1,10:09:33
327,0.762,1,10:09:33
328,0.809,1,10:09:34
329,0.948,1,10:09:35
330,0.934,1,10:09:36
331,0.944,1,10:09:37
332,0.931,1,10:09:38
333,0.906,1,10:09:39
334,0.885,1,10:09:40
335,0.863,1,10:09:41
336,0.855,1,10:09:42
337,0.829,1,10:09:42
338,0.804,1,10:09:43
339,0.779,1,10:09:44
340,0.778,1,10:09:52
341,1.019,1,10:09:53
342,0.96,1,10:09:54
