time,emg_right_hand,emg_left_hand
0.0,5.575,6.5
1.0,7.675,5.166666666666666
2.0,10.432142857142857,4.542857142857143
3.0,11.441666666666666,4.48
4.0,9.02016129032258,4.090322580645161
5.0,13.685306845003934,3.9922501966955153
6.0,15.400590086546028,4.302773406766326
7.0,14.073182908096362,5.39134446067963
8.0,13.522900977857706,6.581290509909707
9.0,12.772395189389682,7.7036828893634555
10.0,12.572852272301525,6.6387171705818435
11.0,10.463133640552996,6.2926267281106
12.0,10.111872915964183,5.611067400996591
13.0,11.691881158442921,6.01213892323255
14.0,9.874051178299801,7.550155483121651
15.0,7.680356674534487,6.254040687872316
16.0,9.597935633734219,5.560814506762579
17.0,9.465844292083474,5.474349031508748
18.0,12.361664044059797,5.654346970889064
19.0,12.21671911880409,5.0420928402832415
20.0,10.80340283241542,5.034343036978758
21.0,11.462588512981903,5.573623131392605
22.0,12.063571990558614,4.68910306845004
23.0,13.141542092840282,4.7662667191188035
24.0,13.319964594807237,4.5803107789142405
25.0,11.955546813532651,4.338139260424862
26.0,9.834225019669551,4.419472856018883
27.0,8.55967741935484,4.508870967741935
28.0,8.97210857592447,4.555035405192761
29.0,7.265184893784422,4.837549173878835
30.0,8.697454198044284,5.375283803529279
31.0,11.128412198868531,5.95680472818553
32.0,8.669851260724588,5.330418493125023
33.0,7.21494136600352,5.9268142819677045
34.0,8.39126297253756,5.758607770409501
35.0,8.199778951706566,4.965479000412124
36.0,9.574390243902439,5.371833202202989
37.0,10.33800157356412,5.706884343036979
38.0,10.506451612903227,5.42016129032258
39.0,9.991129032258065,4.839516129032258
40.0,13.085621557828482,5.8638080251770255
41.0,12.621479150275373,5.6455940204563335
42.0,16.469295830055074,5.696911880409127
43.0,17.785319958038286,5.284189427147728
44.0,15.44951481772882,5.546626203589224
45.0,12.248211007455696,5.133603087182945
46.0,12.097560975609756,4.703345697051441
47.0,10.280645161290323,5.703993855606758
48.0,8.310988722790453,5.114735304035067
49.0,10.139365329137162,5.006369188115844
50.0,8.998975310029596,4.830401633509423
51.0,8.319610542879623,4.8876278520849725
52.0,10.778756884343036,4.568410700236035
53.0,13.216286388670337,4.6110346184107005
54.0,11.962981904012587,5.335759244689221
55.0,11.312096774193547,5.30241935483871
56.0,12.38225806451613,5.100806451612904
57.0,10.599193548387095,5.590322580645161
58.0,10.754838709677419,5.0556451612903235
59.0,9.591129032258063,4.57258064516129
60.0,10.994787568843432,5.222856018882769
61.0,11.011054287962235,5.238926042486231
62.0,12.712863886703383,6.840145554681353
63.0,12.98859166011015,6.683044846577498
64.0,14.136900078678206,5.653815892997639
65.0,15.29110936270653,6.0306845003933915
66.0,12.703383162863886,6.0904799370574345
67.0,11.270653029110935,5.856018882769472
68.0,11.357985837922897,5.9592446892210855
69.0,9.345554681353265,6.4923682140047205
70.0,12.17611179798434,6.620842231463789
71.0,14.887426473343075,6.610578472144168
72.0,17.703707242141547,5.978212693417256
73.0,17.36683057959612,5.385746131654864
74.0,12.604248623131394,4.854201790865835
75.0,11.00670638042786,4.647296841632011
76.0,9.012401183919673,4.810666516803417
77.0,10.701397474804242,5.491232999887602
78.0,11.549305009179124,6.053969502828668
79.0,16.41148701809599,5.813532651455546
