time,mouse_movement,mouse_clicks
0.0,37.244637254378105,4.0
1.0,18.622318627189053,7.0
2.0,291.2303042037792,3.5
3.0,444.8469739995601,1.75
4.0,915.3140342819719,2.875
5.0,895.7905162591981,3.3125
6.0,832.1646026976484,4.5
7.0,854.4787835629696,3.25
8.0,897.3208007766997,4.625
9.0,1146.2398778398788,4.25
10.0,1207.6260346473969,4.0625
11.0,1317.2795737343645,2.9375
12.0,984.3410716861474,2.4375
13.0,1148.0592161619657,5.125
14.0,660.0029253212975,6.5
15.0,1144.4366935119317,5.1875
16.0,637.795561831626,5.5625
17.0,373.17313714153374,2.75
18.0,200.45027872907355,1.25
19.0,100.83609790091943,0.5
20.0,27.74812039707888,0.1875
21.0,11.116300573686372,0.0
22.0,235.5351428010559,0.0
23.0,170.00373837321638,2.0
24.0,1534.772044578967,3.0
25.0,903.9857142708281,4.5
26.0,599.5572389052406,3.25
27.0,307.000605010271,2.625
28.0,160.83391015137497,5.25
29.0,1021.4841779644205,4.5625
30.0,2794.991515755625,4.1875
31.0,1995.2917187713106,4.0625
32.0,1678.5308715769233,4.0
33.0,1427.8214088668728,4.875
34.0,1560.51983614908,4.375
35.0,1789.4362524756252,4.125
36.0,1416.7866058568695,3.0
37.0,1414.7536266070176,3.4375
38.0,1249.7843160012221,2.625
39.0,1082.1610587170362,2.25
40.0,1283.7029159527594,2.0625
41.0,952.5149160666696,5.0
42.0,678.7431650463298,4.4375
43.0,1576.9344396375573,4.1875
44.0,1489.5906549399406,6.0625
45.0,1106.0350479383565,3.0
46.0,875.5579000152687,3.375
47.0,1433.0906295352338,3.625
48.0,3525.5143398539335,3.75
49.0,3484.839023396329,3.75
50.0,3729.3762269747704,3.875
51.0,4023.4331820708658,4.875
52.0,3225.5913727430298,3.375
53.0,2803.907257190931,3.625
54.0,2668.0402486953226,4.75
55.0,2127.476221677429,3.3125
56.0,1655.2100626513225,3.5625
57.0,1560.2875460664004,4.75
58.0,1816.4638835912494,5.3125
59.0,1821.6874759086822,5.5625
60.0,2262.1683378072767,5.75
61.0,1607.3174807221678,5.8125
62.0,1440.1415926937136,4.8125
63.0,1399.1329834312705,5.3125
64.0,1522.7066296289418,5.5625
65.0,1550.9696140823376,6.6875
66.0,1224.6417969251504,7.25
67.0,799.3147635498555,7.5625
68.0,384.38559098399907,7.6875
69.0,906.7975458399741,6.75
70.0,2128.722936142766,5.25
71.0,3586.3601041530683,3.5
72.0,3239.514589392533,4.625
73.0,2281.7723995598967,6.1875
74.0,1998.8166646216632,6.0
75.0,2143.255654272592,6.9375
76.0,2685.9824359896083,3.4375
77.0,2095.4718062794277,4.625
78.0,2089.8508671307522,6.1875
79.0,1987.533565128254,6.0
80.0,1794.8644337876729,3.875
81.0,1486.19318528751,1.9375
82.0,1247.3278157348445,1.875
83.0,597.451102493812,0.8125
