,ibi_s,day,time
1,0.589,1,09:11:08
2,0.585,1,09:11:08
3,0.584,1,09:11:09
4,0.585,1,09:11:09
5,0.59,1,09:11:10
6,0.598,1,09:11:11
7,0.621,1,09:11:11
8,0.82,1,09:11:12
9,0.798,1,09:11:13
10,0.788,1,09:11:14
11,0.778,1,09:11:14
12,0.723,1,09:11:15
13,0.683,1,09:11:16
14,0.609,1,09:11:16
15,0.629,1,09:11:17
16,0.631,1,09:11:18
17,0.361,1,09:11:18
18,0.282,1,09:11:18
19,0.316,1,09:11:19
20,0.359,1,09:11:19
21,0.438,1,09:11:20
22,0.291,1,09:11:20
23,0.641,1,09:11:20
24,0.699,1,09:11:21
25,0.711,1,09:11:22
26,0.678,1,09:11:23
27,0.659,1,09:11:23
28,0.795,1,09:11:24
29,0.722,1,09:11:25
30,0.681,1,09:11:25
31,0.654,1,09:11:26
32,0.635,1,09:11:27
33,0.614,1,09:11:27
34,0.622,1,09:11:28
35,0.635,1,09:11:29
36,0.64,1,09:11:29
37,0.621,1,09:11:30
38,0.61,1,09:11:30
39,0.611,1,09:11:31
40,0.598,1,09:11:32
41,0.596,1,09:11:32
42,0.594,1,09:11:33
43,0.606,1,09:11:33
44,0.726,1,09:11:41
45,0.734,1,09:11:41
46,0.707,1,09:11:42
47,0.675,1,09:11:43
48,0.663,1,09:11:43
49,0.65,1,09:11:44
50,0.646,1,09:11:45
51,0.637,1,09:11:45
52,0.64,1,09:11:46
53,0.635,1,09:11:47
54,0.63,1,09:11:47
55,0.618,1,09:11:48
56,0.639,1,09:11:49
57,0.791,1,09:11:49
58,0.798,1,09:11:50
59,0.753,1,09:11:51
60,0.706,1,09:11:52
61,0.695,1,09:11:52
62,0.704,1,09:11:53
63,0.681,1,09:11:54
64,0.63,1,09:11:54
65,0.635,1,09:11:55
66,0.614,1,09:11:56
67,0.604,1,09:11:56
68,0.616,1,09:11:57
69,0.628,1,09:11:57
70,0.642,1,09:11:58
71,0.646,1,09:11:59
72,0.649,1,09:11:59
73,0.649,1,09:12:00
74,0.646,1,09:12:01
75,0.618,1,09:12:01
76,0.613,1,09:12:02
77,0.623,1,09:12:03
78,0.625,1,09:12:03
79,0.742,1,09:12:04
80,0.69,1,09:12:05
81,0.622,1,09:12:05
82,0.62,1,09:12:06
83,0.634,1,09:12:06
84,0.607,1,09:12:14
85,0.607,1,09:12:14
86,0.6,1,09:12:15
87,0.613,1,09:12:16
88,0.627,1,09:12:16
89,0.622,1,09:12:17
90,0.639,1,09:12:18
91,0.65,1,09:12:18
92,0.812,1,09:12:19
93,0.77,1,09:12:20
94,0.719,1,09:12:20
95,0.659,1,09:12:21
96,0.613,1,09:12:22
97,0.604,1,09:12:22
98,0.598,1,09:12:23
99,0.601,1,09:12:24
100,0.611,1,09:12:24
101,0.769,1,09:12:25
102,0.758,1,09:12:26
103,0.695,1,09:12:26
104,0.66,1,09:12:27
105,0.76,1,09:12:28
106,0.78,1,09:12:29
107,0.771,1,09:12:29
108,0.763,1,09:12:30
109,0.725,1,09:12:31
110,0.671,1,09:12:31
111,0.644,1,09:12:32
112,0.621,1,09:12:33
113,0.62,1,09:12:33
114,0.631,1,09:12:34
115,0.796,1,09:12:35
116,0.783,1,09:12:36
117,0.78,1,09:12:36
118,0.776,1,09:12:37
119,0.763,1,09:12:38
120,0.774,1,09:12:39
121,0.782,1,09:12:39
122,0.634,1,09:12:47
123,0.838,1,09:12:47
124,0.777,1,09:12:48
125,0.756,1,09:12:49
126,0.763,1,09:12:50
127,0.717,1,09:12:50
128,0.666,1,09:12:51
129,0.645,1,09:12:52
130,0.639,1,09:12:52
131,0.638,1,09:12:53
132,0.617,1,09:12:54
133,0.621,1,09:12:54
134,0.61,1,09:12:55
135,0.734,1,09:12:56
136,0.735,1,09:12:56
137,0.693,1,09:12:57
138,0.654,1,09:12:58
139,0.651,1,09:12:58
140,0.655,1,09:12:59
141,0.665,1,09:13:00
142,0.664,1,09:13:00
143,0.652,1,09:13:01
144,0.639,1,09:13:02
145,0.621,1,09:13:02
146,0.615,1,09:13:03
147,0.642,1,09:13:04
148,0.701,1,09:13:04
149,0.779,1,09:13:05
150,0.798,1,09:13:06
151,0.792,1,09:13:07
152,0.748,1,09:13:07
153,0.695,1,09:13:08
154,0.766,1,09:13:09
155,0.769,1,09:13:10
156,0.769,1,09:13:10
157,0.743,1,09:13:11
158,0.668,1,09:13:12
159,0.625,1,09:13:12
160,0.762,1,09:13:20
161,0.722,1,09:13:21
162,0.665,1,09:13:22
163,0.638,1,09:13:22
164,0.626,1,09:13:23
165,0.615,1,09:13:23
166,0.615,1,09:13:24
167,0.613,1,09:13:25
168,0.61,1,09:13:25
169,0.605,1,09:13:26
170,0.604,1,09:13:26
171,0.612,1,09:13:27
172,0.619,1,09:13:28
173,0.623,1,09:13:28
174,0.623,1,09:13:29
175,0.615,1,09:13:30
176,0.605,1,09:13:30
177,0.596,1,09:13:31
178,0.594,1,09:13:31
179,0.598,1,09:13:32
180,0.606,1,09:13:33
181,0.618,1,09:13:33
182,0.617,1,09:13:34
183,0.604,1,09:13:34
184,0.595,1,09:13:35
185,0.594,1,09:13:36
186,0.587,1,09:13:36
187,0.594,1,09:13:37
188,0.609,1,09:13:37
189,0.642,1,09:13:38
190,0.66,1,09:13:39
191,0.809,1,09:13:40
192,0.755,1,09:13:40
193,0.686,1,09:13:41
194,0.631,1,09:13:42
195,0.636,1,09:13:42
196,0.706,1,09:13:43
197,0.785,1,09:13:44
198,0.8,1,09:13:45
