,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
129,0,0,0,0,100.0,1,0,0,0,0.0,1,09:11:09
130,0,0,0,0,101.0,1,0,0,0,0.0,1,09:11:10
131,0,0,0,0,101.0,1,0,0,0,0.0,1,09:11:11
132,0,0,0,0,101.0,1,0,0,0,0.0,1,09:11:12
133,0,0,0,0,101.0,1,0,0,0,0.0,1,09:11:13
134,0,0,0,0,101.0,1,0,0,0,0.0,1,09:11:14
135,0,0,0,0,101.0,1,0,0,0,0.0,1,09:11:15
136,0,0,0,0,98.0,1,0,0,0,0.0,1,09:11:16
137,0,0,0,0,96.0,1,0,0,0,0.0,1,09:11:17
138,0,0,0,0,95.0,1,0,0,0,0.0,1,09:11:18
139,0,0,0,0,95.0,1,0,0,0,0.0,1,09:11:19
140,148,64,124,0,95.0,0,1,0,0,203.41,1,09:11:20
141,85,24,72,0,99.0,0,1,0,0,113.95,1,09:11:21
142,127,42,66,0,99.0,0,1,0,0,149.16,1,09:11:22
143,129,129,31,1,99.0,0,1,0,0,185.05,1,09:11:23
144,52,170,174,0,99.0,0,1,0,0,248.76,1,09:11:24
145,5,82,190,0,97.0,0,0,1,0,207.0,1,09:11:25
146,31,29,54,1,97.0,0,1,0,0,68.69,1,09:11:26
147,23,111,146,0,94.0,0,1,0,0,184.84,1,09:11:27
148,91,75,113,0,94.0,0,1,0,0,163.32,1,09:11:28
149,69,163,78,1,95.0,0,1,0,0,193.43,1,09:11:29
150,140,153,131,0,95.0,0,1,0,0,245.3,1,09:11:30
151,37,51,27,1,95.0,0,1,0,0,68.55,1,09:11:31
152,89,66,74,0,95.0,0,1,0,0,133.24,1,09:11:32
153,138,67,0,2,96.0,0,1,0,0,153.4,1,09:11:33
154,91,41,50,1,97.0,0,1,0,0,111.63,1,09:11:34
155,100,65,65,0,97.0,0,1,0,0,135.83,1,09:11:35
162,109,59,67,0,96.0,0,1,0,0,140.89,1,09:11:42
163,20,0,0,0,93.0,0,1,0,0,20.0,1,09:11:43
164,35,0,0,0,92.0,0,1,0,0,35.0,1,09:11:44
165,28,4,0,1,91.0,0,1,0,0,28.28,1,09:11:45
166,122,33,0,1,91.0,0,1,0,0,126.38,1,09:11:46
167,141,14,41,0,92.0,0,1,0,0,147.51,1,09:11:47
168,48,10,71,1,92.0,0,1,0,0,86.28,1,09:11:48
169,125,66,170,0,93.0,0,1,0,0,221.09,1,09:11:49
170,79,40,53,0,93.0,0,1,0,0,103.2,1,09:11:50
171,2,2,0,1,93.0,0,0,0,1,2.83,1,09:11:51
172,43,49,85,0,93.0,0,1,0,0,107.12,1,09:11:52
173,55,0,42,1,93.0,0,1,0,0,69.2,1,09:11:53
174,6,0,1,0,91.0,0,0,0,1,6.08,1,09:11:54
175,28,0,25,1,91.0,0,1,0,0,37.54,1,09:11:55
176,40,0,137,0,91.0,0,1,0,0,142.72,1,09:11:56
177,137,106,267,1,91.0,0,1,0,0,318.27,1,09:11:57
178,53,34,57,1,93.0,0,1,0,0,84.94,1,09:11:58
179,56,35,37,0,94.0,0,1,0,0,75.7,1,09:11:59
180,0,0,12,0,94.0,1,0,0,0,12.0,1,09:12:00
181,0,0,0,0,93.0,1,0,0,0,0.0,1,09:12:01
182,0,0,0,0,93.0,1,0,0,0,0.0,1,09:12:02
183,0,0,0,0,94.0,1,0,0,0,0.0,1,09:12:03
184,0,0,0,0,94.0,1,0,0,0,0.0,1,09:12:04
185,0,0,0,0,95.0,1,0,0,0,0.0,1,09:12:05
186,0,0,0,0,95.0,0,0,0,1,0.0,1,09:12:06
187,10,23,6,1,94.0,0,1,0,0,25.79,1,09:12:07
188,0,1,0,0,94.0,0,0,1,0,1.0,1,09:12:08
195,16,2,6,1,94.0,0,1,0,0,17.2,1,09:12:15
196,2,0,0,0,95.0,0,0,1,0,2.0,1,09:12:16
197,0,0,0,0,95.0,0,0,1,0,0.0,1,09:12:17
198,0,0,0,0,96.0,0,0,1,0,0.0,1,09:12:18
199,6,0,0,0,96.0,0,0,1,0,6.0,1,09:12:19
200,0,0,0,0,95.0,0,0,1,0,0.0,1,09:12:20
201,0,0,0,0,95.0,0,0,1,0,0.0,1,09:12:21
202,0,0,0,0,94.0,0,0,1,0,0.0,1,09:12:22
203,0,0,0,0,93.0,0,0,1,0,0.0,1,09:12:23
204,34,0,9,0,94.0,0,1,0,0,35.17,1,09:12:24
205,93,38,59,1,95.0,0,1,0,0,116.51,1,09:12:25
206,93,48,20,0,96.0,0,1,0,0,106.55,1,09:12:26
207,24,21,3,0,96.0,0,1,0,0,32.03,1,09:12:27
208,29,0,4,0,95.0,0,1,0,0,29.27,1,09:12:28
209,37,29,40,0,94.0,0,1,0,0,61.73,1,09:12:29
210,124,166,74,1,92.0,0,1,0,0,220.02,1,09:12:30
211,35,67,75,0,89.0,0,1,0,0,106.48,1,09:12:31
212,59,105,35,1,88.0,0,1,0,0,125.42,1,09:12:32
213,109,79,15,0,87.0,0,1,0,0,135.45,1,09:12:33
214,19,28,31,0,87.0,0,1,0,0,45.89,1,09:12:34
215,52,170,62,0,88.0,0,1,0,0,188.28,1,09:12:35
216,41,54,12,1,89.0,0,1,0,0,68.85,1,09:12:36
217,26,76,25,0,89.0,0,1,0,0,84.12,1,09:12:37
218,76,151,63,0,89.0,0,1,0,0,180.41,1,09:12:38
219,20,48,26,0,88.0,0,1,0,0,58.14,1,09:12:39
220,42,23,0,0,87.0,0,1,0,0,47.89,1,09:12:40
221,0,0,0,0,84.0,0,0,0,1,0.0,1,09:12:41
228,0,0,4,0,89.0,0,0,0,1,4.0,1,09:12:48
229,38,5,72,2,90.0,0,1,0,0,81.57,1,09:12:49
230,23,5,58,0,90.0,0,1,0,0,62.59,1,09:12:50
231,0,0,0,0,90.0,0,0,0,1,0.0,1,09:12:51
232,0,0,0,0,88.0,0,0,0,1,0.0,1,09:12:52
233,0,0,0,0,88.0,0,0,0,1,0.0,1,09:12:53
234,0,0,0,0,89.0,0,0,0,1,0.0,1,09:12:54
