time,emg_right_hand,emg_left_hand
0.0,9.341463414634147,16.853658536585368
1.0,8.002710027100271,16.046457607433215
2.0,16.642276422764226,12.46590343454455
3.0,26.470271632948887,18.071685168678933
4.0,19.27209764113502,17.6045788450597
5.0,16.416255631852216,16.3338356366095
6.0,12.420296711808612,14.133339083899894
7.0,8.896222313418075,12.913640431013677
8.0,8.40174590685999,13.412742122812933
9.0,8.581094751039677,15.870874077404368
10.0,8.99008654602675,18.698033044846575
11.0,6.650826121164437,14.467033831628639
12.0,6.7653029110936265,13.961998426435876
13.0,7.49948859166011,20.003658536585366
14.0,8.135582218725414,24.313237608182533
15.0,10.001837842199762,18.906132865298876
16.0,8.454105388448426,16.487684843349673
17.0,9.200439790998406,22.763197260384516
18.0,10.849531461195504,20.937588008634428
19.0,8.844523795113883,19.289761746252697
20.0,7.212667191188041,15.965145554681353
21.0,7.2349724626278515,14.958182533438237
22.0,6.794571203776554,17.932848151062153
23.0,7.007360158855045,14.098790790903298
24.0,7.496244988947585,15.533669589000036
25.0,6.787760528982419,16.948745897275714
26.0,7.590407183677453,14.90987555251182
27.0,6.85067172716524,11.444316218427428
28.0,7.5433475093512055,16.07866687926337
29.0,9.169785477728317,15.859553738608867
30.0,10.39667068335028,18.230001925568498
31.0,8.374321629187785,16.384436352990686
32.0,9.636806762666275,14.095601339359227
33.0,7.87309205350118,15.531746656176239
34.0,11.879976396538158,20.325826121164436
35.0,14.4162077104642,16.52895357985838
36.0,9.814319433516914,13.2566089693155
37.0,8.711742722265932,11.63865066876475
38.0,7.985306845003933,9.505212431156568
39.0,7.4993930538383715,10.63177288224495
40.0,7.8976115544565575,12.282054812483608
41.0,8.791931737289723,13.04377318197145
42.0,10.66182327376269,11.262641901764638
43.0,9.972837285976546,11.650724963470832
44.0,10.521748904124985,10.4463302236709
45.0,8.747986212581019,8.280038215128695
46.0,7.3923045221235615,5.8074819227454935
47.0,7.159716758457907,6.048705556179986
48.0,6.276160503540519,5.324903525532951
49.0,6.238848300925405,4.705462515454647
50.0,6.417623918174665,5.863099921321794
51.0,6.524069478908189,5.320845689846476
52.0,7.483041820492646,4.621870523916157
53.0,8.008240029050414,6.223602453146119
54.0,7.1117714700720205,6.064495955133248
55.0,7.112534043454579,6.016118945308559
56.0,7.664621033307107,5.721104492150912
57.0,6.832310516653553,4.7057135363980365
58.0,6.220777145505888,5.168886995267981
59.0,6.684421018146523,5.599092630300432
60.0,6.828348158468188,7.5322652091594335
61.0,7.109361595625387,6.322546751670496
62.0,8.385729184909469,7.540305633899764
63.0,6.329133415758122,5.402881120977108
64.0,7.921497883181598,4.920568731032932
65.0,8.945003933910307,5.999685287175453
66.0,9.514201416207712,6.362391817466561
67.0,7.996616837136114,6.087647521636507
68.0,7.657710464201416,5.686703383162864
69.0,8.721774193548386,5.880645161290323
70.0,7.616004962779156,6.305562448304384
71.0,7.878970223325061,5.341894127377998
72.0,8.063177086485505,4.527005285561541
73.0,6.908604672275009,4.372776836329157
74.0,8.040112627996184,5.259717911252136
75.0,6.776643812521074,5.40895620246525
76.0,7.296976508935596,4.659454497770785
77.0,8.526537034955602,4.61021505376344
78.0,8.235809823536023,5.358510359297141
79.0,6.563219811921622,5.393080064441198
80.0,7.205035405192762,4.993391030684501
81.0,8.108497246262784,8.768843430369788
82.0,7.25251770259638,10.81447678992919
83.0,6.854032258064516,13.735483870967741
84.0,7.250020678246484,13.171898263027295
85.0,7.744768403639371,13.737158808933003
86.0,7.663110008271298,13.870595533498758
87.0,6.655748552522746,11.48045905707196
88.0,7.994081986725575,10.550093808630393
89.0,8.655377280731333,12.104480911168558
90.0,8.525475815818066,13.140360046457605
91.0,9.571397662133304,12.206931175302536
92.0,8.03671649619722,13.770746693642051
93.0,8.287831104117492,12.517552733131017
94.0,7.103592971413585,10.610542879622344
95.0,7.1049042748492,10.149881982690793
96.0,7.8768124086770825,10.166348207260874
97.0,7.614596680529017,12.129257052939192
98.0,6.6498632497845716,13.057862200741823
99.0,6.234225019669552,15.03123524783635
100.0,6.640558615263572,14.582887490165223
101.0,6.54758064516129,13.96532258064516
102.0,6.897580645161289,13.696774193548386
103.0,8.40363886703383,14.894846577498033
104.0,8.404642014162075,12.222423288749017
105.0,9.095062942564908,12.711211644374508
106.0,8.168489378442171,14.928678206136897
107.0,6.975963808025176,13.868961447678991
108.0,9.130539320370161,14.22133771683339
109.0,7.200468322655576,16.21815312277547
110.0,6.427260125135813,14.290734704582068
111.0,6.039121801356263,15.038522348357123
112.0,6.3577985088606646,15.492982653328838
113.0,6.547600314712824,15.982769472856017
114.0,8.801730920535013,11.881235247836349
115.0,10.204405979543669,13.469807238394964
116.0,9.203815892997639,16.55708103855232
117.0,9.258917872057133,14.984020254594604
118.0,9.628200084730375,12.659516028162763
119.0,8.999937965260546,13.799152191894127
120.0,8.896339950372207,12.245140612076096
121.0,7.375186104218361,13.239909015715469
122.0,6.1580645161290315,12.07983870967742
123.0,7.010621557828481,12.529484657749803
124.0,7.571785433292121,12.405122513206699
125.0,7.204037877936383,11.886028998538833
126.0,7.807529691656364,10.54024952231089
127.0,8.378951706567758,12.557693604585815
128.0,8.657629912704657,12.534644636768949
129.0,8.633730470945263,12.298428309167884
130.0,7.629650443969878,12.537353415008806
131.0,9.551384361769884,12.091948596905322
132.0,8.426833014873928,12.728822449514817
133.0,7.783402645086358,12.544790378779364
134.0,8.020574350904798,12.246066089693155
135.0,7.129091266719119,12.498328088119589
136.0,6.565971675845791,14.182061369000786
137.0,6.752163650668765,13.571990558615264
138.0,6.809992132179386,10.514162077104642
139.0,8.067859952793075,12.327891424075531
140.0,7.275673447978718,11.881495635232849
141.0,6.332958675208872,12.610692742872128
142.0,6.126559514443071,14.108351129594245
143.0,8.101345022666816,12.473680266756585
144.0,8.797722078603275,17.213630062567905
145.0,8.578277321943727,17.531392604248623
146.0,8.472773594095388,13.31062155782848
147.0,9.163197332434155,12.031992057247761
148.0,8.285365853658536,13.295200629425649
149.0,7.628363493312353,11.445869394177812
150.0,6.802891424075531,11.670515342250196
151.0,7.094885916601102,13.415814319433515
152.0,7.620220298977183,16.313335955940204
153.0,8.120495672698663,11.297501966955153
154.0,9.598780487804879,16.188099921321793
155.0,8.85484785830604,13.80476826523704
156.0,7.706731560939015,14.176184289974932
157.0,7.308912594002159,15.053080343256545
158.0,9.30400108737986,14.536318748676717
159.0,8.436658293493233,12.701518933740402
160.0,8.46934921883781,11.956929302011915
161.0,9.400348432055749,11.076943539020643
162.0,8.6919130043835,11.045552808062642
163.0,7.9290463077441835,11.947161028061895
164.0,9.40485556929302,10.463676894833464
165.0,11.078584541605785,10.433367052564535
166.0,12.474467048817953,13.295492862762728
167.0,10.81709190363793,15.569068225244463
168.0,9.639309130418493,15.809081712936944
169.0,9.174807987711214,16.158592784084522
170.0,9.635483870967743,16.014319433516917
171.0,8.33780487804878,13.99464988198269
172.0,7.595967741935484,15.125806451612902
173.0,7.016935483870967,16.544354838709676
174.0,7.681244830438379,17.075020678246485
175.0,7.453063406564587,16.252813250216867
176.0,11.187881034517542,18.631481369404263
177.0,10.90160180758135,15.578183081015496
178.0,11.293734851563332,17.63863071101466
179.0,14.974410850099282,13.84477913903563
180.0,12.469034506013262,14.648795474129855
181.0,12.756528417818739,11.254224270353301
182.0,12.251395601513618,15.72059870368289
183.0,11.050766175864524,13.044659248435803
184.0,10.261942227717206,16.420947135738636
185.0,8.28012035171752,15.491431856892124
186.0,7.856462708547681,17.595150194678126
187.0,7.6169884403558665,14.563456999334262
188.0,7.677101615929311,13.429250136173819
189.0,9.823228227319493,16.696883132603038
190.0,11.052125320260647,11.864499989913051
191.0,13.467840787589017,9.904161875365652
192.0,11.283084185680567,11.597403619197483
193.0,9.386624704956727,11.217194934622157
194.0,8.1271833202203,13.622307144730431
195.0,7.395351429320744,12.973492937694353
196.0,6.391371623393653,14.333992731632385
197.0,7.682310516653553,13.776359072346484
198.0,7.8615085609381445,12.918517477801505
199.0,6.662451762766476,10.856524671237494
