,ibi_s,day,time
1,0.809,1,09:12:08
2,0.806,1,09:12:08
3,0.831,1,09:12:09
4,0.854,1,09:12:10
5,0.885,1,09:12:11
6,0.881,1,09:12:12
7,0.919,1,09:12:13
8,0.935,1,09:12:14
9,0.914,1,09:12:15
10,0.92,1,09:12:15
11,0.924,1,09:12:16
12,0.877,1,09:12:17
13,0.818,1,09:12:18
14,0.818,1,09:12:19
15,0.82,1,09:12:20
16,0.775,1,09:12:21
17,0.799,1,09:12:21
18,0.789,1,09:12:22
19,0.788,1,09:12:23
20,0.81,1,09:12:24
21,0.787,1,09:12:24
22,0.832,1,09:12:25
23,0.853,1,09:12:26
24,0.891,1,09:12:27
25,0.914,1,09:12:28
26,0.957,1,09:12:29
27,0.932,1,09:12:30
28,0.945,1,09:12:31
29,0.933,1,09:12:32
30,0.916,1,09:12:33
31,0.882,1,09:12:41
32,0.898,1,09:12:42
33,0.924,1,09:12:43
34,0.874,1,09:12:43
35,0.888,1,09:12:44
36,0.9,1,09:12:45
37,0.875,1,09:12:46
38,0.886,1,09:12:47
39,0.866,1,09:12:48
40,0.872,1,09:12:49
41,0.893,1,09:12:50
42,0.875,1,09:12:50
43,0.885,1,09:12:51
44,0.886,1,09:12:52
45,0.907,1,09:12:53
46,0.914,1,09:12:54
47,0.945,1,09:12:55
48,0.894,1,09:12:56
49,0.91,1,09:12:57
50,0.933,1,09:12:58
51,0.879,1,09:12:59
52,0.933,1,09:13:00
53,0.871,1,09:13:00
54,0.926,1,09:13:01
55,0.867,1,09:13:02
56,0.896,1,09:13:03
57,0.884,1,09:13:04
58,0.881,1,09:13:05
59,0.899,1,09:13:06
60,0.899,1,09:13:14
61,0.899,1,09:13:15
62,0.921,1,09:13:16
63,0.914,1,09:13:17
64,0.958,1,09:13:18
65,0.902,1,09:13:19
66,0.97,1,09:13:20
67,0.893,1,09:13:20
68,0.969,1,09:13:21
69,0.928,1,09:13:22
70,0.855,1,09:13:23
71,0.984,1,09:13:24
72,0.951,1,09:13:25
73,0.948,1,09:13:26
74,0.962,1,09:13:27
75,0.969,1,09:13:28
76,0.962,1,09:13:29
77,0.947,1,09:13:30
78,0.82,1,09:13:31
79,0.965,1,09:13:32
80,0.874,1,09:13:33
81,0.956,1,09:13:34
82,0.876,1,09:13:34
83,0.958,1,09:13:35
84,0.872,1,09:13:36
85,0.958,1,09:13:37
86,0.861,1,09:13:38
87,0.869,1,09:13:39
88,0.942,1,09:13:47
89,0.878,1,09:13:48
90,0.941,1,09:13:49
91,0.948,1,09:13:50
92,0.956,1,09:13:51
93,0.965,1,09:13:52
94,0.966,1,09:13:53
95,0.952,1,09:13:54
96,0.953,1,09:13:54
97,0.969,1,09:13:55
98,0.941,1,09:13:56
99,0.917,1,09:13:57
100,0.894,1,09:13:58
101,0.817,1,09:13:59
102,0.823,1,09:14:00
103,0.807,1,09:14:01
104,0.791,1,09:14:01
105,0.806,1,09:14:02
106,0.841,1,09:14:03
107,0.861,1,09:14:04
108,0.895,1,09:14:05
109,0.88,1,09:14:06
110,0.821,1,09:14:07
111,0.851,1,09:14:07
112,0.822,1,09:14:08
113,0.78,1,09:14:09
114,0.795,1,09:14:10
115,0.809,1,09:14:11
116,0.817,1,09:14:11
117,0.852,1,09:14:12
118,0.818,1,09:14:20
119,0.809,1,09:14:20
120,0.804,1,09:14:21
121,0.754,1,09:14:22
122,0.765,1,09:14:23
123,0.764,1,09:14:24
124,0.745,1,09:14:24
125,0.766,1,09:14:25
126,0.774,1,09:14:26
127,0.784,1,09:14:27
128,0.761,1,09:14:27
129,0.799,1,09:14:28
130,0.827,1,09:14:29
131,0.889,1,09:14:30
132,0.813,1,09:14:31
133,0.938,1,09:14:32
134,0.938,1,09:14:33
135,0.901,1,09:14:33
136,0.938,1,09:14:34
137,0.937,1,09:14:35
138,0.857,1,09:14:36
139,0.941,1,09:14:37
140,0.88,1,09:14:38
141,0.872,1,09:14:39
142,0.853,1,09:14:40
143,0.84,1,09:14:41
144,0.825,1,09:14:41
145,0.784,1,09:14:42
146,0.801,1,09:14:43
147,0.798,1,09:14:44
148,0.802,1,09:14:45
