time,mouse_movement,mouse_clicks
0.0,149.3378152330945,0.0
1.0,207.86896563290466,2.0
2.0,1204.4135133511522,2.0
3.0,1270.414076522095,1.0
4.0,1110.2965755295277,1.5
5.0,1387.5172987102337,1.75
6.0,2111.1832744283943,4.8125
7.0,2202.9379198202064,3.375
8.0,1156.4869761015111,2.6875
9.0,563.3969400111156,1.3125
10.0,255.54110070332328,0.625
11.0,83.34595263646511,0.1875
12.0,5.743718433538229,1.0625
13.0,0.5,0.5
14.0,0.25,1.25
15.0,0.125,0.625
16.0,0.0625,0.3125
17.0,0.0,1.125
18.0,0.0,3.5625
19.0,266.3828720900117,4.75
20.0,135.19143604500584,3.375
21.0,67.59571802250292,1.6875
22.0,33.79785901125146,0.8125
23.0,16.89892950562573,0.3125
24.0,0.125,0.0625
25.0,0.0,0.0
26.0,532.3959842620455,1.0
27.0,2425.337210807798,1.5
28.0,2353.5878177139875,1.75
29.0,2909.4917928216087,0.875
30.0,2082.8486147352987,2.4375
31.0,1296.3871069085326,2.1875
32.0,742.9393236143924,4.0625
33.0,1687.1010444388062,3.0
34.0,1105.4509645050516,2.5
35.0,1864.922834371279,2.1875
36.0,1256.5383013900062,2.0625
37.0,2783.681038218381,1.9375
38.0,1822.9588264093677,3.9375
39.0,1090.330858667306,3.9375
40.0,859.8795972287089,4.9375
41.0,978.6332798154839,7.4375
42.0,1247.5374858320138,5.6875
43.0,960.914142528906,3.75
44.0,997.9104701388952,4.8125
45.0,991.0537422561376,7.3125
46.0,1864.8551296142991,5.5
47.0,2943.702915945743,5.6875
48.0,2157.3728536600365,5.8125
49.0,1559.226515990972,7.8125
50.0,1769.7803378951012,6.75
51.0,1146.3660558170468,6.3125
52.0,1579.185168727242,6.0625
53.0,1409.844466009627,4.9375
54.0,1166.0595194294829,5.3125
55.0,1330.637744898026,7.5625
56.0,1300.6473393216502,6.6875
57.0,2041.0940982563993,7.25
58.0,3582.162508640042,6.5625
59.0,2762.0956190274474,6.1875
60.0,3219.762689733776,3.9375
61.0,3113.9981829393146,4.875
62.0,2209.4583089792677,5.3125
63.0,1953.6810957275939,5.5625
64.0,1794.4190653800988,4.6875
65.0,1682.9086783029597,5.3125
66.0,912.3772970258294,5.5625
67.0,505.40848025964505,5.6875
68.0,1412.0336943309742,2.75
69.0,1307.9333880754084,1.3125
70.0,1088.1361987806636,2.5625
71.0,1437.0254898216692,3.1875
72.0,1246.0867021562258,4.5
73.0,1189.7941377108805,3.25
74.0,1158.1621844358706,2.625
75.0,1289.0457360468715,4.25
76.0,1476.9834048813325,3.0625
77.0,1079.449305659961,4.4375
78.0,1872.6959889379102,3.1875
79.0,1620.6279091398555,3.5625
80.0,1678.035554823096,2.6875
81.0,2198.6105518590207,3.3125
82.0,2632.609810458578,2.5625
83.0,1471.7463985027784,4.25
84.0,1256.8153684994768,4.0625
85.0,984.9556876202939,3.0
86.0,1769.6464562657034,3.4375
87.0,2059.3845232334015,4.6875
88.0,1723.9606215555339,2.25
89.0,1407.4363321517294,3.0625
90.0,1570.4679795072489,3.5
91.0,1781.1116180305687,2.6875
92.0,1807.0090247881049,3.25
93.0,1719.9054809022552,2.625
94.0,903.3770687301717,4.25
95.0,509.29830753568507,5.0625
96.0,846.1464220711593,4.5
97.0,1611.6685037502639,3.1875
98.0,2034.7480043031082,3.5625
99.0,1717.4156740817243,1.6875
100.0,2108.9940182536666,0.75
101.0,1922.1618479764065,3.3125
102.0,979.8334566781116,6.625
103.0,1264.4221895163164,6.25
104.0,1141.1437728685592,5.125
105.0,1239.6427838732461,4.5625
106.0,1277.7759753089936,3.1875
107.0,1638.2318796379836,3.4375
108.0,2516.602691854834,2.625
109.0,1778.0216037762657,3.25
110.0,2395.808140878824,2.5625
111.0,2254.7237647397064,4.25
112.0,2207.8664821650764,4.0625
113.0,1519.6590729173718,4.0
114.0,1821.5637509754297,2.9375
115.0,1273.9604353754332,4.4375
116.0,1210.9066266269547,5.125
117.0,1482.2444298064056,3.5
118.0,1402.5429523597047,3.6875
119.0,1531.8890983702577,3.8125
120.0,1859.4167217824315,1.8125
121.0,1664.8800722693318,1.8125
122.0,2001.280537302229,0.875
123.0,2067.1982459827977,1.375
124.0,1921.2544238564526,2.625
