time,gsr
0.0,16807.735219573617
1.0,16582.458733889514
2.0,16308.401043997861
3.0,16144.021885131306
4.0,16231.591901177362
5.0,16371.510607042186
6.0,16536.797733637697
7.0,16656.498436045367
8.0,16737.198352138257
9.0,16578.3360779035
10.0,16430.063370783064
11.0,16369.051307756428
12.0,16405.09416174299
13.0,16561.000208312165
14.0,16731.686649335286
15.0,16926.58344174334
16.0,17055.388047033703
17.0,17111.40368414658
18.0,17099.73361352279
19.0,16946.079481529265
20.0,16688.43611311183
21.0,16549.226412810454
22.0,16579.350717169804
23.0,16662.297487689575
24.0,16793.377817305394
25.0,16901.866972442167
26.0,16794.214915150584
27.0,16798.032142477572
28.0,16884.126945621265
29.0,16970.120090667468
30.0,17105.185183925045
31.0,17187.37305969892
32.0,17290.539813188785
33.0,17299.985138064465
34.0,17182.247712816174
35.0,17044.308103729334
36.0,17096.25323886118
37.0,17025.543817082493
38.0,16850.992025140433
39.0,16806.081146390174
40.0,16874.77826155816
41.0,16931.921051173904
42.0,16911.730170289415
43.0,16750.78567394203
44.0,16629.313005646873
45.0,16634.22228478962
46.0,16502.98883754303
47.0,16215.675468182562
48.0,15948.720437175965
49.0,15802.836446960035
50.0,15843.395916261188
51.0,16097.60495574279
52.0,16009.080994468928
53.0,15826.415540747948
54.0,15623.688485294726
55.0,15507.268789946886
56.0,15495.718352951619
57.0,15388.00429112734
58.0,15335.574366338105
59.0,15356.052252565943
60.0,15362.307596023198
61.0,15392.098559182468
62.0,15335.481893198095
63.0,15220.744246286271
64.0,15246.699456539072
65.0,15356.070585072364
66.0,15533.407222418999
67.0,15625.22038473588
68.0,15696.029692836511
69.0,15881.708577087133
70.0,16075.031066735697
71.0,16146.062892569114
72.0,16228.660468753587
73.0,16233.009740285761
74.0,16231.048776619802
75.0,16250.19144408764
76.0,16298.079254551776
77.0,16369.417488297471
78.0,16389.558782651144
79.0,16337.628036425143
80.0,16275.561837535599
81.0,16233.703375837978
82.0,16183.268420077773
83.0,16176.237834770802
84.0,16112.842617674152
85.0,16093.62586556228
86.0,16112.660814238701
87.0,16158.314499002607
88.0,16203.04691035638
89.0,16149.061138639157
90.0,16075.936135822318
91.0,15919.40594766113
92.0,15748.526750149107
93.0,15517.405370996334
94.0,15353.555166688828
95.0,15224.746823639805
96.0,15181.574794030013
97.0,15158.554583226338
98.0,15162.821055074237
99.0,15290.25363474584
100.0,15419.238710166577
101.0,15531.717078233632
102.0,15669.88251957334
103.0,15814.600215262977
104.0,15860.456316524156
105.0,15850.57993272168
106.0,15736.091915117791
107.0,15728.357490097107
108.0,15655.887045540432
109.0,15670.515211271122
110.0,15789.162020081934
111.0,15890.300283348213
112.0,15986.076796747519
113.0,16041.404216642784
114.0,15956.294098708771
115.0,15861.964121707431
116.0,15818.015733122538
117.0,15804.814801411074
118.0,15805.717952948724
119.0,15799.102482698561
120.0,15832.092846520634
121.0,15826.229680145856
122.0,15692.456825356632
123.0,15616.19995400096
124.0,15632.74344230125
125.0,15597.486342428747
126.0,15565.087234566323
127.0,15560.313445819982
128.0,15634.666856552389
129.0,15740.104431396545
130.0,15791.682020120652
131.0,15639.83618616065
132.0,15530.800613642361
133.0,15525.756463425761
134.0,15483.786893468678
135.0,15525.520154813632
136.0,15627.333449151989
137.0,15666.926906357246
138.0,15746.02961066853
139.0,15820.95037492178
140.0,15930.007481008233
141.0,15986.233082460742
142.0,16037.511132523248
143.0,15988.584671286582
144.0,15938.885029140532
145.0,15892.368829594721
146.0,15848.192236137409
147.0,15871.6516664473
148.0,15943.367652335966
149.0,15971.865382074739
150.0,16005.861445489089
151.0,16031.78030270513
152.0,16031.725871065126
153.0,15984.611705868561
154.0,16029.899912329678
155.0,16028.406282025493
156.0,16025.354680265234
157.0,16010.138289956134
158.0,15873.041426018786
159.0,15649.591599594674
160.0,15497.710120458738
161.0,15461.0272011608
162.0,15335.475734080352
163.0,15312.465609049865
164.0,15345.98026510873
165.0,15250.802187794496
166.0,15226.867010763523
167.0,15285.634880058387
168.0,15415.644680550373
169.0,15555.758605456373
170.0,15672.986277818032
171.0,15748.97937559353
172.0,15624.074262777413
173.0,15552.188320104135
174.0,15553.482496463217
175.0,15606.641547720723
176.0,15569.489734053495
177.0,15425.635266543446
178.0,15421.246182975492
179.0,15532.645744075808
180.0,15455.551094984203
181.0,15260.761602912336
182.0,15195.830392093965
183.0,15295.225628034017
184.0,15420.192393041969
185.0,15477.007985576096
186.0,15475.937862672647
187.0,15605.92260187312
188.0,15616.58301232889
189.0,15537.775759459628
190.0,15482.79158593724
191.0,15545.500916932277
192.0,15629.934541243965
193.0,15613.86244651075
194.0,15460.755008741573
195.0,15353.772585894827
196.0,15373.843471346205
197.0,15452.984916707333
198.0,15538.428870994427
199.0,15598.604966242747
200.0,15640.967511881032
