time,buttons_pressed
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,1.0
9.0,0.5
10.0,0.25
11.0,1.125
12.0,0.5625
13.0,0.25
14.0,0.125
15.0,1.0625
16.0,0.5
17.0,0.25
18.0,0.125
19.0,0.0625
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,2.0
26.0,1.0
27.0,2.5
28.0,1.25
29.0,1.625
30.0,0.75
31.0,1.375
32.0,0.625
33.0,0.3125
34.0,0.125
35.0,0.0625
36.0,0.0
37.0,1.0
38.0,2.5
39.0,1.25
40.0,0.625
41.0,0.3125
42.0,0.125
43.0,2.0
44.0,1.0
45.0,0.5
46.0,0.25
47.0,0.125
48.0,1.0
49.0,1.5
50.0,0.75
51.0,0.375
52.0,0.1875
53.0,1.0625
54.0,2.5
55.0,2.25
56.0,1.125
57.0,0.5625
58.0,0.25
59.0,0.0625
60.0,0.0
61.0,0.0
62.0,1.0
63.0,0.5
64.0,0.25
65.0,0.125
66.0,0.0625
67.0,0.0
68.0,1.0
69.0,1.5
70.0,2.75
71.0,1.375
72.0,0.6875
73.0,0.3125
74.0,0.125
75.0,0.0
76.0,0.0
77.0,0.0
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,1.0
83.0,0.5
84.0,0.25
85.0,1.125
86.0,1.5625
87.0,0.75
88.0,0.375
89.0,0.1875
90.0,0.0625
91.0,0.0
92.0,2.0
93.0,1.0
94.0,0.5
95.0,0.25
96.0,0.125
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
101.0,0.0
102.0,1.0
103.0,0.5
104.0,0.25
105.0,0.125
106.0,1.0625
107.0,0.5
108.0,0.25
109.0,0.125
110.0,0.0625
111.0,0.0
112.0,2.0
113.0,5.0
114.0,2.5
115.0,1.25
116.0,0.625
117.0,0.25
118.0,0.0
119.0,0.0
120.0,2.0
121.0,1.0
122.0,3.5
123.0,1.75
124.0,0.875
125.0,0.375
126.0,0.1875
127.0,1.0
128.0,0.5
129.0,0.25
130.0,0.125
131.0,0.0625
132.0,1.0
133.0,1.5
134.0,0.75
135.0,0.375
136.0,0.1875
137.0,0.0625
138.0,0.0
139.0,0.0
140.0,0.0
141.0,0.0
142.0,2.0
143.0,2.0
144.0,1.0
145.0,1.5
146.0,0.75
147.0,2.3125
148.0,2.125
149.0,1.0625
150.0,0.5
151.0,0.25
152.0,0.0625
153.0,0.0
154.0,0.0
155.0,0.0
156.0,0.0
157.0,0.0
158.0,0.0
159.0,1.0
160.0,0.5
161.0,0.25
162.0,0.125
163.0,0.0625
164.0,0.0
165.0,2.0
166.0,1.0
167.0,0.5
168.0,0.25
169.0,1.125
170.0,0.5
171.0,0.25
172.0,3.125
173.0,1.5625
174.0,2.75
175.0,2.375
176.0,1.1875
177.0,0.5
178.0,0.25
179.0,2.0625
180.0,1.0
181.0,0.5
182.0,0.25
183.0,0.125
184.0,0.0
185.0,0.0
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,1.0
193.0,1.5
194.0,0.75
195.0,0.375
196.0,1.1875
197.0,0.5625
198.0,0.25
199.0,1.125
200.0,0.5625
201.0,0.25
202.0,0.125
203.0,1.0625
204.0,0.5
205.0,0.25
206.0,0.125
207.0,2.0625
208.0,2.0
209.0,3.0
210.0,2.5
211.0,2.25
212.0,3.0625
213.0,3.5
214.0,1.6875
215.0,1.8125
216.0,0.875
217.0,0.375
218.0,1.125
219.0,2.5625
220.0,4.25
221.0,3.125
222.0,1.5625
223.0,1.75
224.0,0.8125
225.0,0.3125
226.0,0.125
227.0,0.0625
228.0,0.0
