,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
145,49,0,74,0,78.0,0,1,0,0,88.75,1,09:52:25
146,173,8,167,0,77.0,0,1,0,0,240.59,1,09:52:26
147,211,51,276,1,77.0,0,1,0,0,351.14,1,09:52:27
148,107,93,86,1,76.0,0,1,0,0,165.81,1,09:52:28
149,258,151,287,2,75.0,0,1,0,0,414.41,1,09:52:29
150,93,121,340,0,73.0,0,1,0,0,372.68,1,09:52:30
151,196,70,240,1,73.0,0,1,0,0,317.67,1,09:52:31
152,268,154,175,1,73.0,0,1,0,0,355.2,1,09:52:32
153,343,134,146,2,74.0,0,1,0,0,396.13,1,09:52:33
154,164,118,170,1,76.0,0,1,0,0,264.05,1,09:52:34
155,215,222,175,0,77.0,0,1,0,0,355.15,1,09:52:35
156,270,153,445,1,78.0,0,1,0,0,542.53,1,09:52:36
157,151,200,328,2,78.0,0,1,0,0,412.78,1,09:52:37
158,74,189,108,0,78.0,0,1,0,0,229.92,1,09:52:38
159,104,104,88,2,80.0,0,1,0,0,171.39,1,09:52:39
160,133,127,128,0,80.0,0,1,0,0,224.06,1,09:52:40
161,79,262,79,1,82.0,0,1,0,0,284.83,1,09:52:41
162,85,135,84,1,83.0,0,1,0,0,180.29,1,09:52:42
163,67,3,136,1,83.0,0,1,0,0,151.64,1,09:52:43
164,79,63,140,1,84.0,0,1,0,0,172.66,1,09:52:44
165,191,61,101,1,86.0,0,1,0,0,224.51,1,09:52:45
166,39,86,77,1,86.0,0,1,0,0,121.84,1,09:52:46
167,239,141,76,1,88.0,0,1,0,0,287.71,1,09:52:47
168,262,318,139,0,90.0,0,1,0,0,434.84,1,09:52:48
169,88,55,202,2,90.0,0,1,0,0,227.1,1,09:52:49
170,297,132,80,2,91.0,0,1,0,0,334.71,1,09:52:50
171,274,193,150,1,91.0,0,1,0,0,367.19,1,09:52:51
178,71,94,58,1,90.0,0,1,0,0,131.3,1,09:52:58
179,40,41,58,0,90.0,0,1,0,0,81.52,1,09:52:59
180,19,37,45,0,89.0,0,1,0,0,61.28,1,09:53:00
181,20,4,4,1,89.0,0,1,0,0,20.78,1,09:53:01
182,63,35,137,1,89.0,0,1,0,0,154.8,1,09:53:02
