,ibi_s,day,time
1,0.831,1,09:52:24
2,0.829,1,09:52:25
3,0.859,1,09:52:26
4,0.9,1,09:52:27
5,0.894,1,09:52:28
6,0.852,1,09:52:28
7,0.824,1,09:52:29
8,0.808,1,09:52:30
9,0.773,1,09:52:31
10,0.746,1,09:52:32
11,0.733,1,09:52:32
12,0.717,1,09:52:33
13,0.722,1,09:52:34
14,0.721,1,09:52:34
15,0.592,1,09:52:35
16,0.808,1,09:52:36
17,0.693,1,09:52:37
18,0.687,1,09:52:37
19,0.399,1,09:52:38
20,0.288,1,09:52:38
21,0.67,1,09:52:39
22,0.685,1,09:52:39
23,0.682,1,09:52:40
24,0.677,1,09:52:42
25,0.673,1,09:52:42
26,0.679,1,09:52:43
27,0.679,1,09:52:43
28,0.67,1,09:52:43
29,0.67,1,09:52:44
30,0.653,1,09:52:45
31,0.635,1,09:52:45
32,0.626,1,09:52:46
33,0.62,1,09:52:46
34,0.633,1,09:52:47
35,0.636,1,09:52:48
36,0.646,1,09:52:48
37,0.654,1,09:52:49
38,0.682,1,09:52:57
39,0.688,1,09:52:58
40,0.693,1,09:52:58
41,0.699,1,09:52:59
42,0.664,1,09:53:00
43,0.662,1,09:53:01
44,0.666,1,09:53:01
45,0.665,1,09:53:02
46,0.688,1,09:53:03
47,0.688,1,09:53:03
48,0.701,1,09:53:04
49,0.684,1,09:53:05
50,0.672,1,09:53:05
51,0.672,1,09:53:06
52,0.672,1,09:53:07
53,0.663,1,09:53:07
54,0.637,1,09:53:08
55,0.659,1,09:53:09
56,0.659,1,09:53:09
57,0.648,1,09:53:10
58,0.631,1,09:53:11
59,0.626,1,09:53:11
60,0.619,1,09:53:12
61,0.61,1,09:53:12
62,0.61,1,09:53:13
63,0.611,1,09:53:14
64,0.615,1,09:53:14
65,0.623,1,09:53:15
66,0.669,1,09:53:16
67,0.762,1,09:53:16
68,0.797,1,09:53:17
69,0.826,1,09:53:18
70,0.785,1,09:53:19
71,0.78,1,09:53:19
72,0.772,1,09:53:20
73,0.763,1,09:53:21
74,0.742,1,09:53:22
75,0.729,1,09:53:22
76,0.753,1,09:53:30
77,0.758,1,09:53:30
78,0.737,1,09:53:31
79,0.726,1,09:53:32
80,0.719,1,09:53:32
81,0.716,1,09:53:33
82,0.736,1,09:53:34
83,0.682,1,09:53:35
84,0.688,1,09:53:35
85,0.675,1,09:53:36
86,0.674,1,09:53:37
87,0.671,1,09:53:37
88,0.706,1,09:53:38
89,0.699,1,09:53:39
90,0.699,1,09:53:39
91,0.688,1,09:53:40
92,0.684,1,09:53:41
93,0.694,1,09:53:41
94,0.723,1,09:53:42
95,0.7,1,09:53:43
96,0.715,1,09:53:44
97,0.704,1,09:53:44
98,0.695,1,09:53:45
99,0.716,1,09:53:46
100,0.706,1,09:53:46
101,0.733,1,09:53:47
102,0.736,1,09:53:48
103,0.776,1,09:53:49
104,0.8,1,09:53:49
105,0.813,1,09:53:50
106,0.824,1,09:53:51
107,0.823,1,09:53:52
108,0.815,1,09:53:53
109,0.826,1,09:53:54
110,0.806,1,09:53:54
111,0.788,1,09:53:55
112,0.701,1,09:54:03
113,0.67,1,09:54:04
114,0.638,1,09:54:04
115,0.628,1,09:54:05
116,0.65,1,09:54:06
117,0.638,1,09:54:06
118,0.658,1,09:54:07
119,0.663,1,09:54:08
120,0.69,1,09:54:08
121,0.715,1,09:54:09
122,0.718,1,09:54:10
123,0.753,1,09:54:10
124,0.774,1,09:54:11
125,0.78,1,09:54:12
126,0.753,1,09:54:13
127,0.782,1,09:54:13
128,0.785,1,09:54:14
129,0.789,1,09:54:15
130,0.799,1,09:54:16
131,0.771,1,09:54:17
132,0.796,1,09:54:17
133,0.79,1,09:54:18
134,0.744,1,09:54:19
135,0.786,1,09:54:20
136,0.79,1,09:54:21
137,0.834,1,09:54:21
138,0.842,1,09:54:22
139,0.873,1,09:54:23
140,0.881,1,09:54:24
141,0.866,1,09:54:25
142,0.859,1,09:54:26
143,0.875,1,09:54:27
144,0.892,1,09:54:27
145,0.884,1,09:54:28
146,0.727,1,09:54:36
147,0.805,1,09:54:37
148,0.832,1,09:54:37
149,0.934,1,09:54:38
150,1.019,1,09:54:39
151,0.996,1,09:54:40
152,0.942,1,09:54:41
153,0.944,1,09:54:42
154,0.929,1,09:54:43
155,0.9,1,09:54:44
156,0.938,1,09:54:45
157,0.967,1,09:54:46
158,1.019,1,09:54:47
159,0.972,1,09:54:48
160,0.982,1,09:54:49
161,0.976,1,09:54:50
162,0.928,1,09:54:51
163,0.944,1,09:54:52
164,0.96,1,09:54:53
165,0.974,1,09:54:54
166,0.992,1,09:54:55
167,1.065,1,09:54:56
168,1.106,1,09:54:57
169,1.105,1,09:54:58
170,1.059,1,09:54:59
171,0.967,1,09:55:00
172,0.939,1,09:55:01
173,0.938,1,09:55:09
174,0.858,1,09:55:10
175,0.846,1,09:55:11
176,0.859,1,09:55:12
177,0.882,1,09:55:13
178,0.834,1,09:55:14
179,0.892,1,09:55:14
180,0.928,1,09:55:15
181,0.854,1,09:55:16
182,0.886,1,09:55:17
183,0.885,1,09:55:18
184,0.868,1,09:55:19
185,0.809,1,09:55:20
186,0.724,1,09:55:20
187,0.732,1,09:55:21
188,0.764,1,09:55:22
189,0.86,1,09:55:23
190,0.938,1,09:55:24
191,0.922,1,09:55:25
192,0.937,1,09:55:26
193,0.931,1,09:55:27
194,0.959,1,09:55:27
195,0.955,1,09:55:28
196,0.856,1,09:55:29
197,0.885,1,09:55:30
198,0.898,1,09:55:31
199,0.938,1,09:55:32
200,0.969,1,09:55:33
201,1.043,1,09:55:34
202,0.879,1,09:55:42
203,0.91,1,09:55:42
204,0.893,1,09:55:43
205,0.881,1,09:55:44
206,0.91,1,09:55:45
207,0.895,1,09:55:46
208,0.88,1,09:55:47
209,0.868,1,09:55:48
210,0.855,1,09:55:49
211,0.818,1,09:55:49
212,0.812,1,09:55:50
213,0.83,1,09:55:51
214,0.82,1,09:55:52
215,0.847,1,09:55:53
216,0.877,1,09:55:54
217,0.908,1,09:55:55
218,0.9,1,09:55:55
219,0.882,1,09:55:56
220,0.869,1,09:55:57
221,0.824,1,09:55:58
222,0.839,1,09:55:59
223,0.845,1,09:56:00
224,0.871,1,09:56:01
225,0.865,1,09:56:01
226,0.894,1,09:56:02
227,0.926,1,09:56:03
228,0.877,1,09:56:04
229,0.869,1,09:56:05
230,0.874,1,09:56:06
231,0.876,1,09:56:07
232,0.834,1,09:56:15
233,0.844,1,09:56:16
234,0.851,1,09:56:17
235,0.836,1,09:56:18
236,0.816,1,09:56:19
237,0.833,1,09:56:19
238,0.825,1,09:56:20
239,0.801,1,09:56:21
240,0.73,1,09:56:22
241,0.736,1,09:56:23
242,0.746,1,09:56:23
243,0.751,1,09:56:24
244,0.735,1,09:56:25
245,0.722,1,09:56:25
246,0.742,1,09:56:26
247,0.746,1,09:56:27
248,0.797,1,09:56:28
249,0.807,1,09:56:29
250,0.802,1,09:56:29
251,0.769,1,09:56:30
252,0.732,1,09:56:31
253,0.71,1,09:56:32
254,0.716,1,09:56:32
255,0.721,1,09:56:33
256,0.738,1,09:56:34
257,0.762,1,09:56:35
258,0.743,1,09:56:35
259,0.728,1,09:56:36
260,0.745,1,09:56:37
261,0.769,1,09:56:38
262,0.779,1,09:56:38
263,0.765,1,09:56:39
264,0.797,1,09:56:40
265,0.808,1,09:56:48
266,0.773,1,09:56:48
267,0.818,1,09:56:49
268,0.921,1,09:56:50
269,0.973,1,09:56:51
270,0.993,1,09:56:52
271,0.987,1,09:56:53
272,0.972,1,09:56:54
273,0.953,1,09:56:55
274,0.874,1,09:56:56
275,0.876,1,09:56:57
276,0.904,1,09:56:58
277,0.979,1,09:56:59
278,1.001,1,09:57:00
279,0.929,1,09:57:01
280,0.922,1,09:57:01
281,0.877,1,09:57:02
282,0.931,1,09:57:03
283,0.931,1,09:57:04
284,0.929,1,09:57:05
285,0.901,1,09:57:06
286,0.812,1,09:57:07
287,0.831,1,09:57:08
288,0.828,1,09:57:08
289,0.844,1,09:57:09
290,0.833,1,09:57:10
291,0.854,1,09:57:11
292,0.862,1,09:57:12
293,0.89,1,09:57:13
294,0.958,1,09:57:21
295,0.962,1,09:57:22
296,0.965,1,09:57:23
