time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,29.97,981.89,270.6,17.35,582
1.0,29.97,981.91,270.29,17.21,582
2.0,29.97,981.91,270.43,17.16,582
3.0,29.97,981.95,270.12,17.29,582
4.0,29.97,981.86,270.91,17.28,582
5.0,29.96,981.87,270.81,17.29,582
6.0,29.98,981.9,270.53,17.23,582
7.0,29.97,981.86,270.43,17.17,582
8.0,29.98,981.96,270.12,17.35,582
9.0,29.98,981.93,270.29,17.41,582
10.0,29.97,981.92,270.36,17.28,582
11.0,29.97,981.92,270.36,17.3,582
12.0,29.97,981.98,269.88,17.3,582
13.0,29.98,981.93,270.29,17.42,582
14.0,29.98,981.87,270.63,17.47,586
15.0,29.98,981.87,270.77,16.72,586
16.0,29.99,981.89,270.63,17.15,586
17.0,29.99,981.92,270.77,17.06,586
18.0,29.99,981.89,270.77,17.36,586
19.0,29.99,981.95,270.15,17.27,586
20.0,29.99,981.83,271.11,17.27,586
21.0,30.0,981.87,270.8,17.26,586
22.0,30.0,981.9,270.56,17.27,586
23.0,30.01,981.89,270.59,17.39,586
24.0,30.0,981.91,270.49,17.28,586
25.0,30.0,981.91,270.49,17.26,586
26.0,30.01,981.87,270.83,17.27,586
27.0,30.01,981.92,270.36,17.26,586
28.0,30.02,981.88,270.69,17.26,586
29.0,30.01,981.92,270.36,16.85,586
30.0,30.02,981.91,270.45,17.11,586
31.0,30.02,981.88,270.69,17.06,586
32.0,30.01,981.92,270.36,17.27,586
33.0,30.01,981.91,270.42,17.24,586
34.0,30.02,981.97,269.98,17.26,586
35.0,30.01,981.92,270.36,17.26,586
36.0,30.01,981.98,269.88,17.25,586
37.0,30.01,981.92,270.36,17.27,586
38.0,30.01,981.92,270.83,17.16,586
39.0,30.01,981.92,270.42,17.17,586
40.0,30.01,981.94,270.18,17.42,586
41.0,30.01,981.87,270.83,17.25,586
42.0,30.01,981.89,270.59,17.26,586
43.0,30.01,981.92,270.36,17.26,586
44.0,30.01,981.92,270.36,17.57,586
45.0,30.0,981.85,270.97,17.04,589
46.0,30.01,981.89,270.59,17.25,589
47.0,30.01,981.91,270.42,17.25,589
48.0,30.02,981.94,270.22,17.13,589
49.0,30.01,981.97,269.71,16.88,589
50.0,30.01,981.98,269.88,17.39,589
51.0,30.02,981.89,270.59,17.42,589
52.0,30.02,981.94,270.22,17.24,589
53.0,30.01,981.92,270.36,17.24,589
54.0,30.02,981.94,270.22,17.4,589
55.0,30.04,981.96,270.01,16.89,589
56.0,30.03,981.95,270.08,17.09,589
57.0,30.02,981.94,270.08,17.21,589
58.0,30.03,981.95,270.15,17.11,589
59.0,30.04,981.97,269.94,17.23,589
60.0,30.03,981.9,270.56,17.24,589
61.0,30.04,981.89,270.66,17.24,589
62.0,30.04,981.92,270.42,17.05,589
63.0,30.04,981.86,270.42,17.11,589
64.0,30.05,981.96,270.04,16.95,589
65.0,30.05,981.89,270.66,17.05,589
66.0,30.05,981.95,270.11,17.23,589
67.0,30.04,981.92,270.42,17.23,589
68.0,30.05,981.9,270.52,17.23,589
69.0,30.04,981.94,270.18,17.38,589
70.0,30.05,981.88,270.76,17.15,589
71.0,30.05,981.88,270.69,17.28,589
72.0,30.05,981.88,270.76,17.24,589
73.0,30.05,981.87,270.82,17.24,589
74.0,30.04,981.86,270.89,17.25,589
75.0,30.05,981.88,270.76,17.51,589
76.0,30.06,981.86,271.16,17.63,591
77.0,30.05,981.9,270.52,17.25,591
78.0,30.05,981.82,271.23,17.06,591
79.0,30.05,981.9,270.52,16.71,591
