time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,28.02,977.25,310.36,25.83,623
1.0,28.01,977.23,310.5,25.82,623
2.0,28.02,977.22,310.6,25.93,623
3.0,28.02,977.22,310.6,25.91,623
4.0,28.03,977.28,310.05,25.84,623
5.0,28.02,977.27,310.12,25.78,623
6.0,28.03,977.17,311.01,25.92,623
7.0,28.03,977.29,309.98,25.9,623
8.0,28.03,977.28,310.53,26.24,623
9.0,28.03,977.23,310.46,25.93,623
10.0,28.03,977.29,309.98,25.92,623
11.0,28.03,977.28,310.53,25.73,623
12.0,28.03,977.18,310.94,25.88,623
13.0,28.02,977.25,310.36,25.91,623
14.0,28.02,977.16,311.08,25.71,623
15.0,28.03,977.26,310.29,25.74,623
16.0,28.02,977.19,310.84,25.92,623
17.0,28.01,977.26,310.26,25.56,623
18.0,28.04,977.24,310.29,25.69,623
19.0,28.02,977.27,310.12,25.88,623
20.0,28.01,977.26,310.26,25.88,623
21.0,28.01,977.15,310.26,26.03,623
22.0,28.01,977.29,310.02,25.61,623
23.0,28.01,977.2,310.74,25.86,623
24.0,28.01,977.26,310.26,24.93,623
25.0,28.01,977.24,310.43,26.01,623
26.0,28.01,977.2,310.74,25.86,623
27.0,28.02,977.27,310.26,25.67,627
28.0,28.01,977.23,310.5,25.62,627
29.0,28.01,977.25,310.33,25.83,627
30.0,28.0,977.19,310.88,26.2,627
31.0,28.0,977.24,310.88,25.9,627
32.0,28.01,977.29,310.02,25.87,627
33.0,28.01,977.2,310.74,25.86,627
34.0,28.01,977.26,310.33,26.0,627
35.0,28.01,977.31,309.78,25.89,627
36.0,28.0,977.21,310.64,26.2,627
37.0,27.98,977.16,311.02,26.14,627
38.0,28.0,977.27,310.16,25.79,627
39.0,28.01,977.23,310.5,25.64,627
40.0,28.01,977.25,310.88,25.52,627
41.0,28.01,977.31,309.85,25.73,627
42.0,28.02,977.27,310.12,25.73,627
43.0,28.03,977.28,310.53,25.82,627
44.0,28.02,977.34,309.54,25.75,627
45.0,28.03,977.26,310.22,25.75,627
46.0,28.02,977.27,310.12,25.67,627
47.0,28.03,977.29,310.94,25.48,627
48.0,28.03,977.28,310.05,25.76,627
49.0,28.03,977.21,310.7,25.77,627
50.0,28.02,977.3,310.6,25.61,627
51.0,28.03,977.29,309.98,25.84,627
52.0,28.02,977.33,309.64,25.78,627
53.0,28.02,977.25,310.36,25.51,627
54.0,28.03,977.26,310.22,25.89,627
55.0,28.03,977.29,309.98,25.88,627
56.0,28.03,977.28,310.05,25.74,627
57.0,28.03,977.25,309.98,25.82,627
58.0,28.05,977.24,310.42,25.88,626
59.0,28.05,977.31,309.78,25.74,626
60.0,28.04,977.3,309.91,25.87,626
61.0,28.04,977.19,309.85,25.48,626
62.0,28.03,977.28,310.08,25.98,626
63.0,28.04,977.19,310.87,25.88,626
64.0,28.04,977.31,309.85,26.01,626
65.0,28.03,977.23,310.26,26.17,626
66.0,28.03,977.23,310.46,25.91,626
67.0,28.03,977.29,309.98,25.92,626
68.0,28.03,977.26,309.98,25.98,626
69.0,28.02,977.25,310.36,25.9,626
70.0,28.03,977.26,310.22,25.91,626
71.0,28.02,977.25,310.36,25.86,626
72.0,28.03,977.23,310.46,25.84,626
73.0,28.04,977.31,309.85,25.91,626
74.0,28.04,977.24,310.39,25.55,626
75.0,27.74,976.81,310.29,25.87,626
76.0,28.03,977.23,310.46,25.86,626
77.0,28.03,977.1,311.66,26.19,626
78.0,28.03,977.29,309.91,25.92,626
79.0,28.03,977.23,310.53,25.89,626
80.0,28.02,977.27,310.12,25.67,626
81.0,28.03,977.25,310.36,25.59,626
82.0,28.03,977.18,310.94,25.87,626
83.0,28.04,977.19,310.8,25.69,626
84.0,28.04,977.24,310.32,25.94,626
85.0,28.05,977.29,309.94,25.85,626
86.0,28.04,977.28,310.08,25.82,626
87.0,28.05,977.27,310.42,25.6,626
88.0,28.06,977.31,309.81,25.72,626
89.0,28.06,977.22,310.59,25.85,635
90.0,28.05,977.32,309.71,25.87,635
91.0,28.06,977.22,310.11,25.7,635
92.0,28.06,977.28,310.11,25.74,635
93.0,28.04,977.25,310.32,25.88,635
