,ibi_s,day,time
1,1.167,1,09:27:08
2,0.641,1,09:27:08
3,0.975,1,09:27:09
4,0.283,1,09:27:10
5,9.396,1,09:27:19
6,0.815,1,09:27:20
7,0.846,1,09:27:21
8,0.844,1,09:27:21
9,0.896,1,09:27:22
10,0.899,1,09:27:23
11,0.876,1,09:27:24
12,0.852,1,09:27:25
13,0.648,1,09:27:26
14,0.282,1,09:27:26
15,0.449,1,09:27:26
16,0.464,1,09:27:27
17,4.07,1,09:27:31
18,0.724,1,09:27:32
19,0.7,1,09:27:32
20,0.701,1,09:27:40
21,0.71,1,09:27:41
22,0.712,1,09:27:42
23,0.726,1,09:27:42
24,0.727,1,09:27:43
25,0.715,1,09:27:44
26,0.715,1,09:27:44
27,0.702,1,09:27:45
28,0.685,1,09:27:46
29,0.688,1,09:27:47
30,0.714,1,09:27:47
31,0.728,1,09:27:48
32,0.716,1,09:27:49
33,0.734,1,09:27:49
34,0.773,1,09:27:50
35,0.805,1,09:27:51
36,0.795,1,09:27:52
37,0.772,1,09:27:53
38,0.746,1,09:27:53
39,0.736,1,09:27:54
40,0.721,1,09:27:55
41,0.715,1,09:27:55
42,0.714,1,09:27:56
43,0.734,1,09:27:57
44,0.733,1,09:27:58
45,0.748,1,09:27:58
46,0.771,1,09:27:59
47,0.802,1,09:28:00
48,0.795,1,09:28:01
49,0.765,1,09:28:02
50,0.754,1,09:28:02
51,0.744,1,09:28:03
52,0.75,1,09:28:04
53,0.729,1,09:28:05
54,0.715,1,09:28:05
55,0.781,1,09:28:13
56,0.79,1,09:28:14
57,0.786,1,09:28:14
58,0.763,1,09:28:15
59,0.77,1,09:28:16
60,0.757,1,09:28:17
61,0.753,1,09:28:18
62,0.728,1,09:28:18
63,0.73,1,09:28:19
64,0.758,1,09:28:20
65,0.769,1,09:28:20
66,0.785,1,09:28:21
67,0.804,1,09:28:22
68,0.811,1,09:28:23
69,0.813,1,09:28:24
70,0.801,1,09:28:25
71,0.79,1,09:28:25
72,0.791,1,09:28:26
73,0.788,1,09:28:27
74,0.771,1,09:28:28
75,0.75,1,09:28:28
76,0.749,1,09:28:29
77,0.742,1,09:28:30
78,0.741,1,09:28:31
79,0.74,1,09:28:31
80,0.743,1,09:28:32
81,0.769,1,09:28:33
82,0.787,1,09:28:34
83,0.772,1,09:28:34
84,0.76,1,09:28:35
85,0.77,1,09:28:36
86,0.768,1,09:28:37
87,0.759,1,09:28:37
88,0.756,1,09:28:38
89,0.811,1,09:28:46
90,0.802,1,09:28:47
91,0.786,1,09:28:48
92,0.76,1,09:28:48
93,0.778,1,09:28:49
94,0.775,1,09:28:50
95,0.747,1,09:28:51
96,0.776,1,09:28:52
97,0.77,1,09:28:52
98,0.766,1,09:28:53
99,0.758,1,09:28:54
100,0.756,1,09:28:55
101,0.752,1,09:28:55
102,0.742,1,09:28:56
103,0.74,1,09:28:57
104,0.729,1,09:28:58
105,0.726,1,09:28:58
106,0.736,1,09:28:59
107,0.732,1,09:29:00
108,0.744,1,09:29:00
109,0.778,1,09:29:01
110,0.844,1,09:29:02
111,0.874,1,09:29:03
112,0.915,1,09:29:04
113,0.875,1,09:29:05
114,0.876,1,09:29:06
115,0.858,1,09:29:07
116,0.831,1,09:29:07
117,0.798,1,09:29:08
118,0.771,1,09:29:09
119,0.77,1,09:29:10
120,0.761,1,09:29:10
121,0.75,1,09:29:11
122,0.806,1,09:29:19
123,0.794,1,09:29:19
124,0.791,1,09:29:20
125,0.788,1,09:29:21
126,0.783,1,09:29:22
127,0.789,1,09:29:22
128,0.773,1,09:29:23
129,0.776,1,09:29:24
130,0.784,1,09:29:25
131,0.776,1,09:29:26
132,0.804,1,09:29:26
133,0.812,1,09:29:27
134,0.828,1,09:29:28
135,0.82,1,09:29:29
136,0.831,1,09:29:30
137,0.799,1,09:29:30
138,0.675,1,09:29:31
139,0.923,1,09:29:32
140,0.769,1,09:29:33
141,0.777,1,09:29:34
142,0.754,1,09:29:34
143,0.738,1,09:29:35
144,0.725,1,09:29:36
145,0.701,1,09:29:37
146,0.708,1,09:29:37
147,0.689,1,09:29:38
148,0.671,1,09:29:39
149,0.659,1,09:29:39
150,0.659,1,09:29:40
151,0.666,1,09:29:41
152,0.659,1,09:29:41
153,0.685,1,09:29:42
154,0.714,1,09:29:43
155,0.755,1,09:29:43
156,0.802,1,09:29:44
157,0.954,1,09:29:52
158,0.939,1,09:29:52
159,0.906,1,09:29:53
160,0.938,1,09:29:54
161,0.945,1,09:29:55
162,0.946,1,09:29:56
