,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
23,275,86,67,1,72.0,0,1,0,0,295.82,1,09:27:23
24,93,112,45,1,69.0,0,1,0,0,152.37,1,09:27:24
25,69,39,61,0,68.0,0,1,0,0,100.01,1,09:27:25
26,66,86,140,1,68.0,0,1,0,0,177.06,1,09:27:26
27,50,44,38,0,69.0,0,1,0,0,76.68,1,09:27:27
28,28,32,24,0,69.0,0,1,0,0,48.83,1,09:27:28
29,0,0,0,0,69.0,0,0,0,1,0.0,1,09:27:29
30,0,0,0,0,69.0,0,0,0,1,0.0,1,09:27:30
31,42,18,14,0,69.0,0,1,0,0,47.79,1,09:27:31
32,82,137,99,0,69.0,0,1,0,0,187.87,1,09:27:32
33,42,52,49,1,69.0,0,1,0,0,82.88,1,09:27:33
34,46,80,69,0,74.0,0,1,0,0,115.23,1,09:27:34
41,0,0,0,0,77.0,0,0,1,0,0.0,1,09:27:41
42,0,0,0,0,78.0,0,0,1,0,0.0,1,09:27:42
43,0,0,0,0,79.0,0,0,1,0,0.0,1,09:27:43
44,0,0,0,0,80.0,0,0,1,0,0.0,1,09:27:44
45,0,0,0,0,80.0,0,0,1,0,0.0,1,09:27:45
46,0,0,0,0,81.0,0,0,1,0,0.0,1,09:27:46
47,0,0,0,0,82.0,0,0,1,0,0.0,1,09:27:47
48,0,0,9,0,82.0,0,0,1,0,9.0,1,09:27:48
49,0,0,2,0,83.0,0,0,1,0,2.0,1,09:27:49
50,0,48,0,0,83.0,0,0,1,0,48.0,1,09:27:50
51,0,0,0,0,83.0,0,0,1,0,0.0,1,09:27:51
52,0,0,0,0,82.0,0,0,1,0,0.0,1,09:27:52
53,0,0,0,0,81.0,0,0,1,0,0.0,1,09:27:53
54,0,0,0,0,81.0,0,0,1,0,0.0,1,09:27:54
55,23,1,21,0,80.0,0,1,0,0,31.16,1,09:27:55
56,188,164,70,1,80.0,0,1,0,0,259.11,1,09:27:56
57,183,217,82,1,81.0,0,1,0,0,295.47,1,09:27:57
58,60,33,21,0,81.0,0,1,0,0,71.62,1,09:27:58
59,25,65,29,0,81.0,0,1,0,0,75.44,1,09:27:59
60,62,125,75,1,81.0,0,1,0,0,158.41,1,09:28:00
61,99,80,28,1,81.0,0,1,0,0,130.33,1,09:28:01
62,9,3,42,0,80.0,0,1,0,0,43.06,1,09:28:02
63,0,0,0,0,79.0,0,0,1,0,0.0,1,09:28:03
64,13,13,1,0,79.0,0,1,0,0,18.41,1,09:28:04
65,27,25,69,0,80.0,0,1,0,0,78.2,1,09:28:05
66,32,106,83,1,80.0,0,1,0,0,138.38,1,09:28:06
67,53,47,80,0,80.0,0,1,0,0,106.86,1,09:28:07
74,1,14,44,0,79.0,0,0,1,0,46.18,1,09:28:14
75,0,0,24,0,79.0,0,0,1,0,24.0,1,09:28:15
76,43,121,33,1,78.0,0,1,0,0,132.59,1,09:28:16
77,74,180,135,0,78.0,0,1,0,0,236.86,1,09:28:17
78,27,108,89,0,78.0,0,1,0,0,142.53,1,09:28:18
79,0,46,53,0,78.0,0,0,1,0,70.18,1,09:28:19
80,0,0,27,0,79.0,0,0,1,0,27.0,1,09:28:20
81,0,0,18,0,79.0,0,0,1,0,18.0,1,09:28:21
82,0,0,0,0,79.0,0,0,1,0,0.0,1,09:28:22
83,0,0,0,0,79.0,0,0,1,0,0.0,1,09:28:23
84,0,0,0,0,78.0,0,0,1,0,0.0,1,09:28:24
85,0,0,0,0,78.0,0,0,1,0,0.0,1,09:28:25
86,0,0,0,0,77.0,0,0,1,0,0.0,1,09:28:26
87,42,0,94,1,77.0,0,1,0,0,102.96,1,09:28:27
88,35,0,63,0,77.0,0,1,0,0,72.07,1,09:28:28
89,60,102,109,1,77.0,0,1,0,0,160.89,1,09:28:29
90,32,77,55,0,77.0,0,1,0,0,99.89,1,09:28:30
91,3,66,56,0,77.0,0,0,1,0,86.61,1,09:28:31
92,52,69,72,1,78.0,0,1,0,0,112.47,1,09:28:32
93,44,39,99,1,79.0,0,1,0,0,115.14,1,09:28:33
94,18,10,3,0,79.0,0,1,0,0,20.81,1,09:28:34
95,56,163,27,0,79.0,0,1,0,0,174.45,1,09:28:35
96,21,64,13,1,78.0,0,1,0,0,68.6,1,09:28:36
97,12,98,64,0,78.0,0,1,0,0,117.66,1,09:28:37
98,5,58,31,0,78.0,0,0,1,0,65.95,1,09:28:38
99,3,11,2,0,78.0,0,0,1,0,11.58,1,09:28:39
100,27,68,72,0,78.0,0,1,0,0,102.65,1,09:28:40
107,8,0,44,0,77.0,0,1,0,0,44.72,1,09:28:47
108,111,98,25,1,76.0,0,1,0,0,150.17,1,09:28:48
109,34,36,25,1,76.0,0,1,0,0,55.47,1,09:28:49
110,39,42,3,0,77.0,0,1,0,0,57.39,1,09:28:50
111,63,2,30,0,77.0,0,1,0,0,69.81,1,09:28:51
112,37,9,20,0,77.0,0,1,0,0,43.01,1,09:28:52
113,0,42,0,0,77.0,0,0,1,0,42.0,1,09:28:53
114,2,16,22,1,77.0,0,0,1,0,27.28,1,09:28:54
115,3,5,2,0,77.0,0,0,1,0,6.16,1,09:28:55
116,62,19,220,1,77.0,0,1,0,0,229.36,1,09:28:56
117,105,11,191,0,78.0,0,1,0,0,218.24,1,09:28:57
118,49,0,84,0,78.0,0,1,0,0,97.25,1,09:28:58
119,21,0,133,0,79.0,0,1,0,0,134.65,1,09:28:59
120,0,0,70,0,80.0,0,1,0,0,70.0,1,09:29:00
121,40,15,80,1,80.0,0,1,0,0,90.69,1,09:29:01
122,7,8,49,0,80.0,0,1,0,0,50.14,1,09:29:02
123,0,0,30,0,80.0,0,0,1,0,30.0,1,09:29:03
124,19,6,17,0,79.0,0,1,0,0,26.19,1,09:29:04
125,68,34,135,1,77.0,0,1,0,0,154.94,1,09:29:05
126,62,83,133,1,76.0,0,1,0,0,168.59,1,09:29:06
127,39,62,138,1,75.0,0,1,0,0,156.23,1,09:29:07
128,13,6,181,0,74.0,0,1,0,0,181.57,1,09:29:08
129,77,23,209,1,73.0,0,1,0,0,223.92,1,09:29:09
130,48,26,62,0,74.0,0,1,0,0,82.61,1,09:29:10
131,9,0,36,0,74.0,0,1,0,0,37.11,1,09:29:11
132,0,0,0,0,75.0,0,0,1,0,0.0,1,09:29:12
133,0,0,0,0,76.0,0,0,1,0,0.0,1,09:29:13
