,ibi_s,day,time
1,0.595,1,10:06:32
2,0.341,1,10:06:32
3,1.2810000000000001,1,10:06:34
4,0.375,1,10:06:34
5,3.126,1,10:06:37
6,1.5230000000000001,1,10:06:38
7,0.712,1,10:06:39
8,0.688,1,10:06:40
9,0.694,1,10:06:40
10,0.708,1,10:06:41
11,0.714,1,10:06:42
12,0.696,1,10:06:42
13,0.672,1,10:06:43
14,0.675,1,10:06:44
15,0.674,1,10:06:44
16,0.691,1,10:06:45
17,0.687,1,10:06:46
18,0.538,1,10:06:46
19,0.257,1,10:06:47
20,0.287,1,10:06:47
21,0.308,1,10:06:47
22,0.327,1,10:06:47
23,0.313,1,10:06:48
24,0.478,1,10:06:48
25,3.896,1,10:06:52
26,0.76,1,10:06:53
27,0.829,1,10:06:54
28,0.813,1,10:06:55
29,0.762,1,10:06:55
30,0.81,1,10:07:03
31,0.817,1,10:07:04
32,0.781,1,10:07:05
33,0.767,1,10:07:05
34,0.837,1,10:07:06
35,0.83,1,10:07:07
36,0.808,1,10:07:08
37,0.747,1,10:07:08
38,0.726,1,10:07:09
39,0.828,1,10:07:10
40,0.891,1,10:07:11
41,0.905,1,10:07:12
42,0.836,1,10:07:13
43,0.856,1,10:07:14
44,0.875,1,10:07:14
45,0.847,1,10:07:15
46,0.836,1,10:07:16
47,0.866,1,10:07:17
48,0.886,1,10:07:18
49,0.831,1,10:07:19
50,0.878,1,10:07:20
51,0.796,1,10:07:20
52,0.746,1,10:07:21
53,0.854,1,10:07:22
54,0.903,1,10:07:23
55,0.904,1,10:07:24
56,0.8,1,10:07:25
57,0.8,1,10:07:25
58,0.814,1,10:07:26
59,0.783,1,10:07:27
60,0.847,1,10:07:28
61,0.948,1,10:07:36
62,0.967,1,10:07:37
63,0.92,1,10:07:38
64,0.901,1,10:07:39
65,0.956,1,10:07:39
66,0.998,1,10:07:40
67,0.947,1,10:07:41
68,0.998,1,10:07:42
69,1.023,1,10:07:43
70,1.036,1,10:07:44
71,0.968,1,10:07:45
72,0.993,1,10:07:46
73,0.978,1,10:07:47
74,0.897,1,10:07:48
75,0.954,1,10:07:49
76,0.978,1,10:07:50
77,0.885,1,10:07:51
78,0.924,1,10:07:52
79,0.799,1,10:07:53
80,0.806,1,10:07:54
81,0.852,1,10:07:55
