time,linaccel_x,linaccel_y,linaccel_z,gravity_x,gravity_y,gravity_z,gyro_x,gyro_y,gyro_z,euler_x,euler_y,euler_z,quaternion_w,quaternion_y,quaternion_x,quaternion_z
0.0,-0.07078124999999999,0.04765625,-0.07046875,0.0,-0.6799999999999998,-9.779999999999985,-0.0087890625,0.0908203125,0.169921875,171.75,0.0,176.0,0.034790040000000015,-0.07159423999999996,-0.996826169999999,0.0021972700000000007
1.0,-0.07223958333333332,0.04651041666666667,-0.06984374999999998,0.0,-0.6799999999999998,-9.779999999999985,-0.0107421875,0.037434895833333336,0.021484375,171.75,0.0,176.0,0.034790040000000015,-0.07159423999999995,-0.9968261699999988,0.0021972700000000007
2.0,-0.07168544501133786,0.04605548469387755,-0.06957022392290248,0.0,-0.6799999999999998,-9.779999999999985,-0.018209236819727886,0.04949023880385488,0.039819834183673464,171.75,0.0,176.0,0.03479004000000001,-0.07159423999999996,-0.9968261699999988,0.0021972700000000003
3.0,-0.07470320767195765,0.04382589285714286,-0.06929943783068782,-8.333333333333333e-05,-0.6799999999999998,-9.779999999999985,0.006606522817460318,0.0470537781084656,0.8534784226190476,171.84270833333332,-0.0005208333333333333,176.0,0.03479004000000001,-0.07078450683333332,-0.9968805933333323,0.0022308386666666682
4.0,-0.057474986634438716,0.04488729161019247,-0.06920561033553205,0.0011740986717267562,-0.6831119544592027,-9.779999999999985,0.06628968371622843,0.14183816587791032,0.8048140375101653,172.82189871916506,0.00828688330170778,175.97912713472485,0.03496191149905124,-0.06225030125711574,-0.9974061053889931,0.001981414990512336
5.0,-0.1386373349070811,0.038780987394957986,-0.06391782532905632,0.0008082474925454059,-0.7049292491190022,-9.777419354838695,0.18259535669106353,-0.176167880626713,-2.040886652039848,172.05230880658715,0.0055259301301165634,175.82873407427485,0.03611355451450257,-0.06896585079445651,-0.9968294699709943,0.002411560891569532
6.0,-0.03245511618625944,-0.004207576579018706,-0.0676300676184452,-0.03454518500948767,-0.7193770669558146,-9.776055299539156,0.050472865557513326,-0.094708814305292,1.1993012376321497,171.16613136181894,-0.20138450037272973,175.73833017077797,0.036676325036053135,-0.07664660156312687,-0.9962504342527785,0.0047089171232041205
7.0,-0.026285417796150724,0.041029852263486016,-0.06934140349688259,-0.060332500338845234,-0.7252737869341286,-9.774562211981554,-0.07069290669896991,-0.17180077171997832,-0.6717203489258605,172.17742051961915,-0.34861851746747086,175.70050149091895,0.03694150974383302,-0.06787266985068786,-0.996840722624085,0.005778390003998372
8.0,-0.029705315383763684,0.029217078562456325,-0.06815924388837769,-0.07029094491044938,-0.7070712414906899,-9.777281105990767,-0.04716170600452812,-0.08389889860987557,0.4925938219449525,171.58198790704378,-0.4073693823281243,175.79709308984837,0.03599045078286607,-0.07305766738509234,-0.996562925206579,0.006456393157667064
9.0,-0.010425780489387939,0.020062049717660804,-0.06592334653079768,-0.09734010514701111,-0.6914475887583568,-9.778640552995377,-0.06979213993639255,-0.016638135263192046,1.6349735509833192,172.95233213798923,-0.565241854351918,175.89412969754008,0.03518956056376972,-0.06114122384760172,-0.9973518426526256,0.007356026758421492
10.0,0.00283571983409301,0.014657752969429479,-0.06905480541940509,-0.11577373920945021,-0.6798320893100545,-9.77940092165897,-0.031757598138257216,-0.006886872745316854,0.998332620593488,174.0036286265983,-0.6697609041344843,175.95209077042904,0.034730609816447086,-0.052001955204906816,-0.997917020176543,0.00788527840916466
