,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
82,0,0,0,0,68.0,0,1,0,0,0.0,1,10:10:22
83,11,4,7,1,68.0,0,1,0,0,13.64,1,10:10:23
84,0,21,10,0,68.0,0,0,1,0,23.26,1,10:10:24
85,0,1,24,0,68.0,0,0,1,0,24.02,1,10:10:25
86,34,14,63,1,154.0,0,1,0,0,72.95,1,10:10:26
87,101,10,90,0,161.0,0,1,0,0,135.65,1,10:10:27
88,17,18,49,0,177.0,0,1,0,0,54.9,1,10:10:28
89,0,34,23,0,177.0,0,1,0,0,41.05,1,10:10:29
90,12,50,13,1,177.0,0,1,0,0,53.04,1,10:10:30
91,32,38,36,0,177.0,0,1,0,0,61.35,1,10:10:31
92,63,72,156,1,177.0,0,1,0,0,183.0,1,10:10:32
121,89,60,88,1,32.0,0,1,0,0,138.8,1,10:11:01
122,69,54,204,1,32.0,0,1,0,0,222.02,1,10:11:02
123,19,77,144,1,32.0,0,1,0,0,164.4,1,10:11:03
124,27,33,122,0,32.0,0,1,0,0,129.24,1,10:11:04
125,13,1,46,1,32.0,0,1,0,0,47.81,1,10:11:05
171,0,0,0,0,133.0,0,0,1,0,0.0,1,10:11:51
172,39,10,0,1,132.0,0,1,0,0,40.26,1,10:11:52
173,67,0,62,0,132.0,0,1,0,0,91.29,1,10:11:53
174,0,3,32,0,132.0,0,0,1,0,32.14,1,10:11:54
175,0,0,20,0,132.0,0,0,1,0,20.0,1,10:11:55
176,15,20,48,2,132.0,0,1,0,0,54.12,1,10:11:56
177,59,23,143,1,132.0,0,1,0,0,156.39,1,10:11:57
178,27,67,146,1,132.0,0,1,0,0,162.89,1,10:11:58
179,23,51,62,1,132.0,0,1,0,0,83.51,1,10:11:59
180,9,24,41,1,132.0,0,1,0,0,48.35,1,10:12:00
181,18,40,46,1,132.0,0,1,0,0,63.56,1,10:12:01
182,13,31,59,0,141.0,0,1,0,0,67.9,1,10:12:02
183,17,34,106,1,141.0,0,1,0,0,112.61,1,10:12:03
184,78,180,115,1,141.0,0,1,0,0,227.4,1,10:12:04
185,34,124,190,1,141.0,0,1,0,0,229.42,1,10:12:05
186,89,267,307,0,141.0,0,1,0,0,416.48,1,10:12:06
187,51,87,435,2,141.0,0,1,0,0,446.54,1,10:12:07
188,81,152,143,0,141.0,0,1,0,0,223.86,1,10:12:08
189,88,45,203,1,141.0,0,1,0,0,225.78,1,10:12:09
190,86,73,166,1,141.0,0,1,0,0,200.7,1,10:12:10
191,231,265,182,1,141.0,0,1,0,0,395.87,1,10:12:11
195,221,199,312,1,104.0,0,1,0,0,431.03,1,10:12:15
196,138,166,141,0,109.0,0,1,0,0,257.84,1,10:12:16
197,53,30,72,1,108.0,0,1,0,0,94.3,1,10:12:17
204,32,41,61,0,111.0,0,1,0,0,80.16,1,10:12:24
205,5,21,23,1,111.0,0,0,1,0,31.54,1,10:12:25
206,2,0,5,0,111.0,0,0,1,0,5.39,1,10:12:26
207,166,250,260,1,109.0,0,1,0,0,397.06,1,10:12:27
208,133,355,209,1,109.0,0,1,0,0,432.89,1,10:12:28
209,15,22,63,0,109.0,0,1,0,0,68.4,1,10:12:29
210,123,39,69,1,109.0,0,1,0,0,146.32,1,10:12:30
211,68,36,67,0,109.0,0,1,0,0,102.02,1,10:12:31
212,216,171,171,0,109.0,0,1,0,0,324.25,1,10:12:32
213,114,113,43,1,109.0,0,1,0,0,166.17,1,10:12:33
214,20,33,41,0,99.0,0,1,0,0,56.3,1,10:12:34
215,102,157,72,1,98.0,0,1,0,0,200.59,1,10:12:35
216,206,196,228,1,97.0,0,1,0,0,364.47,1,10:12:36
217,79,27,49,0,97.0,0,1,0,0,96.8,1,10:12:37
218,23,5,34,0,97.0,0,1,0,0,41.35,1,10:12:38
219,25,0,6,0,95.0,0,1,0,0,25.71,1,10:12:39
220,2,6,4,0,94.0,1,0,0,0,7.48,1,10:12:40
221,69,29,32,1,93.0,0,1,0,0,81.4,1,10:12:41
222,83,6,25,0,93.0,0,1,0,0,86.89,1,10:12:42
223,108,75,33,1,92.0,0,1,0,0,135.57,1,10:12:43
224,133,266,114,0,91.0,0,1,0,0,318.5,1,10:12:44
225,98,59,77,1,92.0,0,1,0,0,137.89,1,10:12:45
226,26,65,46,0,92.0,0,1,0,0,83.77,1,10:12:46
227,67,11,87,1,92.0,0,1,0,0,110.36,1,10:12:47
228,204,218,184,0,92.0,0,1,0,0,350.71,1,10:12:48
229,66,305,93,1,91.0,0,1,0,0,325.62,1,10:12:49
230,32,39,90,0,90.0,0,1,0,0,103.17,1,10:12:50
237,0,0,0,0,92.0,1,0,0,0,0.0,1,10:12:57
238,0,0,0,0,93.0,1,0,0,0,0.0,1,10:12:58
239,0,0,0,0,90.0,1,0,0,0,0.0,1,10:12:59
240,25,11,12,0,90.0,0,1,0,0,29.83,1,10:13:00
241,130,27,209,1,89.0,0,1,0,0,247.61,1,10:13:01
242,120,15,220,0,89.0,0,1,0,0,251.05,1,10:13:02
243,25,12,24,0,89.0,0,1,0,0,36.67,1,10:13:03
244,23,0,25,1,90.0,0,1,0,0,33.97,1,10:13:04
245,35,0,39,0,92.0,0,1,0,0,52.4,1,10:13:05
246,12,12,32,0,93.0,0,1,0,0,36.22,1,10:13:06
247,25,8,82,1,95.0,0,1,0,0,86.1,1,10:13:07
248,121,182,175,1,97.0,0,1,0,0,279.98,1,10:13:08
249,118,129,157,0,97.0,0,1,0,0,234.98,1,10:13:09
250,34,0,69,1,97.0,0,1,0,0,76.92,1,10:13:10
251,106,3,53,0,97.0,0,1,0,0,118.55,1,10:13:11
252,21,0,22,0,97.0,0,1,0,0,30.41,1,10:13:12
253,15,4,94,0,95.0,0,1,0,0,95.27,1,10:13:13
254,108,19,208,1,96.0,0,1,0,0,235.14,1,10:13:14
255,48,16,49,0,96.0,0,1,0,0,70.43,1,10:13:15
256,61,17,91,0,96.0,0,1,0,0,110.86,1,10:13:16
257,74,0,129,1,94.0,0,1,0,0,148.72,1,10:13:17
258,42,0,74,0,92.0,0,1,0,0,85.09,1,10:13:18
259,2,0,69,0,90.0,0,0,0,1,69.03,1,10:13:19
260,0,1,14,0,89.0,0,0,0,1,14.04,1,10:13:20
261,0,16,0,0,89.0,1,0,0,0,16.0,1,10:13:21
262,0,7,4,0,89.0,1,0,0,0,8.06,1,10:13:22
263,17,19,19,0,89.0,0,1,0,0,31.8,1,10:13:23
270,11,0,0,0,84.0,0,1,0,0,11.0,1,10:13:30
271,0,0,0,0,85.0,1,0,0,0,0.0,1,10:13:31
272,0,0,0,0,86.0,1,0,0,0,0.0,1,10:13:32
273,3,0,0,0,87.0,1,0,0,0,3.0,1,10:13:33
274,1,0,0,0,88.0,1,0,0,0,1.0,1,10:13:34
275,56,9,5,1,88.0,0,1,0,0,56.94,1,10:13:35
276,32,0,0,0,88.0,0,1,0,0,32.0,1,10:13:36
277,0,0,0,0,89.0,1,0,0,0,0.0,1,10:13:37
278,8,0,0,0,89.0,0,1,0,0,8.0,1,10:13:38
279,0,0,0,0,89.0,1,0,0,0,0.0,1,10:13:39
280,0,0,0,0,87.0,1,0,0,0,0.0,1,10:13:40
281,0,0,0,0,87.0,1,0,0,0,0.0,1,10:13:41
282,0,0,0,0,87.0,1,0,0,0,0.0,1,10:13:42
283,0,0,0,0,87.0,1,0,0,0,0.0,1,10:13:43
284,0,0,0,0,89.0,1,0,0,0,0.0,1,10:13:44
285,0,0,0,0,89.0,1,0,0,0,0.0,1,10:13:45
286,0,0,0,0,89.0,1,0,0,0,0.0,1,10:13:46
287,0,0,0,0,88.0,1,0,0,0,0.0,1,10:13:47
288,0,0,0,0,87.0,1,0,0,0,0.0,1,10:13:48
289,0,0,0,0,86.0,1,0,0,0,0.0,1,10:13:49
290,0,0,0,0,86.0,1,0,0,0,0.0,1,10:13:50
291,0,0,0,0,86.0,1,0,0,0,0.0,1,10:13:51
292,0,0,0,0,86.0,1,0,0,0,0.0,1,10:13:52
293,0,0,0,0,86.0,1,0,0,0,0.0,1,10:13:53
294,43,0,0,0,85.0,0,1,0,0,43.0,1,10:13:54
295,45,0,10,1,85.0,0,1,0,0,46.1,1,10:13:55
296,17,0,0,0,85.0,0,1,0,0,17.0,1,10:13:56
303,122,188,122,1,88.0,0,1,0,0,255.17,1,10:14:03
304,107,188,106,0,88.0,0,1,0,0,240.89,1,10:14:04
305,201,33,288,1,88.0,0,1,0,0,352.75,1,10:14:05
306,82,15,51,0,89.0,0,1,0,0,97.72,1,10:14:06
307,149,156,199,1,89.0,0,1,0,0,293.49,1,10:14:07
308,76,60,75,0,89.0,0,1,0,0,122.48,1,10:14:08
309,23,70,21,0,89.0,0,1,0,0,76.62,1,10:14:09
310,17,28,77,0,89.0,0,1,0,0,83.68,1,10:14:10
311,43,76,139,1,90.0,0,1,0,0,164.15,1,10:14:11
312,22,116,102,1,92.0,0,1,0,0,156.03,1,10:14:12
313,92,72,90,0,93.0,0,1,0,0,147.47,1,10:14:13
314,59,59,90,1,93.0,0,1,0,0,122.73,1,10:14:14
315,52,18,79,0,93.0,0,1,0,0,96.28,1,10:14:15
316,38,50,234,1,93.0,0,1,0,0,242.28,1,10:14:16
317,16,32,119,0,93.0,0,1,0,0,124.26,1,10:14:17
318,43,260,69,1,94.0,0,1,0,0,272.42,1,10:14:18
319,67,125,80,1,94.0,0,1,0,0,162.83,1,10:14:19
320,83,141,203,1,94.0,0,1,0,0,260.73,1,10:14:20
321,161,51,33,0,93.0,0,1,0,0,172.08,1,10:14:21
322,99,139,76,1,93.0,0,1,0,0,186.81,1,10:14:22
323,52,96,56,1,92.0,0,1,0,0,122.7,1,10:14:23
324,48,112,17,1,92.0,0,1,0,0,123.03,1,10:14:24
325,68,55,31,0,92.0,0,1,0,0,92.79,1,10:14:25
326,84,12,17,1,92.0,0,1,0,0,86.54,1,10:14:26
327,40,2,1,0,93.0,0,1,0,0,40.06,1,10:14:27
328,118,0,27,0,94.0,0,1,0,0,121.05,1,10:14:28
329,2,0,0,1,95.0,0,0,1,0,2.0,1,10:14:29
330,2,0,0,0,97.0,0,0,1,0,2.0,1,10:14:30
338,14,14,118,0,95.0,0,1,0,0,119.65,1,10:14:38
339,11,41,28,0,93.0,0,1,0,0,50.85,1,10:14:39
340,27,55,96,1,93.0,0,1,0,0,113.89,1,10:14:40
341,147,81,173,0,94.0,0,1,0,0,241.04,1,10:14:41
342,107,149,240,1,95.0,0,1,0,0,302.08,1,10:14:42
343,10,42,77,1,96.0,0,1,0,0,88.28,1,10:14:43
344,71,260,127,0,99.0,0,1,0,0,297.94,1,10:14:44
345,46,99,49,0,100.0,0,1,0,0,119.66,1,10:14:45
346,0,59,19,0,100.0,0,0,0,1,61.98,1,10:14:46
347,0,1,0,0,100.0,0,0,0,1,1.0,1,10:14:47
348,14,4,9,0,100.0,0,1,0,0,17.12,1,10:14:48
349,94,79,51,0,96.0,0,1,0,0,132.96,1,10:14:49
350,54,82,62,1,95.0,0,1,0,0,116.12,1,10:14:50
351,8,84,67,0,94.0,0,1,0,0,107.75,1,10:14:51
352,0,68,62,0,94.0,0,0,1,0,92.02,1,10:14:52
353,0,8,0,0,94.0,0,1,0,0,8.0,1,10:14:53
354,0,0,0,0,95.0,0,1,0,0,0.0,1,10:14:54
355,0,0,0,0,94.0,0,1,0,0,0.0,1,10:14:55
356,0,0,0,0,94.0,0,1,0,0,0.0,1,10:14:56
357,0,0,0,0,93.0,0,1,0,0,0.0,1,10:14:57
358,0,0,0,0,92.0,0,1,0,0,0.0,1,10:14:58
359,0,58,9,0,91.0,0,0,1,0,58.69,1,10:14:59
360,0,14,0,0,90.0,0,0,1,0,14.0,1,10:15:00
361,37,57,30,0,90.0,0,1,0,0,74.28,1,10:15:01
362,43,51,68,0,90.0,0,1,0,0,95.26,1,10:15:02
363,48,23,0,0,90.0,0,1,0,0,53.23,1,10:15:03
370,0,0,0,0,83.0,0,0,0,1,0.0,1,10:15:10
371,0,0,0,0,82.0,0,0,0,1,0.0,1,10:15:11
372,0,0,0,0,82.0,0,0,0,1,0.0,1,10:15:12
373,0,0,0,0,82.0,0,0,0,1,0.0,1,10:15:13
374,0,0,0,0,83.0,0,0,0,1,0.0,1,10:15:14
375,0,0,0,0,85.0,0,0,0,1,0.0,1,10:15:15
376,0,0,0,0,87.0,0,0,0,1,0.0,1,10:15:16
377,0,0,0,0,87.0,0,0,0,1,0.0,1,10:15:17
378,0,0,0,0,89.0,0,0,0,1,0.0,1,10:15:18
379,0,0,0,0,88.0,0,0,0,1,0.0,1,10:15:19
380,0,0,0,0,88.0,0,0,0,1,0.0,1,10:15:20
381,0,0,0,0,87.0,0,0,0,1,0.0,1,10:15:21
382,0,0,0,0,86.0,0,0,0,1,0.0,1,10:15:22
383,0,0,0,0,86.0,0,0,0,1,0.0,1,10:15:23
384,0,0,0,0,87.0,0,0,0,1,0.0,1,10:15:24
385,0,0,0,0,87.0,0,0,0,1,0.0,1,10:15:25
386,0,0,0,0,86.0,0,0,0,1,0.0,1,10:15:26
387,0,0,0,0,86.0,0,0,0,1,0.0,1,10:15:27
388,30,0,0,0,85.0,0,1,0,0,30.0,1,10:15:28
389,79,110,34,0,86.0,0,1,0,0,139.63,1,10:15:29
390,51,41,0,1,85.0,0,1,0,0,65.44,1,10:15:30
391,18,13,0,0,85.0,0,1,0,0,22.2,1,10:15:31
392,0,0,0,0,85.0,0,0,1,0,0.0,1,10:15:32
393,9,0,24,0,86.0,0,1,0,0,25.63,1,10:15:33
394,0,2,42,0,87.0,0,0,1,0,42.05,1,10:15:34
395,0,0,6,0,87.0,0,0,1,0,6.0,1,10:15:35
396,0,0,0,0,87.0,0,0,1,0,0.0,1,10:15:36
403,0,0,14,0,90.0,0,0,1,0,14.0,1,10:15:43
404,0,0,0,0,89.0,0,0,1,0,0.0,1,10:15:44
405,0,0,0,0,89.0,0,0,1,0,0.0,1,10:15:45
406,0,0,0,0,89.0,0,0,1,0,0.0,1,10:15:46
407,0,0,0,0,89.0,0,0,1,0,0.0,1,10:15:47
408,0,0,0,0,90.0,0,0,1,0,0.0,1,10:15:48
409,2,0,0,0,91.0,0,0,1,0,2.0,1,10:15:49
410,49,16,166,1,90.0,0,1,0,0,173.82,1,10:15:50
411,88,5,214,0,90.0,0,1,0,0,231.44,1,10:15:51
412,14,0,79,0,89.0,0,1,0,0,80.23,1,10:15:52
413,17,0,23,1,89.0,0,1,0,0,28.6,1,10:15:53
414,0,0,31,0,90.0,0,0,1,0,31.0,1,10:15:54
415,16,0,16,1,91.0,0,1,0,0,22.63,1,10:15:55
416,0,0,0,0,93.0,0,0,1,0,0.0,1,10:15:56
417,0,0,0,0,93.0,0,0,1,0,0.0,1,10:15:57
418,0,0,0,0,93.0,0,0,1,0,0.0,1,10:15:58
419,0,0,0,0,92.0,0,0,1,0,0.0,1,10:15:59
420,0,0,0,0,91.0,0,0,1,0,0.0,1,10:16:00
421,0,0,0,0,91.0,0,0,1,0,0.0,1,10:16:01
422,0,0,0,0,92.0,0,0,1,0,0.0,1,10:16:02
423,0,0,0,0,94.0,0,0,1,0,0.0,1,10:16:03
424,1,0,11,0,95.0,0,0,1,0,11.05,1,10:16:04
