,ibi_s,day,time
1,0.258,1,10:10:17
2,0.319,1,10:10:18
3,0.266,1,10:10:18
4,0.401,1,10:10:18
5,1.089,1,10:10:19
6,0.752,1,10:10:20
7,0.337,1,10:10:20
8,0.933,1,10:10:21
9,0.731,1,10:10:22
10,0.454,1,10:10:23
11,0.278,1,10:10:23
12,0.407,1,10:10:23
13,0.346,1,10:10:24
14,0.307,1,10:10:24
15,0.256,1,10:10:24
16,0.338,1,10:10:24
17,0.329,1,10:10:25
18,0.253,1,10:10:25
19,0.425,1,10:10:25
20,0.268,1,10:10:26
21,0.272,1,10:10:26
22,0.303,1,10:10:26
23,27.759,1,10:10:54
24,1.358,1,10:10:55
25,3.174,1,10:10:59
26,0.455,1,10:11:50
27,1.528,1,10:11:51
28,0.526,1,10:11:52
29,0.577,1,10:11:52
30,0.933,1,10:11:53
31,0.356,1,10:11:54
32,0.455,1,10:11:54
33,0.341,1,10:11:54
34,0.682,1,10:11:55
35,0.314,1,10:11:55
36,0.356,1,10:11:56
37,0.371,1,10:11:56
38,0.537,1,10:11:57
39,1.259,1,10:11:58
40,0.405,1,10:11:58
41,0.324,1,10:11:59
42,0.324,1,10:11:59
43,1.087,1,10:12:00
44,0.473,1,10:12:00
45,2.971,1,10:12:03
46,1.518,1,10:12:05
47,5.567,1,10:12:11
48,0.548,1,10:12:11
49,0.358,1,10:12:11
50,0.73,1,10:12:12
51,0.547,1,10:12:13
52,0.541,1,10:12:13
53,0.539,1,10:12:14
54,0.544,1,10:12:14
55,0.559,1,10:12:15
56,0.551,1,10:12:15
57,0.532,1,10:12:23
58,0.547,1,10:12:23
59,0.558,1,10:12:24
60,0.592,1,10:12:25
61,0.631,1,10:12:25
62,0.288,1,10:12:25
63,0.394,1,10:12:26
64,0.409,1,10:12:26
65,0.286,1,10:12:27
66,0.658,1,10:12:27
67,0.637,1,10:12:28
68,0.452,1,10:12:28
69,0.822,1,10:12:29
70,0.604,1,10:12:30
71,0.604,1,10:12:30
72,0.618,1,10:12:31
73,0.606,1,10:12:32
74,0.597,1,10:12:32
75,0.617,1,10:12:33
76,0.648,1,10:12:33
77,0.658,1,10:12:34
78,0.659,1,10:12:35
79,0.603,1,10:12:35
80,0.398,1,10:12:36
81,0.372,1,10:12:36
82,0.696,1,10:12:37
83,0.662,1,10:12:37
84,0.659,1,10:12:38
85,0.662,1,10:12:39
86,0.667,1,10:12:39
87,0.684,1,10:12:40
88,0.692,1,10:12:41
89,0.675,1,10:12:42
90,0.668,1,10:12:42
91,0.652,1,10:12:43
92,0.641,1,10:12:43
93,0.646,1,10:12:44
94,0.642,1,10:12:45
95,0.669,1,10:12:45
96,0.669,1,10:12:46
97,0.271,1,10:12:46
98,0.403,1,10:12:47
99,0.712,1,10:12:47
100,0.72,1,10:12:48
101,0.643,1,10:12:56
102,0.706,1,10:12:57
103,0.731,1,10:12:57
104,0.715,1,10:12:58
105,0.715,1,10:12:59
106,0.709,1,10:13:00
107,0.668,1,10:13:00
108,0.659,1,10:13:01
109,0.648,1,10:13:02
110,0.634,1,10:13:02
111,0.623,1,10:13:03
112,0.608,1,10:13:03
113,0.604,1,10:13:04
114,0.587,1,10:13:05
115,0.574,1,10:13:05
116,0.574,1,10:13:06
117,0.598,1,10:13:06
118,0.607,1,10:13:07
119,0.604,1,10:13:08
120,0.609,1,10:13:08
121,0.625,1,10:13:09
122,0.635,1,10:13:09
123,0.621,1,10:13:10
124,0.653,1,10:13:11
125,0.691,1,10:13:11
126,0.575,1,10:13:12
127,0.763,1,10:13:13
128,0.635,1,10:13:13
129,0.634,1,10:13:14
130,0.664,1,10:13:15
131,0.689,1,10:13:15
132,0.75,1,10:13:16
133,0.765,1,10:13:17
134,0.727,1,10:13:18
135,0.71,1,10:13:18
136,0.695,1,10:13:19
137,0.692,1,10:13:20
138,0.659,1,10:13:20
139,0.677,1,10:13:21
140,0.672,1,10:13:29
141,0.654,1,10:13:30
142,0.658,1,10:13:30
143,0.651,1,10:13:31
144,0.641,1,10:13:32
145,0.66,1,10:13:32
146,0.685,1,10:13:33
147,0.703,1,10:13:34
148,0.672,1,10:13:34
149,0.645,1,10:13:35
150,0.65,1,10:13:36
151,0.661,1,10:13:36
152,0.704,1,10:13:37
153,0.734,1,10:13:38
154,0.727,1,10:13:38
155,0.693,1,10:13:39
156,0.697,1,10:13:40
157,0.683,1,10:13:41
158,0.666,1,10:13:41
159,0.65,1,10:13:42
160,0.653,1,10:13:42
161,0.662,1,10:13:43
162,0.684,1,10:13:44
163,0.718,1,10:13:45
164,0.71,1,10:13:45
165,0.707,1,10:13:46
166,0.72,1,10:13:47
167,0.726,1,10:13:47
168,0.727,1,10:13:48
169,0.698,1,10:13:49
170,0.676,1,10:13:49
171,0.691,1,10:13:50
172,0.702,1,10:13:51
173,0.735,1,10:13:52
174,0.724,1,10:13:52
175,0.706,1,10:13:53
176,0.699,1,10:13:54
177,0.705,1,10:13:54
178,0.703,1,10:14:02
179,0.688,1,10:14:03
180,0.651,1,10:14:03
181,0.644,1,10:14:04
182,0.651,1,10:14:05
183,0.664,1,10:14:05
184,0.688,1,10:14:06
185,0.692,1,10:14:07
186,0.681,1,10:14:07
187,0.662,1,10:14:08
188,0.643,1,10:14:09
189,0.632,1,10:14:09
190,0.619,1,10:14:10
191,0.608,1,10:14:10
192,0.605,1,10:14:11
193,0.622,1,10:14:12
194,0.654,1,10:14:12
195,0.66,1,10:14:13
196,0.638,1,10:14:14
197,0.647,1,10:14:14
198,0.647,1,10:14:15
199,0.629,1,10:14:16
200,0.623,1,10:14:16
201,0.617,1,10:14:17
202,0.623,1,10:14:17
203,0.64,1,10:14:18
204,0.675,1,10:14:19
205,0.653,1,10:14:19
206,0.658,1,10:14:20
207,0.662,1,10:14:21
208,0.667,1,10:14:21
209,0.677,1,10:14:22
210,0.647,1,10:14:23
211,0.644,1,10:14:23
212,0.645,1,10:14:24
213,0.647,1,10:14:25
214,0.617,1,10:14:25
