-604608,0
-604008,0
-603408,0
-602808,0
-602208,0
-601608,0
-601008,0
-600408,0
-599808,0
-599208,0
-598608,0
-598008,0
-597408,0
-596808,0
-596208,0
-595608,0
-595008,0
-594408,0
-593808,0
-593208,0
-592608,0
-592008,0
-591408,0
-590808,0
-590208,0
-589608,0
-589008,2
-588408,0
-587808,0
-587208,0
-586608,0
-586008,0
-585408,0
-584808,0
-584208,0
-583608,0
-583008,0
-582408,12
-581808,0
-581208,0
-580608,0
-580008,0
-579408,0
-578808,0
-578208,59
-577608,0
-577008,0
-576408,24
-575808,0
-575208,0
-574608,0
-574008,224
-573408,450
-572808,31
-572208,109
-571608,75
-571008,597
-570408,75
-569808,47
-569208,11
-568608,52
-568008,74
-567408,0
-566808,90
-566208,44
-565608,20
-565008,41
-564408,420
-563808,237
-563208,405
-562608,203
-562008,0
-561408,24
-560808,0
-560208,431
-559608,520
-559008,74
-558408,8
-557808,0
-557208,2
-556608,34
-556008,16
-555408,0
-554808,0
-554208,31
-553608,0
-553008,0
-552408,39
-551808,0
-551208,0
-550608,97
-550008,196
-549408,0
-548808,0
-548208,0
-547608,0
-547008,0
-546408,10
-545808,10
-545208,0
-544608,0
-544008,0
-543408,10
-542808,0
-542208,0
-541608,13
-541008,0
-540408,0
-539808,0
-539208,0
-538608,0
-538008,0
-537408,0
-536808,9
-536208,0
-535608,0
-535008,16
-534408,0
-533808,0
-533208,97
-532608,268
-532008,342
-531408,96
-530808,0
-530208,0
-529608,0
-529008,0
-528408,0
-527808,0
-527208,0
-526608,6
-526008,0
-525408,0
-524808,0
-524208,2
-523608,504
-523008,30
-522408,288
-521808,230
-521208,100
-520608,86
-520008,107
-519408,0
-518808,0
-518208,114
-517608,0
-517008,105
-516408,0
-515808,0
-515208,0
-514608,0
-514008,0
-513408,0
-512808,0
-512208,0
-511608,0
-511008,0
-510408,0
-509808,0
-509208,0
-508608,0
-508008,0
-507408,0
-506808,0
-506208,0
-505608,0
-505008,0
-504408,0
-503808,0
-503208,0
-502608,0
-502008,0
-501408,0
-500808,0
-500208,0
-499608,0
-499008,0
-498408,0
-497808,0
-497208,0
-496608,0
-496008,0
-495408,0
-494808,0
-494208,0
-493608,0
-493008,0
-492408,0
-491808,0
-491208,0
-490608,33
-490008,0
-489408,0
-488808,0
-488208,0
