-268085,115
-267485,10
-266885,62
-266285,0
-265685,0
-265085,0
-264485,58
-263885,0
-263285,11
-262685,0
-262085,0
-261485,0
-260885,58
-260285,0
-259685,0
-259085,0
-258485,0
-257885,0
-257285,0
-256685,0
-256085,0
-255485,0
-254885,0
-254285,0
-253685,0
-253085,0
-252485,0
-251885,0
-251285,0
-250685,0
-250085,0
-249485,0
-248885,0
-248285,0
-247685,0
-247085,0
-246485,0
-245885,0
-245285,0
-244685,0
-244085,0
-243485,0
-242885,0
-242285,0
-241685,0
-241085,0
-240485,0
-239885,0
-239285,0
-238685,0
-238085,0
-237485,0
-236885,0
-236285,0
-235685,0
-235085,0
-234485,0
-233885,0
-233285,0
-232685,0
-232085,0
-231485,0
-230885,0
-230285,0
-229685,0
-229085,0
-228485,0
-227885,0
-227285,0
-226685,0
-226085,0
-225485,0
-224885,0
-224285,0
-223685,0
-223085,20
-222485,25
-221885,0
-221285,0
-220685,0
-220085,0
-219485,0
-218885,0
-218285,39
-217685,6
-217085,16
-216485,0
-215885,0
-215285,0
-214685,0
-214085,126
-213485,55
-212885,12
-212285,0
-211685,0
-211085,0
-210485,0
-209885,12
-209285,0
-208685,0
-208085,0
-207485,96
-206885,96
-206285,20
-205685,27
-205085,2
-204485,128
-203885,0
-203285,191
-202685,716
-202085,71
-201485,493
-200885,698
-200285,1010
-199685,1505
-199085,743
-198485,0
-197885,149
-197285,104
-196685,0
-196085,0
-195485,22
-194885,0
-194285,69
-193685,0
-193085,16
-192485,0
-191885,0
-191285,0
-190685,85
-190085,81
-189485,17
-188885,42
-188285,0
-187685,0
-187085,14
-186485,150
-185885,142
-185285,1804
-184685,1431
-184085,1141
-183485,156
-182885,115
-182285,74
-181685,81
-181085,0
-180485,0
-179885,0
-179285,0
-178685,0
-178085,443
-177485,172
-176885,0
-176285,0
-175685,64
-175085,405
-174485,107
-173885,16
-173285,13
-172685,25
-172085,0
-171485,0
-170885,12
-170285,10
-169685,0
-169085,0
-168485,0
-167885,0
-167285,0
-166685,0
-166085,0
-165485,0
-164885,0
-164285,0
-163685,0
-163085,0
-162485,0
-161885,0
-161285,0
-160685,0
-160085,0
-159485,0
-158885,0
-158285,0
-157685,0
-157085,0
-156485,0
-155885,0
-155285,0
-154685,0
-154085,0
-153485,0
-152885,0
-152285,0
-151685,0
-151085,0
-150485,0
-149885,0
-149285,0
-148685,0
-148085,0
-147485,0
-146885,0
-146285,0
-145685,0
-145085,0
-144485,0
-143885,0
-143285,0
-142685,0
-142085,0
-141485,0
-140885,0
-140285,0
-139685,0
-139085,0
-138485,0
-137885,0
-137285,0
-136685,0
-136085,0
-135485,0
-134885,0
-134285,0
-133685,0
-133085,0
-132485,73
-131885,75
-131285,165
-130685,384
-130085,502
-129485,162
-128885,152
-128285,75
-127685,0
