time,gsr
0.0,42980.641595585636
1.0,42988.498837924635
2.0,42970.06103978383
3.0,42924.51830120894
4.0,42678.320387431646
5.0,42700.962089392655
6.0,42830.55509028866
7.0,42884.37641920679
8.0,42863.61755879657
9.0,42949.59100188603
10.0,43155.13696721484
11.0,42856.469661217125
12.0,42842.32606369695
13.0,42891.982873620625
14.0,42936.898454849405
15.0,43462.22603260825
16.0,43739.50541371854
17.0,43729.54355865007
18.0,43749.403266721216
19.0,43760.0287280575
20.0,43781.82491870689
21.0,43798.084921173664
22.0,43881.34153854837
23.0,43767.46625552072
24.0,43629.05660210416
25.0,43720.56321776609
26.0,43781.50598671136
27.0,43955.792833474465
28.0,44097.65752625101
29.0,44186.510878378554
30.0,44331.82011040558
31.0,44358.15332790852
32.0,44335.57146029017
33.0,44348.057749423446
34.0,44475.941733167245
35.0,44497.96518317562
36.0,44578.3890415473
37.0,44688.256989197034
38.0,44710.121014418866
39.0,44764.35803296957
40.0,44753.77017416477
41.0,44748.34596441178
42.0,44611.39508377193
43.0,44537.02939813613
44.0,44509.05167876139
45.0,44630.41069238559
46.0,44658.68881137569
47.0,44763.469166105875
48.0,44844.85743835942
49.0,44791.3300382116
50.0,44692.60357239716
51.0,44747.227824872665
52.0,44866.6473060463
53.0,44994.7819549292
54.0,45022.0525306982
55.0,44989.137332090984
56.0,45074.67169682222
57.0,45174.82987589145
58.0,45167.33555397879
59.0,45194.97906465872
60.0,45225.535019021874
61.0,45290.53012232942
62.0,45166.389053742256
63.0,44944.97570031072
64.0,45025.803621876534
65.0,45146.12489150433
66.0,45147.84954500511
67.0,44812.250277656734
68.0,44350.49070261189
69.0,43924.52675811479
70.0,43388.29791218304
71.0,43184.29512580927
72.0,43129.19614135414
73.0,43401.526056549126
74.0,43623.29908121527
75.0,43854.504100267506
76.0,43965.26825510484
77.0,43987.14194910659
78.0,44172.323119107285
79.0,44309.323103976305
80.0,44183.681211602685
81.0,44280.3822568219
82.0,44438.9684198651
83.0,44536.25757195657
84.0,44590.17060784397
85.0,44688.062461472844
86.0,44861.20970153676
87.0,44973.6596159687
88.0,44960.285609858955
89.0,44828.19213727297
90.0,44643.951449980814
91.0,44617.07996419084
92.0,44736.30654789037
93.0,44637.5423758228
94.0,44863.97848249258
95.0,44948.74352498044
96.0,45032.89280215764
97.0,45204.696723739544
98.0,45242.676479959904
99.0,45306.6270957988
100.0,45422.67275847855
101.0,45572.73717282222
102.0,45678.4307143994
103.0,45706.96102111573
104.0,45570.566407453036
105.0,45407.92853649659
106.0,45245.693348134686
107.0,45268.24122738594
108.0,45266.35110659979
109.0,45471.072163342695
110.0,45582.39304327182
111.0,45779.08061612524
112.0,45755.54890071193
113.0,45796.22223138912
114.0,45889.60753903155
115.0,45996.76898010132
116.0,46041.713885693476
117.0,46080.49137742903
118.0,46173.309651621
119.0,46089.743674488316
120.0,46042.18605640407
121.0,46090.60624170155
122.0,46100.925338976114
123.0,46024.873511950325
124.0,46075.815552606975
125.0,46099.684195413836
126.0,46110.35914024301
127.0,46360.7892586832
128.0,46508.99412449055
129.0,46687.75208470316
130.0,46692.71792470249
131.0,46770.75189516733
132.0,46782.90152737705
133.0,46697.990828197755
134.0,46687.86819118739
135.0,46769.19664217264
136.0,46632.835109729625
137.0,46603.77004404715
138.0,46727.0105632433
139.0,46653.755545933884
140.0,46580.09104335279
141.0,46557.58705892657
142.0,46646.28029291077
143.0,46732.01783675845
144.0,46766.18670913907
145.0,46849.60792968486
146.0,46883.755886513
147.0,46958.65596289184
148.0,46878.91703137458
149.0,47251.24594560284
150.0,47336.8122508494
151.0,47148.68747864055
152.0,47113.683660511946
153.0,47182.80231017446
154.0,47165.02220784787
155.0,47116.6830989274
156.0,47401.893920348535
157.0,47603.19977738034
158.0,47573.49067138981
159.0,47453.75167294987
160.0,47445.012078914086
161.0,47457.229218194916
162.0,47489.156287577294
163.0,47553.34959336369
164.0,47672.65451287723
165.0,47758.167320056586
166.0,47752.21191732465
167.0,47832.07866208274
168.0,47797.55498372173
169.0,47782.048837802125
170.0,47943.49915766479
171.0,47949.67975249558
172.0,47931.909528490105
173.0,47960.74878183659
174.0,47851.51350654288
175.0,47857.68630664032
176.0,48079.7205722609
177.0,48149.24046333866
178.0,48193.75746829967
179.0,48319.00506034363
180.0,48327.8708332118
181.0,48329.9971450739
182.0,48390.83444005645
183.0,48474.15846313083
184.0,48583.846848546396
185.0,48711.980675684084
186.0,48773.95712790456
187.0,48688.255472281
188.0,48738.41199532314
189.0,48745.73224060707
190.0,48804.624675279396
191.0,48896.19948949579
192.0,48800.943636317475
193.0,48857.07785637166
194.0,48951.81580731961
195.0,48904.85935034105
196.0,48873.42602101402
197.0,49007.62119607102
198.0,49029.08359851722
199.0,49108.59837283664
200.0,49094.80404517917
201.0,49112.41849857726
202.0,49132.05199285099
203.0,49280.53945536968
204.0,49364.6813827147
205.0,49390.482363616204
206.0,49255.710159775845
207.0,49321.88890825518
208.0,49342.104931622554
209.0,49420.89662745201
210.0,49528.88419929694
211.0,49519.18499390747
212.0,49521.55148914769
213.0,49416.921391548385
214.0,49402.535167621136
215.0,49424.56678618743
216.0,49647.02386336311
217.0,49633.97785687588
218.0,49762.59639877136
219.0,49810.17624484825
220.0,49691.71102400849
221.0,49533.82286846303
222.0,49458.82020633084
223.0,49480.208390982036
224.0,49492.50590942422
225.0,49380.533476455654
226.0,49227.797196528896
227.0,49194.47969256327
228.0,49293.10157548009
229.0,49404.34149231708
230.0,49509.89669725235
231.0,49380.7503313184
232.0,49192.57829141198
233.0,49175.90348484172
234.0,49288.47671033526
235.0,48627.6913972818
236.0,47761.10743265125
237.0,47105.839284179296
238.0,46158.434647241374
239.0,45465.691266247966
240.0,45003.137042587216
241.0,44598.73637727877
242.0,44578.10110578776
243.0,44467.21215849486
244.0,44534.2120849536
245.0,44589.2311422646
246.0,44654.88237303651
247.0,44710.81533053646
248.0,44868.49998841858
249.0,44970.771386239416
250.0,45006.9097478451
251.0,44948.20869451173
252.0,45005.40626729942
253.0,44857.369278666825
254.0,44618.84647519188
255.0,44420.491739269855
256.0,44129.17333183726
257.0,43663.700835929114
258.0,43428.938698811035
259.0,43460.48294801584
260.0,43403.24906062613
261.0,43513.42854407761
262.0,43365.90765483907
263.0,43311.584862586154
264.0,43262.880376909714
265.0,43117.842868640284
266.0,42746.304902396674
267.0,42473.81396665216
268.0,42278.383590732614
269.0,42202.6767562659
270.0,42334.83019022879
271.0,42364.16422668524
272.0,42439.09864034623
273.0,42465.497429853946
274.0,42702.817970771284
275.0,42923.38947894993
276.0,42980.20472186529
277.0,43206.01904502329
278.0,43240.25040195801
279.0,43357.6010763007
280.0,43443.656993097786
281.0,43491.95686277012
282.0,43552.54446429951
283.0,43592.12108349896
284.0,43660.86665569976
285.0,43873.168814291035
286.0,44000.624690501514
287.0,44094.59763199884
288.0,44133.09778743393
289.0,44178.81838660049
290.0,44289.063770036286
291.0,44280.526596937685
292.0,44339.93385057693
293.0,44457.99914986837
294.0,44526.168001676975
295.0,44714.418108859114
296.0,44896.33063875287
297.0,44954.968051356744
298.0,44929.44197351551
299.0,45083.4805044671
300.0,45163.82813670623
301.0,45172.08629347963
302.0,45130.79394298081
303.0,45228.19044866864
304.0,45168.00783012189
305.0,45140.43676467548
306.0,45333.6567740614
307.0,45354.79397632474
308.0,45333.302345723845
309.0,45388.8295715848
310.0,45408.336635364336
311.0,45245.54838928845
312.0,45147.06133918252
313.0,45052.786622010964
314.0,45026.225274292825
315.0,45052.72572807809
316.0,45146.25676710533
